arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.8976875,1,1,0,0,-6.510611534,35.50083923,-15.15816116,0.4750001132,77.44919743,0,0,-52.39963531,41.40628815,-78.30792236,0.1689999402,76.67272174,10.79374027,1.826044083,0.8100243211,1000,1000,301000,400,500,1200,1,1200
LR,std,1,1,0.001,1,none,0.892125,1,1,0,0,-8.276274681,36.77386856,-19.17532349,0.4720001221,75.85455997,0,0,-51.411129,41.52481461,-78.15408325,0.1772499681,76.97109823,10.72600746,1.867797613,0.8240501881,1000,1000,301000,400,500,1200,1,1200
LR,std,2,2,0.001,1,none,0.8975625,1,1,0,0,-9.120738983,36.924366,-22.4434185,0.4562501013,74.03560245,0,0,-50.79914093,41.48025894,-78.11143494,0.1719999462,76.85462538,10.80250549,1.862708807,0.8432267904,1000,1000,301000,400,500,1200,1,1200
LR,std,3,3,0.001,1,none,0.896125,1,1,0,0,-8.125234604,36.49764633,-15.74998379,0.4682500958,76.4070986,0,0,-49.61736298,40.70392609,-78.95031738,0.1757499427,77.45001124,10.92763615,1.875321627,0.8717957735,1000,1000,301000,500,500,1200,1,1200
LR,std,4,4,0.001,1,none,0.9018125,1,1,0,0,-5.88232851,35.30216599,-15.25197983,0.4840001464,76.82271324,0,0,-49.18219376,39.82321167,-87.83831024,0.1734999567,77.38271797,10.72769928,1.864201546,0.8886910081,1000,1000,301000,400,500,1200,1,1200
LR,std,5,5,0.001,1,none,0.8924375,1,1,0,0,-7.133284092,35.53311157,-18.72196198,0.4675001204,76.46070082,0,0,-47.68887329,41.95763016,-88.90438843,0.1757499576,77.2140941,10.77024651,1.886304617,0.8601514697,1000,1000,301000,400,500,1200,1,1200
LR,std,6,6,0.001,1,none,0.8915625,1,1,0,0,-5.691700935,36.18730164,-17.29457474,0.4877501428,75.56405926,0,0,-51.40634918,40.45935822,-78.13670349,0.1682499647,75.35134912,10.68415642,1.817020416,0.8397790194,1000,1000,301000,400,500,1200,1,1200
LR,std,7,7,0.001,1,none,0.909375,1,1,0,0,-7.156692982,36.02109528,-17.28770065,0.4697500765,77.56704338,0,0,-49.43802261,40.47885895,-76.56213379,0.1787499487,78.99782665,11.00819016,1.875761628,0.8383098245,1000,1000,301000,400,500,1200,1,1200
LR,std,8,8,0.001,1,none,0.887,1,1,0,0,-6.647513866,36.83081436,-14.15629292,0.4810000658,75.78576341,0,0,-58.10486984,42.77803802,-91.63552094,0.1457499564,74.6553497,10.98179054,1.89263308,0.9005407691,1000,1000,301000,500,500,1200,1,1200
LR,std,9,9,0.001,1,none,0.8976875,1,1,0,0,-6.011857033,37.16269684,-12.95387268,0.4885000587,75.78663104,0,0,-59.07847977,43.36692429,-87.30488586,0.155499965,76.44184326,10.89657974,1.841332793,0.8680401444,1000,1000,301000,400,500,1200,1,1200
