task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
12,RSL,0,0.7968000173568726,0.550746592054367,0.8848,0.30309255142211916,0.86,0.4509671020507813,62500,500,0.7965440154075623,0.8848,0.86,32.69116597494576,34.23700798099162,"[0.7003200054168701, 0.7897599935531616, 0.8131999969482422, 0.8322399854660034, 0.8484799861907959]"
13,RSL,0,0.8134559988975525,0.4734597095413208,0.9036,0.2586299554824829,0.856,0.4054185638427734,62500,500,0.813040018081665,0.9036,0.856,32.7055979220313,34.251252140966244,"[0.7203199863433838, 0.8069599866867065, 0.8299199938774109, 0.8507999777793884, 0.859279990196228]"
14,RSL,0,0.7763999700546265,0.6239371028823852,0.8676,0.37750367965698245,0.76,0.6570993957519531,62500,500,0.7760000228881836,0.8676,0.76,32.69756912998855,34.260868290031794,"[0.6759200096130371, 0.7656799554824829, 0.7976799607276917, 0.8183199763298035, 0.824400007724762]"
15,RSL,0,0.7970240116119385,0.5624653391351699,0.886,0.3173808135986328,0.792,0.5830098266601562,62500,500,0.7964959740638733,0.886,0.792,32.68223198800115,34.22576562099857,"[0.7028799653053284, 0.7887199521064758, 0.8160799741744995, 0.8334400057792664, 0.843999981880188]"
16,RSL,0,0.8448320031166077,0.43580620829486844,0.9272,0.21783705863952638,0.828,0.4998454437255859,62500,500,0.8445280194282532,0.9272,0.828,32.67861623404315,34.21771692298353,"[0.751039981842041, 0.840399980545044, 0.8632799983024597, 0.8784799575805664, 0.8909599781036377]"
17,RSL,0,0.9100959897041321,0.27014580506324765,0.96,0.12223140029907227,0.896,0.41101100158691406,62500,500,0.9096639752388,0.96,0.896,32.689935756032355,34.393341266026255,"[0.8372799754142761, 0.9132799506187439, 0.9249599575996399, 0.9360799789428711, 0.9388799667358398]"
18,RSL,0,0.7530879974365234,0.6425008545970916,0.8452,0.39953317680358885,0.764,0.6791570434570312,62500,500,0.7527679800987244,0.8452,0.764,32.68694714497542,34.22144900797866,"[0.6355199813842773, 0.74263995885849, 0.7736799716949463, 0.7965599894523621, 0.817039966583252]"
19,RSL,0,0.7448319792747498,0.6902824287338256,0.8484,0.41216082458496095,0.8,0.6370008544921875,62500,500,0.7445120215415955,0.8484,0.8,32.691551255004015,34.23003456101287,"[0.6399999856948853, 0.73471999168396, 0.7679199576377869, 0.7843999862670898, 0.7971199750900269]"
20,RSL,0,0.7805600166320801,0.590670363647461,0.8776,0.3274971598625183,0.788,0.64322509765625,62500,500,0.7799839973449707,0.8776,0.788,32.6905486540054,34.229528716998175,"[0.6789599657058716, 0.7659199833869934, 0.7996799945831299, 0.8188799619674683, 0.8393599987030029]"
21,RSL,0,0.8219040036201477,0.47757781651973724,0.9092,0.2393191243171692,0.816,0.5811168823242188,62500,500,0.8215680122375488,0.9092,0.816,32.68399854702875,34.22585406998405,"[0.7189599871635437, 0.8175199627876282, 0.8378399610519409, 0.8621599674224854, 0.873039960861206]"
22,RSL,0,0.8135359883308411,0.5142195398769378,0.9016,0.273106950378418,0.82,0.5412880859375,62500,500,0.8131999969482422,0.9016,0.82,32.676036736986134,34.22131135803647,"[0.6927199959754944, 0.8126399517059326, 0.8411999940872192, 0.8528800010681152, 0.8682399988174438]"
23,RSL,0,0.8481760025024414,0.4319669627370834,0.926,0.20798009185791017,0.868,0.37472244262695314,62500,500,0.8477759957313538,0.926,0.868,32.67727319197729,34.218517520988826,"[0.747439980506897, 0.8421599864959717, 0.8693599700927734, 0.8860799670219421, 0.8958399891853333]"
24,RSL,0,0.7676159739494324,0.6139902366886139,0.8476,0.40468887510299684,0.764,0.6598404541015624,62500,500,0.7672160267829895,0.8476,0.764,32.67859677801607,34.23218747699866,"[0.6681599617004395, 0.7551199793815613, 0.7861599922180176, 0.811199963092804, 0.8174399733543396]"
25,RSL,0,0.8199679851531982,0.4940308193311691,0.9144,0.23508668365478516,0.8,0.6297051086425781,62500,500,0.8195199966430664,0.9144,0.8,32.679893248016015,34.22895622003125,"[0.7045599818229675, 0.8151199817657471, 0.8458399772644043, 0.8613599538803101, 0.8729599714279175]"
26,RSL,0,0.7562559843063354,0.6400376247634887,0.868,0.3695526870727539,0.752,0.744564697265625,62500,500,0.7559679746627808,0.868,0.752,32.68384531897027,34.37320011900738,"[0.652239978313446, 0.746399998664856, 0.7756800055503845, 0.7904799580574036, 0.8164799809455872]"
27,RSL,0,0.8540480136871338,0.41074680840301514,0.9296,0.19952599468231202,0.868,0.42660968017578127,62500,500,0.8536159992218018,0.9296,0.868,32.70059866301017,34.24106109002605,"[0.7620799541473389, 0.8467999696731567, 0.873199999332428, 0.8845599889755249, 0.9035999774932861]"
28,RSL,0,0.8222079873085022,0.49023315483283997,0.918,0.22464974460601805,0.832,0.52502001953125,62500,500,0.8217920064926147,0.918,0.832,32.68608317599865,34.23521808400983,"[0.7072799801826477, 0.8177599906921387, 0.8363999724388123, 0.8667199611663818, 0.8828799724578857]"
29,RSL,0,0.7740479707717896,0.5969117261104584,0.8824,0.3195859256744385,0.744,0.7549184265136719,62500,500,0.7736960053443909,0.8824,0.744,32.681034439010546,34.23358002997702,"[0.6584799885749817, 0.7553600072860718, 0.7911199927330017, 0.823919951915741, 0.8413599729537964]"
30,RSL,0,0.7761759757995605,0.563675742937088,0.882,0.3207640775680542,0.736,0.7152485656738281,62500,500,0.7758079767227173,0.882,0.736,32.67829248000635,34.229191020014696,"[0.6627999544143677, 0.7587199807167053, 0.7963999509811401, 0.8189599514007568, 0.843999981880188]"
31,RSL,0,0.7841600179672241,0.5529075619659424,0.8984,0.2758885104179382,0.716,0.8336656494140625,62500,500,0.7842239737510681,0.8984,0.716,32.67470937897451,34.22360770695377,"[0.6521599888801575, 0.7731999754905701, 0.8074399828910828, 0.8374399542808533, 0.8505599498748779]"
32,RSL,0,0.8315039873123169,0.43408147727298735,0.9152,0.2335169017791748,0.796,0.6844752502441406,62500,500,0.8311839699745178,0.9152,0.796,32.67368789098691,34.226933467027266,"[0.7442399859428406, 0.8175999522209167, 0.8490399718284607, 0.8652799725532532, 0.8813599944114685]"
33,RSL,0,0.8540319800376892,0.39636777739620205,0.9464,0.15388096199035645,0.836,0.5226816711425781,62500,500,0.853663980960846,0.9464,0.836,32.6710576810292,34.22749618900707,"[0.7416799664497375, 0.8434399962425232, 0.8809599876403809, 0.9004799723625183, 0.9035999774932861]"
34,RSL,0,0.7274240255355835,0.7326597638797759,0.8424,0.43012400894165037,0.74,0.8045943603515625,62500,500,0.7268319725990295,0.8424,0.74,32.68422630004352,34.24059554300038,"[0.600879967212677, 0.7143200039863586, 0.7456799745559692, 0.7767199873924255, 0.799519956111908]"
35,RSL,0,0.7853760123252869,0.5860630013809204,0.8936,0.298061003112793,0.736,0.8545910034179688,62500,500,0.7848799824714661,0.8936,0.736,32.66933609399712,34.219526739034336,"[0.6807199716567993, 0.7719999551773071, 0.8059200048446655, 0.82423996925354, 0.843999981880188]"
36,RSL,0,0.8018559813499451,0.5336194526910781,0.8888,0.3112592245101929,0.748,0.9351336669921875,62500,500,0.8014559745788574,0.8888,0.748,32.659108053019736,34.3594073500135,"[0.6723999977111816, 0.7892000079154968, 0.825760006904602, 0.8499199748039246, 0.871999979019165]"
37,RSL,0,0.733519971370697,0.6997545986824035,0.8716,0.3476433784484863,0.692,0.8701588134765625,62500,500,0.7331839799880981,0.8716,0.692,32.685778312035836,34.24654273100896,"[0.6107199788093567, 0.712399959564209, 0.7519199848175049, 0.7848799824714661, 0.8076799511909485]"
38,RSL,0,0.8311200141906738,0.47183886362266536,0.9368,0.1866125810623169,0.82,0.6165067291259766,62500,500,0.830672025680542,0.9368,0.82,32.66214929101989,34.21403258200735,"[0.7107200026512146, 0.8227199912071228, 0.8542400002479553, 0.8755999803543091, 0.8923199772834778]"
39,RSL,0,0.8011839985847473,0.5312107705078125,0.8988,0.26919617767333986,0.692,0.9436034545898437,62500,500,0.8008000254631042,0.8988,0.692,32.684527851990424,34.229779585963115,"[0.673039972782135, 0.7835999727249146, 0.8269599676132202, 0.8558399677276611, 0.8664799928665161]"
40,RSL,0,0.862991988658905,0.38851212302970883,0.9496,0.1512589963912964,0.844,0.5357232666015626,62500,500,0.8624320030212402,0.9496,0.844,32.67005060700467,34.23082097101724,"[0.759119987487793, 0.8560000061988831, 0.8797599673271179, 0.9014399647712708, 0.9186399579048157]"
