act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,none,0,0.001,2,1,0.9703416667,1,1,0,0,-0.2266056538,1.302941203,-2.272090673,0.8986027837,78.37244674,0,0,0.9004929662,2.555346251,-3.303877354,1.18290329,63.31324927,3.733876228,1.545047164,1.931921959,0.4736233056,0.2582058311,0.7333278656,0,1.200000048,0.2411134988,0.1293284595,0.3330504894,0,1.200000048,0,1.676144987,1.530764402,1.11154272
SNA,none,0,0.001,2,2,0.97551875,1,1,0,0,-2.482010841,2.550292015,-10.02218723,0.5843476653,74.35096074,0,0,-3.693605185,4.720804214,-13.96801758,0.5992817283,75.17647028,5.759001732,2.042291641,2.384627819,0.2424001843,0.1459445357,0.3811996877,0,1.200000048,0.1310022026,0.08041502535,0.2102662623,0,1.200000048,0,3.832946566,3.667132884,2.965628639
SNA,none,0,0.001,2,3,0.97858125,1,1,0,0,-2.743202209,2.878108501,-6.359636784,0.5712601542,79.33588535,0,0,-4.687614918,5.710003376,-12.4193697,0.5908149481,79.93266173,6.896393776,2.355145693,2.597108603,0.2148726434,0.1514914185,0.3421066403,0,1.200000048,0.1083889455,0.07457081974,0.1716994345,0,1.200000048,0,5.399771885,5.232683572,4.366450346
SNA,none,0,0.001,2,4,0.9824083333,1,1,0,0,-2.618588448,3.164853573,-6.90324688,0.6229202151,74.8404969,0,0,-8.370322227,7.472085476,-17.48963928,0.5440415144,77.19321041,7.738051891,2.650371075,2.754668236,0.1959640533,0.1229566559,0.3066622019,0,1.200000048,0.08284001052,0.05717960373,0.1212648451,0,1.200000048,0,6.776779288,6.609793947,5.613113731
SNA,none,0,0.001,2,5,0.983475,1,1,0,0,-3.154960871,3.505681753,-9.47224617,0.6200705767,75.85881501,0,0,-10.13887596,8.894533157,-20.01124763,0.5593707561,76.8772761,8.441623688,2.811817169,2.799329281,0.1759191751,0.1191839874,0.2642083168,0,1.200000048,0.06912597269,0.05285749957,0.1106452048,0,1.200000048,0,8.102026682,7.934729077,6.828578898
SNA,none,0,0.001,2,6,0.9834375,1,1,0,0,-3.234400988,3.507553339,-7.48012352,0.5826903582,74.82620161,0,0,-10.09306622,8.694005013,-20.45524025,0.554592967,77.01655299,8.945487976,2.937446356,2.811607122,0.1765764803,0.09389187396,0.2667068839,0,1.200000048,0.07120588422,0.05921214819,0.09433794767,0,1.200000048,0,9.047831539,8.885303782,7.703374114
SNA,none,0,0.001,2,7,0.9842541667,1,1,0,0,-3.090263844,3.51695466,-7.11954689,0.5904195905,75.70107751,0,0,-9.813918114,8.42000103,-19.05480385,0.5531415343,78.60039408,9.432085991,3.042557478,2.815722227,0.1762861758,0.1211010143,0.2500559986,0,1.200000048,0.07323964685,0.05332518741,0.1043038815,0,1.200000048,0,9.952061673,9.790665029,8.542232697
SNA,none,0,0.001,2,8,0.9855208333,1,1,0,0,-3.782089949,3.675368071,-7.950533867,0.5908632278,75.3808549,0,0,-11.0456686,9.305756569,-19.92572212,0.5579900742,78.55140564,9.819192886,3.194566965,2.885874987,0.1682991236,0.1144431457,0.2314645648,0,1.200000048,0.06616527587,0.05425167456,0.0814332664,0,1.200000048,0,10.84226251,10.68044335,9.36793973
SNA,none,0,0.001,2,9,0.9865770833,1,1,0,0,-3.673496962,3.920545101,-8.007928848,0.5789640546,76.66861298,0,0,-11.29940796,9.690023422,-22.42762184,0.55291152,78.26478999,10.24354076,3.316936731,2.971837997,0.1570692956,0.1163827181,0.2133757323,0,1.200000048,0.06343214959,0.05000000075,0.08260201663,0.02999999933,1.200000048,0,11.7844009,11.62293241,10.24408126
SNA,none,0,0.001,2,10,0.9850458333,1,1,0,0,-3.585096836,3.614861727,-7.53834486,0.5671175718,76.9927404,0,0,-11.09482861,9.040753365,-20.41599655,0.5437716842,78.85990714,10.57161522,3.353044987,2.798500299,0.1705098152,0.1240559444,0.2463681251,0,1.200000048,0.06826002151,0.05152300373,0.09235287458,0,1.200000048,0,12.27872781,12.11887119,10.71018756
SNA,none,0,0.001,2,11,0.9837208333,1,1,0,0,-3.591802597,3.610458612,-7.034383297,0.5672499537,80.22461079,0,0,-11.33711147,9.473524094,-17.73820877,0.542763412,79.70829459,10.80249977,3.427515507,2.710823536,0.1705662608,0.1203052178,0.2542395294,0,1.200000048,0.06506123394,0.05188546702,0.08339586854,0,1.200000048,0,13.05780928,12.89825494,11.44085698
SNA,none,0,0.001,2,12,0.98731875,1,1,0,0,-3.52177,3.754871845,-8.641527176,0.584774375,79.8429813,0,0,-12.50878239,10.09611702,-20.13948822,0.5609498024,79.258144,11.14875507,3.532403231,2.732522726,0.1656878889,0.1116514057,0.2468312234,0,1.200000048,0.06116199493,0.05000000075,0.07984716445,0.009999999776,1.200000048,0,13.80375074,13.64541508,12.14043471
SNA,none,0,0.001,2,13,0.9838770833,1,1,0,0,-3.533860207,3.638638496,-6.215232849,0.5770184398,80.92038115,0,0,-11.33605194,9.679438591,-19.77871323,0.5401700735,80.72286047,11.40332603,3.559191704,2.660470247,0.1704712808,0.1143453121,0.2286420316,0,1.200000048,0.06388904899,0.05283525214,0.08139361441,0,1.200000048,0,14.52105764,14.36227666,12.81787525
SNA,none,0,0.001,2,14,0.9873208333,1,1,0,0,-4.241980076,3.984972715,-9.385372162,0.5751362443,80.43200475,0,0,-14.01597977,11.37601089,-22.30154228,0.5543051362,78.35888856,11.85057354,3.716834068,2.735289097,0.1550523341,0.1060567945,0.2273924649,0,1.200000048,0.05454508588,0.05000000075,0.06941697001,0.1700000018,1.200000048,0,15.70383518,15.54329037,13.92659802
SNA,none,0,0.001,2,15,0.9862854167,1,1,0,0,-4.324739456,4.170905113,-8.381018639,0.5694884062,78.38810579,0,0,-14.51805973,11.90568733,-22.92895317,0.5573472977,80.09873385,12.09550381,3.865153313,2.768568277,0.1476469338,0.1063280925,0.2144830674,0,1.200000048,0.0521126315,0.05000000075,0.06419567764,0.2899999917,1.200000048,0,16.35874091,16.20131009,14.54207743
SNA,none,0,0.001,2,16,0.9859541667,1,1,0,0,-4.718443394,4.2698946,-7.643864632,0.5569726825,79.54982934,0,0,-15.35062981,12.07927799,-28.93126869,0.5742518306,79.22717803,12.41436958,3.965448618,2.790284395,0.1443714947,0.09448616952,0.2007672638,0,1.200000048,0.05063759536,0.05000000075,0.06582475454,0.4600000083,1.200000048,0,17.09045039,16.93434313,15.23236913
SNA,none,0,0.001,2,17,0.9858125,1,1,0,0,-4.310729027,4.391433239,-8.873701096,0.5721797943,80.24144841,0,0,-13.52719021,12.42203903,-22.22229576,0.5830728412,80.89710631,12.54165649,3.957855463,2.690348864,0.1411031634,0.09499653429,0.1887420714,0,1.200000048,0.05000000075,0.05000000075,0.06138819456,0.5099999905,1.206955791,0,17.60688462,17.45370703,15.72311171
SNA,none,0,0.001,2,18,0.9862041667,1,1,0,0,-4.167852402,4.116687775,-7.419693947,0.5661116242,80.54537988,0,0,-13.72351933,11.79422283,-23.46305656,0.5688152909,81.18987393,12.65329075,3.970148563,2.598915577,0.1508133709,0.09918177128,0.1954809278,0,1.200000048,0.05248194188,0.05000000075,0.06978739053,0.3000000119,1.200000048,0,17.96328364,17.80947509,16.06345446
SNA,none,0,0.001,2,19,0.9857395833,1,1,0,0,-4.574295521,4.293743134,-9.356464386,0.5645745993,79.63157324,0,0,-12.86822414,12.4528904,-22.27575111,0.595760107,81.23340603,12.89850235,4.01904726,2.526042938,0.1441822648,0.0991929695,0.1828863323,0,1.200000048,0.05000000075,0.05000000075,0.0647963807,0.5099999905,1.201581359,0,18.58492804,18.43268224,16.653128
SNA,none,0,0.001,2,20,0.9866708333,1,1,0,0,-4.522828579,4.31630373,-7.626611233,0.5642563701,81.07391133,0,0,-13.68305016,12.69789886,-26.15931892,0.5910539031,80.40841941,13.1288166,4.144584179,2.530957222,0.1433971822,0.09945329279,0.1991881877,0,1.200000048,0.05000000075,0.05000000075,0.06268689036,0.6800000072,1.232443333,0,19.19356531,19.04286273,17.22822809
SNA,none,0,0.001,2,21,0.9850979167,1,1,0,0,-4.413427353,4.291300774,-10.14247036,0.5672162175,78.94384962,0,0,-14.66118526,12.75254345,-25.96258163,0.605050385,80.5094468,13.2690649,4.150744915,2.433412313,0.1436918676,0.09490200132,0.1852648109,0,1.200000048,0.05000000075,0.05000000075,0.0617852807,0.6800000072,1.231870174,0,19.62639693,19.47753924,17.64179759
SNA,none,0,0.001,2,22,0.98518125,1,1,0,0,-4.44727993,4.243660927,-8.081989288,0.5608389378,80.53457577,0,0,-15.52290821,12.54265976,-25.72529602,0.5730184913,79.93885309,13.48473454,4.19108963,2.324014902,0.145543471,0.09718681872,0.1996900737,0,1.200000048,0.05000000075,0.05000000075,0.06195450202,0.5500000119,1.219999671,0,20.20840599,20.06161297,18.19605774
SNA,none,0,0.001,2,23,0.98505625,1,1,0,0,-4.793766499,4.469120979,-9.53530407,0.5670933127,78.19517561,0,0,-14.8780489,13.16969872,-26.99849701,0.5980207324,80.69045814,13.8112936,4.249008656,2.431299686,0.1389665157,0.093327187,0.1916834116,0,1.200000048,0.05000000075,0.05000000075,0.05879224092,0.7300000191,1.272341609,0,21.08720694,20.93852931,19.03025542
SNA,none,0,0.001,2,24,0.98581875,1,1,0,0,-5.121953964,4.580210209,-11.08614159,0.5612071753,79.29765179,0,0,-16.30894279,13.62824917,-26.76387787,0.6249713898,79.8250397,14.07692528,4.357796192,2.413955688,0.1353660524,0.08974026144,0.189479053,0,1.200000048,0.05000000075,0.05000000075,0.05880385265,0.8399999738,1.317580104,0,21.83899933,21.68887231,19.74546961
SNA,none,0,0.001,2,25,0.9859,1,1,0,0,-4.836419582,4.427704334,-9.016121864,0.5738430619,79.49455131,0,0,-15.6457262,13.2907629,-26.18164635,0.5996659994,80.41933982,14.16755581,4.339889526,2.313562393,0.139045313,0.09434208274,0.1888155043,0,1.200000048,0.05000000075,0.05000000075,0.05772072822,0.7900000215,1.282937884,0,22.08551665,21.93941702,19.98238015
SNA,none,0,0.001,2,26,0.9850208333,1,1,0,0,-4.65045166,4.474518776,-7.85170269,0.5617401004,81.05435741,0,0,-14.1848278,12.95186234,-24.68522263,0.5888504982,81.69932657,14.37448406,4.325090408,2.241426229,0.1382547915,0.0970563069,0.1968747079,0,1.200000048,0.05000000075,0.05000000075,0.05809049308,0.7300000191,1.248946071,0,22.66528266,22.52190644,20.53786
SNA,none,0,0.001,2,27,0.9862229167,1,1,0,0,-4.865179062,4.468131542,-10.99749374,0.5600406528,81.37732594,0,0,-13.96655273,13.43711472,-23.41998291,0.6187246442,81.88312193,14.50237656,4.39440918,2.160735607,0.1382623613,0.08952577412,0.1866719425,0,1.200000048,0.05000000075,0.05000000075,0.05861635879,0.8399999738,1.311555743,0,23.23227549,23.0897949,21.08000136
SNA,none,0,0.001,2,28,0.9861083333,1,1,0,0,-5.463954449,4.629990578,-10.96722031,0.5537996888,80.3771358,0,0,-14.88660526,14.06200886,-29.77716446,0.6426061392,80.66120696,14.73169994,4.48756218,2.222307682,0.1333218664,0.08795597404,0.1796618402,0,1.200000048,0.05000000075,0.05000000075,0.05443983898,0.9700000286,1.359703064,0,24.02018156,23.88026343,21.83054829
SNA,none,0,0.001,2,29,0.98539375,1,1,0,0,-5.296645164,4.743957043,-9.786584854,0.5591238141,80.931515,0,0,-14.69418144,14.1930418,-24.36392975,0.6495497227,81.40162882,14.89182472,4.528181553,2.252111435,0.1305190474,0.08214321733,0.194747135,0,1.200000048,0.05000000075,0.05000000075,0.05020521209,0.9900000095,1.378657222,0,24.70038071,24.56121718,22.48083865
SNA,none,0,0.001,2,30,0.9850604167,1,1,0,0,-5.190702438,4.707906723,-9.456425667,0.5565593243,81.37146562,0,0,-14.8187952,14.11954594,-28.58877373,0.6465052962,81.90146639,15.13743401,4.539328098,2.175398111,0.1308149993,0.09274313599,0.2043081969,0,1.200000048,0.05000000075,0.05000000075,0.0536858961,0.9599999785,1.36365509,0,25.06092126,24.92341787,22.82671024
SNA,none,0,0.001,2,31,0.9856895833,1,1,0,0,-5.206177711,4.804404259,-8.823375702,0.5536832213,80.65134845,0,0,-15.56726265,14.58943748,-25.33526993,0.6644271016,81.93830754,15.29703045,4.595216751,2.225833416,0.1289703846,0.08872066438,0.1764273793,0,1.200000048,0.05000000075,0.05000000075,0.05000000075,1,1.408445001,0,25.73116926,25.59145782,23.46578408
