arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CHB,std,0,0,0.0001,1,1,5,0.6699919872,0.8043999672,0.736000061,0.8043999672,0,0,0.1536190212,7.410560131,-1.828010082,0.4939999878,26.88550832,0,0,-0.04448166862,6.220853806,-0.668982029,0.4743999839,25.91343994,0.786095202,0.6336436868,0.6474424601,3.990687847,3.37767148
CHB,std,0,0,0.0001,2,0,1,0.8949519231,0.6380000114,0.5899999738,0.6380000114,0,0,-0.8062689304,0.9065138698,-1.831013083,0.1020000055,8.276006995,0,0,-0.8958705068,0.9406524897,-2.838288784,0.07600000501,6.445880309,0.6496096253,0.6277070045,0.801856041,3.001826048,1.692855835
CHB,std,0,0,0.0001,3,1,5,0.5715544872,0.6223999858,0.530000031,0.6223999858,0,0,-0.2019102275,13.76082039,-5.332753658,0.4335999787,17.02401454,0,0,2.081628084,31.48217773,-4.705637455,0.5971999764,14.42379969,0.906134367,0.7705155611,0.8023971915,8.019309044,13.79434299
CHB,std,0,0,0.0001,4,0,1,0.7991185897,0.9580000639,0.7899999619,0.9580000639,0,0,-1.041738868,1.249967813,-38.36197281,0.150000006,7.475432272,0,0,-1.093460321,4.759435654,-6.074501038,0.324000001,9.197475479,0.723442018,0.7985158563,0.8459634781,4.146458626,5.348999977
CHB,std,0,0,0.0001,5,1,5,0.6423878205,0.7335999608,0.6340000033,0.7335999608,0,0,-0.2195925713,4.196074486,-13.08338547,0.4071999788,14.26962316,0,0,0.2766561508,24.3475647,-2.287427664,0.6055999994,16.57909216,0.7389646173,0.8587068915,0.8438124657,5.520859718,10.13187599
CHB,std,0,0,0.0001,6,0,1,0.9143429487,0.9740000367,0.9099999666,0.9740000367,0,0,-1.011791468,1.869874835,-12.03230572,0.1840000153,6.905715051,0,0,-0.2048093379,21.4516716,-1.806596398,0.5800000429,8.780306437,0.7262262702,0.9213911295,0.8798258901,4.473923683,10.60502911
CHB,std,0,0,0.0001,7,1,5,0.5997596154,0.6775999665,0.6240000129,0.6775999665,0,0,-0.2561381757,5.873158932,-12.02234936,0.4703999758,12.12750686,0,0,0.3877265155,49.04817963,-2.428461552,0.5888000131,11.55607563,0.8543291688,0.9790677428,0.8987523317,7.980704308,20.76651001
CHB,std,0,0,0.0001,8,0,1,0.9053285256,0.9660000205,0.8899999857,0.9660000205,0,0,-2.859763145,6.267800808,-32.00468445,0.2540000081,12.98222721,0.009999999776,0,-2.266127825,18.40051079,-8.706295013,0.4940000176,14.19605368,0.9134854674,1.030459642,0.930444479,7.106917381,10.0128231
CHB,std,0,0,0.0001,9,1,5,0.4195913462,0.4951999784,0.4140000343,0.4951999784,0,0,-0.1643971354,3.631155729,-6.976629734,0.4627999961,11.85120165,0,0,0.256303072,50.95275497,-8.266002655,0.6039999723,11.73056251,0.808643043,1.044078946,0.963537395,7.371809959,19.85001945
CHB,std,0,0,0.0001,10,0,1,0.9691907051,0.9940000176,0.9199999571,0.9940000176,0,0,-0.3133693635,18.75660706,-8.769983292,0.4920000136,12.14420228,0,0,-0.7232817411,53.29382706,-7.675228119,0.5940000415,10.47001891,1.064404368,1.089093328,0.973077178,9.419128418,22.60133171
CHB,std,0,0,0.0001,11,1,5,0.5477163462,0.6507999897,0.5780000091,0.6507999897,0,0,-0.01268948149,7.685553551,-5.007851601,0.4903999865,12.17366764,0,0,0.9012284875,52.64066315,-6.073400021,0.611199975,11.82039635,0.8786578774,1.14622283,1.018405914,8.092535019,22.71664047
CHB,std,0,0,0.0001,12,0,1,0.9750801282,0.9900000691,0.8999999762,0.9900000691,0,0,-1.111297727,12.34411621,-40.03365707,0.326000005,11.87793013,0,0,0.2556187809,31.67976189,-7.880538464,0.5879999995,13.1021259,1.031145334,1.195730686,1.047558188,8.32217598,15.63726139
CHB,std,0,0,0.0001,13,1,5,0.5717147436,0.6660000086,0.5820000172,0.6660000086,0,0,-0.6038694382,9.119573593,-33.39788055,0.4311999977,11.5789584,0,0,0.3148233891,58.64796448,-3.049648046,0.619599998,12.58597483,0.986321032,1.216974139,1.069887042,8.698553085,24.61507225
CHB,std,0,0,0.0001,14,0,1,0.9512820513,0.9740000367,0.9199999571,0.9740000367,0,0,-4.186742306,8.489956856,-118.2184219,0.1300000101,9.513582062,0.01999999955,0,-8.106152534,35.89495468,-44.48469162,0.4120000303,10.219079,0.9335660338,1.251909852,1.099775314,13.59233475,19.69937897
CHB,std,0,0,0.0001,15,1,5,0.4922275641,0.5252000093,0.4600000083,0.5252000093,0,0,-0.1272812784,11.43139458,-8.275680542,0.4427999854,9.711728695,0,0,3.077529907,61.98423767,-19.83790207,0.5927999616,10.36190555,1.00680542,1.274128556,1.106172562,11.14052582,29.30465698
CHB,std,0,0,0.0001,16,0,1,0.9659455128,0.9800000191,0.719999969,0.9800000191,0,0,-0.6734284163,21.35595703,-10.74455643,0.4920000136,14.68309321,0,0,-1.932155967,42.5618515,-14.87053585,0.5720000267,14.69197279,1.228700876,1.258498073,1.118324518,10.55260086,19.62471199
CHB,std,0,0,0.0001,17,1,5,0.5703926282,0.6272000074,0.5520000458,0.6272000074,0,0,-0.1738157272,14.1060009,-5.847514629,0.4951999784,15.87109931,0,0,1.943752646,59.78655243,-9.064131737,0.5967999697,14.31099261,1.087561965,1.311362505,1.13425684,9.491135597,23.14629555
CHB,std,0,0,0.0001,18,0,1,0.9507612179,0.9840000272,0.9099999666,0.9840000272,0,0,-4.493997574,8.575710297,-56.5271759,0.1340000033,10.50207873,0.01999999955,0,1.522711515,40.99381638,-36.56497955,0.5500000119,10.83306488,1.026435256,1.364562511,1.170612574,9.436157227,22.25719261
CHB,std,0,0,0.0001,19,1,5,0.4707932692,0.5687999725,0.4860000312,0.5687999725,0,0,-0.1248156726,13.70441055,-0.9408260584,0.4571999907,15.31341111,0,0,0.1921438724,54.29862595,-15.8036871,0.6100000143,14.6891425,1.164992094,1.411479592,1.191422462,9.66293335,24.83575058
CHB,std,0,0,0.0001,20,0,1,0.9483974359,0.9680000544,0.8899999857,0.9680000544,0,0,-2.108138323,19.39128113,-14.20987511,0.4280000329,14.31059803,0,0,-0.3933808804,37.98511887,-10.5517149,0.5980000496,12.78176888,1.242860079,1.42392242,1.217124939,9.532799721,22.06668472
CHB,std,0,0,0.0001,21,1,5,0.4227564103,0.445600003,0.3920000196,0.445600003,0,0,-0.2668659687,11.82054806,-3.792736292,0.4627999961,11.14189272,0,0,2.380064487,96.42798615,-10.78312874,0.5963999629,9.571183372,1.099749684,1.517727017,1.238527417,9.864534378,40.14577103
CHB,std,0,0,0.0001,22,0,1,0.9654647436,0.9980000257,0.9599999785,0.9980000257,0,0,-0.6837150455,13.35133648,-5.05365181,0.4820000231,6.228330255,0,0,-2.144777775,119.3225021,-18.05157852,0.5680000186,7.14191166,1.095549583,1.509500861,1.24812305,15.45680046,60.35209656
CHB,std,0,0,0.0001,23,1,5,0.5906650641,0.6719999909,0.65200001,0.6719999909,0,0,1.033039212,23.69809341,-31.26309967,0.5460000038,13.97108478,0,0,-1.572600961,71.39868927,-13.63715553,0.5708000064,11.93290063,1.297939777,1.508571982,1.285255313,13.40671158,33.26082611
CHB,std,0,0,0.0001,24,0,1,0.9756410256,1,0.8399999738,1,0,0,-1.493741989,9.169639587,-9.839141846,0.4100000262,10.20951129,0,0,3.154968977,77.97596741,-14.50830746,0.584000051,9.544512805,1.052941799,1.503604054,1.290178061,11.50184059,36.03089142
CHB,std,0,0,0.0001,25,1,5,0.5199919872,0.5843999982,0.5320000052,0.5843999982,0,0,-0.5865063667,9.643025398,-26.99029922,0.4307999909,14.41324773,0,0,2.279853821,50.89253998,-9.744023323,0.6279999614,14.94556217,1.088973045,1.508153677,1.312206268,8.390394211,24.59730339
CHB,std,0,0,0.0001,26,0,1,0.9606971154,0.9980000257,0.8899999857,0.9980000257,0,0,-0.6263883114,17.60714531,-7.346495628,0.4480000138,8.880010136,0,0,0.4747168124,88.74784851,-19.66985321,0.5860000253,8.308097604,1.175181627,1.557205796,1.312826753,10.91697025,39.45324707
CHB,std,0,0,0.0001,27,1,5,0.5304887821,0.6291999817,0.5420000553,0.6291999817,0,0,-0.1755277067,13.31306839,-4.355926037,0.4751999974,12.87579967,0,0,1.381566405,88.03829193,-7.108490467,0.5875999928,11.87317042,1.162819266,1.572157025,1.34607625,9.88177681,36.94168472
CHB,std,0,0,0.0001,28,0,1,0.9454727564,0.9460000396,0.8100000024,0.9460000396,0,0,-2.156609535,14.65765476,-19.2602005,0.4040000141,18.34324917,0,0,2.475410223,39.56482315,-10.62970543,0.628000021,17.65221805,1.305976748,1.580273628,1.369623423,7.765046597,21.19096184
CHB,std,0,0,0.0001,29,1,5,0.4862580128,0.5835999846,0.5420000553,0.5835999846,0,0,-0.3911443949,7.218112469,-5.066358089,0.4311999977,10.69360797,0,0,2.215640068,105.227684,-6.790877342,0.578799963,9.706050228,1.069307089,1.64644444,1.394171357,11.05843735,49.87042236
CHB,std,0,0,0.0001,30,0,1,0.9596955128,0.9900000691,0.8499999642,0.9900000691,0,0,-0.5888153911,21.77024651,-12.16429806,0.4520000219,10.68142106,0,0,-0.8371049166,117.3360062,-23.58688545,0.5700000525,9.960386781,1.237162352,1.694716692,1.403091431,14.99291801,53.84162903
CHB,std,1,1,0.0001,1,1,5,0.595713141,0.7315999866,0.6100000143,0.7315999866,0,0,-0.07838870585,7.383340359,-4.130203724,0.4723999798,23.95587833,0,0,-0.1157636195,6.342216969,-2.152688503,0.4931999743,26.07627275,0.732955575,0.6456339955,0.6970533729,4.121911526,3.955548048
CHB,std,1,1,0.0001,2,0,1,0.9078525641,0.9580000639,0.8299999833,0.9580000639,0,0,-1.550114274,5.69247818,-7.355391026,0.3380000293,14.51877468,0,0,-2.090205669,2.448423624,-6.389912605,0.1120000035,10.30428403,0.8277602792,0.6555838585,0.7801581025,6.818227291,3.225563526
CHB,std,1,1,0.0001,3,1,5,0.5491987179,0.6308000088,0.4980000257,0.6308000088,0,0,-0.209106341,14.48401451,-6.605721474,0.4755999744,23.48835911,0,0,0.9344475269,16.65887451,-4.446973801,0.5816000104,20.50656863,1.013436198,0.7453766465,0.7757660747,7.140549183,8.613103867
CHB,std,1,1,0.0001,4,0,1,0.8694711538,0.834000051,0.719999969,0.834000051,0,0,-3.27048564,3.788062096,-40.81175995,0.1060000062,10.97532443,0.009999999776,0,-2.660490274,5.558928013,-19.28191948,0.1360000074,14.89128862,0.8528235555,0.7924750447,0.8280335069,4.957203388,4.605105877
CHB,std,1,1,0.0001,5,1,5,0.5368990385,0.5867999792,0.5320000052,0.5867999792,0,0,-0.3007935584,8.522512436,-5.563010693,0.4079999924,14.79881545,0,0,0.7097783089,30.77071571,-15.27994823,0.5703999996,14.9408983,0.9261994958,0.8797893524,0.8321966529,7.874088764,11.76960468
CHB,std,1,1,0.0001,6,0,1,0.8784855769,0.9840000272,0.9499999881,0.9840000272,0,0,-1.830918908,4.890153408,-30.18409157,0.2660000026,8.941769522,0,0,-1.354014277,14.59834385,-8.281989098,0.5,10.52428358,0.83693856,0.8928086162,0.8634041548,5.519587517,8.022310257
CHB,std,1,1,0.0001,7,1,5,0.5886217949,0.6707999706,0.5700000525,0.6707999706,0,0,-0.6233999729,10.57783604,-8.259626389,0.4068000019,16.90782283,0,0,-0.2432914972,19.47675323,-4.226904392,0.5859999657,19.61581213,0.9607951641,0.9380018115,0.8409702778,6.989829063,9.145523071
CHB,std,1,1,0.0001,8,0,1,0.9447115385,0.9720000625,0.8399999738,0.9720000625,0,0,-0.885939002,2.069004774,-19.11504745,0.2760000229,7.549309993,0,0,1.854221821,47.64248276,-9.059080124,0.5780000091,7.862777888,0.8034422994,1.018753886,0.8507836461,8.739761353,24.24141312
CHB,std,1,1,0.0001,9,1,5,0.5782852564,0.6692000031,0.5680000186,0.6692000031,0,0,0.3102269173,20.68376541,-4.18987751,0.510800004,17.18092396,0,0,-1.080951691,35.98801422,-7.82525444,0.5916000009,18.0369066,1.112474084,1.052275777,0.8667784929,9.670944214,14.55687809
CHB,std,1,1,0.0001,10,0,1,0.9414262821,0.9400000572,0.8899999857,0.9400000572,0,0,-3.786524534,6.834420681,-132.0323181,0.2760000229,7.06985719,0,0,2.356993675,25.24004555,-14.32589912,0.5320000052,8.953902909,0.9350640774,1.098642826,0.8752961755,8.414198875,18.70093918
CHB,std,1,1,0.0001,11,1,5,0.6070512821,0.7080000043,0.6700000167,0.7080000043,0,0,0.3618660569,21.02560043,-9.168566704,0.5299999714,19.66551577,0,0,-1.448105097,32.8309021,-6.715852737,0.5859999657,19.46322703,1.251425982,1.077226162,0.9042780399,10.56042004,14.04539299
CHB,std,1,1,0.0001,12,0,1,0.9346955128,0.986000061,0.9599999785,0.986000061,0,0,-4.637387276,6.464475632,-38.638134,0.2080000043,10.26872145,0,0,-0.6497575641,24.80690384,-10.86567688,0.5220000148,9.536347046,1.062835217,1.101555228,0.9081759453,9.029455185,15.64806843
