arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
R,raw,100,0,0.001,1,1,5,0.6532852564,0.7455999851,0.7280000448,0.7455999851,0.5299999714,0.5299999714,-6.112967014,2.89079833,-10.49842072,0,12.76951107,0.2399999946,0.2399999946,-0.5402869582,1.573403955,-5.674701214,0.4035999775,12.27897497,0.6728574038,0.6087684035,1.040601254
R,raw,100,0,0.001,2,0,1,0.9895833333,1,1,1,0.8700000048,0.8700000048,-8.322410583,2.768893719,-38.3041954,0,1.554862795,0.6599999666,0.6599999666,-4.031010628,2.317557573,-21.93520927,0,1.297549104,0.6728574038,0.6157469749,1.248301864
R,raw,100,0,0.001,3,1,5,0.4927884615,0.6319999695,0.5980000496,0.6319999695,0.8999999762,0.8999999762,-9.248466492,3.075222015,-73.31014252,0,4.990849374,0.05999999866,0.05999999866,0.08318766952,1.031678081,-3.464982748,0.5163999796,13.88252972,0.6728574038,0.6291010976,2.016014814
R,raw,100,0,0.001,4,0,1,0.9307692308,1,1,1,0.9899999499,0.9899999499,-8.043390274,2.67547369,-62.57012939,0,1,0.5,0.5,-0.02451216243,0.002673258772,-0.2406732291,0,1.056158632,0.6728574038,0.6284589171,3.188336372
R,raw,100,0,0.001,5,1,5,0.2621394231,0.4772000015,0.454000026,0.4772000015,0.9599999785,0.9599999785,-9.195793152,2.872755051,-71.60809326,0,1.956517308,0.3799999952,0.3799999952,-1.255135536,0.8501799703,-5.008860588,0.0003999999899,2.507296249,0.6728574038,0.6298667192,3.486381292
R,raw,100,0,0.001,6,0,1,0.8923076923,1,1,1,1,1,-7.327841282,2.025305271,-55.20429993,0,0,0.6200000048,0.6200000048,-0.0403463617,0,-0.2900337875,0,1.00000361,0.6728574038,0.6284487247,4.536787033
R,raw,100,0,0.001,7,1,5,0.2912259615,0.4079999924,0.400000006,0.4079999924,0.9899999499,0.9899999499,-8.182837486,2.174416304,-63.98042297,0,1,0.5500000119,0.5500000119,-0.2124715298,0.6530419588,-2.037477016,0,1.907710016,0.6728574038,0.6322655082,5.50941515
R,raw,100,0,0.001,8,0,1,0.7666666667,1,1,1,1,1,-13.13763523,3.07333374,-102.22612,0,0,0.8899999857,0.8899999857,-0.03803205118,0,-0.3502640426,0,1.000001807,0.6728574038,0.6322655082,6.651307106
R,raw,100,0,0.001,9,1,5,0.1983573718,0.2155999988,0.2120000124,0.2155999988,0.9599999785,0.9599999785,-8.589195251,2.955812454,-66.46792603,0,1.026156651,0.8799999952,0.8799999952,-1.451044202,0.4962190688,-7.057157516,0,1.090314423,0.6728574038,0.6306234598,6.731453419
R,raw,100,0,0.001,10,0,1,0.8270032051,1,1,1,0.9899999499,0.9899999499,-7.225140572,2.221544743,-66.24829102,0,1,0.9099999666,0.9099999666,-1.374573588,0.4653066397,-6.987092972,0,1.099817742,0.6728574038,0.6344635487,7.289523125
