row_type,arm,seed,bin,status,beta_seed,rho_seed,n_intervals,n_submerged_unit_intervals,median_submerged_units,n,zbar_bin_median,zbar_bin_lo,zbar_bin_hi,dzbar_median,dzbar_sd,rho,eligible
bin,E_off,3,2,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-11.85679817199707,-12.502403259277344,-11.374823570251465,1.953192986547947e-05,0.00381084420444772,0.005125355122805421,1
bin,E_off,3,3,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,347,-10.88545036315918,-11.374672889709473,-10.546950340270996,1.233816146850586e-05,0.042639900253259595,0.00028935718412152414,1
bin,E_off,3,4,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-10.192742347717285,-10.546640396118164,-9.908190727233887,-1.0050833225250244e-05,0.03029464448448503,-0.00033176930762127393,1
bin,E_off,3,5,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-9.684963703155518,-9.90146255493164,-9.426141738891602,0.00017520785331726074,0.03335058822454226,0.0052535161340371075,1
bin,E_off,3,6,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-9.221923828125,-9.426137924194336,-8.896293640136719,0.0003027617931365967,0.059531688503703606,0.0050857249432419704,1
bin,E_off,3,7,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,347,-8.66312313079834,-8.890217781066895,-8.391410827636719,7.38147646188736e-05,0.08239151829855408,0.0008959024683996993,1
bin,E_off,3,8,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-8.101794719696045,-8.389409065246582,-7.809939384460449,0.0016136690974235535,0.05919777182443374,0.027258949918069642,1
bin,E_off,3,9,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-7.381680011749268,-7.806683540344238,-7.023859977722168,0.0010440414771437645,0.08340439547013712,0.012517823206542907,1
bin,E_off,3,10,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-6.6566855907440186,-7.0228271484375,-6.155526638031006,0.00041750073432922363,0.11824471282013663,0.0035308194706708683,1
bin,E_off,3,11,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-5.635624647140503,-6.15359354019165,-3.55072283744812,-0.00023224949836730957,0.13526974426935437,-0.0017169360348966531,1
seed_summary,E_off,4,,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,,,,,,,,
bin,E_off,4,0,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-12.71311902999878,-14.575637817382812,-12.130294799804688,3.394484519958496e-05,0.0018888489109381798,0.017971180756180632,1
bin,E_off,4,1,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-11.726873874664307,-12.13025188446045,-11.405481338500977,0.0001376718282699585,0.005914953792689935,0.023275216188518976,1
bin,E_off,4,2,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-11.023596286773682,-11.404817581176758,-10.701848030090332,0.00011713802814483643,0.014512444105933331,0.008071557574298957,1
bin,E_off,4,3,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-10.451280117034912,-10.701166152954102,-10.258503913879395,0.00039839744567871094,0.04046108229512014,0.009846435712540496,1
bin,E_off,4,4,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-10.061428546905518,-10.257105827331543,-9.755354881286621,9.950995445251465e-05,0.07228174093938083,0.0013766955964158193,1
bin,E_off,4,5,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,357,-9.524877548217773,-9.755329132080078,-9.365216255187988,0.00019973516464233398,0.05437434544154623,0.003673334603302108,1
bin,E_off,4,6,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-9.152267932891846,-9.365091323852539,-8.910382270812988,0.0011215433478355408,0.06757631716392733,0.01659669237544996,1
bin,E_off,4,7,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-8.752825736999512,-8.910025596618652,-8.50650405883789,0.001530233770608902,0.06674565683068111,0.022926342226143117,1
bin,E_off,4,8,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-8.305698871612549,-8.50607681274414,-8.086498260498047,0.00047951191663742065,0.06927889212816427,0.006921472066128529,1
bin,E_off,4,9,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-7.605272531509399,-8.077945709228516,-7.2530317306518555,0.001093096158001572,0.10845822203809335,0.010078499697493179,1
bin,E_off,4,10,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-6.757765531539917,-7.250202178955078,-6.2421488761901855,0.00028623640537261963,0.11189599066586885,0.0025580577433497722,1
bin,E_off,4,11,OK,0.5507027172886294,0.008958996643419728,90,4295,49.0,358,-5.51831316947937,-6.240625381469727,-3.795346260070801,0.0005431235767900944,0.13596062185636584,0.003994712361376749,1
seed_summary,E_off,5,,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,,,,,,,,
bin,E_off,5,0,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,344,-13.119496822357178,-15.293529510498047,-12.496635437011719,9.685754776000977e-07,0.0009963092920873126,0.000972163448933502,1
bin,E_off,5,1,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,343,-12.106139183044434,-12.494861602783203,-11.645145416259766,2.1651387214660645e-05,0.005389629283064871,0.004017231256088981,1
bin,E_off,5,2,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,344,-11.149801254272461,-11.644668579101562,-10.76198959350586,-5.532149225473404e-05,0.01828401365244847,-0.003025675505734802,1
bin,E_off,5,3,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,343,-10.257923126220703,-10.759073257446289,-9.783777236938477,-2.2277235984802246e-06,0.020903645289079207,-0.00010657105818974383,1
bin,E_off,5,4,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,344,-9.48625135421753,-9.78235149383545,-9.1967191696167,3.724731504917145e-05,0.02614335400315568,0.0014247336070450426,1
bin,E_off,5,5,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,343,-8.879047393798828,-9.19631576538086,-8.66032886505127,0.00038014352321624756,0.026569044818612515,0.014307760245484781,1
bin,E_off,5,6,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,343,-8.469510078430176,-8.65956974029541,-8.279959678649902,0.00015557743608951569,0.036692344077728895,0.0042400517056076096,1
bin,E_off,5,7,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,344,-8.04364538192749,-8.278974533081055,-7.794693946838379,2.868659794330597e-05,0.09359794619999157,0.0003064874722999911,1
bin,E_off,5,8,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,343,-7.506547927856445,-7.794434070587158,-7.329174995422363,-0.00027643144130706787,0.05537439538527226,-0.00499204441662562,1
bin,E_off,5,9,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,344,-7.015334129333496,-7.3273797035217285,-6.697871685028076,0.00021061301231384277,0.08417801693453084,0.00250199541381031,1
bin,E_off,5,10,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,343,-6.261260986328125,-6.694357395172119,-5.829807281494141,0.0013540387153625488,0.07649896255846608,0.017700092525146257,1
bin,E_off,5,11,OK,0.5077802919065432,0.0014151649628936914,90,4122,48.0,344,-4.9279279708862305,-5.829747200012207,-0.0050948611460626125,0.00014449335867539048,0.10279861774586617,0.00140559631874234,1
seed_summary,E_off,6,,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,,,,,,,,
bin,E_off,6,0,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-11.777434349060059,-14.905830383300781,-10.946074485778809,-2.86102294921875e-06,0.00739893514120911,-0.00038668036610890077,1
bin,E_off,6,1,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-10.48869514465332,-10.945511817932129,-10.071731567382812,0.0001530572772026062,0.012509210123731927,0.012235566889409957,1
bin,E_off,6,2,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-9.926264762878418,-10.070145606994629,-9.691099166870117,0.0,0.01203378015731804,0.0,1
bin,E_off,6,3,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-9.512606620788574,-9.690640449523926,-9.313465118408203,-0.00010344292968511581,0.018505237290560562,-0.005589927222272453,1
bin,E_off,6,4,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-9.11031436920166,-9.31346321105957,-8.865334510803223,-4.112720489501953e-06,0.05294080364339642,-7.768526743954998e-05,1
bin,E_off,6,5,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,246,-8.670945167541504,-8.865116119384766,-8.502914428710938,6.943941116333008e-06,0.04514709427788508,0.00015380704400580743,1
bin,E_off,6,6,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-8.331364631652832,-8.501256942749023,-8.252402305603027,7.0855021476745605e-06,0.06313220671811724,0.00011223276543002911,1
bin,E_off,6,7,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-8.123661041259766,-8.252340316772461,-7.9098029136657715,-6.431341171264648e-05,0.04352494870669378,-0.0014776217692074065,1
bin,E_off,6,8,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-7.6534810066223145,-7.90915060043335,-7.395802974700928,3.382563591003418e-05,0.08683017425171433,0.0003895608433535574,1
bin,E_off,6,9,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-7.231855869293213,-7.394230365753174,-7.000251293182373,-8.615851402282715e-05,0.07087131588407089,-0.001215703602339804,1
bin,E_off,6,10,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-6.794527053833008,-6.9940643310546875,-6.428429126739502,-4.9561262130737305e-05,0.08297693982305253,-0.0005972895871603145,1
bin,E_off,6,11,OK,0.5037164135009841,-3.884263371977499e-05,90,2963,30.0,247,-6.014157772064209,-6.4226837158203125,-4.295081615447998,2.5121495127677917e-05,0.09381472101553848,0.0002677777523158339,1
seed_summary,E_off,7,,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,,,,,,,,
bin,E_off,7,0,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-15.45373821258545,-20.12257194519043,-13.15173625946045,5.21540641784668e-06,0.0009657767499576921,0.00540021947937259,1
bin,E_off,7,1,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-12.532342910766602,-13.147579193115234,-12.052900314331055,3.3313408493995667e-05,0.030033414545364377,0.0011092114898782813,1
bin,E_off,7,2,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-11.431468486785889,-12.050543785095215,-11.136343002319336,0.00042680371552705765,0.11944829390353276,0.0035731252542773625,1
bin,E_off,7,3,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,243,-10.833580017089844,-11.133880615234375,-10.531997680664062,2.3949891328811646e-05,0.07174284459094028,0.0003338296866449598,1
bin,E_off,7,4,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-10.34216022491455,-10.531350135803223,-10.185117721557617,0.0010623112320899963,0.05296326235244953,0.020057511280569082,1
bin,E_off,7,5,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-9.999404907226562,-10.183528900146484,-9.861446380615234,0.000699775293469429,0.055676069161407105,0.012568690714151407,1
bin,E_off,7,6,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-9.701797008514404,-9.85891056060791,-9.531582832336426,0.002538321539759636,0.12874244491352765,0.019716275712058664,1
bin,E_off,7,7,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,243,-9.326769828796387,-9.527422904968262,-9.125916481018066,0.001143917441368103,0.09207653014351735,0.012423550709231852,1
bin,E_off,7,8,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-8.821698188781738,-9.125255584716797,-8.554540634155273,-4.334375262260437e-06,0.10129392578573983,-4.279008073424508e-05,1
bin,E_off,7,9,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-8.321568965911865,-8.545183181762695,-7.860224723815918,0.00044405460357666016,0.2239458445434349,0.0019828660115661784,1
bin,E_off,7,10,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-7.470523118972778,-7.850857734680176,-7.128100395202637,0.001173064112663269,0.24548536002325252,0.004778550185445501,1
bin,E_off,7,11,OK,0.5891180429394162,0.004175837719861432,90,2926,34.0,244,-6.7770960330963135,-7.1279730796813965,-4.192892551422119,1.9744038581848145e-05,0.3174013232755909,6.220528124485774e-05,1
seed_summary,E_off,8,,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,,,,,,,,
bin,E_off,8,0,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,374,-13.862184047698975,-15.541264533996582,-12.78195858001709,-4.3585896492004395e-07,0.0021289139130166506,-0.00020473301539113714,1
bin,E_off,8,1,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,374,-11.878314018249512,-12.78032398223877,-11.3070068359375,9.839236736297607e-05,0.010692091985655853,0.009202349502321521,1
bin,E_off,8,2,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,373,-10.89326000213623,-11.274042129516602,-10.6290922164917,5.304813385009766e-06,0.03507267211939938,0.00015125204509512037,1
bin,E_off,8,3,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,374,-10.37505578994751,-10.62796401977539,-10.190821647644043,0.0002586912887636572,0.04808718479278723,0.005379630558087053,1
bin,E_off,8,4,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,373,-9.976497650146484,-10.190762519836426,-9.697956085205078,-0.0002345442771911621,0.08024629806977233,-0.0029228049496717117,1
bin,E_off,8,5,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,374,-9.480643272399902,-9.696041107177734,-9.29029655456543,0.00014468468725681305,0.17557890890509628,0.000824043663097473,1
bin,E_off,8,6,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,374,-8.959689617156982,-9.285346031188965,-8.739850997924805,-1.3519078493118286e-05,0.0785465990055271,-0.0001721153896449035,1
bin,E_off,8,7,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,373,-8.526849746704102,-8.739343643188477,-8.291626930236816,0.0011818259954452515,0.14634629651744183,0.00807554426431556,1
bin,E_off,8,8,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,374,-8.040826797485352,-8.29028606414795,-7.708140850067139,0.0002125520259141922,0.11169378928125359,0.0019029887631349831,1
bin,E_off,8,9,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,373,-7.4219889640808105,-7.707319736480713,-7.155162811279297,0.00031429529190063477,0.10776921416931246,0.0029163736074650816,1
bin,E_off,8,10,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,374,-6.911574125289917,-7.15503454208374,-6.632779121398926,-7.12275505065918e-06,0.11141519369486204,-6.392983590879534e-05,1
bin,E_off,8,11,OK,0.5123353296824207,0.0013635162131162282,90,4484,50.0,374,-5.867083311080933,-6.63225793838501,-4.299799919128418,0.001216568285599351,0.17325789571901076,0.007021719157736848,1
seed_summary,E_off,9,,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,,,,,,,,
bin,E_off,9,0,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,337,-13.326581001281738,-17.414451599121094,-12.13422679901123,4.783272743225098e-06,0.0009266016022961782,0.005162167571663853,1
bin,E_off,9,1,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,336,-11.624510288238525,-12.134206771850586,-10.849099159240723,4.053395241498947e-05,0.0034586999660251704,0.01171941851364811,1
bin,E_off,9,2,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,337,-10.577103614807129,-10.844298362731934,-10.206040382385254,0.00046831369400024414,0.011123586849622773,0.04210096080799026,1
bin,E_off,9,3,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,336,-9.974110126495361,-10.205431938171387,-9.751766204833984,0.0009888671338558197,0.02001867517433331,0.04939723159720794,1
bin,E_off,9,4,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,337,-9.505969047546387,-9.750680923461914,-9.256048202514648,-4.225969314575195e-05,0.03438695982511731,-0.0012289453141735476,1
bin,E_off,9,5,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,336,-9.114505290985107,-9.25595474243164,-8.903809547424316,0.0010766051709651947,0.051754128072422995,0.02080230526652153,1
bin,E_off,9,6,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,336,-8.6415433883667,-8.902610778808594,-8.38952350616455,-1.341104507446289e-07,0.05989410485488556,-2.2391260553865596e-06,1
bin,E_off,9,7,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,337,-8.198763847351074,-8.38947582244873,-7.968011379241943,0.0009118616580963135,0.06397762521238698,0.014252821280396073,1
bin,E_off,9,8,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,336,-7.734121322631836,-7.967722415924072,-7.5508012771606445,-7.450580596923828e-08,0.08165979209273919,-9.123927952770651e-07,1
bin,E_off,9,9,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,337,-7.240942478179932,-7.5491790771484375,-6.947150707244873,-1.564621925354004e-07,0.11606943525933805,-1.3480051159533202e-06,1
bin,E_off,9,10,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,336,-6.678264617919922,-6.94675874710083,-6.301010608673096,0.00010515749454498291,0.128020304799401,0.0008214126244251446,1
bin,E_off,9,11,OK,0.6927565160986451,0.008440793042655981,90,4038,51.0,337,-5.692904949188232,-6.300592422485352,-3.1541130542755127,0.0024454742670059204,0.13505220635153362,0.018107621734371984,1
seed_summary,E_933,0,,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,,,,,,,,
bin,E_933,0,0,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,305,-11.870064735412598,-13.68026065826416,-11.064281463623047,6.467416096711531e-05,0.0069390773693980765,0.009320282441630336,1
bin,E_933,0,1,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,305,-10.336764335632324,-11.05520248413086,-10.010405540466309,0.00010685929009923711,0.012473040028083887,0.008567220970880895,1
bin,E_933,0,2,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,305,-9.583118438720703,-10.009867668151855,-9.359905242919922,-0.0002582807501312345,0.029300186185971473,-0.008814986652026662,1
bin,E_933,0,3,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,304,-9.186647891998291,-9.355110168457031,-8.974851608276367,0.00020790595590369776,0.03477836542135061,0.005978025516290172,1
bin,E_933,0,4,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,305,-8.789946556091309,-8.974832534790039,-8.61298942565918,0.0004934112075716257,0.027531604238957876,0.017921629385963537,1
bin,E_933,0,5,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,305,-8.435259819030762,-8.610937118530273,-8.249754905700684,0.00043598111369647086,0.09193519325235583,0.004742265701228609,1
bin,E_933,0,6,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,305,-8.021269798278809,-8.249439239501953,-7.835374355316162,0.00096138846129179,0.060787552753375884,0.015815548048007222,1
bin,E_933,0,7,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,304,-7.695240259170532,-7.8343353271484375,-7.494733810424805,0.0008910299511626363,0.07041537103225419,0.012653912606020275,1
bin,E_933,0,8,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,305,-7.323390483856201,-7.49269437789917,-7.182510852813721,0.0005881350371055305,0.04165672900088459,0.014118608234771419,1
bin,E_933,0,9,OK,0.44882011486070456,0.010987097523825306,90,3658,41.0,305,-6.996140003204346,-7.182375431060791,-6.678770065307617,-0.00022462512424681336,0.08584236893628526,-0.0026167162792715653,1
