row_type,arm,seed,bin,status,beta_seed,rho_seed,n_intervals,n_submerged_unit_intervals,median_submerged_units,n,zbar_bin_median,zbar_bin_lo,zbar_bin_hi,dzbar_median,dzbar_sd,rho,eligible
seed_summary,E_off,0,,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,,,,,,,,
bin,E_off,0,0,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,262,-13.808452129364014,-16.762496948242188,-12.695141792297363,0.0,3.475469687481469e-05,0.0,1
bin,E_off,0,1,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,276,-12.042019367218018,-12.695140838623047,-11.60840129852295,0.0,0.00327135504953911,0.0,1
bin,E_off,0,2,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-11.295862197875977,-11.608379364013672,-10.901405334472656,5.4836273193359375e-06,0.0168985050439805,0.00032450369456138884,1
bin,E_off,0,3,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-10.635275840759277,-10.900795936584473,-10.382406234741211,3.528594970703125e-05,0.01836410297696232,0.0019214632890752848,1
bin,E_off,0,4,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-10.13656997680664,-10.38135051727295,-9.869073867797852,6.020069122314453e-06,0.03421466358937502,0.00017594997263640838,1
bin,E_off,0,5,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,268,-9.534486293792725,-9.848033905029297,-9.1845121383667,1.185387372970581e-05,0.0529715946675188,0.00022377792860697821,1
bin,E_off,0,6,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-8.960911750793457,-9.184198379516602,-8.647189140319824,3.236532211303711e-05,0.03508327902064418,0.0009225284242670779,1
bin,E_off,0,7,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-8.371376037597656,-8.646980285644531,-8.18305492401123,-9.480118751525879e-05,0.07863700594406359,-0.0012055543872396817,1
bin,E_off,0,8,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-7.984613418579102,-8.18262004852295,-7.679565906524658,0.0002022087574005127,0.102882419384961,0.001965435480710234,1
bin,E_off,0,9,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-7.437431335449219,-7.669074535369873,-7.105743408203125,0.0004221796989440918,0.06428344533258082,0.006567471559121897,1
bin,E_off,0,10,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-6.830848217010498,-7.104454040527344,-6.592289924621582,0.0006256401538848877,0.05754940266039341,0.01087135791099123,1
bin,E_off,0,11,OK,0.8400770520171059,0.0006235160594142334,90,3227,35.0,269,-6.0977959632873535,-6.591372966766357,-0.010914738290011883,0.00029862672090530396,0.12057296609617486,0.0024767303200213617,1
seed_summary,E_off,1,,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,,,,,,,,
bin,E_off,1,0,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,378,-18.519558906555176,-21.783639907836914,-17.16986083984375,0.0,9.082285021688467e-06,0.0,1
bin,E_off,1,1,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,383,-16.055450439453125,-17.134872436523438,-15.302812576293945,0.0,7.336324756536046e-05,0.0,1
bin,E_off,1,2,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,381,-14.045610427856445,-15.302770614624023,-13.343158721923828,0.0,0.0029397126843347288,0.0,1
bin,E_off,1,3,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,380,-12.57072114944458,-13.334375381469727,-12.039101600646973,2.7680769562721252e-05,0.004812336015278972,0.0057520442202780376,1
bin,E_off,1,4,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,381,-11.329946517944336,-12.039048194885254,-10.974468231201172,0.0003426671028137207,0.0261797479188664,0.013089014603031305,1
bin,E_off,1,5,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,380,-10.615822315216064,-10.973520278930664,-10.229249954223633,0.000380195677280426,0.06137043843150734,0.0061950946904957265,1
bin,E_off,1,6,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,381,-9.864956855773926,-10.223393440246582,-9.61310863494873,0.0007320046424865723,0.05734196060619356,0.012765601921318117,1
bin,E_off,1,7,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,380,-9.338010787963867,-9.611823081970215,-9.07416820526123,0.00010541081428527832,0.137843998827618,0.0007647109426729612,1
bin,E_off,1,8,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,381,-8.757708549499512,-9.071306228637695,-8.462450981140137,0.002087607979774475,0.12678924195620114,0.016465182278600825,1
bin,E_off,1,9,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,380,-8.048038005828857,-8.462126731872559,-7.637110233306885,0.002609092742204666,0.11888649673657577,0.021946081462773655,1
bin,E_off,1,10,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,381,-7.197515487670898,-7.635128974914551,-6.7759480476379395,0.0007756706327199936,0.1753727321097055,0.004422983113673385,1
bin,E_off,1,11,OK,0.8543259893871876,0.0059735694553868825,90,4567,49.0,381,-6.335797309875488,-6.770349025726318,-3.2732980251312256,0.0014715120196342468,0.17181087404886608,0.008564719944418202,1
seed_summary,E_off,2,,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,,,,,,,,
bin,E_off,2,0,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-14.320834159851074,-17.399255752563477,-13.185657501220703,-1.2293457984924316e-06,0.0003003718681405241,-0.004092746122008011,1
bin,E_off,2,1,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-12.142198085784912,-13.184889793395996,-11.656820297241211,3.0271708965301514e-05,0.007222362305423361,0.004191386098502718,1
bin,E_off,2,2,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-11.339512825012207,-11.655774116516113,-10.976927757263184,-6.22868537902832e-06,0.021883578663595856,-0.0002846282810859436,1
bin,E_off,2,3,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-10.760097980499268,-10.976445198059082,-10.525428771972656,0.0003703683614730835,0.022610962917570723,0.01638003488941528,1
bin,E_off,2,4,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-10.157258033752441,-10.52380084991455,-9.964062690734863,0.0003720223903656006,0.023081207721118605,0.016117977657868023,1
bin,E_off,2,5,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-9.590688228607178,-9.963213920593262,-9.351612091064453,-9.823846630752087e-05,0.02649204246998755,-0.0037082254574676075,1
bin,E_off,2,6,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-9.021077156066895,-9.350549697875977,-8.78740119934082,0.00014103157445788383,0.04167082029649133,0.003384420403880522,1
bin,E_off,2,7,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-8.567586898803711,-8.786508560180664,-8.381331443786621,0.00010808557271957397,0.0371866241338637,0.002906571253429448,1
bin,E_off,2,8,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-8.151681423187256,-8.380688667297363,-7.922634124755859,0.0013029947876930237,0.0501565510620105,0.02597855634216317,1
bin,E_off,2,9,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-7.639039993286133,-7.922160625457764,-7.3541646003723145,0.0014876723289489746,0.06325341315069755,0.023519241964140063,1
bin,E_off,2,10,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,368,-7.0003342628479,-7.351445198059082,-6.574468612670898,0.0009522630134597421,0.10329643802827007,0.009218740080845068,1
bin,E_off,2,11,OK,0.6134578731785042,0.006705063089673893,90,4417,50.5,369,-5.668895244598389,-6.5695319175720215,-1.2715574502944946,0.004180016461759806,0.14623426384178612,0.028584384753235756,1
seed_summary,E_off,3,,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,,,,,,,,
bin,E_off,3,0,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-16.42016315460205,-21.05080795288086,-14.465594291687012,0.0,8.698041402022102e-05,0.0,1
bin,E_off,3,1,OK,0.7122970046396693,0.002213360969535284,90,4174,47.0,348,-13.264226913452148,-14.465590476989746,-12.502586364746094,1.2246891856193542e-07,0.0008529238094528899,0.0001435871729744459,1
