seed,arm,k,s,neffT2,zero2,gtr2,zarm2,dmean2,effbar2
3,S2dyn_10r,1,0,0.00764463111149492,0.940825,0.0065806549256046615,-0.07446850922780383,-49.97766349699442,-50.05213200622222
3,S2dyn_10r,1,750,0.0010473143046150699,0.993075,0.0003478854402899742,0.192684691369129,-66.6524133015501,-66.45972861018097
3,S2dyn_10r,1,1500,0.0015747982590452278,0.9864666666666667,0.0009152151947220167,0.7636906936768093,-65.194074992764,-64.4303842990872
3,S2dyn_10r,1,2250,0.0030158053590684125,0.9792083333333333,0.0023130235960086187,1.5576450471165124,-64.61678527702962,-63.05914022991311
3,S2dyn_10r,1,3000,0.0042208740951682625,0.974375,0.0034824054767688115,1.9801132540883575,-64.90985062220183,-62.92973736811347
3,S2dyn_10r,1,3750,0.0074171533704590585,0.9616416666666666,0.006436211118598779,2.416760347109895,-63.69984958087703,-61.283089233767136
3,S2dyn_10r,1,4500,0.009537578553228683,0.953475,0.008553358917931716,3.2238024523808155,-63.68819040765179,-60.46438795527097
3,S2dyn_10r,1,5250,0.012151634860364746,0.9409833333333333,0.010926517945528031,3.0922232607313975,-61.899763288704555,-58.80754002797316
3,S2dyn_10r,1,6000,0.014393414226319328,0.9334333333333333,0.013195193020502725,3.0944810870351436,-61.23950591586257,-58.14502482882743
3,S2dyn_10r,2,0,0.014393414226319328,0.9334333333333333,0.013195193020502725,3.0944810870351436,-61.23950591586257,-58.14502482882743
3,S2dyn_10r,2,750,0.001173263212312792,0.9943833333333333,0.0007745651930570602,-3.0152751189840377,-75.16675578608587,-78.18203090506991
3,S2dyn_10r,2,1500,0.001531830300421061,0.99165,0.0010949874952435493,-2.2886905446685812,-74.29816303140086,-76.58685357606944
3,S2dyn_10r,2,2250,0.0019905066697001954,0.9888,0.001471820573012034,-2.158227184336415,-73.1092122477688,-75.2674394321052
3,S2dyn_10r,2,3000,0.003128365732253887,0.9832,0.002557668491701285,-2.2753188737921124,-72.15690288323835,-74.43222175703046
3,S2dyn_10r,2,3750,0.004412449381349008,0.9789833333333333,0.0038075427239139875,-2.3073665412891113,-71.07978847834542,-73.38715501963453
3,S2dyn_10r,2,4500,0.006744357818373383,0.9716833333333333,0.006010265922049681,-1.4201709331879042,-70.4791864934196,-71.89935742660751
3,S2dyn_10r,2,5250,0.0086934848946355,0.9655416666666666,0.007862344927092393,-1.2834950058659267,-69.42950172001147,-70.7129967258774
3,S2dyn_10r,2,6000,0.009984786860603721,0.9617416666666667,0.009121454138557116,-1.680298485361647,-68.70291419020842,-70.38321267557006
3,R2dyn_10,1,0,0.7752645856583448,0.0,0.6757687806328138,-50.05213200751352,49.97766349699442,-0.07446851051910386
3,R2dyn_10,1,750,0.047210540102792485,0.3194916666666667,0.03552996254960696,-59.63724379998731,45.93273570619549,-13.704508093791823
3,R2dyn_10,1,1500,0.11695171622057479,0.22945833333333332,0.0961483463793993,-57.79859259889191,46.98854872925791,-10.810043869634
3,R2dyn_10,1,2250,0.2013006500212509,0.160825,0.1768880438312888,-56.37266282575489,47.86061230724839,-8.512050518506499
3,R2dyn_10,1,3000,0.24405479564426386,0.14071666666666666,0.21866473282078902,-56.076425539637256,48.54911272717801,-7.527312812459243
3,R2dyn_10,1,3750,0.28165844983547966,0.112325,0.2541833949878812,-55.3382930000477,48.87278430227793,-6.465508697769771
3,R2dyn_10,1,4500,0.28428886639834056,0.123,0.2588028965661923,-55.73516315025217,49.118004074791074,-6.617159075461096
