act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,shell,0.001,0.001,0,1,0.9572958333,1,1,0.1700000018,0.1700000018,-0.1257680506,0.8414375782,-0.871991992,0.3733333349,60.12731482,0.01999999955,0.01999999955,0.6656558514,0.4296581447,-0.0007861561608,0.9524999857,19.4718878,1.345803261,1.061151147,2.467625856,0.1051608368,0.3310828073,0.349572256,0.1051608368
R,shell,0.001,0.001,0,2,0.9561104167,1,1,0.2199999988,0.2199999988,-0.1931551546,0.8025839329,-1.650496364,0.2899999917,52.79860404,0.02999999933,0.02999999933,0.5023513436,0.3866390586,-1.472658511e-07,0.915833354,21.15705522,1.292095661,1.074634671,2.623175144,0.1102223426,0.3380190478,0.3762266805,0.1102223426
R,shell,0.001,0.001,0,3,0.9385020833,1,1,0.3400000036,0.3400000036,-0.1166178361,0.8447932601,-1.055416107,0.2349999994,47.02885654,0.07999999821,0.07999999821,0.5009016991,0.4255097806,-0.01374021079,0.8866666555,21.58423704,1.371007919,1.079381227,2.56434679,0.1196022239,0.3557727415,0.4045063997,0.1196022239
R,shell,0.001,0.001,0,4,0.9437416667,1,1,0.2599999905,0.2599999905,-0.2337381244,0.8096554279,-1.001484275,0.2316666692,42.44685314,0.03999999911,0.03999999911,0.5681398511,0.3793083429,-0.01656969637,0.9449999928,14.76263421,1.171287298,1.075427771,2.59953928,0.1111947371,0.3393544348,0.3920331447,0.1111947371
R,shell,0.001,0.001,0,5,0.94211875,1,1,0.3600000143,0.3600000143,-0.2245293111,0.8269382119,-0.9308490157,0.2291666716,45.82201924,0.0700000003,0.0700000003,0.4400993288,0.3683634102,-3.180255953e-05,0.8958333135,18.48468464,1.296487689,1.007139683,2.638494968,0.1183960878,0.3529586563,0.4100998427,0.1183960878
R,shell,0.001,0.001,0,6,0.9491645833,1,1,0.3400000036,0.3400000036,-0.3289526999,0.8397991657,-1.11898005,0.2341666669,49.38622389,0.07999999821,0.07999999821,0.5831301212,0.4031441212,-0.002593960147,0.9458333254,16.52480627,1.301745772,1.054422379,2.58768487,0.1168114056,0.3508065226,0.4092564291,0.1168114056
R,shell,0.001,0.001,0,7,0.9452541667,1,1,0.3199999928,0.3199999928,-0.2066960037,0.8231647015,-0.8467642665,0.2649999857,51.03114356,0.07999999821,0.07999999821,0.5271142721,0.3830010295,-0.003071377985,0.9291666746,16.13808701,1.335717201,1.017162442,2.560207367,0.1091091943,0.3368248512,0.3966104706,0.1091091943
R,shell,0.001,0.001,0,8,0.9428145833,1,1,0.3100000024,0.3100000024,-0.1851412654,0.7867413759,-1.073949933,0.2258333266,45.21481551,0.1199999973,0.1199999973,0.5479851365,0.4030114412,-0.003146163654,0.9433333278,15.34354187,1.187461138,1.036890745,2.562492132,0.1120239324,0.3423062478,0.4052610596,0.1120239324
R,shell,0.001,0.001,0,9,0.9492083333,1,1,0.3300000131,0.3300000131,-0.1721347272,0.7746906281,-0.9466848969,0.2241666615,45.02096982,0.1000000015,0.1000000015,0.598565042,0.3879472017,-0.2836711109,0.9458333254,14.6133098,1.139067054,1.093637943,2.611924171,0.1106300766,0.3386303422,0.4032560743,0.1106300766
R,shell,0.001,0.001,0,10,0.9351333333,1,1,0.2899999917,0.2899999917,-0.07220933586,0.7012265325,-0.7597290874,0.2300000042,46.33779841,0.1000000015,0.1000000015,0.466230005,0.3781042695,-0.0001444019435,0.8924999833,16.75616414,1.041115999,1.055035591,2.637166977,0.1108448173,0.3386998294,0.4023616974,0.1108448173
