arm,seed,is_control,depth_median,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9
G_b1_1216,7,0,11.320751190185547,8.555132198333741,9.42697525024414,10.073497200012207,10.706303977966309,11.320751190185547,11.988482666015624,12.701667976379394,14.06433391571045,16.72896041870117
G_b1_1216,8,0,10.957212448120117,8.526283168792725,9.220255470275879,9.795374202728272,10.368967437744141,10.957212448120117,11.691444778442383,12.466014766693114,13.817081260681153,16.55260467529297
G_b1_1216,9,0,10.256470680236816,8.086058235168457,8.708658981323243,9.220116233825683,9.717235946655274,10.256470680236816,10.790982818603515,11.589062690734863,12.839520454406738,14.64358835220337
LR_a0p01_1216,0,0,4.897749185562134,3.1330236196517944,3.806302070617676,4.259812831878662,4.55526876449585,4.897749185562134,5.315787315368652,5.7916178703308105,6.50395393371582,7.4739906787872314
LR_a0p01_1216,1,0,5.383710622787476,3.80490505695343,4.3541546821594235,4.768841791152954,5.0847875595092775,5.383710622787476,5.775817012786865,6.250765800476074,6.941483116149902,8.135501670837403
LR_a0p01_1216,2,0,4.779886484146118,3.4547757863998414,3.767579460144043,4.070315647125244,4.392044162750244,4.779886484146118,5.145659923553467,5.589169597625732,6.217567729949951,6.823978757858277
LR_a0p01_1216,3,0,4.868097305297852,3.2566323041915894,3.684077501296997,4.073781824111938,4.3901139259338375,4.868097305297852,5.253437042236328,5.7295969963073725,6.2988549232482915,7.087318801879883
LR_a0p01_1216,4,0,5.357815742492676,3.382211780548096,4.029222106933593,4.528330516815186,4.9270853996276855,5.357815742492676,5.812919330596924,6.428667640686035,7.062126636505127,8.131406593322755
LR_a0p01_1216,5,0,4.59800910949707,2.770173263549805,3.4017899513244627,3.82370343208313,4.187833499908447,4.59800910949707,5.091425991058349,5.556797695159912,6.08684368133545,6.785825252532959
LR_a0p01_1216,6,0,4.7324347496032715,2.7740063190460207,3.316576671600342,3.846078109741211,4.302316188812256,4.7324347496032715,5.209722423553467,5.605823421478271,6.284625053405763,7.189530849456786
LR_a0p01_1216,7,0,5.228104114532471,3.145618510246277,3.8407317638397216,4.436678695678711,4.8760552406311035,5.228104114532471,5.597062206268311,6.0190897464752195,6.474923324584961,7.208309888839721
LR_a0p01_1216,8,0,5.123138427734375,2.988939356803894,3.751727294921875,4.24134087562561,4.696958732604981,5.123138427734375,5.524292087554931,6.014429998397827,6.669482612609864,7.663387537002564
LR_a0p01_1216,9,0,5.0055553913116455,3.2150384187698364,3.618157148361206,4.082077264785767,4.604240894317627,5.0055553913116455,5.384981155395508,5.889676809310913,6.481810569763184,7.324402332305908
LR_a0p001_1216,0,0,5.914821147918701,3.543156623840332,4.248378562927246,4.6292980194091795,5.236198043823244,5.914821147918701,6.381051445007325,6.854437541961668,7.515246200561523,8.707764816284179
LR_a0p001_1216,1,0,6.189188003540039,3.2903671264648438,4.243438053131103,5.289340686798095,5.802576065063477,6.189188003540039,6.624989986419678,7.304790592193603,8.234664916992188,9.470866775512695
LR_a0p001_1216,2,0,5.838879823684692,3.523317265510559,4.2042230606079105,4.6703136444091795,5.202305412292481,5.838879823684692,6.437406921386718,7.122064828872681,7.871446990966798,9.28845386505127
LR_a0p001_1216,3,0,6.183832168579102,4.16517128944397,4.763535881042481,5.338370656967163,5.801496315002441,6.183832168579102,6.669995689392089,7.173589754104613,7.917602348327638,9.1553635597229
LR_a0p001_1216,4,0,6.640690803527832,3.581453371047974,4.409901809692383,5.0322160720825195,5.724904918670655,6.640690803527832,7.297062969207763,8.078766250610352,8.940243148803711,10.518435668945314
LR_a0p001_1216,5,0,5.2523345947265625,2.9833813190460203,3.6277745246887205,4.236291313171387,4.690140151977539,5.2523345947265625,5.807581520080566,6.392248153686523,7.117747974395752,8.446385383605957
LR_a0p001_1216,6,0,5.358811140060425,3.2957687377929688,4.0674254417419435,4.539978790283203,4.929405307769776,5.358811140060425,5.840836048126221,6.601863670349121,7.758040523529054,9.422327232360841
LR_a0p001_1216,7,0,6.675907850265503,3.7508857250213623,4.757664680480957,5.442899465560913,6.083151817321777,6.675907850265503,7.178177833557129,7.722282409667969,8.444124221801758,9.416351318359375
LR_a0p001_1216,8,0,5.504515886306763,3.424781084060669,3.9782878875732424,4.454897308349609,4.9210528373718265,5.504515886306763,6.293507957458496,6.958543491363526,7.744526958465577,8.902699375152588
LR_a0p001_1216,9,0,5.865229368209839,3.694216179847717,4.315916538238525,4.856619739532471,5.343819046020508,5.865229368209839,6.491206169128418,7.164635562896728,8.082446479797364,9.493301582336425
LR_a0p0001_1216,0,0,5.281372785568237,3.0002227067947387,3.6450214862823485,4.249657201766968,4.829120540618897,5.281372785568237,5.759962558746338,6.29041018486023,7.0310179710388185,7.790484523773194
LR_a0p0001_1216,1,0,5.5752129554748535,3.3837389945983887,4.146900367736817,4.683567142486572,5.121290302276612,5.5752129554748535,6.079597854614258,6.707109832763672,7.25658416748047,8.222035217285157
LR_a0p0001_1216,2,0,5.1650495529174805,3.1911171436309815,3.6903014659881594,4.285792636871338,4.741707515716553,5.1650495529174805,5.516663074493408,5.971622467041016,6.412084484100342,7.05170841217041
LR_a0p0001_1216,3,0,4.885592460632324,3.1525537014007567,3.735103416442871,4.1099859237670895,4.476569366455078,4.885592460632324,5.360435676574707,5.862779808044434,6.274213790893555,7.167118644714357
LR_a0p0001_1216,4,0,5.75404953956604,3.5101449489593506,4.08928108215332,4.612613916397095,5.205005645751953,5.75404953956604,6.167992115020752,6.628031253814697,7.185055255889893,8.153263568878174
LR_a0p0001_1216,5,0,4.76701545715332,2.7454388618469237,3.3797709465026857,3.9079598903656008,4.392073631286621,4.76701545715332,5.1577223777771,5.587455081939697,6.0963509559631355,6.785065650939941
LR_a0p0001_1216,6,0,4.833079814910889,3.1507227420806885,3.6074092388153076,3.9121127128601074,4.370395183563232,4.833079814910889,5.291776180267334,5.691522598266602,6.333076000213623,7.002724647521973
LR_a0p0001_1216,7,0,5.432832956314087,3.4761167764663696,4.126384735107422,4.5674920082092285,4.958976745605469,5.432832956314087,5.868610858917236,6.44218635559082,7.190421104431152,8.01826000213623
LR_a0p0001_1216,8,0,5.038121223449707,3.1095438480377195,3.5997610092163086,4.095687770843506,4.6254563331604,5.038121223449707,5.4482475280761715,5.930115175247193,6.408890724182129,7.023024797439575
LR_a0p0001_1216,9,0,4.612095594406128,3.068525552749634,3.502500295639038,3.865372061729431,4.215424537658691,4.612095594406128,5.004226207733154,5.531338214874268,6.100220203399658,7.418298959732056
E_a0p1_1216,0,0,6.8947529792785645,4.885875844955445,5.421277141571045,5.988197326660156,6.489178848266602,6.8947529792785645,7.258939266204834,7.7021301746368405,8.27193775177002,8.951887130737305
E_a0p1_1216,1,0,7.341928720474243,5.427281141281128,6.09065055847168,6.537225008010864,6.964540958404541,7.341928720474243,7.859780788421631,8.347023963928223,8.816157341003418,9.703900814056396
E_a0p1_1216,2,0,6.219305515289307,4.182887077331543,5.007594108581543,5.521795272827148,5.852847099304199,6.219305515289307,6.527574062347412,6.864955425262451,7.244110584259033,7.840909957885742
E_a0p1_1216,3,0,6.974377155303955,5.113218021392822,5.701080226898194,6.1906236648559565,6.695550918579102,6.974377155303955,7.354249858856201,7.760766649246215,8.143039321899414,8.667551231384277
E_a0p1_1216,4,0,6.963931560516357,4.979483318328858,5.70538101196289,6.157333946228027,6.588420104980469,6.963931560516357,7.331667804718017,7.6623553276062015,8.112720489501953,8.828049659729004
E_a0p1_1216,5,0,6.123022079467773,4.382158184051514,4.9909844398498535,5.392654991149902,5.752196025848389,6.123022079467773,6.520160579681396,6.909865379333496,7.331264972686768,7.823334693908691
E_a0p1_1216,6,0,6.439932107925415,4.724155521392822,5.3895436286926275,5.8558440685272215,6.168986129760742,6.439932107925415,6.786537170410156,7.219364404678344,7.711227607727051,8.20886459350586
E_a0p1_1216,7,0,7.2349021434783936,5.458794116973877,6.065352439880371,6.482884407043457,6.889050006866455,7.2349021434783936,7.616755962371826,7.94290018081665,8.510801315307617,9.26864767074585
E_a0p1_1216,8,0,6.4935667514801025,4.565714597702026,5.217877292633057,5.730943346023559,6.0834039688110355,6.4935667514801025,6.8926424980163565,7.273360252380371,7.67593698501587,8.290717506408692
E_a0p1_1216,9,0,6.849689960479736,4.598558330535889,5.160130310058594,5.782740306854248,6.308601570129395,6.849689960479736,7.227342224121093,7.605405044555663,8.084419441223144,8.99825496673584
E_a0p01_1216,0,0,6.374830961227417,4.666647911071777,5.226466274261474,5.685985136032104,6.036224842071533,6.374830961227417,6.667418670654297,7.1069934368133545,7.75010747909546,9.015022373199463
E_a0p01_1216,1,0,6.762871503829956,4.83890733718872,5.491748046875,6.016015338897705,6.415834903717041,6.762871503829956,7.111416053771972,7.579687976837159,8.042492485046386,8.857541751861573
E_a0p01_1216,2,0,5.451808452606201,4.208049678802491,4.660079288482666,4.923283290863037,5.194436645507812,5.451808452606201,5.7980142593383786,6.194085884094238,6.798237609863281,7.635090637207032
E_a0p01_1216,3,0,6.088140487670898,4.198749685287476,5.002599430084229,5.4574206352233885,5.773477458953858,6.088140487670898,6.473491096496582,6.895138072967529,7.266905307769776,7.865334987640381
E_a0p01_1216,4,0,6.462608337402344,4.540829658508301,5.1462249755859375,5.611022472381592,6.021760940551758,6.462608337402344,6.903094291687012,7.252188205718994,7.6925811767578125,8.377511024475098
E_a0p01_1216,5,0,5.611816883087158,4.190794277191162,4.708694171905518,4.954448127746582,5.291971492767334,5.611816883087158,5.915754604339599,6.275688552856444,6.807580757141114,7.49554100036621
E_a0p01_1216,6,0,5.672829627990723,3.9060336112976075,4.481670475006103,4.86083402633667,5.21065320968628,5.672829627990723,6.0164872169494625,6.446016120910644,6.958219146728516,7.676882266998291
E_a0p01_1216,7,0,6.362577199935913,4.632868099212646,5.156736373901367,5.69246392250061,6.073606967926025,6.362577199935913,6.699644470214843,7.153253650665283,7.6270833015441895,8.29628391265869
E_a0p01_1216,8,0,6.117237567901611,4.3664196014404295,4.999179363250732,5.490179061889648,5.840627384185791,6.117237567901611,6.4168116569519045,6.7985123634338365,7.321753025054932,8.176550388336182
E_a0p01_1216,9,0,6.022430896759033,4.042230606079102,4.813788414001465,5.263236999511719,5.641613483428955,6.022430896759033,6.515385150909424,7.001765727996826,7.537561893463135,8.34911823272705
S_b0p3_1216,0,0,21.275811195373535,14.926640224456786,16.916038513183594,18.71643981933594,20.259970092773436,21.275811195373535,22.168233489990236,23.44455871582031,25.583341979980467,28.565956878662114
S_b0p3_1216,1,0,20.464187622070312,13.390381813049318,16.77234344482422,18.33787269592285,19.517301559448242,20.464187622070312,21.51171760559082,22.75230560302734,25.238814926147462,31.012052154541017
S_b0p3_1216,2,0,20.092727661132812,12.372046375274659,17.211374282836914,18.339644050598146,19.236190032958984,20.092727661132812,20.96358833312988,22.17247314453125,24.29644393920899,26.240029335021973
S_b0p3_1216,3,0,20.517745971679688,13.77696933746338,16.396646118164064,18.452458572387695,19.762761688232423,20.517745971679688,21.187800216674805,22.110967445373532,23.6113712310791,26.78296012878418
S_b0p3_1216,4,0,20.591161727905273,14.92936658859253,16.613643646240234,18.529125213623047,19.597273254394533,20.591161727905273,21.761339950561524,23.4344482421875,26.713302230834962,29.78165645599365
S_b0p3_1216,5,0,19.33717918395996,13.87548017501831,15.346301460266114,16.73876781463623,18.085367584228514,19.33717918395996,20.647428894042967,21.79471569061279,25.133317947387695,29.457314109802248
S_b0p3_1216,6,0,20.746366500854492,15.494049263000488,17.352923583984374,18.901213073730467,19.765361022949218,20.746366500854492,21.679766845703124,22.89663047790527,25.380585861206058,28.379331970214846
S_b0p3_1216,7,0,21.677906036376953,14.216848373413086,18.291961669921875,19.855403900146484,20.79780387878418,21.677906036376953,22.403425216674805,23.872209548950195,26.0893497467041,30.25795555114746
S_b0p3_1216,8,0,21.110698699951172,14.61135368347168,17.3312686920166,19.355662155151368,20.314389419555663,21.110698699951172,21.941033935546876,23.101089477539062,24.95697822570801,28.167296600341796
S_b0p3_1216,9,0,20.55743408203125,15.941864967346191,17.506127166748048,18.727459335327147,19.773532485961915,20.55743408203125,21.443434524536134,22.549494171142577,24.328821563720705,28.207965087890628
S_b3_1216,0,0,9.139520645141602,7.327819204330444,7.829512023925782,8.284743118286134,8.724217987060547,9.139520645141602,9.560165977478027,10.122312545776365,11.76624698638916,14.048932361602784
S_b3_1216,1,0,9.78062915802002,7.638388204574585,8.170229148864745,8.68013973236084,9.21908302307129,9.78062915802002,10.41086368560791,11.440548133850097,12.92753086090088,15.371625328063967
S_b3_1216,2,0,8.560638904571533,6.889847230911255,7.337536144256592,7.668899059295654,8.035018920898438,8.560638904571533,9.167236518859863,9.803454113006591,10.50930404663086,11.860932922363284
S_b3_1216,3,0,9.172919273376465,7.341884660720825,7.856764602661133,8.348985576629639,8.724554634094238,9.172919273376465,9.688624000549316,10.332842540740966,11.284259223937989,12.700998497009278
S_b3_1216,4,0,9.2839937210083,7.220396041870117,7.920776271820069,8.362739658355713,8.804014015197755,9.2839937210083,9.853634452819824,10.661571502685547,11.433776473999025,13.733093929290773
S_b3_1216,5,0,9.133968353271484,6.990035772323608,7.646897983551026,8.216899871826172,8.681269454956055,9.133968353271484,9.785463905334472,10.391181087493896,11.749260330200197,14.141151809692383
S_b3_1216,6,0,9.153766632080078,6.893130731582642,7.582995033264161,8.152363681793213,8.662945556640626,9.153766632080078,9.66795825958252,10.660784244537354,11.694676780700686,13.71017427444458
S_b3_1216,7,0,9.25177526473999,7.351399374008179,7.798678588867188,8.26404972076416,8.74424285888672,9.25177526473999,9.982467079162598,10.87112340927124,12.063461494445802,14.031908226013185
S_b3_1216,8,0,9.014211654663086,7.13336296081543,7.580534172058106,8.001099061965942,8.459291076660156,9.014211654663086,9.63608512878418,10.364752674102784,11.400579071044923,13.3846004486084
S_b3_1216,9,0,8.932849407196045,6.74997992515564,7.456984043121338,7.9503778457641605,8.396871185302734,8.932849407196045,9.498496437072754,10.300243091583251,11.28148078918457,12.708344841003418
G_b0p3_1216,0,0,20.908964157104492,14.408367538452149,16.611145401000975,18.53600158691406,19.651982879638673,20.908964157104492,22.06848602294922,23.278441619873046,24.445548248291022,25.78880844116211
G_b0p3_1216,1,0,21.292339324951172,14.222310256958007,16.839687728881835,18.45266761779785,19.779351806640626,21.292339324951172,22.464309692382812,23.60872344970703,25.19296684265137,27.031155395507813
G_b0p3_1216,2,0,17.085159301757812,10.013972091674805,11.915353775024414,14.094871139526367,15.578350067138672,17.085159301757812,18.609120559692382,20.24575881958008,22.507261657714846,24.406681632995603
G_b0p3_1216,3,0,19.891066551208496,13.180173397064209,15.492071151733398,17.6588809967041,18.959089279174805,19.891066551208496,20.562420272827147,21.579096603393555,23.167153549194335,25.461959075927737
G_b0p3_1216,4,0,20.59036636352539,12.908344841003418,16.296262359619142,18.074383163452147,19.488863372802733,20.59036636352539,21.51628074645996,22.613051986694337,23.92765579223633,25.84150924682617
G_b0p3_1216,5,0,18.177550315856934,10.895695114135743,13.264156723022461,15.739511680603027,17.30125160217285,18.177550315856934,19.23696937561035,20.585894203186037,22.200738143920898,23.836132621765138
G_b0p3_1216,6,0,19.146225929260254,12.510862064361572,14.23996410369873,16.18079376220703,17.46967315673828,19.146225929260254,20.570328140258788,21.42331619262695,22.64797515869141,24.765496253967285
G_b0p3_1216,7,0,21.57190704345703,15.875307273864745,18.44125747680664,19.788616180419922,20.724770736694335,21.57190704345703,22.487542724609376,23.633895874023438,24.711496734619143,26.788219451904297
G_b0p3_1216,8,0,19.226512908935547,13.50106077194214,16.278468704223634,17.395716285705564,18.36806526184082,19.226512908935547,20.194111633300782,21.246256256103514,22.36145820617676,24.01991004943848
G_b0p3_1216,9,0,19.751164436340332,12.749749660491943,14.881952476501466,16.926500129699708,18.22755012512207,19.751164436340332,20.874872970581055,22.093499946594235,23.22816047668457,24.40984058380127
G_b3_1216,0,0,5.560379266738892,4.242408895492554,4.623813915252685,4.930364751815796,5.218432235717773,5.560379266738892,5.880827331542969,6.220372009277344,6.73020305633545,7.373742532730103
G_b3_1216,1,0,6.086810827255249,4.434670114517212,4.959745597839356,5.389426946640015,5.778519535064698,6.086810827255249,6.465331935882568,6.937561416625976,7.463497447967529,8.2778826713562
G_b3_1216,2,0,5.570800304412842,4.103932476043701,4.583685874938965,4.896147155761719,5.209399795532226,5.570800304412842,5.992607116699219,6.568183422088623,7.082955741882325,8.383754253387451
G_b3_1216,3,0,5.335205078125,3.992523169517517,4.369795131683349,4.695916175842285,5.0316945075988775,5.335205078125,5.618449783325195,5.969476509094238,6.424438858032227,7.112688636779785
G_b3_1216,4,0,5.768952369689941,4.029860115051269,4.461487293243408,4.944261121749878,5.381471443176269,5.768952369689941,6.1777678489685055,6.623531913757324,7.34250020980835,8.606148624420166
G_b3_1216,5,0,5.546728134155273,3.9626710414886475,4.3773211479187015,4.763987731933594,5.1867927551269535,5.546728134155273,5.904858875274658,6.374766254425049,7.082028388977053,8.106654167175295
G_b3_1216,6,0,5.582105398178101,4.186424970626831,4.586958122253418,4.9479907035827635,5.280556011199951,5.582105398178101,5.9355466842651365,6.496213674545288,7.221678733825684,8.332619571685791
G_b3_1216,7,0,5.404472351074219,3.9019519805908205,4.443832778930664,4.746256637573242,5.077497768402099,5.404472351074219,5.762323093414307,6.10147795677185,6.685301303863525,7.282778072357178
G_b3_1216,8,0,5.375136137008667,4.089244842529297,4.501184463500977,4.786976528167725,5.099088573455811,5.375136137008667,5.708931541442871,6.053881978988647,6.614740943908692,7.454377889633179
G_b3_1216,9,0,5.715222120285034,4.177578592300415,4.657000923156739,5.040572690963745,5.364742946624756,5.715222120285034,6.081891822814941,6.488406705856323,6.967413997650147,7.773568201065063
LR_a0p00001_1216,0,0,5.052788734436035,3.3356151580810547,3.938518905639649,4.354248523712158,4.6988273620605465,5.052788734436035,5.4512505531311035,5.9053576469421385,6.33846607208252,6.954490756988525
LR_a0p00001_1216,1,0,5.137824535369873,3.347467803955078,3.8983843326568604,4.336961269378662,4.731668853759766,5.137824535369873,5.579383850097656,6.028705501556396,6.544816207885742,7.686994266510012
LR_a0p00001_1216,2,0,4.766040325164795,2.82873797416687,3.5412110805511476,3.922484827041626,4.260116481781006,4.766040325164795,5.155451297760009,5.55858850479126,6.306626415252686,7.338778495788575
LR_a0p00001_1216,3,0,5.13730001449585,3.0520848274230956,3.736769771575928,4.125277137756347,4.576632976531983,5.13730001449585,5.581455326080323,6.0536655426025385,6.540662860870362,7.370818424224853
LR_a0p00001_1216,4,0,5.473247766494751,2.9251519441604614,3.542790412902832,4.3954150676727295,4.963352203369141,5.473247766494751,5.914846420288086,6.3796820640563965,7.005855560302734,7.615187883377075
LR_a0p00001_1216,5,0,4.453787803649902,2.8330387115478515,3.3995433330535887,3.710457706451416,4.043852806091309,4.453787803649902,4.890179634094238,5.388824367523193,5.839303398132325,6.7181426048278805
LR_a0p00001_1216,6,0,4.616779088973999,3.0845738649368286,3.522195243835449,3.9013722419738768,4.282969760894775,4.616779088973999,5.004444217681884,5.492800092697143,6.0249532699584964,6.9788495063781735
LR_a0p00001_1216,7,0,5.152105808258057,3.3925520420074466,4.027286243438721,4.469119358062744,4.792911624908447,5.152105808258057,5.529799747467041,6.051492214202881,6.78325080871582,7.787492179870606
LR_a0p00001_1216,8,0,4.869618892669678,3.0055029153823853,3.469877767562866,3.9741782426834105,4.471792507171631,4.869618892669678,5.251706504821778,5.711960506439209,6.292535400390625,7.106707334518433
LR_a0p00001_1216,9,0,4.751661777496338,2.8790462017059326,3.3561793327331544,3.864915466308594,4.334966945648194,4.751661777496338,5.173546028137207,5.55763063430786,6.27349910736084,7.495579433441162
E_a0p001_1216,0,0,5.568260192871094,3.2933374881744384,3.8989511013031004,4.447667407989502,5.029676151275635,5.568260192871094,5.935552024841308,6.408236503601074,7.091567134857177,7.879832649230957
E_a0p001_1216,1,0,5.668340444564819,3.6825287342071533,4.212737083435059,4.746255016326904,5.173208522796631,5.668340444564819,6.124408149719239,6.67358717918396,7.285220336914063,8.707632255554202
E_a0p001_1216,2,0,5.098257064819336,3.2289187908172607,3.852879095077515,4.301209259033203,4.676376533508301,5.098257064819336,5.4220353126525875,5.925139093399047,6.428323268890381,7.094210910797119
E_a0p001_1216,3,0,5.21665096282959,3.2320645570755007,4.023526763916015,4.550301837921142,4.84143648147583,5.21665096282959,5.535633754730225,5.986030054092407,6.574437713623047,7.516894817352295
E_a0p001_1216,4,0,5.815429925918579,3.8646724939346315,4.525780296325683,4.935464763641357,5.366871166229248,5.815429925918579,6.259797668457031,6.7175799846649165,7.161172485351563,7.985749578475953
E_a0p001_1216,5,0,4.8124098777771,3.055691862106323,3.6334909439086913,4.017082977294922,4.353656673431397,4.8124098777771,5.238625335693359,5.667012119293212,6.297496128082275,7.177896118164063
E_a0p001_1216,6,0,5.227077007293701,3.4554028511047363,4.212833881378174,4.535347938537598,4.862766742706299,5.227077007293701,5.710410118103027,6.158308029174805,6.751195430755615,7.44982385635376
E_a0p001_1216,7,0,5.469574451446533,3.727999210357666,4.393062114715576,4.812631607055664,5.127098560333252,5.469574451446533,5.949385643005371,6.521584510803223,7.1723527908325195,7.943775177001953
E_a0p001_1216,8,0,5.057057857513428,3.47217435836792,4.042951965332032,4.343646240234375,4.623634624481201,5.057057857513428,5.581832599639893,6.069784641265869,6.533460521697998,7.213416385650635
E_a0p001_1216,9,0,5.2054762840271,3.2879919052124023,3.9227253437042235,4.362611293792725,4.781466484069824,5.2054762840271,5.690950393676758,6.216577529907227,6.752371406555175,7.445504093170166
S_b10_1216,0,0,4.862521648406982,3.5167185783386232,3.9109660148620606,4.283968353271485,4.54506139755249,4.862521648406982,5.200559520721436,5.664030456542968,6.36327753067017,7.395845794677735
S_b10_1216,1,0,5.499517917633057,3.7395375251770018,4.254471302032471,4.621509695053101,5.093288612365723,5.499517917633057,5.930984687805176,6.362759208679199,6.9864119529724125,8.102538108825684
S_b10_1216,2,0,5.173105001449585,3.462067222595215,3.997488260269165,4.478814792633057,4.8103021621704105,5.173105001449585,5.544605255126953,5.975125122070311,6.473633289337158,7.126005935668945
S_b10_1216,3,0,5.151926279067993,3.7110878229141235,4.1531476974487305,4.512413692474365,4.841967678070069,5.151926279067993,5.391716861724854,5.784997797012329,6.23122730255127,7.168781137466431
S_b10_1216,4,0,5.228447914123535,3.7736301183700562,4.118303298950195,4.4451353549957275,4.86745548248291,5.228447914123535,5.615468406677246,6.246534919738769,7.086972332000732,7.939861536026001
S_b10_1216,5,0,4.650245666503906,3.4863883018493653,3.7887580394744873,4.088292789459229,4.383862495422363,4.650245666503906,4.9315571784973145,5.197503089904784,5.709982299804688,6.639302539825439
S_b10_1216,6,0,4.871218919754028,3.2829657316207888,3.7901148796081543,4.098906993865967,4.448168182373047,4.871218919754028,5.354827785491944,5.852172470092773,6.278270626068116,6.920936250686646
S_b10_1216,7,0,5.213585376739502,3.6630507946014403,4.241469860076904,4.572346925735474,4.904997825622559,5.213585376739502,5.496109199523926,5.908100605010986,6.497989940643311,7.108654975891113
S_b10_1216,8,0,4.440940618515015,3.2465194940567015,3.611295461654663,3.9400799036026,4.1768848419189455,4.440940618515015,4.826072406768799,5.333143281936645,5.921587085723877,6.615001058578491
S_b10_1216,9,0,4.79643177986145,3.323705530166626,3.7220105171203612,4.073494863510132,4.440804672241211,4.79643177986145,5.1392590522766115,5.574957990646363,6.187269306182862,7.287014293670655
R_1216,0,1,5.124803066253662,3.4543718338012694,4.163886833190918,4.53873233795166,4.829226016998291,5.124803066253662,5.52475528717041,5.945663166046143,6.598862648010254,7.228127670288086
R_1216,1,1,5.667355060577393,3.1515297412872316,3.9816325664520265,4.7339198112487795,5.206950378417969,5.667355060577393,6.118949031829834,6.73615493774414,7.28221549987793,8.168208885192872
R_1216,2,1,4.814848899841309,2.735278272628784,3.3474371910095218,3.8369170665740966,4.408772563934327,4.814848899841309,5.16778974533081,5.7848100662231445,6.381007289886475,7.350618076324463
R_1216,3,1,4.973730564117432,3.0570377826690676,3.7361142158508303,4.249019527435303,4.5850463867187505,4.973730564117432,5.443722629547119,5.872524547576904,6.482217502593994,7.350860500335694
R_1216,4,1,5.334029674530029,3.262353825569153,3.672016143798828,4.151704120635986,4.707866287231446,5.334029674530029,5.832347393035889,6.384382486343381,6.922379112243652,7.563588809967042
R_1216,5,1,4.63063907623291,2.6739813327789306,3.1842087745666503,3.824371910095215,4.242516326904297,4.63063907623291,5.058309459686279,5.696033763885498,6.530531978607178,7.264982986450195
