arm,seed,is_control,source,median_s,median_M,median_B,median_denom,median_zbar,n_na_M,n_na_B,n_records,median_M_plus_median_B
E_a0p01_1216,4,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p01_1216_seed4.npz,-3.10705541446805,-2.73251473903656,-0.40449385344982147,2.1423090577125548,-6.24786012172699,0,0,10,-3.1370085924863815
E_a0p01_1216,5,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p01_1216_seed5.npz,-3.002201960980892,-2.5415621638298034,-0.4678440228104591,1.939379245042801,-5.45698299407959,0,0,10,-3.0094061866402626
E_a0p01_1216,6,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p01_1216_seed6.npz,-3.228288083150983,-2.7357178330421448,-0.5149489402770996,1.8494681656360625,-5.489732265472412,0,0,10,-3.2506667733192445
E_a0p01_1216,7,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p01_1216_seed7.npz,-3.063603454455733,-2.667929434776306,-0.43430381566286086,2.0963012337684632,-6.220455360412598,0,0,10,-3.1022332504391668
E_a0p01_1216,8,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p01_1216_seed8.npz,-3.026371296495199,-2.5371868014335632,-0.4880629420280457,2.023630201816559,-5.984668660163879,0,0,10,-3.025249743461609
E_a0p01_1216,9,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p01_1216_seed9.npz,-3.038153878599405,-2.5418707728385925,-0.47973251044750215,1.9830674171447753,-5.777880859375,0,0,10,-3.021603283286095
S_b0p3_1216,0,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed0.npz,-4.737698872387409,-4.084932494163513,-0.7503383040428162,2.9162072420120237,-18.187853717803954,0,0,10,-4.835270798206329
S_b0p3_1216,1,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed1.npz,-5.617318859696388,-4.801796555519104,-0.7968619465827942,3.0279229998588564,-19.463119411468504,0,0,10,-5.598658502101898
S_b0p3_1216,2,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed2.npz,-3.7702972486615183,-3.2900004148483277,-0.5702916949987411,2.3443796634674072,-15.759671831130982,0,0,10,-3.8602921098470686
S_b0p3_1216,3,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed3.npz,-5.211145383119583,-4.482273125648499,-0.7887999355793,2.9334232687950133,-19.454671573638915,0,0,10,-5.271073061227799
S_b0p3_1216,4,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed4.npz,-5.558613723516464,-4.734133362770081,-0.8799326419830322,3.3223345041275025,-20.005170631408692,0,0,10,-5.614066004753113
S_b0p3_1216,5,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed5.npz,-4.140935598313808,-3.489347016811371,-0.7080568909645081,2.661610651016235,-15.54672064781189,0,0,10,-4.197403907775879
S_b0p3_1216,6,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed6.npz,-5.461940497159958,-4.718004179000855,-0.7706114560365677,2.933351480960846,-19.521648597717284,0,0,10,-5.488615635037422
S_b0p3_1216,7,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed7.npz,-4.984935261309147,-4.287759184837341,-0.7049027055501937,3.038449239730835,-20.266356563568117,0,0,10,-4.992661890387535
S_b0p3_1216,8,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed8.npz,-5.766984963417054,-4.933126163482666,-0.8523227781057358,3.1679328441619874,-20.808327007293702,0,0,10,-5.785448941588402
S_b0p3_1216,9,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b0p3_1216_seed9.npz,-5.425268386304379,-4.668622660636902,-0.7889030367136002,2.9212036967277526,-19.908717250823976,0,0,10,-5.457525697350502
S_b3_1216,0,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed0.npz,-8.041341227293014,-6.9878565788269045,-1.1750492334365845,1.2295487463474273,-9.150592279434203,0,0,10,-8.162905812263489
S_b3_1216,1,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed1.npz,-8.17690167427063,-6.846277141571045,-1.287987768650055,1.3088151216506958,-9.830689001083375,0,0,10,-8.1342649102211
S_b3_1216,2,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed2.npz,-7.164375704526901,-6.06837215423584,-1.11300932765007,1.1884452104568481,-8.571957397460938,0,0,10,-7.181381481885911
S_b3_1216,3,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed3.npz,-7.359314221143722,-6.266383266448974,-1.1415761053562163,1.2794710159301759,-9.212265300750733,0,0,10,-7.407959371805191
S_b3_1216,4,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed4.npz,-7.0448414295911785,-5.973137831687927,-1.0951419532299043,1.3183233916759491,-9.286962509155273,0,0,10,-7.068279784917831
S_b3_1216,5,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed5.npz,-7.694365122914315,-6.4523272037506105,-1.1813265204429626,1.2759986877441407,-9.139437341690064,0,0,10,-7.633653724193573
S_b3_1216,6,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed6.npz,-8.208439967036247,-6.999151682853698,-1.2340623259544372,1.1848976254463195,-9.154982471466065,0,0,10,-8.233214008808135
S_b3_1216,7,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed7.npz,-7.285975697636604,-6.156613039970398,-1.0897910952568055,1.30195609331131,-9.209703016281129,0,0,10,-7.246404135227204
S_b3_1216,8,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed8.npz,-7.383064582943916,-6.203952717781067,-1.1489542484283448,1.2917828023433686,-9.016439628601074,0,0,10,-7.352906966209412
S_b3_1216,9,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/S_b3_1216_seed9.npz,-6.820132973790169,-5.699210500717163,-1.1085752189159392,1.3359920382499695,-8.919110107421876,0,0,10,-6.807785719633102
G_b0p3_1216,0,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed0.npz,-4.601634560525417,-3.9854022026062013,-0.6195611953735352,4.456484770774841,-20.87117624282837,0,0,10,-4.604963397979736
G_b0p3_1216,1,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed1.npz,-4.498635450005532,-3.8579959630966187,-0.6567543387413025,4.816482043266296,-21.29589490890503,0,0,10,-4.514750301837921
G_b0p3_1216,2,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed2.npz,-4.642700520157814,-3.996784269809723,-0.6293223291635514,3.866886925697327,-16.906180715560915,0,0,10,-4.626106598973275
G_b0p3_1216,3,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed3.npz,-4.572321683168411,-3.91638240814209,-0.668065220117569,4.3875442266464235,-19.755529499053956,0,0,10,-4.5844476282596585
G_b0p3_1216,4,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed4.npz,-4.327804441750049,-3.702005755901337,-0.6682630509138108,4.6580939292907715,-20.611961841583252,0,0,10,-4.370268806815147
G_b0p3_1216,5,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed5.npz,-4.5410197004675865,-3.911721384525299,-0.6675881296396255,4.217967677116394,-18.189831829071046,0,0,10,-4.579309514164924
G_b0p3_1216,6,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed6.npz,-4.780438613891602,-4.100149726867675,-0.7164341539144516,4.183455681800842,-19.14738178253174,0,0,10,-4.816583880782127
G_b0p3_1216,7,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed7.npz,-4.470250338315964,-3.8854694724082948,-0.6121269285678863,4.833951830863953,-21.60055751800537,0,0,10,-4.497596400976181
G_b0p3_1216,8,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed8.npz,-4.310886393487453,-3.7274632453918457,-0.594623014330864,4.381641292572022,-19.124078273773193,0,0,10,-4.32208625972271
G_b0p3_1216,9,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b0p3_1216_seed9.npz,-4.25834588855505,-3.663059949874878,-0.5906794160604477,4.8186057806015015,-19.586564826965333,0,0,10,-4.253739365935326
G_b3_1216,0,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed0.npz,-5.0097157984972,-4.285162115097046,-0.7746294736862183,1.046396017074585,-5.5434387683868405,0,0,10,-5.0597915887832645
G_b3_1216,1,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed1.npz,-5.235938027501106,-4.436883735656738,-0.7686394065618515,1.0882721543312073,-6.080422472953797,0,0,10,-5.205523142218589
G_b3_1216,2,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed2.npz,-5.234898571670056,-4.475336754322052,-0.7573074698448181,1.0670788288116455,-5.598417663574219,0,0,10,-5.2326442241668705
G_b3_1216,3,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed3.npz,-5.2165165692567825,-4.450883173942566,-0.7550024360418319,1.014929473400116,-5.3236812353134155,0,0,10,-5.205885609984398
G_b3_1216,4,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed4.npz,-5.664655730128288,-4.712772631645203,-0.90204057097435,1.0292077720165254,-5.739397573471069,0,0,10,-5.614813202619553
G_b3_1216,5,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed5.npz,-4.604828703403473,-3.805010187625885,-0.7295359373092651,1.2035855054855347,-5.521607851982116,0,0,10,-4.53454612493515
G_b3_1216,6,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed6.npz,-5.099206948280335,-4.309429597854614,-0.8042791485786438,1.1455187857151032,-5.564732193946838,0,0,10,-5.113708746433258
G_b3_1216,7,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed7.npz,-5.202201022207737,-4.464448809623718,-0.7579290270805359,1.048370361328125,-5.432389831542968,0,0,10,-5.222377836704254
G_b3_1216,8,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed8.npz,-4.984742534160614,-4.184560370445252,-0.8051789104938507,1.060262715816498,-5.38974814414978,0,0,10,-4.989739280939102
G_b3_1216,9,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/G_b3_1216_seed9.npz,-4.629583498835563,-3.8828530311584473,-0.7249378859996796,1.2582966685295105,-5.724790549278259,0,0,10,-4.607790917158127
LR_a0p00001_1216,0,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed0.npz,-3.2196192108094692,-2.7282328009605408,-0.5051583141088486,1.6233069241046905,-5.057719016075135,0,0,10,-3.2333911150693893
LR_a0p00001_1216,1,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed1.npz,-3.3471439614892007,-2.8192671179771422,-0.5095089226961136,1.5919456362724305,-5.11149308681488,0,0,10,-3.328776040673256
LR_a0p00001_1216,2,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed2.npz,-3.327873629331589,-2.84624160528183,-0.4673096790909767,1.4437320470809936,-4.685711193084717,0,0,10,-3.3135512843728065
LR_a0p00001_1216,3,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed3.npz,-3.2803602524101736,-2.81615035533905,-0.4312191724777222,1.507792979478836,-5.089494824409485,0,0,10,-3.2473695278167725
LR_a0p00001_1216,4,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed4.npz,-3.2798578813672066,-2.795274579524994,-0.4779068693518639,1.6046189665794373,-5.428907489776611,0,0,10,-3.2731814488768576
LR_a0p00001_1216,5,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed5.npz,-3.0367125242948534,-2.524594044685364,-0.49660208970308306,1.5026879489421845,-4.419828796386719,0,0,10,-3.021196134388447
LR_a0p00001_1216,6,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed6.npz,-3.204830441623926,-2.7004316687583922,-0.503837189078331,1.510203057527542,-4.614686417579651,0,0,10,-3.2042688578367233
LR_a0p00001_1216,7,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed7.npz,-3.3367715522646906,-2.8763448119163515,-0.43157465308904647,1.5254419147968292,-5.135522103309631,0,0,10,-3.307919465005398
LR_a0p00001_1216,8,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed8.npz,-3.2164473854005338,-2.6767616152763365,-0.52137131690979,1.446647721529007,-4.82001519203186,0,0,10,-3.1981329321861267
LR_a0p00001_1216,9,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/LR_a0p00001_1216_seed9.npz,-3.1079647786915303,-2.601919877529144,-0.4878313511610031,1.5547479510307312,-4.733591532707214,0,0,10,-3.0897512286901474
E_a0p001_1216,0,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p001_1216_seed0.npz,-3.3616191782057285,-2.8812493801116945,-0.4962059944868088,1.7125232696533204,-5.523936033248901,0,0,10,-3.377455374598503
E_a0p001_1216,1,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p001_1216_seed1.npz,-3.290636322647333,-2.8084702253341676,-0.4729183852672577,1.7811887562274933,-5.582183575630188,0,0,10,-3.281388610601425
E_a0p001_1216,2,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p001_1216_seed2.npz,-3.151856938749552,-2.719778025150299,-0.4513381481170654,1.6026478350162505,-5.069259476661682,0,0,10,-3.1711161732673645
E_a0p001_1216,3,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p001_1216_seed3.npz,-3.1518336586654185,-2.6959260225296022,-0.46629828214645386,1.676242172718048,-5.163279485702515,0,0,10,-3.162224304676056
E_a0p001_1216,4,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p001_1216_seed4.npz,-3.197679883800447,-2.712263321876526,-0.4597543731331825,1.9486277103424072,-5.736524701118469,0,0,10,-3.1720176950097083
E_a0p001_1216,5,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p001_1216_seed5.npz,-3.1232624128460884,-2.5961203813552856,-0.4807152822613716,1.5986173510551454,-4.749012088775634,0,0,10,-3.076835663616657
E_a0p001_1216,6,0,/home/issan/Projects/claude/proj_004_drift/results/gate_dial_0902/logs/E_a0p001_1216_seed6.npz,-3.229902847111225,-2.713138258457184,-0.5277076214551926,1.6926359415054322,-5.157346415519714,0,0,10,-3.2408458799123765
