row_type,arm,seed,status,beta_seed,rho_seed,n_intervals,n_submerged_unit_intervals,median_submerged_units,bin,n,zbar_bin_median,zbar_bin_lo,zbar_bin_hi,dzbar_median,dzbar_sd,rho,eligible
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,5,746,-16.716718673706055,-17.05897331237793,-16.46433448791504,-0.00011627504864009097,0.09567595188024344,-0.0012153006722695708,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,6,746,-16.08703327178955,-16.46232795715332,-15.771809577941895,-0.0003717963700182736,0.09248008641173153,-0.004020285711704412,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,7,746,-15.430146217346191,-15.770929336547852,-15.067792892456055,-0.0003296618233434856,0.0943704650868432,-0.0034932732718877518,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,8,746,-14.756630420684814,-15.067376136779785,-14.393233299255371,-3.033167604371556e-05,0.09902030732060245,-0.00030631773284150034,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,9,746,-13.998475074768066,-14.392861366271973,-13.514583587646484,0.00011742314018192701,0.1597042832679195,0.0007352535434816001,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,10,746,-12.988474369049072,-13.513982772827148,-12.06364631652832,-0.005046827718615532,0.24363342733317112,-0.02071484103744904,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,11,746,-9.962121963500977,-12.06326961517334,-4.747837066650391,0.01633062493056059,0.281658360175551,0.05798025991624071,1
seed_summary,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,,,,,,,,,
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,0,747,-33.11165237426758,-49.16157913208008,-28.76170539855957,0.0,3.576312179799674e-07,0.0,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,1,753,-26.821395874023438,-28.601116180419922,-25.21247100830078,0.0,2.3470758092252453e-05,0.0,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,2,750,-23.732511520385742,-25.212430953979492,-22.766925811767578,0.0,0.00025702917493435897,0.0,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,3,750,-21.753287315368652,-22.758262634277344,-20.910507202148438,-2.1674040340258216e-08,0.0014967787708178772,-1.4480456806863302e-05,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,4,750,-20.087705612182617,-20.91048240661621,-19.482763290405273,6.271516895139939e-06,0.011030491290485963,0.0005685618826923201,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,5,750,-18.8736572265625,-19.482553482055664,-18.30550193786621,6.176130227686372e-06,0.0312943631956178,0.00019735599632048832,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,6,750,-17.881568908691406,-18.303911209106445,-17.51951789855957,3.0406738005694933e-05,0.053315918110732365,0.0005703125648618275,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,7,750,-16.93828296661377,-17.51945686340332,-16.439428329467773,7.95096239016857e-05,0.09674331947166526,0.0008218616472527898,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,8,750,-15.876313209533691,-16.434518814086914,-15.298347473144531,-7.1172969910549e-05,0.10766233881750975,-0.0006610758292292804,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,9,750,-14.66445779800415,-15.296648979187012,-14.005431175231934,0.00032137551170308143,0.10642220979354643,0.0030198161861751723,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,10,750,-13.055830001831055,-14.002492904663086,-11.975071907043457,-0.0052818129770457745,0.2369944564874812,-0.022286651997384492,1
bin,S_b1_1216,4,OK,0.6528279800206058,9.867799816024416e-05,90,9000,100.0,11,750,-10.229366302490234,-11.972900390625,-4.642343521118164,0.01687291730195284,0.2803188605859342,0.06019187316431139,1
seed_summary,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,,,,,,,,,
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,0,750,-25.62309455871582,-62.165374755859375,-20.134672164916992,0.0,0.001748838087197027,0.0,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,1,750,-18.74693012237549,-20.129150390625,-18.069324493408203,4.572225770971272e-05,0.01507620611971572,0.0030327429425311457,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,2,749,-17.35700225830078,-18.063596725463867,-16.910812377929688,1.1842258572869468e-05,0.04967114904941803,0.00023841321973622066,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,3,750,-16.33850860595703,-16.908578872680664,-15.948389053344727,-0.00043727477896027267,0.0668654061698301,-0.006539626452722762,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,4,749,-15.661872863769531,-15.94764518737793,-15.321455001831055,-2.5687726520118304e-05,0.07169102858096951,-0.0003583115911233717,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,5,750,-15.012909889221191,-15.321443557739258,-14.726130485534668,-0.0009717271605040878,0.09093924985237474,-0.010685453883570964,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,6,750,-14.41271686553955,-14.726044654846191,-14.08733081817627,-0.0007643833523616195,0.10219199354163451,-0.0074798751435473125,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,7,749,-13.6762056350708,-14.086042404174805,-13.297521591186523,-0.00267184735275805,0.12239771476025493,-0.02182922579879452,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,8,750,-12.986093521118164,-13.296844482421875,-12.576855659484863,-6.414517338271253e-05,0.1291416182947622,-0.0004967041162230361,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,9,749,-12.157007217407227,-12.57308292388916,-11.78426742553711,0.0029721467290073633,0.12191553312107126,0.024378737088864625,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,10,750,-11.272200107574463,-11.784075736999512,-10.677763938903809,0.0006533788982778788,0.13938391232552771,0.004687620596786868,1
bin,S_b1_1216,5,OK,0.2908894343730999,-0.00017915579556168585,90,8996,100.0,11,750,-9.299057006835938,-10.67045783996582,-5.170835971832275,0.00038273770041996613,0.1645905288662381,0.00232539322314843,1
seed_summary,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,,,,,,,,,
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,0,750,-28.376859664916992,-66.7701416015625,-20.63442611694336,0.0,0.0003145679187915849,0.0,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,1,750,-18.79523468017578,-20.634098052978516,-18.03963851928711,1.4797627500229282e-05,0.02419914210852485,0.0006114938882488892,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,2,749,-17.47818374633789,-18.039600372314453,-17.072593688964844,-3.8245500036282465e-05,0.040358133931711296,-0.0009476528350145339,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,3,750,-16.596394538879395,-17.072406768798828,-16.1608829498291,-0.00032385926169808954,0.058793863465354715,-0.005508385443813012,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,4,750,-15.831510543823242,-16.15843963623047,-15.533990859985352,-0.0004042561340611428,0.042030715334193114,-0.009618112155523311,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,5,749,-15.219037055969238,-15.533074378967285,-14.935776710510254,-0.0006678298814222217,0.07326863320393212,-0.009114812877202425,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,6,750,-14.62765884399414,-14.93504524230957,-14.276288986206055,-0.002732492866925895,0.09850968363207649,-0.02773831735295663,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,7,750,-13.988322734832764,-14.272903442382812,-13.708970069885254,-0.002694411319680512,0.11451284901247498,-0.023529336165472436,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,8,749,-13.306347846984863,-13.70876407623291,-12.965359687805176,-0.0022384091280400753,0.16906257548914153,-0.013240122017328684,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,9,750,-12.530952453613281,-12.965092658996582,-11.968368530273438,0.0015713628963567317,0.20625306175967728,0.007618616096897792,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,10,750,-11.043131351470947,-11.962507247924805,-9.893699645996094,0.01530235493555665,0.2606956795858484,0.058698153187143665,1
bin,S_b1_1216,6,OK,0.35709492299526147,-0.0032280191394137726,90,8997,100.0,11,750,-8.734835147857666,-9.893096923828125,-4.990812301635742,0.0022296038223430514,0.22378149938680603,0.009963307192294678,1
seed_summary,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,,,,,,,,,
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,0,747,-29.753984451293945,-54.37494659423828,-25.650951385498047,0.0,7.234845300281829e-06,0.0,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,1,752,-23.702335357666016,-25.60976219177246,-22.2631778717041,0.0,0.005149064660709107,0.0,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,2,749,-21.5115909576416,-22.239295959472656,-20.878456115722656,6.8747222030651756e-06,0.033224323457525615,0.0002069183504023462,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,3,749,-20.29302215576172,-20.874916076660156,-19.75824737548828,6.40733924228698e-05,0.12337769861975766,0.0005193271810032702,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,4,750,-19.355188369750977,-19.758237838745117,-18.937496185302734,0.00030253359000198543,0.126690942987926,0.0023879654130510163,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,5,749,-18.548194885253906,-18.936973571777344,-18.085241317749023,-0.00027103035245090723,0.06938949707600121,-0.0039059276096791995,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,6,749,-17.657135009765625,-18.08514404296875,-17.317710876464844,-0.0005284101935103536,0.0807649723752795,-0.006542566387010726,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,7,749,-17.009994506835938,-17.316497802734375,-16.604183197021484,-0.000651411188300699,0.11755457528628341,-0.005541351212526625,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,8,750,-16.18686580657959,-16.5991268157959,-15.730374336242676,-0.0007950089639052749,0.0989074250315196,-0.008037909829842635,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,9,749,-15.240126609802246,-15.72945785522461,-14.592157363891602,-0.0014821791555732489,0.13573731137000988,-0.010919467467076447,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,10,749,-13.526911735534668,-14.591570854187012,-12.370574951171875,-0.0026438706554472446,0.26760841215396075,-0.009879624613318098,1
bin,S_b1_1216,7,OK,0.5308433922466891,-0.0019529638048395997,90,8992,100.0,11,750,-10.464632987976074,-12.370389938354492,-4.8363823890686035,0.001883778430055827,0.6924686900495164,0.002720380657096747,1
seed_summary,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,,,,,,,,,
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,0,750,-26.551254272460938,-36.625919342041016,-23.5006160736084,0.0,0.00027673106653027863,0.0,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,1,749,-22.148513793945312,-23.500612258911133,-21.375593185424805,1.467558604417718e-06,0.0011465609488044669,0.0012799656275996137,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,2,749,-20.366050720214844,-21.37545394897461,-19.608509063720703,-1.2337839194742628e-08,0.012712860947799902,-9.705006013518793e-07,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,3,749,-19.02049446105957,-19.607759475708008,-18.57265281677246,3.2150008337339386e-05,0.01706785652656525,0.0018836582254660704,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,4,749,-18.121891021728516,-18.572546005249023,-17.583452224731445,-0.00011305550287943333,0.025671129908311874,-0.004403994030774154,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,5,749,-17.11482048034668,-17.58306312561035,-16.690818786621094,-0.0003715953789651394,0.04317682718349746,-0.008606361402747217,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,6,749,-16.315759658813477,-16.690372467041016,-15.907088279724121,0.0003941371978726238,0.07023855794563871,0.0056114078847926685,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,7,749,-15.497467041015625,-15.905538558959961,-15.11427116394043,8.062043343670666e-05,0.1261798288432181,0.0006389328165667411,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,8,749,-14.728059768676758,-15.112649917602539,-14.410136222839355,-0.0006383336731232703,0.14480469867965942,-0.004408238675565411,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,9,749,-14.046636581420898,-14.409953117370605,-13.665450096130371,-0.0007703451556153595,0.1290017011138224,-0.005971589126066322,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,10,749,-12.984938621520996,-13.664774894714355,-12.03761100769043,-0.0031720870174467564,0.21166759415891176,-0.014986172210495658,1
bin,S_b1_1216,8,OK,0.47405268638992776,-0.0022024822656877526,90,8990,100.0,11,750,-10.473691940307617,-12.03400993347168,-3.372699022293091,-0.003372775507159531,0.2846122494764288,-0.01185042285904444,1
seed_summary,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,,,,,,,,,
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,0,747,-26.135215759277344,-43.890869140625,-21.55939483642578,0.0,0.0014504712513475962,0.0,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,1,747,-20.104175567626953,-21.490680694580078,-19.400548934936523,4.743134468299104e-06,0.014573205582011474,0.00032546953665114155,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,2,746,-18.782654762268066,-19.39999771118164,-18.15736198425293,4.510864346229937e-05,0.03631334699353232,0.0012422056130032178,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,3,747,-17.613149642944336,-18.15593719482422,-17.074565887451172,7.811652903910726e-05,0.06928111793086984,0.0011275298576598255,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,4,747,-16.65269660949707,-17.072603225708008,-16.248973846435547,-0.00016594571934547275,0.08612608208291224,-0.001926776596963036,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,5,746,-15.880204200744629,-16.247726440429688,-15.400522232055664,0.00043687534343916923,0.07539785340125611,0.005794267657915722,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,6,747,-15.05671501159668,-15.399839401245117,-14.584519386291504,-0.001855803420767188,0.1025772401502582,-0.018091765951674582,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,7,747,-14.240169525146484,-14.583337783813477,-13.874175071716309,-0.002255423692986369,0.13554029848342608,-0.016640244401277923,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,8,746,-13.5069580078125,-13.87403392791748,-13.069804191589355,-0.002913303324021399,0.14237666686517203,-0.020461943576613163,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,9,747,-12.616459846496582,-13.066413879394531,-12.185224533081055,-0.004578710068017244,0.19835457873232593,-0.023083460423649147,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,10,747,-11.510954856872559,-12.184791564941406,-10.758316040039062,0.0012945437338203192,0.20010368037045853,0.006469364938334406,1
bin,S_b1_1216,9,OK,0.2997446325334693,0.00016273476832557077,90,8961,100.0,11,747,-8.271891593933105,-10.754012107849121,-3.940962076187134,0.010347996838390827,0.26784848976594644,0.03863376958904341,1
seed_summary,G_b1_1216,0,OK,5.424116757528837,0.0,90,9000,100.0,,,,,,,,,
bin,G_b1_1216,0,OK,5.424116757528837,0.0,90,9000,100.0,0,747,-24.949220657348633,-38.091365814208984,-19.603090286254883,0.0,0.0,nan,0
bin,G_b1_1216,0,OK,5.424116757528837,0.0,90,9000,100.0,1,747,-18.01426124572754,-19.535242080688477,-16.21206283569336,0.0,0.0,nan,0
bin,G_b1_1216,0,OK,5.424116757528837,0.0,90,9000,100.0,2,756,-15.2089524269104,-16.198909759521484,-14.535988807678223,0.0,0.0,nan,0
bin,G_b1_1216,0,OK,5.424116757528837,0.0,90,9000,100.0,3,747,-13.863222122192383,-14.530462265014648,-13.123086929321289,0.0,0.0,nan,0
bin,G_b1_1216,0,OK,5.424116757528837,0.0,90,9000,100.0,4,747,-12.659613609313965,-13.117303848266602,-12.31911563873291,0.0,0.0,nan,0
