row_type,arm,seed,status,beta_seed,rho_seed,n_intervals,n_submerged_unit_intervals,median_submerged_units,bin,n,zbar_bin_median,zbar_bin_lo,zbar_bin_hi,dzbar_median,dzbar_sd,rho,eligible
seed_summary,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,,,,,,,,,
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,0,747,-27.56903839111328,-46.0191650390625,-24.406679153442383,0.0,2.8599384819890275e-06,0.0,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,1,751,-21.81471061706543,-24.375459671020508,-20.338775634765625,0.0,0.000979627151514178,0.0,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,2,748,-19.449027061462402,-20.338735580444336,-18.88395118713379,1.8985198948939797e-05,0.010855987196814137,0.001748822894200843,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,3,749,-18.469526290893555,-18.883909225463867,-17.97838020324707,7.780326995998621e-06,0.025167813794298517,0.000309137975176897,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,4,749,-17.684389114379883,-17.977554321289062,-17.465024948120117,0.00012179070472484455,0.025158085012866996,0.004841016502748727,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,5,748,-17.186577796936035,-17.464590072631836,-16.928613662719727,-6.394742376869544e-05,0.036039624950170816,-0.0017743642964406696,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,6,749,-16.63694953918457,-16.92833137512207,-16.34940528869629,-0.0004822562914341688,0.043164233300162676,-0.011172590234154612,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,7,749,-15.980278015136719,-16.34898567199707,-15.530128479003906,0.0004976632189936936,0.11080366232918688,0.004491396841335304,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,8,748,-15.113670825958252,-15.53012466430664,-14.78927993774414,-0.00023687312932452187,0.11044366873637022,-0.0021447415866810765,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,9,749,-14.362970352172852,-14.788859367370605,-13.849020004272461,-0.000882541062310338,0.10209947465546478,-0.00864393343147433,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,10,749,-13.05044937133789,-13.849002838134766,-11.860799789428711,0.0003701876848936081,0.2271986409734434,0.0016293569508493595,1
bin,S_b1_1216,0,OK,0.6536650614360316,0.0001545689875884485,90,8985,100.0,11,749,-9.341710090637207,-11.857895851135254,-4.3545708656311035,0.009707516990602016,0.334548219797599,0.029016794638677332,1
seed_summary,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,,,,,,,,,
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,0,747,-31.0438289642334,-84.87690734863281,-27.707178115844727,0.0,2.9893094352889755e-09,0.0,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,1,753,-24.7209415435791,-27.672788619995117,-21.783971786499023,0.0,0.0007522215181509958,0.0,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,2,750,-21.068130493164062,-21.74507713317871,-20.383440017700195,1.647436761231802e-06,0.026168399057038574,6.29551986593038e-05,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,3,750,-19.74076747894287,-20.374731063842773,-19.27414321899414,-5.187071474210825e-05,0.04817601194605161,-0.0010766917527377325,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,4,750,-18.928138732910156,-19.268882751464844,-18.575542449951172,-1.8913783605967183e-05,0.05642277898435257,-0.00033521538546005405,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,5,749,-18.128704071044922,-18.57529067993164,-17.746858596801758,-0.0001955851330421865,0.04216680450724485,-0.004638367439215894,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,6,750,-17.421674728393555,-17.74685287475586,-17.033187866210938,1.8388625733223307e-07,0.07333981146690324,2.507318380757185e-06,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,7,750,-16.646183013916016,-17.03302574157715,-16.256710052490234,-0.00033405565773136914,0.16877182204870309,-0.0019793331237187776,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,8,750,-15.819003105163574,-16.25583267211914,-15.427505493164062,0.00016138114733621478,0.13099184290167884,0.0012319938689414871,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,9,750,-15.054919242858887,-15.425581932067871,-14.58869457244873,-0.000559171981876716,0.17525180569403012,-0.003190677435032922,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,10,750,-13.858581066131592,-14.588134765625,-12.815649032592773,-0.0005793168093077838,0.2725111522568396,-0.002125846243392573,1
bin,S_b1_1216,1,OK,0.8920242236049141,-0.00043423171905018407,90,8999,100.0,11,750,-11.127475261688232,-12.80866813659668,-3.375173807144165,-0.00035163984284736216,0.6594301490765122,-0.0005332480526403141,1
seed_summary,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,,,,,,,,,
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,0,748,-19.393781661987305,-21.399532318115234,-18.44692039489746,-3.199562161171343e-05,0.011554192955323929,-0.002769178404361901,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,1,748,-17.616175651550293,-18.43940544128418,-17.129514694213867,8.266852455562912e-05,0.010628177722430139,0.007778240702652356,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,2,747,-16.711862564086914,-17.129337310791016,-16.37255096435547,0.00021724838006775826,0.017252989994001374,0.012591926393239231,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,3,748,-16.01962947845459,-16.372074127197266,-15.807577133178711,0.0005052846972830594,0.035444372619632236,0.014255710002416233,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,4,748,-15.521978378295898,-15.80711841583252,-15.222406387329102,8.988101762952283e-05,0.06228242477619862,0.0014431200768514568,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,5,747,-14.92117691040039,-15.221879959106445,-14.650762557983398,-0.0012591981794685125,0.07572991876068415,-0.016627486204596805,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,6,748,-14.311985492706299,-14.647415161132812,-13.874239921569824,-4.083193394421869e-05,0.11179303973850864,-0.00036524576162994855,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,7,748,-13.561001777648926,-13.874195098876953,-13.135894775390625,0.0004366519133327529,0.1063981685533062,0.00410394200642643,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,8,747,-12.7288236618042,-13.135430335998535,-12.407037734985352,0.00010455835581524298,0.14514470534774188,0.0007203731997301524,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,9,748,-11.953227519989014,-12.406315803527832,-11.330304145812988,0.005764644360169768,0.17112345978502833,0.03368704891434249,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,10,748,-10.528131484985352,-11.32762336730957,-9.72951602935791,0.0038972016191110015,0.15333597015620137,0.025416095226325385,1
bin,S_b1_1216,2,OK,0.29830498534232175,0.005024140431742083,90,8973,100.0,11,748,-8.35820198059082,-9.726676940917969,-5.074357986450195,0.000956525735091418,0.1609137295320457,0.005944338857057735,1
seed_summary,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,,,,,,,,,
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,0,746,-24.069541931152344,-35.81629180908203,-21.694232940673828,0.0,0.00044512305656387296,0.0,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,1,746,-20.561120986938477,-21.694181442260742,-19.68863296508789,4.106289530625418e-08,0.03825451584910904,1.0734130179093755e-06,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,2,746,-19.217153549194336,-19.682628631591797,-18.680694580078125,-9.197686449624598e-05,0.05359613078314767,-0.0017161101585558194,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,3,746,-18.251891136169434,-18.679706573486328,-17.842395782470703,1.6957446860033087e-05,0.03960300105356836,0.000428185905333181,1
bin,S_b1_1216,3,OK,0.3880789597201673,-0.00015315886642075017,90,8952,99.0,4,746,-17.46441650390625,-17.84191131591797,-17.062002182006836,6.736394061590545e-05,0.09585653487487948,0.0007027579361577683,1
