step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,A_w10_T10000_std_lr0.01_bfull_s0_none,0.3,0.0444444,0.3,3.44102,2.54673,0.201418,0.47,0,2.01773,26.1415,0.077185,9.26285,0.231596,4.31787,3.28474,0.3,1.39426
0,A_w10_T10000_std_lr0.01_bfull_s1_none,0.4,0.0222222,0.2,3.10338,3.78004,0.172414,0.467778,0,34.6887,21.9303,1.58177,9.1587,0.210876,4.74212,3.55285,0.4,2.17935
0,A_w10_T10000_std_lr0.01_bfull_s2_none,0.2,0,0.2,3.77535,3.07889,0.157363,0.502222,0,0.274108,16.9975,0.0161264,9.51921,0.200035,4.99912,4.48014,0.2,2.18467
0,A_w10_T10000_std_lr0.01_bfull_s3_none,0.3,0,0.3,4.32934,3.29205,0.191368,0.478889,0,35.6655,55.9561,0.637384,9.31096,0.247285,4.04392,3.41733,0.3,6.7609
0,A_w10_T10000_std_lr0.01_bfull_s4_none,0.3,0,0.3,3.42287,2.698,0.151497,0.484444,0,15.3464,15.2359,1.00725,9.40829,0.215316,4.64434,4.20347,0.3,1.79661
1000,A_w10_T10000_std_lr0.01_bfull_s0_none,0.4,0,0.3,4.09691,2.99708,0.195617,0.468889,0,0.00733152,39.2012,0.000187023,9.26007,0.220212,4.54108,3.30745,0.4,0.461876
1000,A_w10_T10000_std_lr0.01_bfull_s1_none,0.3,0.0222222,0.3,3.09778,3.39288,0.167413,0.47,0,0.0287059,13.0867,0.00219352,9.16117,0.201785,4.95576,3.79122,0.3,0.358633
1000,A_w10_T10000_std_lr0.01_bfull_s2_none,0.2,0,0.2,4.38725,2.93828,0.15764,0.5,0,0.0565948,78.5815,0.000720205,9.45017,0.220713,4.53078,4.11537,0.2,0.852598
1000,A_w10_T10000_std_lr0.01_bfull_s3_none,0.4,0.0222222,0.4,3.46216,2.05942,0.181361,0.481111,0,0.0183268,54.9686,0.000333406,9.27045,0.24384,4.10105,2.81613,0.4,0.52535
1000,A_w10_T10000_std_lr0.01_bfull_s4_none,0.4,0,0.4,2.87335,3.00827,0.159743,0.485556,0,0.0253967,17.7639,0.00142968,9.39396,0.231722,4.31552,3.30892,0.4,0.45608
2000,A_w10_T10000_std_lr0.01_bfull_s0_none,0.4,0,0.3,4.21693,3.03836,0.192922,0.47,0,0.0121281,45.2041,0.000268297,9.25955,0.226059,4.42362,3.49635,0.4,0.439272
2000,A_w10_T10000_std_lr0.01_bfull_s1_none,0.3,0.0222222,0.3,3.28873,3.71355,0.164994,0.468889,0,0.0459885,14.9336,0.00307954,9.15686,0.207506,4.81914,3.81502,0.3,0.324515
2000,A_w10_T10000_std_lr0.01_bfull_s2_none,0.2,0,0.2,4.52603,3.63285,0.166392,0.5,0,0.0949777,83.6563,0.00113533,9.36835,0.236167,4.23428,3.61081,0.2,0.528352
2000,A_w10_T10000_std_lr0.01_bfull_s3_none,0.4,0.0222222,0.4,3.62577,2.19735,0.177572,0.477778,0,0.035759,54.9108,0.00065122,9.28073,0.227222,4.40098,3.03618,0.4,0.474206
