switch_step,run_id,post_err
150000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,20.4869
150000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,10.2902
150000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,10.4319
150000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.40925
150000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,4.92173
160000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,6.1915
160000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,1.7712
160000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,2.61854
160000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,1.50247
160000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,1.78197
170000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,7.26346
170000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,7.80356
170000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,2.52161
170000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.82585
170000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,4.71569
180000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,2.40981
180000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,5.94482
180000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,7.02652
180000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,6.80892
180000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,13.7103
190000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,3.7037
190000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,2.90307
190000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,7.66545
190000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.85516
190000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,1.85339
200000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,3.12224
200000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,3.10217
200000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,8.71979
200000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.24614
200000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,1.38395
210000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,3.7012
210000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,3.38144
210000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,4.30441
210000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,3.54151
210000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,2.06611
220000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,0.923425
220000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,3.26246
220000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,10.2173
220000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,5.96894
220000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,1.6092
230000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,2.34307
230000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,1.4156
230000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,5.22298
230000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,7.85982
230000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,2.6663
240000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,4.40707
240000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,2.78757
240000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,6.89831
240000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,1.43016
240000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,3.05416
250000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,9.42817
250000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,9.00389
250000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,3.12765
250000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,3.31332
250000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,1.58223
260000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,6.869
260000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,2.90926
260000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,7.1294
260000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.00977
260000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,2.56063
270000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,4.75209
270000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,2.38385
270000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,2.83377
270000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,1.83911
270000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,3.37213
280000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,6.2889
280000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,2.26893
280000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,2.65321
280000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.23671
280000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,3.0001
290000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,1.82733
290000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,2.94119
290000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,3.28553
290000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.21513
290000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,4.25138
300000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,1.27064
300000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,2.29543
300000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,15.6913
300000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.31511
300000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,2.36347
310000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,1.53293
310000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,1.38182
310000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,2.64464
310000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,1.68367
310000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,3.76758
320000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,1.74678
320000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,1.79473
320000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,4.93741
320000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,4.13657
320000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,3.2827
330000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,4.71641
330000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,7.9036
330000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,2.60258
330000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,2.73561
330000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,3.21016
340000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,7.44323
340000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,1.91844
340000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,3.87075
340000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,0.66884
340000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,1.83617
