switch_step,run_id,post_err
150000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,2.62766
150000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,4.94583
150000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,4.43364
150000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,12.2997
150000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,52.6258
160000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,2.32737
160000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,1.13098
160000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,0.813332
160000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,2.51176
160000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,1.42269
170000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,3.00541
170000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,0.85501
170000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,0.50137
170000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,5.50756
170000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,2.03227
180000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,1.58595
180000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,0.996379
180000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,1.09364
180000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,2.31675
180000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,4.70281
190000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,1.81175
190000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,1.52074
190000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,1.26071
190000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,3.19942
190000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,1.9864
200000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,0.96605
200000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,1.99413
200000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,1.31514
200000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,3.29195
200000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,2.72363
210000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,1.11737
210000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,2.99136
210000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,0.93374
210000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,2.87281
210000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,1.91006
220000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,1.41767
220000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,2.28678
220000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,0.760509
220000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,2.05642
220000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,1.35668
230000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,1.61462
230000,A_w10_T10000_std_lr0.01_bfull_s1_shuffle,3.09874
230000,A_w10_T10000_std_lr0.01_bfull_s2_shuffle,1.0381
230000,A_w10_T10000_std_lr0.01_bfull_s3_shuffle,3.29009
230000,A_w10_T10000_std_lr0.01_bfull_s4_shuffle,1.57837
240000,A_w10_T10000_std_lr0.01_bfull_s0_shuffle,3.94039
