switch_step,run_id,post_err
10000,A_w20_T10000_std_lr0.01_bfull_s0_none,0.982649
10000,A_w20_T10000_std_lr0.01_bfull_s1_none,1.42938
10000,A_w20_T10000_std_lr0.01_bfull_s2_none,3.35908
10000,A_w20_T10000_std_lr0.01_bfull_s3_none,2.51292
10000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.86514
20000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.73939
20000,A_w20_T10000_std_lr0.01_bfull_s1_none,4.10514
20000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.39855
20000,A_w20_T10000_std_lr0.01_bfull_s3_none,5.98075
20000,A_w20_T10000_std_lr0.01_bfull_s4_none,7.12016
30000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.54665
30000,A_w20_T10000_std_lr0.01_bfull_s1_none,12.4658
30000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.94441
30000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.74479
30000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.44271
40000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.02638
40000,A_w20_T10000_std_lr0.01_bfull_s1_none,1.61772
40000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.31124
40000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.06376
40000,A_w20_T10000_std_lr0.01_bfull_s4_none,0.788291
50000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.69275
50000,A_w20_T10000_std_lr0.01_bfull_s1_none,5.60466
50000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.8994
50000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.012
50000,A_w20_T10000_std_lr0.01_bfull_s4_none,5.22696
60000,A_w20_T10000_std_lr0.01_bfull_s0_none,3.47673
60000,A_w20_T10000_std_lr0.01_bfull_s1_none,0.846202
60000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.38205
60000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.29376
60000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.05604
70000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.80743
70000,A_w20_T10000_std_lr0.01_bfull_s1_none,0.877951
70000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.53557
70000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.07317
70000,A_w20_T10000_std_lr0.01_bfull_s4_none,3.95227
80000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.48971
80000,A_w20_T10000_std_lr0.01_bfull_s1_none,0.918875
80000,A_w20_T10000_std_lr0.01_bfull_s2_none,4.47988
80000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.54645
80000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.30324
90000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.0337
90000,A_w20_T10000_std_lr0.01_bfull_s1_none,6.93877
90000,A_w20_T10000_std_lr0.01_bfull_s2_none,5.29837
90000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.4771
90000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.44884
100000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.33817
100000,A_w20_T10000_std_lr0.01_bfull_s1_none,1.73416
100000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.71271
100000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.14511
100000,A_w20_T10000_std_lr0.01_bfull_s4_none,6.17291
110000,A_w20_T10000_std_lr0.01_bfull_s0_none,5.17136
110000,A_w20_T10000_std_lr0.01_bfull_s1_none,2.71619
110000,A_w20_T10000_std_lr0.01_bfull_s2_none,3.04552
110000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.51676
110000,A_w20_T10000_std_lr0.01_bfull_s4_none,3.61582
120000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.62351
120000,A_w20_T10000_std_lr0.01_bfull_s1_none,1.79055
120000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.13489
120000,A_w20_T10000_std_lr0.01_bfull_s3_none,2.21566
120000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.94282
130000,A_w20_T10000_std_lr0.01_bfull_s0_none,0.813092
130000,A_w20_T10000_std_lr0.01_bfull_s1_none,5.73513
130000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.75208
130000,A_w20_T10000_std_lr0.01_bfull_s3_none,6.54445
130000,A_w20_T10000_std_lr0.01_bfull_s4_none,5.90875
140000,A_w20_T10000_std_lr0.01_bfull_s0_none,3.11342
140000,A_w20_T10000_std_lr0.01_bfull_s1_none,2.9526
140000,A_w20_T10000_std_lr0.01_bfull_s2_none,2.59771
140000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.46877
140000,A_w20_T10000_std_lr0.01_bfull_s4_none,3.8986
150000,A_w20_T10000_std_lr0.01_bfull_s0_none,16.2047
150000,A_w20_T10000_std_lr0.01_bfull_s1_none,2.12312
150000,A_w20_T10000_std_lr0.01_bfull_s2_none,3.31103
150000,A_w20_T10000_std_lr0.01_bfull_s3_none,2.2145
150000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.91112
160000,A_w20_T10000_std_lr0.01_bfull_s0_none,10.4875
160000,A_w20_T10000_std_lr0.01_bfull_s1_none,1.8826
160000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.43247
160000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.36996
160000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.82938
170000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.69745
170000,A_w20_T10000_std_lr0.01_bfull_s1_none,3.16314
170000,A_w20_T10000_std_lr0.01_bfull_s2_none,2.23807
170000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.54559
170000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.76358
180000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.23657
180000,A_w20_T10000_std_lr0.01_bfull_s1_none,2.47142
180000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.65047
180000,A_w20_T10000_std_lr0.01_bfull_s3_none,22.8481
180000,A_w20_T10000_std_lr0.01_bfull_s4_none,3.19132
190000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.22003
190000,A_w20_T10000_std_lr0.01_bfull_s1_none,2.14546
190000,A_w20_T10000_std_lr0.01_bfull_s2_none,2.17902
190000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.0507
190000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.26871
200000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.43133
200000,A_w20_T10000_std_lr0.01_bfull_s1_none,3.197
200000,A_w20_T10000_std_lr0.01_bfull_s2_none,1.67768
200000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.34565
200000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.15041
210000,A_w20_T10000_std_lr0.01_bfull_s0_none,0.945513
210000,A_w20_T10000_std_lr0.01_bfull_s1_none,3.87031
210000,A_w20_T10000_std_lr0.01_bfull_s2_none,2.36431
210000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.03602
210000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.54723
220000,A_w20_T10000_std_lr0.01_bfull_s0_none,0.954834
220000,A_w20_T10000_std_lr0.01_bfull_s1_none,3.6489
220000,A_w20_T10000_std_lr0.01_bfull_s2_none,11.0128
220000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.54129
220000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.71734
230000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.89991
230000,A_w20_T10000_std_lr0.01_bfull_s1_none,2.06418
230000,A_w20_T10000_std_lr0.01_bfull_s2_none,2.79799
230000,A_w20_T10000_std_lr0.01_bfull_s3_none,3.43402
230000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.17179
240000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.39281
240000,A_w20_T10000_std_lr0.01_bfull_s1_none,3.31932
240000,A_w20_T10000_std_lr0.01_bfull_s2_none,2.62982
240000,A_w20_T10000_std_lr0.01_bfull_s3_none,2.16726
240000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.02939
250000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.69052
250000,A_w20_T10000_std_lr0.01_bfull_s1_none,3.04352
250000,A_w20_T10000_std_lr0.01_bfull_s2_none,10.3853
250000,A_w20_T10000_std_lr0.01_bfull_s3_none,4.62062
250000,A_w20_T10000_std_lr0.01_bfull_s4_none,1.81746
260000,A_w20_T10000_std_lr0.01_bfull_s0_none,11.0559
260000,A_w20_T10000_std_lr0.01_bfull_s1_none,4.35223
260000,A_w20_T10000_std_lr0.01_bfull_s2_none,6.62234
260000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.42982
260000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.32048
270000,A_w20_T10000_std_lr0.01_bfull_s0_none,2.16559
270000,A_w20_T10000_std_lr0.01_bfull_s1_none,1.7732
270000,A_w20_T10000_std_lr0.01_bfull_s2_none,2.86181
270000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.49913
270000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.76247
280000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.2391
280000,A_w20_T10000_std_lr0.01_bfull_s1_none,1.7848
280000,A_w20_T10000_std_lr0.01_bfull_s2_none,2.96168
280000,A_w20_T10000_std_lr0.01_bfull_s3_none,1.86349
280000,A_w20_T10000_std_lr0.01_bfull_s4_none,2.50147
290000,A_w20_T10000_std_lr0.01_bfull_s0_none,1.40098
290000,A_w20_T10000_std_lr0.01_bfull_s1_none,1.28665
290000,A_w20_T10000_std_lr0.01_bfull_s2_none,3.0843
