switch_step,run_id,post_err
150000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.67377
150000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,3.50907
150000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,5.41147
150000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,3.50637
150000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,3.40647
160000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,2.76148
160000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,1.71238
160000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,2.31644
160000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,1.76776
160000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,1.5366
170000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,2.26649
170000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,1.52191
170000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.16325
170000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,4.89803
170000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.25192
180000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.36456
180000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,1.11735
180000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.34249
180000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,5.13052
180000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,1.9339
190000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.22065
190000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,1.40444
190000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.32868
190000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,2.21652
190000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.32511
200000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.35754
200000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,2.79571
200000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.5749
200000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,3.75951
200000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.07837
210000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.48747
210000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,2.30589
210000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.850267
210000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,3.3488
210000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.72988
220000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.54273
220000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,2.43866
220000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.728556
220000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,1.65813
220000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,1.44959
230000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.95409
230000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,3.25963
230000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.0655
230000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,2.71067
230000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,1.51951
240000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.88149
240000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,2.57148
240000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.52755
240000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,2.60999
240000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.22889
250000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,2.11181
250000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,1.63242
250000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,2.44937
250000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,1.81368
250000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.45756
260000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.69017
260000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,1.33434
260000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.76739
260000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,1.01837
260000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,0.993818
270000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,2.416
270000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,0.893804
270000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.44243
270000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,2.46196
270000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,1.09692
280000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,2.04233
280000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,1.18818
280000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.6083
280000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,1.45374
280000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,1.56185
290000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.87162
290000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,1.59261
290000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.27668
290000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,2.07268
290000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.12707
300000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.70528
300000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,2.51063
300000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.27624
300000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,1.21491
300000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.09106
310000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.30849
310000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,2.19599
310000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.866901
310000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,2.61343
310000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,1.92875
320000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.82969
320000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,5.53336
320000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.960961
320000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,3.29257
320000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,3.46881
330000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.20985
330000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,4.09399
330000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.17585
330000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,3.80791
330000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,2.14708
340000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,1.23231
340000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,4.97517
340000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,1.20223
340000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,1.95074
340000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,4.3148
