step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
150000,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,0.1,0,0.1,5.78124,2.48565,0.141785,0.488889,0,31.8147,933.278,0.0340892,9.5786,0.284653,3.51305,3.28476,0.1,1.49821
150000,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,0.2,0,0.2,5.01375,2.22936,0.127259,0.496667,0,5978.22,14299.8,0.418064,9.73841,0.26057,3.83774,3.38685,0.2,20.5889
150000,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.4,0,0.3,3.144,2.30419,0.0788238,0.517778,0,5310.82,3647.42,1.45605,9.89622,0.183973,5.43558,3.96314,0.4,24.7113
150000,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,0.3,0,0.3,4.29891,2.45144,0.123255,0.477778,0,1068.62,3477.58,0.307289,9.77389,0.252315,3.9633,3.2791,0.3,8.24501
150000,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,0.5,0,0.5,2.81005,2.15392,0.0329503,0.506667,0,214.054,1812.69,0.118087,9.97026,0.152605,6.55287,3.61118,0.5,6.87865
150100,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,0.2,0.0444444,0.2,3.95628,1.67722,0.145762,0.484444,0,0.167095,106.505,0.00156889,9.55784,0.28582,3.4987,3.28405,0.2,0.415963
150100,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,0.1,0,0.1,6.84168,3.09451,0.140308,0.497778,0,11.7346,306.404,0.0382978,9.69561,0.274269,3.64605,3.37587,0.1,0.477732
150100,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.4,0,0.3,3.64158,2.45765,0.0838554,0.526667,0,0.160049,121.545,0.00131678,9.87478,0.186839,5.35221,3.77311,0.4,0.412033
150100,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,0.2,0,0.2,3.42539,2.06513,0.119493,0.477778,0,0.509177,262.568,0.00193922,9.76392,0.251747,3.97225,3.5903,0.2,0.899435
150100,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,0.7,0,0.6,2.61045,1.98095,0.0446365,0.512222,0,0.178573,165.93,0.0010762,9.94839,0.151617,6.59554,2.27018,0.7,0.677728
150200,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,0.2,0.0444444,0.2,3.68084,1.59452,0.14783,0.484444,0,0.122902,61.1108,0.00201114,9.54412,0.28661,3.48906,3.26838,0.2,0.286018
150200,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,0.1,0,0.1,6.82991,3.03331,0.144764,0.496667,0,18.0262,228.55,0.0788723,9.66977,0.282076,3.54515,3.28271,0.1,0.347813
150200,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.4,0,0.4,3.54905,2.45823,0.0855683,0.527778,0,0.135813,98.9555,0.00137247,9.87109,0.18776,5.32594,3.71649,0.4,0.348049
150200,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,0.2,0,0.2,3.22762,2.04545,0.117911,0.477778,0,0.300849,142.47,0.00211167,9.75785,0.250957,3.98474,3.57786,0.2,0.544072
150200,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,0.7,0,0.6,2.40168,2.06371,0.0466832,0.505556,0,0.190573,110.169,0.00172981,9.93998,0.148506,6.73372,2.2759,0.7,0.453074
150300,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,0.2,0.0222222,0.2,3.65102,1.58813,0.148209,0.484444,0,0.0288638,42.0953,0.000685676,9.53664,0.286629,3.48883,3.26536,0.2,0.246054
150300,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,0.1,0,0.1,6.79851,2.9497,0.147599,0.496667,0,4.26695,168.552,0.0253153,9.64993,0.287258,3.48119,3.22379,0.1,0.235861
150300,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.4,0,0.4,3.51688,2.46192,0.0871165,0.527778,0,0.0984981,88.2766,0.00111579,9.86905,0.188083,5.31679,3.67083,0.4,0.317944
150300,A_w10_T10000_std_lr0.01_bfull_s3_svdrec,0.2,0,0.2,3.12739,2.04328,0.116932,0.477778,0,0.453015,125.459,0.00361086,9.75406,0.250907,3.98554,3.56262,0.2,0.432476
150300,A_w10_T10000_std_lr0.01_bfull_s4_svdrec,0.7,0,0.7,2.23876,2.06313,0.048927,0.505556,0,0.0626006,74.9114,0.000835661,9.93137,0.148671,6.72625,2.26055,0.7,0.34413
150400,A_w10_T10000_std_lr0.01_bfull_s0_svdrec,0.3,0.0222222,0.2,3.63879,1.58387,0.148449,0.484444,0,0.0112245,37.2207,0.000301566,9.53259,0.28641,3.49149,3.02684,0.3,0.231114
150400,A_w10_T10000_std_lr0.01_bfull_s1_svdrec,0.1,0,0.1,6.81803,2.94145,0.149848,0.504444,0,0.658927,139.092,0.00473735,9.63657,0.2903,3.44471,3.19026,0.1,0.193046
150400,A_w10_T10000_std_lr0.01_bfull_s2_svdrec,0.4,0,0.4,3.50247,2.47311,0.0879555,0.527778,0,0.055672,82.3435,0.000676096,9.86753,0.187479,5.33394,3.64969,0.4,0.289266
