step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
150000,A_w10_T10000_std_lr0.01_bfull_s0_s1resume,0.1,0.0222222,0.1,5.41716,2.37546,0.317391,0.501111,0,0.0015451,3.63736,0.000424786,7.29714,0.464968,2.15069,2.11712,0.1,0.013661
150000,A_w10_T10000_std_lr0.01_bfull_s1_s1resume,0.1,0,0.1,6.99843,3.25221,0.330216,0.475556,0,0.105066,0.380307,0.276266,7.6182,0.454857,2.19849,2.16878,0.1,0.000753369
150000,A_w10_T10000_std_lr0.01_bfull_s2_s1resume,0.3,0,0.2,3.86112,2.27741,0.301287,0.497778,0,0.244841,26.4252,0.00926545,8.03826,0.375691,2.66176,2.67261,0.3,0.0601489
150000,A_w10_T10000_std_lr0.01_bfull_s3_s1resume,0.2,0,0.2,5.36925,2.93299,0.354065,0.477778,0,2.39433,63.9915,0.0374164,7.18393,0.488597,2.04668,1.99492,0.2,0.12749
150000,A_w10_T10000_std_lr0.01_bfull_s4_s1resume,0.4,0.0222222,0.3,3.56348,2.11205,0.341077,0.481111,0,0.100539,85.8932,0.00117051,7.43978,0.523191,1.91135,1.6354,0.4,0.215092
150100,A_w10_T10000_std_lr0.01_bfull_s0_s1resume,0.2,0.0222222,0.2,4.348,1.89702,0.31905,0.503333,0,0.232417,148.531,0.00156477,7.32916,0.468353,2.13514,2.222,0.2,0.468292
150100,A_w10_T10000_std_lr0.01_bfull_s1_s1resume,0.1,0.0222222,0.1,6.6081,2.72068,0.335755,0.477778,0,34.5193,309.257,0.11162,7.61687,0.460099,2.17345,2.14404,0.1,0.371972
150100,A_w10_T10000_std_lr0.01_bfull_s2_s1resume,0.4,0,0.3,3.46539,2.16285,0.30172,0.501111,0,0.0952398,124.591,0.000764417,8.03644,0.37819,2.64418,2.27456,0.4,0.372535
150100,A_w10_T10000_std_lr0.01_bfull_s3_s1resume,0.2,0,0.1,5.60543,3.08579,0.356081,0.48,0,0.876165,405.032,0.0021632,7.18714,0.489703,2.04205,1.98406,0.2,0.560386
150100,A_w10_T10000_std_lr0.01_bfull_s4_s1resume,0.4,0,0.3,3.85542,2.15875,0.338631,0.475556,0,0.0870361,42.6509,0.00204066,7.48088,0.52386,1.90891,1.64121,0.4,0.0717926
150200,A_w10_T10000_std_lr0.01_bfull_s0_s1resume,0.2,0.0444444,0.2,4.19895,1.83371,0.322073,0.503333,0,0.0891204,105.197,0.000847178,7.33592,0.470671,2.12463,2.20961,0.2,0.362099
150200,A_w10_T10000_std_lr0.01_bfull_s1_s1resume,0.1,0.0222222,0.1,6.56877,2.64702,0.338244,0.477778,0,13.4171,193.483,0.0693454,7.59841,0.464205,2.15422,2.12512,0.1,0.232266
150200,A_w10_T10000_std_lr0.01_bfull_s2_s1resume,0.4,0,0.3,3.45028,2.13391,0.303097,0.506667,0,0.0416541,98.2283,0.000424054,8.0211,0.378172,2.6443,2.25704,0.4,0.312917
150200,A_w10_T10000_std_lr0.01_bfull_s3_s1resume,0.2,0,0.2,5.58352,3.11832,0.355291,0.48,0,0.667679,329.408,0.00202691,7.18986,0.489379,2.04341,1.98448,0.2,0.451264
150200,A_w10_T10000_std_lr0.01_bfull_s4_s1resume,0.4,0,0.3,3.91081,2.15396,0.339606,0.474444,0,0.0184831,26.7624,0.000690638,7.48845,0.52401,1.90836,1.64375,0.4,0.0474836
150300,A_w10_T10000_std_lr0.01_bfull_s0_s1resume,0.2,0.0444444,0.2,4.16653,1.81023,0.323125,0.504444,0,0.0234101,77.7481,0.000301102,7.33965,0.471538,2.12072,2.20425,0.2,0.326201
150300,A_w10_T10000_std_lr0.01_bfull_s1_s1resume,0.1,0.0222222,0.1,6.53575,2.61728,0.339585,0.477778,0,15.1022,168.628,0.0895595,7.58395,0.467844,2.13746,2.10864,0.1,0.197917
150300,A_w10_T10000_std_lr0.01_bfull_s2_s1resume,0.4,0,0.3,3.46995,2.12733,0.303232,0.506667,0,0.0255845,86.9209,0.000294342,8.01468,0.377033,2.65229,2.25176,0.4,0.286369
150300,A_w10_T10000_std_lr0.01_bfull_s3_s1resume,0.2,0,0.2,5.61467,3.13201,0.354031,0.48,0,0.562257,287.249,0.00195739,7.19224,0.487621,2.05077,1.99123,0.2,0.390347
150300,A_w10_T10000_std_lr0.01_bfull_s4_s1resume,0.4,0,0.3,3.92349,2.1474,0.340699,0.474444,0,0.0101709,21.4656,0.000473823,7.48869,0.524422,1.90686,1.64431,0.4,0.0397471
150400,A_w10_T10000_std_lr0.01_bfull_s0_s1resume,0.2,0.0444444,0.2,4.14581,1.7956,0.321963,0.503333,0,0.0175141,70.3145,0.000249082,7.34355,0.471281,2.12187,2.20381,0.2,0.310145
150400,A_w10_T10000_std_lr0.01_bfull_s1_s1resume,0.1,0.0222222,0.1,6.50505,2.60546,0.340375,0.491111,0,14.5356,147.175,0.0987646,7.57385,0.470938,2.12342,2.09485,0.1,0.171041
150400,A_w10_T10000_std_lr0.01_bfull_s2_s1resume,0.4,0,0.3,3.47797,2.11463,0.303751,0.506667,0,0.019587,79.0193,0.000247876,8.01121,0.376215,2.65806,2.24381,0.4,0.268012
150400,A_w10_T10000_std_lr0.01_bfull_s3_s1resume,0.2,0,0.2,5.64177,3.14441,0.352738,0.48,0,0.383694,251.524,0.00152548,7.19515,0.485659,2.05906,1.99892,0.2,0.342324
150400,A_w10_T10000_std_lr0.01_bfull_s4_s1resume,0.4,0,0.3,3.93288,2.1453,0.341646,0.474444,0,0.0101448,18.2962,0.000554473,7.48762,0.524911,1.90509,1.64418,0.4,0.0354335
150500,A_w10_T10000_std_lr0.01_bfull_s0_s1resume,0.2,0.0444444,0.2,4.1247,1.78035,0.320636,0.503333,0,0.019402,64.8185,0.000299328,7.34775,0.470895,2.12362,2.20401,0.2,0.296532
150500,A_w10_T10000_std_lr0.01_bfull_s1_s1resume,0.1,0.0222222,0.1,6.48471,2.6074,0.340931,0.491111,0,9.88131,118.312,0.0835194,7.56576,0.473337,2.11266,2.08429,0.1,0.137604
150500,A_w10_T10000_std_lr0.01_bfull_s2_s1resume,0.4,0,0.3,3.4786,2.1094,0.304148,0.505556,0,0.0153116,73.7151,0.000207713,8.00872,0.375403,2.66381,2.23715,0.4,0.255662
150500,A_w10_T10000_std_lr0.01_bfull_s3_s1resume,0.2,0,0.2,5.66824,3.1567,0.351506,0.48,0,0.230907,228.574,0.00101021,7.19815,0.483653,2.0676,2.00694,0.2,0.30414
