step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
150000,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,0.45,0,0.4,5.1174,3.29741,0.160436,0.523684,0,14003.2,24599.8,0.56924,16.0391,0.200278,4.99307,4.76844,0.45,40.0981
150000,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,0.65,0,0.6,3.8943,2.53119,0.188343,0.503947,0,12731.8,10751.7,1.18416,14.8029,0.189872,5.26671,4.5246,0.65,54.6488
150000,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,0.45,0,0.4,6.48326,4.06483,0.170747,0.499737,0,4918.77,7409.01,0.663891,15.9857,0.209999,4.76192,4.56933,0.45,21.2242
150000,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,0.55,0,0.55,5.39441,2.79139,0.151884,0.514474,0,98.6992,882.302,0.111866,15.6475,0.166368,6.01078,4.73379,0.55,1.65509
150000,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,0.55,0,0.45,5.40116,2.69654,0.116677,0.498158,0,4320.45,9040.47,0.477901,17.2391,0.153525,6.51358,5.34294,0.55,22.6775
150100,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,0.5,0,0.45,6.09391,2.84596,0.164286,0.525263,0,1.07063,491.485,0.00217835,15.9284,0.200968,4.97592,4.4932,0.5,1.93
150100,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,0.65,0,0.6,4.64127,2.85803,0.187548,0.504474,0,0.42629,255.006,0.00167169,14.7999,0.193691,5.16286,4.51811,0.65,0.867188
150100,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,0.4,0,0.4,6.26936,2.92242,0.174441,0.502368,0,0.136243,101.394,0.0013437,16.0323,0.207464,4.82011,4.81765,0.4,0.230835
150100,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,0.55,0,0.4,5.94157,2.80423,0.151271,0.512105,0,0.283262,127.694,0.00221828,15.6386,0.162959,6.13652,4.1406,0.55,0.778636
150100,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,0.6,0,0.55,6.28538,3.65324,0.116959,0.504211,0,0.199423,126.23,0.00157984,17.2747,0.15157,6.59762,5.1896,0.6,1.14861
150200,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,0.55,0,0.45,6.23033,2.94666,0.166239,0.525263,0,0.795476,426.594,0.00186472,15.9259,0.201194,4.97034,5.15957,0.55,1.68945
150200,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,0.6,0,0.6,4.59156,2.75662,0.187845,0.504474,0,0.225125,189.382,0.00118873,14.8141,0.194305,5.14656,4.69165,0.6,0.645418
150200,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,0.4,0,0.4,6.27502,2.9085,0.175827,0.502368,0,0.0379814,77.7098,0.000488759,16.0182,0.20845,4.79732,4.7942,0.4,0.160415
150200,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,0.55,0,0.4,6.11871,2.77307,0.152449,0.512105,0,0.15485,96.0396,0.00161236,15.6348,0.162292,6.16173,4.08032,0.55,0.665615
150200,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,0.65,0,0.6,6.07349,3.58568,0.118556,0.503947,0,0.197242,103.153,0.00191213,17.2673,0.151622,6.59536,5.16944,0.65,1.00991
150300,A_w20_T10000_std_lr0.01_bfull_s0_svdrec_alive,0.5,0,0.45,6.2877,2.98762,0.168213,0.525263,0,1.3515,395.383,0.00341822,15.9167,0.201548,4.9616,4.44754,0.5,1.54171
150300,A_w20_T10000_std_lr0.01_bfull_s1_svdrec_alive,0.65,0,0.6,4.5867,2.70878,0.187916,0.504474,0,0.176167,162.496,0.00108413,14.8346,0.194144,5.15081,4.65177,0.65,0.571017
150300,A_w20_T10000_std_lr0.01_bfull_s2_svdrec_alive,0.4,0,0.4,6.28784,2.90711,0.176762,0.501579,0,0.0313907,66.5938,0.000471376,16.0056,0.209506,4.77313,4.76691,0.4,0.134372
150300,A_w20_T10000_std_lr0.01_bfull_s3_svdrec_alive,0.55,0,0.4,6.27595,2.77593,0.15359,0.513158,0,0.143381,82.7436,0.00173283,15.631,0.161538,6.19049,4.03092,0.55,0.602043
150300,A_w20_T10000_std_lr0.01_bfull_s4_svdrec_alive,0.65,0,0.6,5.97874,3.25553,0.119399,0.503947,0,1.52052,56.9394,0.0267042,17.2602,0.151591,6.59671,5.13932,0.65,0.938759
