T0_reach_frac,T0_cap_frac,T0,testability_L_R0,testability_met,clamp_L,clamp_level
"[0.25, 0.5, 0.2]","[0.23, 0.18, 0.27]",NOT_TESTABLE,"[2.53, 2.28, 2.07]",True,0.6,0.9159
