arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA3,5,0.001,1,none,0.9755833333,1,1,0,0,-0.7555163503,1.536985278,-8.118941307,0.3145899475,71.26320692,0,0,2.220090389,1.274873614,1.047312379,0.9980133176,29.21121911,3.206614971,2.016300917,3.278614998,2.008786678,0.9725686312,3.84326005,0,3,2.425902843,2.060805798,2.845047712,0,3
SWA3,5,0.001,2,none,0.9584520833,1,1,0,0,-3.584473133,2.163181782,-8.189883232,0.0009035840631,83.23645678,0,0,0.7295356393,0.9603062868,0.471252948,0.8965730667,43.53229715,5.558969498,4.94868803,8.223388672,1.417365909,0.5852089524,2.570271254,0,3,3.225991488,2.524105549,3.815756321,0,3
SWA3,5,0.001,3,none,0.9519145833,1,1,0,0,-5.895457268,2.849387884,-10.45904446,-0.01722556353,80.7192349,0,0,0.7474917173,0.5296385288,0.4751442969,0.999248147,27.98039336,7.401544571,6.355131149,10.50241089,1.084407449,0.4741654396,2.205625057,0,3,5.831981659,4.330174446,6.985929966,0,3
SWA3,5,0.001,4,none,0.9472,1,1,0,0,-8.4319067,3.724577427,-17.06181335,-0.01633162424,77.0975965,0,0,0.5036135912,0.5676548481,-0.4060204327,0.925516367,38.66702427,8.9734478,6.659389019,10.53329182,0.8305740356,0.3971511126,1.416484118,0,3,5.450982571,4.177983284,6.884633064,0,3
SWA3,5,0.001,5,none,0.9450625,1,1,0,0,-10.89447117,4.679179668,-21.20088196,-0.01676819474,77.97169139,0,0,0.2828865945,0.6201375723,-0.5754213333,0.7294850349,52.94736261,10.34335709,7.12406826,12.19431877,0.652618885,0.3674736023,1.361860275,0,3,5.00364399,2.963651657,6.276001453,0,3
SWA3,5,0.001,6,none,0.9461145833,1,1,0,0,-10.1533308,4.645488739,-17.41715813,-0.01711701974,79.32724851,0,0,-0.4224438369,1.165564895,-1.539890289,0.3258355856,66.29050125,11.67987728,8.528651237,16.83769989,0.6632571816,0.3605439961,1.213981628,0,3,2.628506899,1.779487133,3.460947275,0,3
SWA3,5,0.001,7,none,0.93828125,1,1,0,0,-10.18625641,5.021650791,-20.12522507,-0.01714906655,82.55723653,0,0,-1.277753711,1.45556736,-2.075484514,0.1364569664,74.86920049,12.95436573,9.575511932,23.97867203,0.6135659814,0.3519058824,1.127870202,0,3,2.122118235,1.581933737,2.976873159,0,3
SWA3,5,0.001,8,none,0.9424729167,1,1,0,0,-10.007267,4.896272182,-23.44499207,-0.01626521163,83.06294498,0,0,-1.816024542,1.477338195,-2.519437551,0.04026700184,71.96434217,14.36888123,10.50405788,32.22429657,0.6283045411,0.2837447822,1.221263647,0,3,2.090259075,1.414948821,3.207390308,0,3
SWA3,5,0.001,9,none,0.9361729167,1,1,0,0,-9.293909073,4.64166832,-33.47336578,-0.01671585627,82.05243676,0,0,-2.207216263,1.616421342,-3.467480421,0.007874475792,66.54742856,15.58643341,11.28282738,38.70329666,0.664960146,0.2269652635,1.18860662,0,3,1.914849281,1.19918263,3.243171215,0,3
SWA3,5,0.001,10,none,0.92516875,1,1,0,0,-9.253428459,4.515604496,-31.98799133,-0.01614146307,84.35766865,0,0,-2.206887007,1.601887822,-4.772158146,0.001136181527,57.35774587,16.48023415,11.69299126,43.67992401,0.6839248538,0.227255106,1.181409597,0,3,1.956971884,0.9475448132,3.55784893,0,3
