act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,l2,0.001,0.001,4,1,0.9520145833,0.9958333373,0.9958333373,0,0,-0.1845450401,0.6965579987,-0.8920760155,0.8228948712,65.37603275,0,0,0.3050241768,0.3290282786,-0.001859110431,1.416861534,35.97073405,1.064908743,0.6319970489,1.923929811,0.8760512471,0.5032914281,3,0.1700000018,1.200000048,1.861786723,0.8571717143,3,0.150000006,1.200000048,0.1820143551,0.1820143551,0.2120832563,0.03780149034
SNA,l2,0.001,0.001,4,2,0.9602791667,1,1,0,0,-0.4396969974,0.8061619997,-2.142991781,0.6997318864,68.131377,0,0,0.1981480271,0.2635501027,-1.229070783,1.328595281,30.89726049,1.091291666,0.4933865964,1.969118834,0.7629355192,0.4741552472,3,0.150000006,1.200000048,2.173665524,0.6792100072,3,0.400000006,1.200000048,0.1917925556,0.1917925556,0.2387882591,0.04205161891
SNA,l2,0.001,0.001,4,3,0.96035625,1,1,0,0,-0.7081192136,1.02261579,-4.786335468,0.6795435548,67.5489872,0,0,0.02471042052,0.6345996857,-3.532199621,1.071681738,39.64532555,1.162120342,0.6034619212,2.022277355,0.59951967,0.3150128424,3,0.02999999933,1.200000048,0.9491714835,0.2490358502,3,0.3300000131,1.200000048,0.2314373291,0.2314373291,0.287410594,0.0577876903
SNA,l2,0.001,0.001,4,4,0.9610041667,1,1,0,0,-0.8347563148,1.000288248,-3.495051384,0.6179254651,69.89241546,0,0,0.005791982636,0.4261341393,-2.774744034,1.034730792,37.73713273,1.260356307,0.4569744766,2.003559113,0.6052882075,0.3510439098,3,0.009999999776,1.200000048,1.36361146,0.2689186931,3,0.3700000048,1.200000048,0.2402158537,0.2402158537,0.3001838544,0.06325529538
SNA,l2,0.001,0.001,4,5,0.9595125,1,1,0,0,-0.6641185284,1.048215508,-5.879349709,0.6879849434,68.11051366,0,0,-0.2178577632,0.8606163859,-4.295889378,0.6558044553,50.92314183,1.400187016,0.7586680651,2.048262596,0.5920178294,0.3054778278,3,0.009999999776,1.200000048,0.7260091901,0.1876463443,3,0.150000006,1.200000048,0.2904426582,0.2904426582,0.3506478809,0.08575037103
SNA,l2,0.001,0.001,4,6,0.9618104167,1,1,0,0,-0.3851982355,1.120910048,-9.873208046,0.8719118237,57.72041546,0,0,-0.2249499708,1.632649183,-5.645501614,0.8782176971,53.26731692,1.248936296,0.8948561549,2.136408329,0.544290483,0.2002017051,3,0.0700000003,1.200000048,0.3743957579,0.1346952766,3,0.1099999994,1.200000048,0.279668681,0.279668681,0.3414238114,0.07775062809
SNA,l2,0.001,0.001,4,7,0.9625,0.9300000072,0.9300000072,0,0,-0.5689383149,1.11240232,-7.428970337,0.6943947077,66.44251356,0,0,-0.3959587514,1.141637206,-5.014490604,0.7019959688,56.1556166,1.42154026,0.8166301847,2.123898268,0.5646067858,0.2361051589,2.38361311,0,1.200000048,0.5274711847,0.1864633262,3,0.1099999994,1.200000048,0.307070747,0.307070747,0.3714335271,0.09294065072
SNA,l2,0.001,0.001,4,8,0.961575,1,1,0,0,-0.5298998952,1.143406272,-5.897181988,0.7938849926,60.30165601,0,0,-0.1099302396,1.332384109,-5.999106884,0.895876348,52.91009822,1.224263668,0.8519738317,2.102010489,0.5345846415,0.2713316381,3,0.03999999911,1.200000048,0.4546037912,0.1549288034,3,0.1199999973,1.200000048,0.2718238927,0.2718238927,0.336169458,0.07410687427
SNA,l2,0.001,0.001,4,9,0.9640291667,1,1,0,0,-0.4859831333,1.191233635,-11.99126911,0.774202764,57.84801678,0,0,-0.6581318378,1.678915262,-6.759169102,0.707983613,51.6127488,1.220574975,0.8698284626,2.182356596,0.5176942348,0.1767457277,3,0.05000000075,1.200000048,0.3508979082,0.1414480209,3,0.1299999952,1.200000048,0.2894793727,0.2894793727,0.3538757032,0.08319315919
SNA,l2,0.001,0.001,4,10,0.9655375,1,1,0,0,-0.3936800659,1.13683784,-8.175318718,0.8182065487,58.73513684,0,0,-0.3485201001,1.625976562,-8.117665291,0.8188774586,53.15172472,1.295469284,0.9040949941,2.157999754,0.5374422073,0.240684703,3,0.05999999866,1.200000048,0.3721221089,0.1473184526,3,0.150000006,1.200000048,0.2946006237,0.2946006237,0.3617704716,0.08548992253
