arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,gamma_l1,beta_l1
LN,raw,2,2,0.001,5,none,0.9755354167,1,1,0,0,0.05898290128,10.15163326,-0.4117483199,0.4925000072,80.87200799,0.5022249818,0.005071908236,0.4925000072,0.4799250066,0,0.09586152434,0.01620377786,1.000002623,0.6294813752,0,0,1.405139208,0.5840666294,0.7279267311,0.989166677,58.64821681,0.01523333322,2.323055267,0.989166677,0.01523333322,0.5,0.008094495162,0.1720048189,0.05841960013,3.177140713,0.5356422067,9.35630703,2.009836197,5.966398239,0.9423928857,-0.5335630774
LN,raw,2,2,0.001,6,none,0.9754770833,1,1,0,0,0.06395924091,11.55800819,-0.4253729284,0.4883333445,81.8448624,0.5055666566,0.005383053329,0.4883333445,0.4825666845,0,0.122418955,0.01513046958,1.000005007,0.7029081583,0,0,1.703722835,0.5703975558,1.098822236,0.9991666675,60.94565015,0.004183333367,3.046397448,0.9991666675,0.004183332901,0.8799999952,0.02135708556,0.2312503159,0.0689021647,3.18696785,0.5104492307,10.2410574,2.241959333,6.932022095,0.9217851758,-0.6050248742
LN,raw,2,2,0.001,7,none,0.9732583333,1,1,0,0,0.07049828023,12.06703949,-0.4307391942,0.4983333349,80.94071234,0.4999333322,0.004414503463,0.4983333349,0.480666697,0,0.04586861283,0.01571030729,1.000000596,0.7964259982,0,0,1.884463787,0.5428282619,1.38865304,1,60.47570864,0.00178333337,3.483563423,1,0.00178333337,0.9499999881,0.05395289138,0.2777865827,0.07110664248,3.512850046,0.502548337,11.06107426,2.484658957,7.871771812,0.904951334,-0.6644483805
LN,raw,2,2,0.001,8,none,0.9707208333,1,1,0,0,0.05977356061,12.96550369,-0.4657724202,0.5033333302,80.86082737,0.4974000156,0.003858044045,0.5033333302,0.4835666418,0,-0.003504476743,0.01562964357,0.9999963045,0.8377322555,0,0,1.998248577,0.5115484595,1.559054613,1,61.17753602,0.0005916666705,3.942761183,1,0.0005916666705,0.9899999499,0.1386517435,0.330296874,0.07662148029,3.229310274,0.4863036871,11.86421013,2.689182758,8.784304619,0.8878959417,-0.7230006456
LN,raw,2,2,0.001,9,none,0.9653,1,1,0,0,0.07935219258,14.26986313,-0.4331872761,0.4958333373,77.98159265,0.5009000301,0.004846625496,0.4958333373,0.4817333221,0,0.06724177301,0.01578528993,1.00000155,0.941399157,0,0.02999999933,2.197606325,0.5197793841,1.833777905,1,61.8778601,0.0002916666563,4.242115974,1,0.0002916666563,1,0.2410503179,0.3538328707,0.0747916922,3.432124138,0.4952238202,12.83053303,2.989388227,10.01654625,0.8780352473,-0.7700266838
LN,raw,2,2,0.001,10,none,0.96111875,1,1,0,0,0.0865849033,15.85336304,-0.3987273872,0.4900000095,76.73299288,0.5046916604,0.004426875617,0.4900000095,0.4799416959,0,0.1315729618,0.01559709013,1.000004411,1.065222025,0,0.01999999955,2.527481794,0.631600678,2.150014639,1,61.21496497,8.333333244e-05,4.004589558,1,8.333332516e-05,1,0.06147602946,0.3206175566,0.07265483588,3.848109961,0.4932955801,13.75511169,3.340341806,11.34725666,0.8683353066,-0.8045631051
LN,raw,2,2,0.001,11,none,0.9559645833,1,1,0,0,0.1258461326,17.29881668,-0.4117480516,0.5,76.36336205,0.4976583421,0.006968775764,0.5,0.4824750125,0,0.04072524607,0.01504509896,0.9999998808,1.06757617,0,0.01999999955,2.692921638,0.6112365127,2.186937332,1,58.13803279,0.0001333333348,4.546447277,1,0.0001333333348,1,0.2209021002,0.3632333279,0.07553183287,4.016832829,0.4792047143,14.72214127,3.6918993,12.35160351,0.8571933508,-0.8495981693
LN,raw,2,2,0.001,12,none,0.9528104167,1,1,0,0,0.1501070708,17.61010551,-0.4359188974,0.5024999976,77.57197145,0.49575001,0.007932789624,0.5024999976,0.482583344,0,0.05180767179,0.01606768742,0.999999702,1.107947111,0,0.02999999933,2.826582909,0.7083781958,2.495592117,1,60.38569281,0,3.994430304,1,0,1,0.4668664634,0.3614676893,0.08288422972,4.076405048,0.4462176263,15.4814167,4.13038063,14.0835247,0.8532469273,-0.8770469427
LN,raw,2,2,0.001,13,none,0.9488270833,1,1,0,0.01999999955,0.12151701,17.90995979,-0.489587009,0.4983333349,76.84100293,0.4983833432,0.007111757528,0.4983333349,0.4825333357,0,0.07138562202,0.01634194143,1.000000596,1.11482203,0,0.02999999933,3.237488747,0.7357656956,2.808054447,1,60.03559392,8.333333426e-06,4.424672127,1,8.333333426e-06,1,0.406470716,0.381262064,0.08052769303,4.235393047,0.4548530877,16.31296349,4.619562149,15.50993919,0.850623548,-0.9035323858
LN,raw,2,2,0.001,14,none,0.9420958333,1,1,0,0.009999999776,0.09040607512,19.54065132,-0.5160487294,0.4916666746,77.45090962,0.5034000278,0.004687787499,0.4916666746,0.4807166457,0,0.136468783,0.01531065442,1.000002265,1.10109055,0,0.02999999933,3.525107861,0.8919115067,3.118449688,1,55.35903724,8.333333426e-06,3.956630468,1,8.333333426e-06,1,0.4410648644,0.3549067378,0.08473679423,4.415222168,0.4452780187,17.03087044,5.161763191,16.63025093,0.8525457382,-0.9251502156
LN,raw,2,2,0.001,15,none,0.9433541667,1,1,0,0.01999999955,0.1303750575,19.99414635,-0.4680368304,0.4941666722,73.56447161,0.5038750172,0.004643084481,0.4941666722,0.4806416631,0,0.1129345447,0.0161227677,1.000004172,1.161044717,0,0.03999999911,3.517501831,1.037069559,3.089319468,1,51.66645643,8.333333426e-06,3.402795792,1,8.333333426e-06,1,0.5649564862,0.339982003,0.09336625785,4.41694355,0.4599102736,17.92510605,5.672379971,17.65737724,0.8368779421,-0.9626422524
LN,raw,2,2,0.001,16,none,0.9395083333,1,1,0,0.01999999955,0.104500331,21.97927284,-0.5647833347,0.4841666818,72.31960673,0.5085833669,0.004068335053,0.4841666818,0.4791166484,0,0.1688522846,0.01523415465,1.000006437,1.290169358,0,0.02999999933,4.185976028,1.242584348,3.604601383,1,52.50730063,0,3.350560665,1,0,1,0.6614965796,0.3150968552,0.08843816817,5.11113596,0.4764202833,18.6828537,6.235275745,18.45694351,0.8450238109,-0.9750196338
LN,raw,2,2,0.001,17,none,0.92878125,1,1,0,0.02999999933,0.09287338704,22.75709534,-0.5958931446,0.4875000119,73.84937644,0.5092333555,0.004352400545,0.4875000119,0.4798666239,0,0.1844333559,0.01543885376,1.000006676,1.355020285,0,0.03999999911,4.779557228,1.297849417,4.19257021,1,62.97592041,0,3.671714783,1,0,1,0.6232380271,0.33292377,0.087607041,5.569436073,0.472925961,19.62693405,6.789525986,19.75278473,0.8589940667,-0.9796671271
LN,raw,2,2,0.001,18,none,0.9229770833,1,1,0,0.04999999702,0.06137232482,22.98964119,-0.634041667,0.4908333421,71.42317677,0.5055500269,0.003071296029,0.4908333421,0.4801499844,0,0.1551906317,0.01610204391,1.000006676,1.227816701,0,0.03999999911,4.896938801,1.426523328,4.447741508,1,57.57650331,0,3.42846179,1,0,1,0.7022277713,0.3394599557,0.09650570154,5.773994923,0.4616278708,20.39757347,7.464310169,20.62647629,0.8648884296,-0.996950686
LN,raw,2,2,0.001,19,none,0.9363270833,1,1,0,0.05999999866,0.07258062065,27.32644272,-0.6507933736,0.4866666794,70.03552987,0.5100750327,0.00259678415,0.4866666794,0.4784416556,0,0.2060065717,0.01456920244,1.000005722,1.387094378,0,0.03999999911,5.51109457,1.819466829,5.122591972,1,57.75898219,0,3.033840179,1,0,1,0.5147533417,0.2999379039,0.09786757827,6.262607574,0.4962540269,21.31653023,8.251459122,21.91504478,0.8753498793,-1.011220217
LN,raw,2,2,0.001,20,none,0.9198395833,1,1,0,0.02999999933,0.04246612638,28.47739792,-0.6392538548,0.4850000143,69.18941705,0.5100083351,0.001651854836,0.4850000143,0.4772749841,0,0.1974963397,0.01428496931,1.000008106,1.688990474,0,0.03999999911,5.073517323,1.768771887,4.922047138,1,61.44799242,0,2.871212721,1,0,1,0.7277184725,0.3309274614,0.1146442592,5.59069252,0.4973348677,22.07698822,8.766566277,23.24337578,0.872728169,-1.033953905
LN,raw,2,2,0.001,21,none,0.9159125,1,1,0,0.05999999866,0.06860712916,26.49884987,-0.7797411084,0.4833333492,66.89826627,0.508983314,0.00167862291,0.4833333492,0.4768500328,0,0.2057183683,0.01639216579,1.00000596,1.890336514,0,0.03999999911,5.368111134,1.927318454,5.242639065,1,55.87831296,0,2.780845404,1,0,1,0.9471126795,0.3264342844,0.1168406978,5.863216877,0.5246375203,22.84995079,9.274636269,24.10433197,0.8717747331,-1.057296157
LN,raw,2,2,0.001,22,none,0.9174479167,1,1,0,0.0700000003,0.1993649602,27.60076141,-0.7526629567,0.4841666818,64.70126968,0.5083333254,0.006324115675,0.4841666818,0.4767833352,0,0.1920230091,0.01665176079,1.000004768,2.260706425,0,0.03999999911,5.756865025,2.388606787,5.509292126,1,47.67702866,0,2.411961079,1,0,1,0.6326447725,0.287201494,0.1187126264,6.449170113,0.5444289446,23.8578167,9.748058319,24.90476227,0.8790199161,-1.08330822
LN,raw,2,2,0.001,23,none,0.9178895833,1,1,0,0.0700000003,0.2101670206,31.65485764,-0.7500545382,0.489166677,63.52528146,0.506041646,0.008265250362,0.489166677,0.4797583222,0,0.1403559446,0.01493694261,1.000003219,2.367807627,0,0.03999999911,6.047003746,2.245283365,5.825734138,1,48.06171993,0,2.688057899,1,0,1,0.8101702929,0.3194148242,0.1182945594,6.474264622,0.5371977687,24.68230247,10.34922123,26.38819695,0.8919436932,-1.099875569
LN,raw,2,2,0.001,24,none,0.9185875,1,1,0,0.07999999821,0.3161255419,28.87935638,-0.740301013,0.4916666746,62.44245375,0.503483355,0.00827421248,0.4916666746,0.4804333448,0,0.133338511,0.01771303453,1.000002027,2.301972389,0,0.03999999911,6.35337925,2.769374847,6.038631439,1,47.97032661,0,2.293015003,1,0,1,0.783718884,0.2764258981,0.1206225455,6.783682823,0.5368141532,25.44020844,10.83974171,27.44102478,0.9007978439,-1.111388087
LN,raw,2,2,0.001,25,none,0.9025645833,1,1,0,0.1400000006,0.4595516026,34.4253273,-0.6159768105,0.4933333397,59.54302009,0.5056416988,0.01071644947,0.4933333397,0.4841416776,0,0.1616247594,0.01693782583,1.000003219,2.510200024,0,0.03999999911,8.156126976,3.882980347,7.699174404,1,50.72222562,0,2.102770567,1,0,1,0.5186513662,0.2182103246,0.1037566215,8.546790123,0.5440670848,26.77693367,11.51788044,28.83725739,0.9258086681,-1.12695384
LN,raw,2,2,0.001,26,none,0.8749291667,0.9991666675,0.9991666675,0,0.1299999952,0.4955404401,35.17853546,-0.4587548375,0.489166677,59.91869751,0.5085666776,0.01150308456,0.489166677,0.4834833443,0,0.1901593506,0.01783942617,1.000002503,2.736032724,0,0.03999999911,9.254921913,4.925820351,8.312490463,1,74.13429271,0,1.880316257,1,0,1,0.4696367085,0.1862537265,0.09943921119,9.715669632,0.5253076553,28.40231323,12.24474907,31.67337227,0.9568114877,-1.136856914
LN,raw,2,2,0.001,27,none,0.8311375,0.9775000215,0.9775000215,0,0.1400000006,0.5647997856,39.08982468,-0.4665182233,0.489166677,59.81933844,0.5101749897,0.01127848495,0.489166677,0.4846250117,0,0.1820294112,0.01759164408,1.000003695,3.0198946,0,0.03999999911,11.55387688,5.982674122,10.03548813,1,78.16822111,0,1.927342176,1,0,1,0.243877396,0.1667476743,0.08674891293,12.08169651,0.5232235193,30.04005051,12.97714996,35.22101212,0.9843857884,-1.146499753
LN,raw,2,2,0.001,28,none,0.7922354167,0.9741666913,0.9741666913,0,0.1400000006,0.6412667036,43.08869934,-0.4795690477,0.4866666794,59.58179886,0.5116833448,0.01143638324,0.4866666794,0.4839999974,0,0.2071006745,0.01701281779,1.000003934,3.22313261,0,0.03999999911,12.91469097,7.241163254,11.51874828,1,82.29793066,0,1.783677459,1,0,1,0.2564845383,0.1501870155,0.08451730758,13.46724319,0.5123443604,31.68354034,13.73673916,39.59230804,1.010156512,-1.157879472
LN,raw,2,2,0.001,29,none,0.6881854167,0.9291666746,0.9291666746,0,0.1400000006,0.7496307492,50.14019012,-0.5131179094,0.4850000143,59.74706333,0.5121499896,0.01305667032,0.4850000143,0.4824500084,0,0.2258391678,0.01648916304,1.000004053,3.141395092,0,0.03999999911,14.19159412,8.490868568,13.08847618,1,83.0832331,0,1.673521638,1,0,1,0.2237420231,0.1386820376,0.08324359357,14.66766357,0.5055921078,33.22860718,14.62370586,43.35890198,1.046475291,-1.156474113
LN,raw,2,2,0.001,30,none,0.63171875,0.8500000238,0.8500000238,0,0.1400000006,0.8920280337,51.97320938,-0.3504241705,0.4858333468,58.10375641,0.5105000138,0.01296271104,0.4858333468,0.4827166498,0,0.2188589573,0.01786926389,1.000003695,3.20634532,0,0.04999999702,15.76069355,9.449668884,14.68679047,1,82.51937205,0,1.663631916,1,0,1,0.2145987004,0.1359923184,0.08174613863,16.36610031,0.5194760561,34.83776855,15.56771088,47.62924957,1.071051359,-1.159705162
LN,raw,2,2,0.001,31,none,0.5373083333,0.7758333683,0.7758333683,0,0.1799999923,0.9359028339,56.01506805,-0.319181174,0.4866666794,56.73886984,0.5114166737,0.01390615199,0.4866666794,0.482316643,0,0.202053383,0.01843464002,1.000003815,3.180256128,0,0.03999999911,15.90602589,9.421660423,14.80319691,1,80.92430539,0,1.681090117,1,0,1,0.4837472141,0.148884207,0.08838265389,16.58137512,0.5115537047,36.50762177,16.41869736,52.31184387,1.087950468,-1.177285075
LN,raw,2,2,0.001,32,none,0.3969354167,0.5808333755,0.5808333755,0,0.1599999964,1.036836624,55.96775436,-0.3385021687,0.4875000119,55.28956703,0.5105833411,0.01285539381,0.4875000119,0.4822333455,0,0.2026800066,0.02026179992,1.000002384,3.244368553,0,0.03999999911,16.15593147,9.07116127,14.42403316,1,76.11132051,0,1.779864788,1,0,1,0.8198850751,0.1708891988,0.09602609277,17.62423897,0.5219271779,37.96751404,17.40236664,56.86297226,1.104740858,-1.187452555
LN,raw,2,2,0.001,33,none,0.3661145833,0.5208333731,0.5208333731,0,0.1499999911,1.170963764,60.89413452,-0.263468951,0.4925000072,53.37008358,0.5061833262,0.01250752434,0.4925000072,0.4831333458,0,0.1319591999,0.0196667593,1.000002623,3.388466358,0,0.05999999866,16.59017372,9.26432991,14.47312737,1,74.1743624,0,1.792574286,1,0,1,0.9129518867,0.1873811781,0.1049071848,18.26831245,0.5472587943,39.37394714,18.2776165,61.86275482,1.112161517,-1.207500219
LN,raw,2,2,0.001,34,none,0.2480208333,0.3666666746,0.3666666746,0,0.1700000018,1.212590337,67.05059052,-0.2988969386,0.4925000072,48.28754147,0.506033361,0.01198003441,0.4925000072,0.481949985,0,0.1318121105,0.01992486604,1.000001907,3.688804626,0,0.09999999404,18.0897522,9.329874039,14.82946014,1,62.14078164,0,1.931399703,1,0,1,1.09606576,0.2045935243,0.1063577533,20.88111305,0.5841599703,40.74392319,19.01429367,66.14199829,1.120823145,-1.22557497
LN,raw,2,2,0.001,35,none,0.2029125,0.2691666782,0.2691666782,0,0.1599999964,1.237622857,71.05909729,-0.3627872169,0.4950000048,46.04050764,0.5027499795,0.01355641335,0.4950000048,0.4825333357,0,0.1085389107,0.02061272599,1.000001788,3.953274012,0,0.1899999976,19.91383553,9.069186211,13.88569736,1,52.98768922,0,2.184041739,1,0,1,1.073399782,0.2316404879,0.1065113321,23.77049446,0.616549015,42.01677704,19.86995316,70.13676453,1.137859464,-1.231761932
LN,raw,2,2,0.001,36,none,0.1642645833,0.1991666704,0.1991666704,0,0.1799999923,1.317215562,78.49773407,-0.4897545576,0.4983333349,40.14879856,0.4993833303,0.01213484164,0.4983333349,0.4830833375,0,0.08323655277,0.01909855753,1.000001431,4.133938313,0,0.349999994,23.65190506,10.80575943,12.82992172,1,34.64264294,0,2.199459314,1,0,1,0.9388102293,0.212426424,0.09858682752,29.43174553,0.6963185668,43.28939056,20.38886452,72.69905853,1.147368073,-1.238064289
LN,raw,2,2,0.001,37,none,0.14759375,0.1716666669,0.1716666669,0,0.1700000018,1.293019414,89.23866272,-0.8197076321,0.4975000024,35.5559041,0.4999333322,0.01053196285,0.4975000024,0.4816833436,0,0.0762237981,0.01591532677,1.000001788,3.930584908,0,0.5699999928,30.24000168,11.25748539,14.0228796,1,21.43805476,0,2.667311192,1,0,1,0.7407167554,0.220574528,0.08501765877,37.22377777,0.7471209168,45.01065445,21.10461998,74.42394257,1.151644826,-1.234885216
LN,raw,2,2,0.001,38,none,0.1254604167,0.1358333379,0.1358333379,0,0.1799999923,1.259213924,94.19960785,-1.060538054,0.5008333325,34.59503855,0.497908324,0.009494033642,0.5008333325,0.4825916886,0,0.06581442803,0.01455532573,1.000001192,3.767344713,0,0.6100000143,34.60628891,10.75580692,14.47559261,1,16.94563479,0,3.207752705,1,0,1,1.096724987,0.2540975213,0.08188382536,42.70702744,0.7864356637,46.54203033,21.56331635,76.17559814,1.173069477,-1.217651129
LN,raw,2,2,0.001,39,none,0.1211875,0.1233333349,0.1233333349,0,0.1899999976,1.164554834,101.5317764,-1.301848054,0.4958333373,30.4030431,0.5005333424,0.00810317602,0.4958333373,0.4804500043,0,0.07566812634,0.01293501817,1.000001669,3.756055593,0,0.8399999738,42.13754654,13.93346596,15.41131592,1,9.552253098,3.33333337e-05,3.058289051,1,3.33333337e-05,1,0.4187113643,0.2087677717,0.07169339806,52.09682465,0.8458908796,46.70882416,22.01432991,76.41907501,1.181456685,-1.204268336
LN,raw,2,2,0.001,40,none,0.11210625,0.1183333397,0.1183333397,0,0.1899999976,1.120616674,99.03061676,-1.332762837,0.4975000024,30.16995566,0.4993833303,0.00752048986,0.4975000024,0.4814833105,0,0.05290678516,0.01281643286,1.000001192,3.677330732,0,0.719999969,45.3917923,13.77147675,14.99154663,1,6.305135927,0,3.311346054,1,0,1,1.040232182,0.220952183,0.06971818209,57.05007935,0.880841434,47.86455917,22.38593864,77.09520721,1.190265298,-1.197888017
LN,raw,2,2,0.001,41,none,0.1205,0.1216666698,0.1216666698,0,0.1999999881,1.084519029,98.85439301,-1.404389024,0.4975000024,27.57465349,0.5004749894,0.00642176345,0.4975000024,0.4817583263,0,0.06804457307,0.0121805612,1.000002027,3.696398258,0,0.9199999571,51.04838181,14.66497517,14.7913208,1,1.829218793,8.333333426e-06,3.540891171,1,8.333333426e-06,1,0.5851536393,0.2134470046,0.06420859694,63.3647995,0.9420787692,47.90070343,22.65912819,77.33200836,1.177621007,-1.193380117
LN,raw,2,2,0.001,42,none,0.1188729167,0.1191666722,0.1191666722,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,2,2,0.001,43,none,0.112,0.1141666695,0.1141666695,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,2,2,0.001,44,none,0.1116104167,0.1116666719,0.1116666719,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,2,2,0.001,45,none,0.12324375,0.1233333349,0.1233333349,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,2,2,0.001,46,none,0.1189416667,0.1191666722,0.1191666722,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,2,2,0.001,47,none,0.12806875,0.1283333302,0.1283333302,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,2,2,0.001,48,none,0.1086895833,0.1091666669,0.1091666669,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,2,2,0.001,49,none,0.1283333333,0.1283333302,0.1283333302,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,2,2,0.001,50,none,0.11614375,0.1166666672,0.1166666672,0,0.1899999976,0.9782416821,103.3318481,-1.519071937,0.4975000024,26.3424673,0.5004500151,0.006075430196,0.4975000024,0.4823000133,0,0.05690712109,0.0114733763,1.000002742,3.623966455,0,1,54.05288315,14.02368355,14.4920578,1,0,2.500000119e-05,3.875016451,1,2.499999937e-05,1,0.740408361,0.2241802365,0.06156086177,66.77324677,0.9701206088,48.04985428,22.7742424,77.34203339,1.175655961,-1.192271352
LN,raw,3,3,0.001,1,none,0.9785395833,1,1,0,0,0.001007537823,3.753790855,-0.1645906568,0.4950000048,80.97954119,0.5032333136,0.0003215055622,0.4950000048,0.4841833413,0,0.04420782998,0.01503997482,0.999997735,0.2302984148,0,0,0.1429012865,0.512358427,-0.951499939,0.5641666651,51.64237621,0.4244750142,0.2446874827,0.5641666651,0.2943416536,0.01999999955,0.2760803401,0.09744597971,-0.007422453258,1.588625073,0.6074724197,4.264018059,0.9767268896,2.539952755,0.9893577099,-0.2084969729
LN,raw,3,3,0.001,2,none,0.97735,1,1,0,0,0.01047523227,5.903511047,-0.2170003504,0.5074999928,81.25569051,0.4946750104,0.002060457366,0.5074999928,0.4842583239,0,-0.03179582208,0.01466365159,0.999982357,0.3877694309,0,0,0.6077688932,0.5642682314,-1.161253452,0.8466666937,54.56465185,0.2109583318,1.002242088,0.8466666937,0.1589583308,0.0700000003,0.155110389,0.1035329178,0.03475348651,2.071653366,0.5828573704,5.968684196,1.317540407,3.363986969,0.9801965952,-0.3156394362
LN,raw,3,3,0.001,3,none,0.9794875,1,1,0,0,0.02649356984,7.797569752,-0.2522225976,0.5083333254,81.70927133,0.4931083322,0.002966329455,0.5083333254,0.4838250279,0,-0.04616034403,0.01413040888,0.9999928474,0.4536651671,0,0,0.8205435276,0.5461277366,-0.3393376768,0.9433333278,56.3786982,0.1160833314,1.552973747,0.9433333278,0.1046499982,0.2199999988,0.08141334355,0.1240377426,0.04072890058,2.154905319,0.5539392233,7.221681118,1.555980563,4.067839146,0.9648789763,-0.4050178528
LN,raw,3,3,0.001,4,none,0.9775604167,1,1,0,0,0.0346984379,10.20571899,-0.3147154152,0.4983333349,80.33921916,0.5007749796,0.004166130442,0.4983333349,0.4824083745,0,0.03423574194,0.01367428433,1.000002623,0.6177217364,0,0.02999999933,1.045781016,0.6034133434,-0.9859542251,0.9666666985,46.46277711,0.1218166649,1.752754092,0.9666666985,0.08034999669,0.2999999821,0.06243270263,0.1489480585,0.04208597541,3.447986364,0.5532375574,8.599368095,1.814093828,4.945196629,0.9546146989,-0.4676011503
LN,raw,3,3,0.001,5,none,0.97798125,1,1,0,0,0.03102002479,10.86317539,-0.3438780904,0.5058333278,81.44822128,0.4990833402,0.002303431043,0.5058333278,0.4819999933,0,-0.01486354228,0.01351683401,1,0.5853024721,0,0,1.356896639,0.6276598573,-0.1404058039,0.9841666818,55.77202756,0.04823333398,2.06637907,0.9841666818,0.04619999602,0.4799999893,0.03141804785,0.1700725257,0.05812118948,3.372490168,0.5302378535,9.511509895,2.088822365,5.993289471,0.9433951974,-0.5336307287
LN,raw,3,3,0.001,6,none,0.97504375,1,1,0,0,0.04589492828,12.11414433,-0.3795568049,0.5,81.82490886,0.4998666644,0.003596759168,0.5,0.4818166494,0,0.01310965233,0.01345926896,1.00000453,0.5866968036,0,0,1.681374907,0.6157364249,0.804913938,0.9975000024,61.91905706,0.01141666714,2.73198247,0.9975000024,0.01141666621,0.7099999785,0.0479237698,0.2184795737,0.07277740538,3.158566475,0.5098483562,10.3739996,2.353969812,6.521882534,0.9212646484,-0.6076565981
LN,raw,3,3,0.001,7,none,0.9731166667,1,1,0,0,0.05473892391,12.35603905,-0.3400194943,0.4975000024,78.987865,0.5025250316,0.003275464987,0.4975000024,0.4825749993,0,0.05448141694,0.01442661416,1.000004649,0.6613810658,0,0,1.882502913,0.6187499762,1.307929873,0.9991666675,62.319077,0.003275000025,3.159674644,0.9991666675,0.003274999792,0.9099999666,0.01203326229,0.2627077997,0.07808692008,3.508999825,0.5159337521,11.23464108,2.684444904,7.253974438,0.8951511979,-0.6807496548
LN,raw,3,3,0.001,8,none,0.9716833333,1,1,0,0,0.06683924794,14.13818169,-0.3948384821,0.5,79.70760389,0.5015916824,0.004621088505,0.5,0.4823083282,0,0.09186197072,0.0141297048,1.000004053,0.8363797069,0,0,1.904387474,0.5791328549,1.439016581,1,64.60046017,0.000941666658,3.397348166,1,0.000941666658,1,0.03996810317,0.3291099966,0.09320222586,3.233732224,0.4922883511,12.04913998,2.882757664,8.237086296,0.8606520891,-0.764239192
