seed,env,act1,act2,task,floor_acc,online_acc,online_ce,train_acc,train_ce,a1_rms,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1,lowgate_l1,nearzero_l1
1,PM,LR,ELU1,1,0.11416666666666667,0.9885833263397217,0.039940714836120605,1.0,5.5540403991471976e-05,1.6171828508377075,1.525637149810791,1.0570909976959229,1.4608087539672852,1.5133299827575684,0.0,0.45697498321533203
1,PM,LR,LR,1,0.11416666666666667,0.9876041412353516,0.043348588049411774,1.0,6.228149140952155e-05,1.8973084688186646,1.6148760318756104,1.0917019844055176,1.376303791999817,1.5983084440231323,0.0,0.3868333697319031
2,RL,ELU1,ELU1,1,0.10833333333333334,0.790135383605957,0.6134929656982422,0.9650000333786011,0.10219992697238922,0.7257775664329529,3.359058141708374,1.6003475189208984,2.4586949348449707,3.3522143363952637,0.04387500137090683,0.5898500680923462
2,RL,ELU1,LR,1,0.10833333333333334,0.8149479031562805,0.555854320526123,0.7441666722297668,0.9795829653739929,0.9125068187713623,3.428907632827759,1.7842756509780884,2.7556569576263428,3.421609401702881,0.03962500020861626,0.5616500377655029
2,RL,LR,ELU1,1,0.10833333333333334,0.8640103936195374,0.4068237543106079,1.0,0.0041780066676437855,0.620644211769104,2.810537576675415,1.5788239240646362,2.60968017578125,2.804957628250122,0.0,0.5720166563987732
2,RL,LR,LR,1,0.10833333333333334,0.8529062271118164,0.4427381455898285,1.0,0.003700872417539358,0.7521162629127502,2.9663119316101074,1.643492341041565,2.4738996028900146,2.9593374729156494,0.0,0.5155750513076782
2,PM,ELU1,ELU1,1,0.11583333333333333,0.9891353845596313,0.040221527218818665,1.0,5.514542499440722e-05,1.5277485847473145,1.5386425256729126,1.135413408279419,1.4527515172958374,1.525734305381775,0.004833333194255829,0.48821669816970825
2,PM,ELU1,LR,1,0.11583333333333333,0.9880833029747009,0.04313935711979866,1.0,6.217996269697323e-05,1.8736289739608765,1.6217243671417236,1.1344337463378906,1.4173383712768555,1.603753685951233,0.007799999788403511,0.41673335433006287
2,PM,LR,ELU1,1,0.11583333333333333,0.9886458516120911,0.0408247672021389,1.0,5.579948629019782e-05,1.6255158185958862,1.5441656112670898,1.0559375286102295,1.4739906787872314,1.5320004224777222,0.0,0.44239166378974915
2,PM,LR,LR,1,0.11583333333333333,0.9872916340827942,0.04475291818380356,1.0,6.368160393321887e-05,1.8589801788330078,1.6348977088928223,1.0726524591445923,1.3803958892822266,1.6193270683288574,0.0,0.39738330245018005
0,RL,ELU1,ELU1,2,0.11083333333333334,0.7601145505905151,0.7170394062995911,1.0,0.004009939264506102,0.9678118228912354,4.462159156799316,1.9314253330230713,2.621976613998413,4.448890209197998,0.25494998693466187,0.29629167914390564
0,RL,ELU1,LR,2,0.11083333333333334,0.7914791703224182,0.6430846452713013,1.0,0.00710770720615983,1.1226468086242676,4.60677433013916,2.1650595664978027,3.7361748218536377,4.592874526977539,0.2569500207901001,0.29421666264533997
0,RL,LR,ELU1,2,0.11083333333333334,0.7999687194824219,0.6039966940879822,1.0,0.003341739298775792,0.4472200572490692,4.008486747741699,2.1045913696289062,3.5976688861846924,3.9855096340179443,0.0,0.25000834465026855
0,RL,LR,LR,2,0.11083333333333334,0.7877916693687439,0.6255154609680176,1.0,0.0019524566596373916,0.5684370994567871,4.1500349044799805,2.154078722000122,4.187497615814209,4.131255149841309,0.0,0.2723333537578583
0,PM,ELU1,ELU1,2,0.11916666666666667,0.9922499656677246,0.033097125589847565,1.0,5.960226189927198e-05,1.0962469577789307,2.015636920928955,1.2898858785629272,1.6051281690597534,2.001749277114868,0.04545833542943001,0.4875750243663788
0,PM,ELU1,LR,2,0.11916666666666667,0.992312490940094,0.03210470825433731,1.0,5.495111327036284e-05,1.2417131662368774,2.132981538772583,1.3258728981018066,1.695381999015808,2.1167850494384766,0.06145833060145378,0.4494333267211914
0,PM,LR,ELU1,2,0.11916666666666667,0.9931874871253967,0.02686261013150215,1.0,4.768927828990854e-05,1.076977252960205,2.0024023056030273,1.2611039876937866,1.7832298278808594,1.9848328828811646,0.0,0.32542499899864197
0,PM,LR,LR,2,0.11916666666666667,0.9928125143051147,0.029346225783228874,1.0,5.161245644558221e-05,1.2620611190795898,2.1387572288513184,1.3063980340957642,1.7547597885131836,2.117318630218506,0.0,0.3396250009536743
1,RL,ELU1,ELU1,2,0.1125,0.7596666812896729,0.7157068848609924,1.0,0.0024439983535557985,1.0624018907546997,4.249387264251709,1.940175175666809,2.687366008758545,4.2394795417785645,0.2280416637659073,0.3246749937534332
1,RL,ELU1,LR,2,0.1125,0.7758854031562805,0.6765302419662476,1.0,0.003105670213699341,1.1385759115219116,4.377498626708984,2.1435837745666504,3.7845726013183594,4.369379997253418,0.22605003416538239,0.32062503695487976
1,RL,LR,ELU1,2,0.1125,0.7833229303359985,0.6617275476455688,1.0,0.003977103624492884,0.4512876272201538,4.108881950378418,2.047189235687256,3.582138776779175,4.090626239776611,0.0,0.24711665511131287
1,RL,LR,LR,2,0.1125,0.7792291641235352,0.656965434551239,1.0,0.0027834412176162004,0.5310192704200745,4.176772594451904,2.123731851577759,4.188658237457275,4.160697937011719,0.0,0.22559165954589844
1,PM,ELU1,ELU1,2,0.11416666666666667,0.9926249980926514,0.030918920412659645,1.0,5.445082933874801e-05,1.1380059719085693,2.0550639629364014,1.2936550378799438,1.6309665441513062,2.042862892150879,0.08138334006071091,0.41949164867401123
1,PM,ELU1,LR,2,0.11416666666666667,0.9927708506584167,0.03001217171549797,1.0,5.3087474952917546e-05,1.2367433309555054,2.1607396602630615,1.3624191284179688,1.7119442224502563,2.1479434967041016,0.13129998743534088,0.3473000228404999
1,PM,LR,ELU1,2,0.11416666666666667,0.9930832982063293,0.02690701000392437,1.0,4.906892718281597e-05,0.943096935749054,2.042238712310791,1.3193007707595825,1.8792734146118164,2.0204076766967773,0.0,0.2845500111579895
1,PM,LR,LR,2,0.11416666666666667,0.9926770925521851,0.02870582602918148,1.0,5.10259487782605e-05,1.176379680633545,2.130784749984741,1.3750197887420654,1.8252629041671753,2.1088106632232666,0.0,0.2665250301361084
2,RL,ELU1,ELU1,2,0.11583333333333333,0.765583336353302,0.7084671258926392,0.9483333826065063,0.1595485508441925,1.0460577011108398,4.539825916290283,1.9270108938217163,2.6100003719329834,4.528284072875977,0.295891672372818,0.2658750116825104
2,RL,ELU1,LR,2,0.11583333333333333,0.7898125052452087,0.6401128768920898,1.0,0.005442050285637379,1.140742540359497,4.592620372772217,2.163005828857422,3.7431514263153076,4.580544948577881,0.2550166845321655,0.2905833125114441
2,RL,LR,ELU1,2,0.11583333333333333,0.7804791331291199,0.6759029030799866,1.0,0.009862118400633335,0.4482700824737549,4.18166971206665,2.0647828578948975,3.524405002593994,4.16524600982666,0.0,0.21090002357959747
2,RL,LR,LR,2,0.11583333333333333,0.7795729041099548,0.6545229554176331,1.0,0.002900534076616168,0.6085118055343628,4.130852699279785,2.155261754989624,4.178713321685791,4.1132097244262695,0.0,0.2469833344221115
2,PM,ELU1,ELU1,2,0.11583333333333333,0.9911249876022339,0.039583515375852585,1.0,6.869475328130648e-05,1.0937756299972534,2.1132616996765137,1.3026626110076904,1.6401176452636719,2.0992379188537598,0.11450833082199097,0.4116083085536957
2,PM,ELU1,LR,2,0.11583333333333333,0.9910416603088379,0.03705568611621857,1.0,6.22963925707154e-05,1.238694190979004,2.217982530593872,1.3584420680999756,1.727899432182312,2.2025492191314697,0.14892500638961792,0.3649166524410248
2,PM,LR,ELU1,2,0.11583333333333333,0.992312490940094,0.03218641132116318,1.0,5.80231353524141e-05,0.9432333707809448,2.1011924743652344,1.2994153499603271,1.9076143503189087,2.083752155303955,0.0,0.28267499804496765
2,PM,LR,LR,2,0.11583333333333333,0.9906874895095825,0.03708378225564957,1.0,6.491581734735519e-05,1.284327745437622,2.2333528995513916,1.3460676670074463,1.8460781574249268,2.2148401737213135,0.0,0.22603332996368408
0,RL,ELU1,ELU1,3,0.115,0.7791041731834412,0.6564972400665283,1.0,0.0017251829849556088,1.1373436450958252,5.2460618019104,2.202504873275757,2.8159821033477783,5.230483531951904,0.3560999929904938,0.23459167778491974
0,RL,ELU1,LR,3,0.115,0.7893750071525574,0.6453628540039062,1.0,0.002293254481628537,1.3230520486831665,5.471291542053223,2.4387543201446533,4.319032192230225,5.453194618225098,0.37208330631256104,0.21920837461948395
0,RL,LR,ELU1,3,0.115,0.7647083401679993,0.7379170656204224,1.0,0.0071694375947117805,0.47064483165740967,5.061945915222168,2.3565638065338135,3.6911392211914062,5.039336681365967,0.0,0.16560833156108856
0,RL,LR,LR,3,0.115,0.789677083492279,0.6503487229347229,1.0,0.006139981560409069,0.6543968915939331,5.155732154846191,2.483416795730591,5.137869358062744,5.133383750915527,0.0,0.16759997606277466
0,PM,ELU1,ELU1,3,0.11916666666666667,0.9928228855133057,0.03231286257505417,1.0,5.1217080908827484e-05,1.2742829322814941,2.4355990886688232,1.4288713932037354,1.6735671758651733,2.420494318008423,0.06999167054891586,0.4338749647140503
0,PM,ELU1,LR,3,0.11916666666666667,0.9926978945732117,0.03136762976646423,1.0,4.6238106733653694e-05,1.4358972311019897,2.558363676071167,1.4593971967697144,1.8605892658233643,2.5433664321899414,0.0792333334684372,0.4019583463668823
0,PM,LR,ELU1,3,0.11916666666666667,0.9934791326522827,0.02911246381700039,1.0,3.973802085965872e-05,0.9279095530509949,2.4003424644470215,1.4267199039459229,1.920906901359558,2.380146026611328,0.0,0.31029999256134033
0,PM,LR,LR,3,0.11916666666666667,0.9933958053588867,0.028756175190210342,1.0,3.7059784517623484e-05,1.1210179328918457,2.544677257537842,1.4789377450942993,1.9812500476837158,2.5205490589141846,0.0,0.29163336753845215
1,RL,ELU1,ELU1,3,0.12083333333333333,0.7886145710945129,0.643658459186554,1.0,0.003455508965998888,1.1442036628723145,5.336785316467285,2.2373294830322266,2.8368842601776123,5.3206915855407715,0.37422505021095276,0.22194167971611023
1,RL,ELU1,LR,3,0.12083333333333333,0.8026041388511658,0.6111146807670593,1.0,0.0018195705488324165,1.2231698036193848,5.239516258239746,2.4037084579467773,4.278836727142334,5.223674774169922,0.37134993076324463,0.2308499962091446
1,RL,LR,ELU1,3,0.12083333333333333,0.7511354088783264,0.7636357545852661,1.0,0.007761849090456963,0.5345361232757568,4.959342002868652,2.329723834991455,3.687692403793335,4.936689853668213,0.0,0.18003332614898682
1,RL,LR,LR,3,0.12083333333333333,0.7632916569709778,0.7116796970367432,1.0,0.007057182025164366,0.6378566026687622,5.223996639251709,2.454228162765503,5.14639139175415,5.203360557556152,0.0,0.1623833328485489
1,PM,ELU1,ELU1,3,0.11416666666666667,0.9921562671661377,0.03264787420630455,1.0,4.8592090024612844e-05,1.2316186428070068,2.482332468032837,1.445871353149414,1.6951992511749268,2.4682023525238037,0.11898334324359894,0.37566670775413513
1,PM,ELU1,LR,3,0.11416666666666667,0.9909583330154419,0.034082185477018356,1.0,3.779173130169511e-05,1.6886115074157715,2.613865852355957,1.5285344123840332,1.8741787672042847,2.5952048301696777,0.1123666763305664,0.3647916913032532
1,PM,LR,ELU1,3,0.11416666666666667,0.9930624961853027,0.0287060234695673,1.0,4.0356320823775604e-05,0.8376173973083496,2.4439291954040527,1.4651647806167603,2.051032543182373,2.4174840450286865,0.0,0.29647502303123474
1,PM,LR,LR,3,0.11416666666666667,0.9930208325386047,0.028530186042189598,1.0,3.646135519375093e-05,1.034919023513794,2.5354607105255127,1.5364606380462646,2.092360496520996,2.5067903995513916,0.0,0.2653166651725769
2,RL,ELU1,ELU1,3,0.10583333333333333,0.7607083320617676,0.6980724334716797,0.9958333373069763,0.03968527540564537,1.231918454170227,5.565506458282471,2.3340675830841064,2.944171667098999,5.550648212432861,0.3851916790008545,0.21749167144298553
2,RL,ELU1,LR,3,0.10583333333333333,0.7841562628746033,0.6530864834785461,1.0,0.0041418857872486115,1.2009499073028564,5.574595928192139,2.418771982192993,4.253561973571777,5.5545125007629395,0.4302249848842621,0.20329999923706055
2,RL,LR,ELU1,3,0.10583333333333333,0.722614586353302,0.8520996570587158,1.0,0.026772137731313705,0.4860718548297882,5.195404529571533,2.347301959991455,3.6138916015625,5.173938751220703,0.0,0.1434333473443985
2,RL,LR,LR,3,0.10583333333333333,0.7913333177566528,0.6336531639099121,1.0,0.001983007648959756,0.7051226496696472,4.98384952545166,2.453158140182495,4.921730995178223,4.961553573608398,0.0,0.20715002715587616
2,PM,ELU1,ELU1,3,0.11583333333333333,0.9911666512489319,0.03823462873697281,1.0,5.398194116423838e-05,1.5306158065795898,2.5715293884277344,1.4363720417022705,1.7055673599243164,2.554586410522461,0.13472500443458557,0.3419667184352875
2,PM,ELU1,LR,3,0.11583333333333333,0.9911249876022339,0.036381952464580536,1.0,4.453738802112639e-05,1.6267895698547363,2.67482328414917,1.495630145072937,1.8993663787841797,2.6616299152374268,0.12004165351390839,0.3451833426952362
2,PM,LR,ELU1,3,0.11583333333333333,0.99260413646698,0.03192466124892235,1.0,3.7724974390584975e-05,1.081430435180664,2.5212504863739014,1.436064600944519,2.028926134109497,2.498525857925415,0.0,0.26934167742729187
2,PM,LR,LR,3,0.11583333333333333,0.992354154586792,0.03281116858124733,1.0,3.899892180925235e-05,1.1303362846374512,2.655738353729248,1.5076947212219238,2.075599431991577,2.628868341445923,0.0,0.24923336505889893
0,RL,ELU1,ELU1,4,0.11416666666666667,0.7946354150772095,0.6339921355247498,1.0,0.0037617601919919252,1.3647116422653198,6.324594497680664,2.544426441192627,3.071416139602661,6.307671070098877,0.45620831847190857,0.18242497742176056
0,RL,ELU1,LR,4,0.11416666666666667,0.8091041445732117,0.606611430644989,1.0,0.0017832311568781734,1.4570271968841553,6.406379699707031,2.6725287437438965,4.526397705078125,6.384833335876465,0.4426416754722595,0.18850836157798767
0,RL,LR,ELU1,4,0.11416666666666667,0.7043541669845581,0.8948941230773926,0.9991666674613953,0.026003332808613777,0.6023769974708557,6.005197525024414,2.6215949058532715,3.6531105041503906,5.977608680725098,0.0,0.13204166293144226
0,RL,LR,LR,4,0.11416666666666667,0.715583324432373,0.8543890714645386,0.9258333444595337,0.24724610149860382,0.6521813273429871,6.2476701736450195,2.8023228645324707,5.975421905517578,6.22303581237793,0.0,0.10549167543649673
0,PM,ELU1,ELU1,4,0.11916666666666667,0.9921249747276306,0.030444743111729622,1.0,3.741264299605973e-05,1.62502121925354,2.861949920654297,1.5819350481033325,1.7421845197677612,2.8341715335845947,0.1487250179052353,0.34398335218429565
0,PM,ELU1,LR,4,0.11916666666666667,0.9914999604225159,0.032247394323349,1.0,3.5075743653578684e-05,1.5626797676086426,2.961487054824829,1.5991346836090088,1.9773138761520386,2.9345862865448,0.13686668872833252,0.3539083003997803
0,PM,LR,ELU1,4,0.11916666666666667,0.9938958287239075,0.025006979703903198,1.0,2.8639635274885222e-05,0.9793136119842529,2.7521843910217285,1.5309921503067017,1.9822794198989868,2.726689338684082,0.0,0.28160834312438965
0,PM,LR,LR,4,0.11916666666666667,0.9934062361717224,0.02554193325340748,1.0,2.8818449209211394e-05,1.1034343242645264,2.9149067401885986,1.6253020763397217,2.2015655040740967,2.8850460052490234,0.0,0.2447083443403244
1,RL,ELU1,ELU1,4,0.1125,0.7473333477973938,0.7500993609428406,1.0,0.007808156311511993,1.6117033958435059,6.394069671630859,2.596644878387451,3.176057815551758,6.37650203704834,0.4624166786670685,0.1733500361442566
1,RL,ELU1,LR,4,0.1125,0.7961666584014893,0.635216236114502,1.0,0.001843359088525176,1.2626514434814453,6.148930549621582,2.6381676197052,4.601027011871338,6.127579212188721,0.4827583432197571,0.17898334562778473
1,RL,LR,ELU1,4,0.1125,0.7277395725250244,0.8355095982551575,0.9983333349227905,0.013703618198633194,0.57790607213974,5.766968250274658,2.616178512573242,3.720521926879883,5.743221282958984,0.0,0.15218333899974823
1,RL,LR,LR,4,0.1125,0.7197187542915344,0.8528375029563904,1.0,0.00844667013734579,0.703009843826294,6.129573822021484,2.732257127761841,5.844396114349365,6.1069159507751465,0.0,0.13915833830833435
1,PM,ELU1,ELU1,4,0.11416666666666667,0.9907916784286499,0.03324154019355774,1.0,4.551331221591681e-05,1.3993415832519531,2.8618061542510986,1.5929644107818604,1.765748381614685,2.8419666290283203,0.16646666824817657,0.34484997391700745
1,PM,ELU1,LR,4,0.11416666666666667,0.9914999604225159,0.03048085793852806,1.0,3.495295823086053e-05,1.6779861450195312,3.009045362472534,1.6643257141113281,2.0011565685272217,2.9830877780914307,0.16519998013973236,0.3223666846752167
1,PM,LR,ELU1,4,0.11416666666666667,0.993135392665863,0.027355322614312172,1.0,3.366311648278497e-05,0.8954765796661377,2.7774651050567627,1.5574281215667725,2.0915915966033936,2.7495334148406982,0.0,0.2877750098705292
1,PM,LR,LR,4,0.11416666666666667,0.9927812218666077,0.02625895105302334,1.0,3.3849082683445886e-05,1.042130470275879,2.9078733921051025,1.6756120920181274,2.3133418560028076,2.8746864795684814,0.0,0.2697416841983795
2,RL,ELU1,ELU1,4,0.11,0.7416562438011169,0.7529685497283936,1.0,0.003896343056112528,1.519693374633789,6.393293857574463,2.654275417327881,3.297457218170166,6.373171329498291,0.44434165954589844,0.1815750151872635
2,RL,ELU1,LR,4,0.11,0.7892812490463257,0.64677894115448,1.0,0.0019711777567863464,1.3210768699645996,6.364774703979492,2.65411376953125,4.591591835021973,6.338461399078369,0.4962416887283325,0.1709499955177307
2,RL,LR,ELU1,4,0.11,0.667354166507721,0.9930240511894226,0.9975000023841858,0.030971378087997437,0.5526912212371826,6.038084506988525,2.618800640106201,3.6741280555725098,6.014620304107666,0.0,0.13089166581630707
2,RL,LR,LR,4,0.11,0.7650312185287476,0.720379114151001,1.0,0.004021700471639633,0.7534559965133667,5.894006252288818,2.757077217102051,5.502963542938232,5.872027397155762,0.0,0.15053331851959229
2,PM,ELU1,ELU1,4,0.11583333333333333,0.9916562438011169,0.031888190656900406,1.0,3.592570647015236e-05,1.576337218284607,2.95812726020813,1.5762825012207031,1.7484760284423828,2.937122106552124,0.16765832901000977,0.3311583697795868
2,PM,ELU1,LR,4,0.11583333333333333,0.9910104274749756,0.03351718187332153,1.0,3.290256063337438e-05,1.7010034322738647,3.0694096088409424,1.6050188541412354,2.0015220642089844,3.0510213375091553,0.13247501850128174,0.33606666326522827
2,PM,LR,ELU1,4,0.11583333333333333,0.9925937652587891,0.027694102376699448,1.0,3.970464240410365e-05,0.9016346335411072,2.876784086227417,1.5432671308517456,2.098989963531494,2.850417375564575,0.0,0.2962583303451538
2,PM,LR,LR,4,0.11583333333333333,0.9930729269981384,0.02617008239030838,1.0,3.234187897760421e-05,0.9930963516235352,3.0229904651641846,1.6630995273590088,2.3230297565460205,2.9903769493103027,0.0,0.22601667046546936
0,RL,ELU1,ELU1,5,0.1125,0.7232187390327454,0.8124883770942688,1.0,0.00513126514852047,1.9761204719543457,7.307478904724121,2.8867835998535156,3.374589681625366,7.283726215362549,0.4502333402633667,0.1652500182390213
0,RL,ELU1,LR,5,0.1125,0.7887395620346069,0.6781347393989563,1.0,0.0021910639479756355,1.3750406503677368,7.242498397827148,2.8579366207122803,4.663012981414795,7.21700382232666,0.5241000056266785,0.15767501294612885
0,RL,LR,ELU1,5,0.1125,0.6672395467758179,0.964469850063324,1.0,0.01594158262014389,0.7073957324028015,6.704721450805664,2.9214296340942383,3.7520859241485596,6.67559814453125,0.0,0.12965834140777588
0,RL,LR,LR,5,0.1125,0.6283124685287476,1.0996830463409424,0.9825000166893005,0.09945829957723618,0.687128484249115,7.25565767288208,3.0806047916412354,6.470118999481201,7.226263523101807,0.0,0.0934000015258789
0,PM,ELU1,ELU1,5,0.11916666666666667,0.9913749694824219,0.03617342188954353,1.0,3.762404230656102e-05,1.5961780548095703,3.223034620285034,1.7491761445999146,1.8231624364852905,3.1862480640411377,0.17665833234786987,0.32661667466163635
0,PM,ELU1,LR,5,0.11916666666666667,0.991447925567627,0.034534815698862076,1.0,3.613670924096368e-05,1.6074210405349731,3.342918634414673,1.7091189622879028,2.102198362350464,3.316028118133545,0.17043334245681763,0.2966500222682953
0,PM,LR,ELU1,5,0.11916666666666667,0.9933229088783264,0.0277615524828434,1.0,3.903150718542747e-05,0.8803839087486267,3.076432466506958,1.6529815196990967,2.0658645629882812,3.0379137992858887,0.0,0.2702833116054535
0,PM,LR,LR,5,0.11916666666666667,0.993260383605957,0.027045750990509987,1.0,2.649386806297116e-05,0.9838934540748596,3.2019903659820557,1.7340008020401,2.3852837085723877,3.166062355041504,0.0,0.24504166841506958
1,RL,ELU1,ELU1,5,0.11166666666666666,0.6956562399864197,0.8676819801330566,1.0,0.007907663471996784,2.3094351291656494,7.393178462982178,2.9680566787719727,3.5208230018615723,7.3746747970581055,0.42505839467048645,0.16201667487621307
1,RL,ELU1,LR,5,0.11166666666666666,0.7901979088783264,0.6598798632621765,1.0,0.002343190601095557,1.3544847965240479,7.052825927734375,2.85797119140625,4.819985866546631,7.0335869789123535,0.5270583629608154,0.15185832977294922
1,RL,LR,ELU1,5,0.11166666666666666,0.6531354188919067,1.0249803066253662,0.9975000023841858,0.03485356271266937,0.6687604784965515,6.73732328414917,2.9405858516693115,3.7945961952209473,6.713072299957275,0.0,0.11738333851099014
1,RL,LR,LR,5,0.11166666666666666,0.6887395977973938,0.956405520439148,0.9975000023841858,0.04364490136504173,0.7713826894760132,7.181651592254639,3.015660524368286,6.394492149353027,7.154558181762695,0.0,0.09092500805854797
1,PM,ELU1,ELU1,5,0.11416666666666667,0.9916770458221436,0.030658965930342674,1.0,4.010200427728705e-05,1.5622822046279907,3.220231294631958,1.7336965799331665,1.8319447040557861,3.189251661300659,0.1623999923467636,0.33088332414627075
1,PM,ELU1,LR,5,0.11416666666666667,0.9914791584014893,0.0320807620882988,1.0,3.559708784450777e-05,1.58034086227417,3.380985975265503,1.7700903415679932,2.102670669555664,3.3505001068115234,0.1592250019311905,0.3303000330924988
1,PM,LR,ELU1,5,0.11416666666666667,0.9934999942779541,0.026485605165362358,1.0,3.4855209378292784e-05,0.8944692015647888,3.0711870193481445,1.6390376091003418,2.109069585800171,3.0377678871154785,0.0,0.28876668214797974
1,PM,LR,LR,5,0.11416666666666667,0.9928541779518127,0.025855321437120438,1.0,2.1639665646944195e-05,1.2957971096038818,3.1914939880371094,1.752979040145874,2.401641845703125,3.1540920734405518,0.0,0.27721670269966125
2,RL,ELU1,ELU1,5,0.11083333333333334,0.7605208158493042,0.7132082581520081,1.0,0.004399964120239019,2.1953365802764893,7.41939640045166,2.987874746322632,3.62506103515625,7.400173187255859,0.4766416847705841,0.15254999697208405
2,RL,ELU1,LR,5,0.11083333333333334,0.7796249985694885,0.6977031230926514,1.0,0.009680220857262611,1.4038424491882324,7.431960105895996,2.9172117710113525,4.8199944496154785,7.403006076812744,0.5771500468254089,0.13204166293144226
2,RL,LR,ELU1,5,0.11083333333333334,0.6389791369438171,1.0539523363113403,0.92166668176651,0.2163274884223938,0.6508581638336182,6.888229846954346,2.8932790756225586,3.708665132522583,6.86048698425293,0.0,0.10650000721216202
2,RL,LR,LR,5,0.11083333333333334,0.7505312561988831,0.765984833240509,1.0,0.008103671483695507,0.8023923635482788,6.621186256408691,2.988238573074341,5.864305019378662,6.592370510101318,0.0,0.12367500364780426
2,PM,ELU1,ELU1,5,0.11583333333333333,0.99239581823349,0.029543733224272728,1.0,3.1604766263626516e-05,1.5419265031814575,3.301607847213745,1.7073712348937988,1.8231605291366577,3.2688028812408447,0.1965416967868805,0.3193250000476837
2,PM,ELU1,LR,5,0.11583333333333333,0.9925000071525574,0.027544479817152023,1.0,2.852201578207314e-05,1.5591795444488525,3.3816192150115967,1.713886022567749,2.112600088119507,3.359337568283081,0.14939168095588684,0.3364250063896179
2,PM,LR,ELU1,5,0.11583333333333333,0.992520809173584,0.0294064711779356,1.0,3.712018587975763e-05,0.8353021144866943,3.1690673828125,1.631253719329834,2.1429924964904785,3.1404731273651123,0.0,0.2643750309944153
2,PM,LR,LR,5,0.11583333333333333,0.9935312271118164,0.022731296718120575,1.0,2.4409295292571187e-05,1.0476793050765991,3.3021109104156494,1.7741025686264038,2.486877918243408,3.27247953414917,0.0,0.2692083418369293
0,RL,ELU1,ELU1,6,0.1125,0.6504791378974915,0.9658377766609192,1.0,0.018227793276309967,2.7365124225616455,8.342674255371094,3.230808734893799,3.6304900646209717,8.310880661010742,0.4573250114917755,0.1431249976158142
