task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
21,0,3.7452762126922607,0.103515625,ELU1,0,20,NONE,0,,
21,20,1.2888437509536743,0.560546875,ELU1,0,20,NONE,0,,
21,100,0.47714364528656006,0.857421875,ELU1,0,20,NONE,0,,
21,300,0.3395504951477051,0.900390625,ELU1,0,20,NONE,0,,
21,625,0.2641465961933136,0.927734375,ELU1,0,20,NONE,0,0.2534061670303345,0.9226391315460205
22,0,4.778794288635254,0.072265625,ELU1,0,20,NONE,0,,
22,20,1.457597255706787,0.501953125,ELU1,0,20,NONE,0,,
22,100,0.5133325457572937,0.82421875,ELU1,0,20,NONE,0,,
22,300,0.3590938448905945,0.890625,ELU1,0,20,NONE,0,,
22,625,0.2682011127471924,0.919921875,ELU1,0,20,NONE,0,0.26502034068107605,0.9201096296310425
23,0,4.294672012329102,0.095703125,ELU1,0,20,NONE,0,,
23,20,1.3294788599014282,0.51171875,ELU1,0,20,NONE,0,,
23,100,0.5362605452537537,0.82421875,ELU1,0,20,NONE,0,,
23,300,0.32994475960731506,0.89453125,ELU1,0,20,NONE,0,,
23,625,0.23683848977088928,0.9296875,ELU1,0,20,NONE,0,0.2505500614643097,0.9226391315460205
24,0,5.147397518157959,0.09765625,ELU1,0,20,NONE,0,,
24,20,1.3814308643341064,0.5625,ELU1,0,20,NONE,0,,
24,100,0.49360421299934387,0.84375,ELU1,0,20,NONE,0,,
24,300,0.32790255546569824,0.89453125,ELU1,0,20,NONE,0,,
24,625,0.2834794819355011,0.916015625,ELU1,0,20,NONE,0,0.28422075510025024,0.9092537760734558
25,0,4.499617576599121,0.072265625,ELU1,0,20,NONE,0,,
25,20,1.4663728475570679,0.50390625,ELU1,0,20,NONE,0,,
25,100,0.550598680973053,0.826171875,ELU1,0,20,NONE,0,,
25,300,0.35315778851509094,0.900390625,ELU1,0,20,NONE,0,,
25,625,0.29488128423690796,0.931640625,ELU1,0,20,NONE,0,0.28548920154571533,0.9131534695625305
26,0,4.962007999420166,0.08203125,ELU1,0,20,NONE,0,,
26,20,1.3158773183822632,0.56640625,ELU1,0,20,NONE,0,,
26,100,0.49660536646842957,0.853515625,ELU1,0,20,NONE,0,,
26,300,0.31985214352607727,0.912109375,ELU1,0,20,NONE,0,,
26,625,0.2750973701477051,0.90625,ELU1,0,20,NONE,0,0.27639347314834595,0.9100969433784485
27,0,3.986995220184326,0.107421875,ELU1,0,20,NONE,0,,
27,20,1.2662588357925415,0.54296875,ELU1,0,20,NONE,0,,
27,100,0.4328147768974304,0.87109375,ELU1,0,20,NONE,0,,
27,300,0.30239030718803406,0.91015625,ELU1,0,20,NONE,0,,
27,625,0.23133333027362823,0.935546875,ELU1,0,20,NONE,0,0.2437974214553833,0.9232714772224426
28,0,4.391982078552246,0.103515625,ELU1,0,20,NONE,0,,
28,20,1.3999872207641602,0.509765625,ELU1,0,20,NONE,0,,
28,100,0.5031010508537292,0.833984375,ELU1,0,20,NONE,0,,
28,300,0.404031902551651,0.869140625,ELU1,0,20,NONE,0,,
28,625,0.2759600877761841,0.92578125,ELU1,0,20,NONE,0,0.2768397331237793,0.9132588505744934
29,0,3.6782426834106445,0.146484375,ELU1,0,20,NONE,0,,
29,20,1.210390567779541,0.578125,ELU1,0,20,NONE,0,,
29,100,0.4826427102088928,0.8359375,ELU1,0,20,NONE,0,,
29,300,0.3053222894668579,0.91015625,ELU1,0,20,NONE,0,,
29,625,0.20854850113391876,0.94140625,ELU1,0,20,NONE,0,0.23390108346939087,0.924220085144043
30,0,4.548184871673584,0.068359375,ELU1,0,20,NONE,0,,
30,20,1.5394890308380127,0.482421875,ELU1,0,20,NONE,0,,
30,100,0.5083848834037781,0.8359375,ELU1,0,20,NONE,0,,
30,300,0.3258977234363556,0.900390625,ELU1,0,20,NONE,0,,
30,625,0.26333746314048767,0.931640625,ELU1,0,20,NONE,0,0.26018473505973816,0.9177908897399902
