task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
21,0,3.8060834407806396,0.048828125,LR,0,20,SHALLOW,25,,
21,20,1.844368577003479,0.330078125,LR,0,20,SHALLOW,25,,
21,100,0.5559602379798889,0.828125,LR,0,20,SHALLOW,25,,
21,300,0.35615074634552,0.89453125,LR,0,20,SHALLOW,25,,
21,625,0.24149663746356964,0.931640625,LR,0,20,SHALLOW,25,0.2605048418045044,0.9165261387825012
22,0,4.1550493240356445,0.0859375,LR,0,20,SHALLOW,25,,
22,20,1.6950466632843018,0.40625,LR,0,20,SHALLOW,25,,
22,100,0.5666501522064209,0.8046875,LR,0,20,SHALLOW,25,,
22,300,0.3426297605037689,0.8984375,LR,0,20,SHALLOW,25,,
22,625,0.26215997338294983,0.919921875,LR,0,20,SHALLOW,25,0.2780190706253052,0.9174746870994568
23,0,3.739001750946045,0.076171875,LR,0,20,SHALLOW,25,,
23,20,1.6657893657684326,0.42578125,LR,0,20,SHALLOW,25,,
23,100,0.5483756065368652,0.83984375,LR,0,20,SHALLOW,25,,
23,300,0.3550351858139038,0.900390625,LR,0,20,SHALLOW,25,,
23,625,0.25165218114852905,0.931640625,LR,0,20,SHALLOW,25,0.26433488726615906,0.9176855087280273
24,0,4.4771013259887695,0.10546875,LR,0,20,SHALLOW,25,,
24,20,1.576906442642212,0.4453125,LR,0,20,SHALLOW,25,,
24,100,0.6006007790565491,0.798828125,LR,0,20,SHALLOW,25,,
24,300,0.35314926505088806,0.892578125,LR,0,20,SHALLOW,25,,
24,625,0.27502548694610596,0.91796875,LR,0,20,SHALLOW,25,0.2850888967514038,0.911677896976471
25,0,4.015187740325928,0.05859375,LR,0,20,SHALLOW,25,,
25,20,1.5001994371414185,0.45703125,LR,0,20,SHALLOW,25,,
25,100,0.5242431163787842,0.830078125,LR,0,20,SHALLOW,25,,
25,300,0.3295207917690277,0.8984375,LR,0,20,SHALLOW,25,,
25,625,0.2705382704734802,0.923828125,LR,0,20,SHALLOW,25,0.2971038520336151,0.9114671349525452
26,0,3.548449993133545,0.150390625,LR,0,20,SHALLOW,25,,
26,20,1.474266767501831,0.482421875,LR,0,20,SHALLOW,25,,
26,100,0.5721352100372314,0.810546875,LR,0,20,SHALLOW,25,,
26,300,0.3640997111797333,0.892578125,LR,0,20,SHALLOW,25,,
26,625,0.29093390703201294,0.900390625,LR,0,20,SHALLOW,25,0.293526291847229,0.9026138186454773
27,0,3.3358025550842285,0.115234375,LR,0,20,SHALLOW,25,,
27,20,1.563164472579956,0.423828125,LR,0,20,SHALLOW,25,,
27,100,0.5269225835800171,0.828125,LR,0,20,SHALLOW,25,,
27,300,0.31362271308898926,0.908203125,LR,0,20,SHALLOW,25,,
27,625,0.24207767844200134,0.9375,LR,0,20,SHALLOW,25,0.2547968626022339,0.9235876798629761
28,0,3.419396162033081,0.095703125,LR,0,20,SHALLOW,25,,
28,20,1.6286672353744507,0.447265625,LR,0,20,SHALLOW,25,,
28,100,0.5715910792350769,0.8203125,LR,0,20,SHALLOW,25,,
28,300,0.3709050118923187,0.8828125,LR,0,20,SHALLOW,25,,
28,625,0.26855432987213135,0.92578125,LR,0,20,SHALLOW,25,0.2795489430427551,0.9127318859100342
29,0,3.343287944793701,0.13671875,LR,0,20,SHALLOW,25,,
29,20,1.3865973949432373,0.509765625,LR,0,20,SHALLOW,25,,
29,100,0.558741569519043,0.837890625,LR,0,20,SHALLOW,25,,
29,300,0.3706247806549072,0.88671875,LR,0,20,SHALLOW,25,,
29,625,0.2880156338214874,0.908203125,LR,0,20,SHALLOW,25,0.2942974865436554,0.9067242741584778
30,0,4.552361965179443,0.076171875,LR,0,20,SHALLOW,25,,
30,20,1.6138386726379395,0.4765625,LR,0,20,SHALLOW,25,,
30,100,0.6139214038848877,0.802734375,LR,0,20,SHALLOW,25,,
30,300,0.35933902859687805,0.89453125,LR,0,20,SHALLOW,25,,
30,625,0.26601743698120117,0.9296875,LR,0,20,SHALLOW,25,0.27584755420684814,0.9158937335014343
