task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
21,0,3.7452762126922607,0.103515625,ELU1,0,20,TARGET,2,,
21,20,1.301213026046753,0.556640625,ELU1,0,20,TARGET,2,,
21,100,0.4755135178565979,0.853515625,ELU1,0,20,TARGET,2,,
21,300,0.3393491208553314,0.904296875,ELU1,0,20,TARGET,2,,
21,625,0.2644295394420624,0.92578125,ELU1,0,20,TARGET,2,0.2527638375759125,0.9225337505340576
22,0,4.781717777252197,0.0703125,ELU1,0,20,TARGET,2,,
22,20,1.4524210691452026,0.505859375,ELU1,0,20,TARGET,2,,
22,100,0.5153589844703674,0.8203125,ELU1,0,20,TARGET,2,,
22,300,0.3597637414932251,0.88671875,ELU1,0,20,TARGET,2,,
22,625,0.2691585421562195,0.921875,ELU1,0,20,TARGET,2,0.2647940218448639,0.9195826053619385
23,0,4.253324031829834,0.1015625,ELU1,0,20,TARGET,2,,
23,20,1.34591805934906,0.51171875,ELU1,0,20,TARGET,2,,
23,100,0.5377994775772095,0.82421875,ELU1,0,20,TARGET,2,,
23,300,0.330676794052124,0.89453125,ELU1,0,20,TARGET,2,,
23,625,0.24302756786346436,0.923828125,ELU1,0,20,TARGET,2,0.25398939847946167,0.9214797616004944
24,0,5.232092380523682,0.09765625,ELU1,0,20,TARGET,2,,
24,20,1.4382750988006592,0.54296875,ELU1,0,20,TARGET,2,,
24,100,0.495265394449234,0.837890625,ELU1,0,20,TARGET,2,,
24,300,0.3258136212825775,0.89453125,ELU1,0,20,TARGET,2,,
24,625,0.27954885363578796,0.916015625,ELU1,0,20,TARGET,2,0.28014248609542847,0.9114671349525452
25,0,4.485496997833252,0.068359375,ELU1,0,20,TARGET,2,,
25,20,1.4980475902557373,0.51171875,ELU1,0,20,TARGET,2,,
25,100,0.5600171685218811,0.8125,ELU1,0,20,TARGET,2,,
25,300,0.3672489523887634,0.890625,ELU1,0,20,TARGET,2,,
25,625,0.2927479147911072,0.92578125,ELU1,0,20,TARGET,2,0.28465089201927185,0.9143128395080566
26,0,4.921910762786865,0.0859375,ELU1,0,20,TARGET,2,,
26,20,1.332718849182129,0.5625,ELU1,0,20,TARGET,2,,
26,100,0.49925363063812256,0.857421875,ELU1,0,20,TARGET,2,,
26,300,0.31861087679862976,0.91015625,ELU1,0,20,TARGET,2,,
26,625,0.27274757623672485,0.9140625,ELU1,0,20,TARGET,2,0.2768593430519104,0.90904301404953
27,0,3.9825751781463623,0.099609375,ELU1,0,20,TARGET,2,,
27,20,1.2954400777816772,0.54296875,ELU1,0,20,TARGET,2,,
27,100,0.42850178480148315,0.86328125,ELU1,0,20,TARGET,2,,
27,300,0.3016723394393921,0.91015625,ELU1,0,20,TARGET,2,,
27,625,0.23352961242198944,0.9296875,ELU1,0,20,TARGET,2,0.2432408481836319,0.9226391315460205
28,0,4.4986042976379395,0.115234375,ELU1,0,20,TARGET,2,,
28,20,1.4347933530807495,0.50390625,ELU1,0,20,TARGET,2,,
28,100,0.5074388384819031,0.8359375,ELU1,0,20,TARGET,2,,
28,300,0.4054053723812103,0.861328125,ELU1,0,20,TARGET,2,,
28,625,0.26768866181373596,0.9296875,ELU1,0,20,TARGET,2,0.2746512293815613,0.9137858152389526
29,0,3.6558759212493896,0.138671875,ELU1,0,20,TARGET,2,,
29,20,1.2277837991714478,0.5703125,ELU1,0,20,TARGET,2,,
29,100,0.49301445484161377,0.833984375,ELU1,0,20,TARGET,2,,
29,300,0.30133697390556335,0.90625,ELU1,0,20,TARGET,2,,
29,625,0.21336868405342102,0.94140625,ELU1,0,20,TARGET,2,0.23509089648723602,0.925484836101532
30,0,4.632939338684082,0.060546875,ELU1,0,20,TARGET,2,,
30,20,1.5714163780212402,0.453125,ELU1,0,20,TARGET,2,,
30,100,0.5221470594406128,0.84375,ELU1,0,20,TARGET,2,,
30,300,0.32192879915237427,0.900390625,ELU1,0,20,TARGET,2,,
30,625,0.26371800899505615,0.921875,ELU1,0,20,TARGET,2,0.2583825886249542,0.9177908897399902
