task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
101,0,4.03737735748291,0.087890625,LR,1,100,RANDOM,6,,
101,20,1.6245404481887817,0.451171875,LR,1,100,RANDOM,6,,
101,100,0.6306388974189758,0.80859375,LR,1,100,RANDOM,6,,
101,300,0.4078790843486786,0.873046875,LR,1,100,RANDOM,6,,
101,625,0.32554230093955994,0.908203125,LR,1,100,RANDOM,6,0.3357049524784088,0.9000843167304993
102,0,3.186499834060669,0.14453125,LR,1,100,RANDOM,6,,
102,20,1.5393909215927124,0.46875,LR,1,100,RANDOM,6,,
102,100,0.5884944796562195,0.80859375,LR,1,100,RANDOM,6,,
102,300,0.392442911863327,0.87890625,LR,1,100,RANDOM,6,,
102,625,0.33444148302078247,0.908203125,LR,1,100,RANDOM,6,0.3174702823162079,0.9000843167304993
103,0,3.5116448402404785,0.140625,LR,1,100,RANDOM,6,,
103,20,1.4554367065429688,0.4921875,LR,1,100,RANDOM,6,,
103,100,0.6273882389068604,0.798828125,LR,1,100,RANDOM,6,,
103,300,0.37692973017692566,0.88671875,LR,1,100,RANDOM,6,,
103,625,0.2638920843601227,0.92578125,LR,1,100,RANDOM,6,0.2920951843261719,0.9111509323120117
104,0,4.6844096183776855,0.16015625,LR,1,100,RANDOM,6,,
104,20,1.7302345037460327,0.435546875,LR,1,100,RANDOM,6,,
104,100,0.7039647102355957,0.787109375,LR,1,100,RANDOM,6,,
104,300,0.45909440517425537,0.8671875,LR,1,100,RANDOM,6,,
104,625,0.37368902564048767,0.904296875,LR,1,100,RANDOM,6,0.35518679022789,0.8918634057044983
105,0,4.010900497436523,0.10546875,LR,1,100,RANDOM,6,,
105,20,1.7684717178344727,0.40625,LR,1,100,RANDOM,6,,
105,100,0.7130310535430908,0.771484375,LR,1,100,RANDOM,6,,
105,300,0.4948905110359192,0.865234375,LR,1,100,RANDOM,6,,
105,625,0.350009024143219,0.8984375,LR,1,100,RANDOM,6,0.349182665348053,0.888279914855957
106,0,3.488480806350708,0.134765625,LR,1,100,RANDOM,6,,
106,20,1.4797885417938232,0.47265625,LR,1,100,RANDOM,6,,
106,100,0.6754500269889832,0.779296875,LR,1,100,RANDOM,6,,
106,300,0.39819687604904175,0.88671875,LR,1,100,RANDOM,6,,
106,625,0.3090679943561554,0.919921875,LR,1,100,RANDOM,6,0.3130030035972595,0.90345698595047
107,0,3.445694923400879,0.09765625,LR,1,100,RANDOM,6,,
107,20,1.5665086507797241,0.453125,LR,1,100,RANDOM,6,,
107,100,0.6301468014717102,0.8046875,LR,1,100,RANDOM,6,,
107,300,0.4099106192588806,0.87890625,LR,1,100,RANDOM,6,,
107,625,0.3176041841506958,0.916015625,LR,1,100,RANDOM,6,0.31467822194099426,0.9046163558959961
108,0,3.8876357078552246,0.15625,LR,1,100,RANDOM,6,,
108,20,1.739058256149292,0.4296875,LR,1,100,RANDOM,6,,
108,100,0.6924528479576111,0.7890625,LR,1,100,RANDOM,6,,
108,300,0.4466865360736847,0.87109375,LR,1,100,RANDOM,6,,
108,625,0.3056108355522156,0.90625,LR,1,100,RANDOM,6,0.30348119139671326,0.9081998467445374
109,0,3.118427276611328,0.10546875,LR,1,100,RANDOM,6,,
109,20,1.5527647733688354,0.474609375,LR,1,100,RANDOM,6,,
109,100,0.5928360819816589,0.7890625,LR,1,100,RANDOM,6,,
109,300,0.392407089471817,0.87890625,LR,1,100,RANDOM,6,,
109,625,0.30229029059410095,0.904296875,LR,1,100,RANDOM,6,0.303326815366745,0.9063026905059814
110,0,4.317540645599365,0.08984375,LR,1,100,RANDOM,6,,
110,20,1.8282113075256348,0.373046875,LR,1,100,RANDOM,6,,
110,100,0.6690131425857544,0.783203125,LR,1,100,RANDOM,6,,
110,300,0.4194243550300598,0.884765625,LR,1,100,RANDOM,6,,
110,625,0.30873554944992065,0.90234375,LR,1,100,RANDOM,6,0.32680976390838623,0.8988195657730103
