task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
101,0,4.03737735748291,0.087890625,LR,1,100,SHALLOW_MATCHED,25,,
101,20,1.7093532085418701,0.42578125,LR,1,100,SHALLOW_MATCHED,25,,
101,100,0.6582486629486084,0.794921875,LR,1,100,SHALLOW_MATCHED,25,,
101,300,0.4155620038509369,0.8671875,LR,1,100,SHALLOW_MATCHED,25,,
101,625,0.3655773103237152,0.89453125,LR,1,100,SHALLOW_MATCHED,25,0.37435370683670044,0.8916525840759277
102,0,3.3066885471343994,0.125,LR,1,100,SHALLOW_MATCHED,25,,
102,20,1.6408562660217285,0.435546875,LR,1,100,SHALLOW_MATCHED,25,,
102,100,0.6259825825691223,0.80078125,LR,1,100,SHALLOW_MATCHED,25,,
102,300,0.42621493339538574,0.869140625,LR,1,100,SHALLOW_MATCHED,25,,
102,625,0.34707963466644287,0.908203125,LR,1,100,SHALLOW_MATCHED,25,0.3329787850379944,0.8980817794799805
103,0,3.544090986251831,0.15625,LR,1,100,SHALLOW_MATCHED,25,,
103,20,1.471695899963379,0.46875,LR,1,100,SHALLOW_MATCHED,25,,
103,100,0.632692813873291,0.802734375,LR,1,100,SHALLOW_MATCHED,25,,
103,300,0.38614875078201294,0.892578125,LR,1,100,SHALLOW_MATCHED,25,,
103,625,0.29117727279663086,0.912109375,LR,1,100,SHALLOW_MATCHED,25,0.3163687586784363,0.9036678075790405
104,0,4.590907573699951,0.15234375,LR,1,100,SHALLOW_MATCHED,25,,
104,20,1.8491235971450806,0.380859375,LR,1,100,SHALLOW_MATCHED,25,,
104,100,0.8053525686264038,0.744140625,LR,1,100,SHALLOW_MATCHED,25,,
104,300,0.4967535734176636,0.857421875,LR,1,100,SHALLOW_MATCHED,25,,
104,625,0.3861794173717499,0.89453125,LR,1,100,SHALLOW_MATCHED,25,0.36660265922546387,0.8881745338439941
105,0,3.921922445297241,0.099609375,LR,1,100,SHALLOW_MATCHED,25,,
105,20,1.817617654800415,0.390625,LR,1,100,SHALLOW_MATCHED,25,,
105,100,0.7462490200996399,0.751953125,LR,1,100,SHALLOW_MATCHED,25,,
105,300,0.5429954528808594,0.826171875,LR,1,100,SHALLOW_MATCHED,25,,
105,625,0.4004558324813843,0.873046875,LR,1,100,SHALLOW_MATCHED,25,0.37653180956840515,0.8836424946784973
106,0,3.4998154640197754,0.1328125,LR,1,100,SHALLOW_MATCHED,25,,
106,20,1.580441951751709,0.439453125,LR,1,100,SHALLOW_MATCHED,25,,
106,100,0.7067411541938782,0.7734375,LR,1,100,SHALLOW_MATCHED,25,,
106,300,0.4296732544898987,0.876953125,LR,1,100,SHALLOW_MATCHED,25,,
106,625,0.333530992269516,0.904296875,LR,1,100,SHALLOW_MATCHED,25,0.34474417567253113,0.8913364410400391
107,0,4.0562639236450195,0.080078125,LR,1,100,SHALLOW_MATCHED,25,,
107,20,1.691617727279663,0.3984375,LR,1,100,SHALLOW_MATCHED,25,,
107,100,0.7228350639343262,0.771484375,LR,1,100,SHALLOW_MATCHED,25,,
107,300,0.48381635546684265,0.84765625,LR,1,100,SHALLOW_MATCHED,25,,
107,625,0.32191765308380127,0.900390625,LR,1,100,SHALLOW_MATCHED,25,0.34492427110671997,0.8960792422294617
108,0,4.006392955780029,0.140625,LR,1,100,SHALLOW_MATCHED,25,,
108,20,1.7355234622955322,0.392578125,LR,1,100,SHALLOW_MATCHED,25,,
108,100,0.7186321020126343,0.77734375,LR,1,100,SHALLOW_MATCHED,25,,
108,300,0.45034778118133545,0.875,LR,1,100,SHALLOW_MATCHED,25,,
108,625,0.30555012822151184,0.9140625,LR,1,100,SHALLOW_MATCHED,25,0.32785215973854065,0.8967116475105286
109,0,3.494363784790039,0.09375,LR,1,100,SHALLOW_MATCHED,25,,
109,20,1.5880753993988037,0.40625,LR,1,100,SHALLOW_MATCHED,25,,
109,100,0.640486478805542,0.771484375,LR,1,100,SHALLOW_MATCHED,25,,
109,300,0.41294875741004944,0.87109375,LR,1,100,SHALLOW_MATCHED,25,,
109,625,0.2997130751609802,0.90234375,LR,1,100,SHALLOW_MATCHED,25,0.3196263313293457,0.9029300212860107
110,0,4.493815898895264,0.083984375,LR,1,100,SHALLOW_MATCHED,25,,
110,20,2.0100905895233154,0.357421875,LR,1,100,SHALLOW_MATCHED,25,,
110,100,0.7432577610015869,0.74609375,LR,1,100,SHALLOW_MATCHED,25,,
110,300,0.44012686610221863,0.86328125,LR,1,100,SHALLOW_MATCHED,25,,
110,625,0.3369702696800232,0.904296875,LR,1,100,SHALLOW_MATCHED,25,0.3547612130641937,0.8905986547470093
