task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
21,0,3.7452762126922607,0.103515625,ELU1,0,20,SHALLOW,25,,
21,20,1.602197289466858,0.44140625,ELU1,0,20,SHALLOW,25,,
21,100,0.5388511419296265,0.822265625,ELU1,0,20,SHALLOW,25,,
21,300,0.3518328368663788,0.900390625,ELU1,0,20,SHALLOW,25,,
21,625,0.2708265483379364,0.923828125,ELU1,0,20,SHALLOW,25,0.2613813877105713,0.9200041890144348
22,0,4.791253566741943,0.068359375,ELU1,0,20,SHALLOW,25,,
22,20,1.5402960777282715,0.447265625,ELU1,0,20,SHALLOW,25,,
22,100,0.5519863367080688,0.8125,ELU1,0,20,SHALLOW,25,,
22,300,0.38091978430747986,0.8828125,ELU1,0,20,SHALLOW,25,,
22,625,0.2741926610469818,0.919921875,ELU1,0,20,SHALLOW,25,0.267793744802475,0.9165261387825012
23,0,4.636355876922607,0.10546875,ELU1,0,20,SHALLOW,25,,
23,20,1.570441484451294,0.416015625,ELU1,0,20,SHALLOW,25,,
23,100,0.5701984167098999,0.80078125,ELU1,0,20,SHALLOW,25,,
23,300,0.34332120418548584,0.890625,ELU1,0,20,SHALLOW,25,,
23,625,0.25424665212631226,0.923828125,ELU1,0,20,SHALLOW,25,0.26403772830963135,0.9191610217094421
24,0,5.143378257751465,0.078125,ELU1,0,20,SHALLOW,25,,
24,20,1.4856078624725342,0.49609375,ELU1,0,20,SHALLOW,25,,
24,100,0.5216274261474609,0.8359375,ELU1,0,20,SHALLOW,25,,
24,300,0.3350313603878021,0.900390625,ELU1,0,20,SHALLOW,25,,
24,625,0.2817036807537079,0.91015625,ELU1,0,20,SHALLOW,25,0.27905693650245667,0.9122048616409302
25,0,4.730281829833984,0.078125,ELU1,0,20,SHALLOW,25,,
25,20,1.4926981925964355,0.478515625,ELU1,0,20,SHALLOW,25,,
25,100,0.5517642498016357,0.8125,ELU1,0,20,SHALLOW,25,,
25,300,0.36064615845680237,0.873046875,ELU1,0,20,SHALLOW,25,,
25,625,0.28742045164108276,0.92578125,ELU1,0,20,SHALLOW,25,0.28234896063804626,0.9150505661964417
26,0,4.435819625854492,0.107421875,ELU1,0,20,SHALLOW,25,,
26,20,1.417159080505371,0.54296875,ELU1,0,20,SHALLOW,25,,
26,100,0.5781310200691223,0.822265625,ELU1,0,20,SHALLOW,25,,
26,300,0.3399202823638916,0.892578125,ELU1,0,20,SHALLOW,25,,
26,625,0.2919892370700836,0.900390625,ELU1,0,20,SHALLOW,25,0.3038274645805359,0.9011383056640625
27,0,4.022968292236328,0.091796875,ELU1,0,20,SHALLOW,25,,
27,20,1.4876443147659302,0.46875,ELU1,0,20,SHALLOW,25,,
27,100,0.5064505338668823,0.841796875,ELU1,0,20,SHALLOW,25,,
27,300,0.3340584337711334,0.89453125,ELU1,0,20,SHALLOW,25,,
27,625,0.2853957414627075,0.9140625,ELU1,0,20,SHALLOW,25,0.2740389108657837,0.914207398891449
28,0,3.8897557258605957,0.09375,ELU1,0,20,SHALLOW,25,,
28,20,1.3888607025146484,0.515625,ELU1,0,20,SHALLOW,25,,
28,100,0.4840667247772217,0.8359375,ELU1,0,20,SHALLOW,25,,
28,300,0.3690807819366455,0.876953125,ELU1,0,20,SHALLOW,25,,
28,625,0.2560874819755554,0.923828125,ELU1,0,20,SHALLOW,25,0.27338823676109314,0.9135750532150269
29,0,3.6502010822296143,0.09375,ELU1,0,20,SHALLOW,25,,
29,20,1.2964586019515991,0.5625,ELU1,0,20,SHALLOW,25,,
29,100,0.5050343871116638,0.849609375,ELU1,0,20,SHALLOW,25,,
29,300,0.3334577679634094,0.892578125,ELU1,0,20,SHALLOW,25,,
29,625,0.23859712481498718,0.9296875,ELU1,0,20,SHALLOW,25,0.25746840238571167,0.9205312132835388
30,0,4.536621570587158,0.0859375,ELU1,0,20,SHALLOW,25,,
30,20,1.5161787271499634,0.5,ELU1,0,20,SHALLOW,25,,
30,100,0.5203919410705566,0.82421875,ELU1,0,20,SHALLOW,25,,
30,300,0.33865493535995483,0.8984375,ELU1,0,20,SHALLOW,25,,
30,625,0.25644609332084656,0.927734375,ELU1,0,20,SHALLOW,25,0.2672463655471802,0.9166315197944641
