task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
21,0,3.8060834407806396,0.048828125,LR,0,20,MATCHED,1,,
21,20,1.4636470079421997,0.505859375,LR,0,20,MATCHED,1,,
21,100,0.47548139095306396,0.83984375,LR,0,20,MATCHED,1,,
21,300,0.3453860580921173,0.896484375,LR,0,20,MATCHED,1,,
21,625,0.24119490385055542,0.931640625,LR,0,20,MATCHED,1,0.24469724297523499,0.9237985014915466
22,0,4.197524070739746,0.076171875,LR,0,20,MATCHED,1,,
22,20,1.5523170232772827,0.455078125,LR,0,20,MATCHED,1,,
22,100,0.5345871448516846,0.841796875,LR,0,20,MATCHED,1,,
22,300,0.35362035036087036,0.876953125,LR,0,20,MATCHED,1,,
22,625,0.26953795552253723,0.91015625,LR,0,20,MATCHED,1,0.27813100814819336,0.91294264793396
23,0,3.377598762512207,0.091796875,LR,0,20,MATCHED,1,,
23,20,1.6140495538711548,0.458984375,LR,0,20,MATCHED,1,,
23,100,0.5260108113288879,0.83203125,LR,0,20,MATCHED,1,,
23,300,0.33449965715408325,0.912109375,LR,0,20,MATCHED,1,,
23,625,0.24995706975460052,0.935546875,LR,0,20,MATCHED,1,0.24288222193717957,0.9259064197540283
24,0,4.870507717132568,0.12109375,LR,0,20,MATCHED,1,,
24,20,1.5947471857070923,0.44921875,LR,0,20,MATCHED,1,,
24,100,0.500091552734375,0.830078125,LR,0,20,MATCHED,1,,
24,300,0.3105528652667999,0.90625,LR,0,20,MATCHED,1,,
24,625,0.25817450881004333,0.919921875,LR,0,20,MATCHED,1,0.2597983181476593,0.9150505661964417
25,0,3.8720574378967285,0.05078125,LR,0,20,MATCHED,1,,
25,20,1.5616921186447144,0.482421875,LR,0,20,MATCHED,1,,
25,100,0.539495587348938,0.81640625,LR,0,20,MATCHED,1,,
25,300,0.3261169195175171,0.8984375,LR,0,20,MATCHED,1,,
25,625,0.26796409487724304,0.9296875,LR,0,20,MATCHED,1,0.2806568741798401,0.9164207577705383
26,0,3.0780203342437744,0.162109375,LR,0,20,MATCHED,1,,
26,20,1.315253734588623,0.546875,LR,0,20,MATCHED,1,,
26,100,0.5346726775169373,0.83203125,LR,0,20,MATCHED,1,,
26,300,0.30964070558547974,0.908203125,LR,0,20,MATCHED,1,,
26,625,0.2442474663257599,0.92578125,LR,0,20,MATCHED,1,0.27504977583885193,0.9054595232009888
27,0,3.2631537914276123,0.095703125,LR,0,20,MATCHED,1,,
27,20,1.5524466037750244,0.404296875,LR,0,20,MATCHED,1,,
27,100,0.5227071046829224,0.8359375,LR,0,20,MATCHED,1,,
27,300,0.29343169927597046,0.91796875,LR,0,20,MATCHED,1,,
27,625,0.2382401078939438,0.92578125,LR,0,20,MATCHED,1,0.2511727511882782,0.9213743805885315
28,0,3.7402420043945312,0.080078125,LR,0,20,MATCHED,1,,
28,20,1.5114071369171143,0.501953125,LR,0,20,MATCHED,1,,
28,100,0.5133202075958252,0.81640625,LR,0,20,MATCHED,1,,
28,300,0.3301456868648529,0.900390625,LR,0,20,MATCHED,1,,
28,625,0.2673755884170532,0.92578125,LR,0,20,MATCHED,1,0.28742924332618713,0.9083052277565002
29,0,3.3037121295928955,0.177734375,LR,0,20,MATCHED,1,,
29,20,1.3173028230667114,0.544921875,LR,0,20,MATCHED,1,,
29,100,0.5204724669456482,0.826171875,LR,0,20,MATCHED,1,,
29,300,0.3396899104118347,0.90234375,LR,0,20,MATCHED,1,,
29,625,0.23996411263942719,0.92578125,LR,0,20,MATCHED,1,0.25483575463294983,0.9167369604110718
30,0,4.008450508117676,0.099609375,LR,0,20,MATCHED,1,,
30,20,1.541697382926941,0.505859375,LR,0,20,MATCHED,1,,
30,100,0.52301424741745,0.84375,LR,0,20,MATCHED,1,,
30,300,0.3529261350631714,0.89453125,LR,0,20,MATCHED,1,,
30,625,0.257474422454834,0.923828125,LR,0,20,MATCHED,1,0.26603713631629944,0.9166315197944641
