task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
21,0,4.252959728240967,0.1171875,ELU1,2,20,MATCHED,1,,
21,20,1.2730356454849243,0.58203125,ELU1,2,20,MATCHED,1,,
21,100,0.4700636565685272,0.849609375,ELU1,2,20,MATCHED,1,,
21,300,0.32095104455947876,0.8984375,ELU1,2,20,MATCHED,1,,
21,625,0.2806004285812378,0.91015625,ELU1,2,20,MATCHED,1,0.26469600200653076,0.9131534695625305
22,0,4.109795093536377,0.080078125,ELU1,2,20,MATCHED,1,,
22,20,1.3670403957366943,0.54296875,ELU1,2,20,MATCHED,1,,
22,100,0.5012345910072327,0.83984375,ELU1,2,20,MATCHED,1,,
22,300,0.31557777523994446,0.900390625,ELU1,2,20,MATCHED,1,,
22,625,0.23498094081878662,0.91796875,ELU1,2,20,MATCHED,1,0.25053003430366516,0.9187394380569458
23,0,4.656746864318848,0.11328125,ELU1,2,20,MATCHED,1,,
23,20,1.466503620147705,0.498046875,ELU1,2,20,MATCHED,1,,
23,100,0.4657875895500183,0.8515625,ELU1,2,20,MATCHED,1,,
23,300,0.28804051876068115,0.90625,ELU1,2,20,MATCHED,1,,
23,625,0.20281819999217987,0.92578125,ELU1,2,20,MATCHED,1,0.2457452416419983,0.9208474159240723
24,0,3.46081805229187,0.083984375,ELU1,2,20,MATCHED,1,,
24,20,1.2545169591903687,0.5703125,ELU1,2,20,MATCHED,1,,
24,100,0.4994646906852722,0.8359375,ELU1,2,20,MATCHED,1,,
24,300,0.27599790692329407,0.923828125,ELU1,2,20,MATCHED,1,,
24,625,0.22008061408996582,0.9296875,ELU1,2,20,MATCHED,1,0.27484360337257385,0.9151560068130493
25,0,4.438114643096924,0.111328125,ELU1,2,20,MATCHED,1,,
25,20,1.3374640941619873,0.544921875,ELU1,2,20,MATCHED,1,,
25,100,0.494720995426178,0.8125,ELU1,2,20,MATCHED,1,,
25,300,0.3627925515174866,0.884765625,ELU1,2,20,MATCHED,1,,
25,625,0.23813602328300476,0.916015625,ELU1,2,20,MATCHED,1,0.2559082508087158,0.9196880459785461
26,0,4.776463985443115,0.087890625,ELU1,2,20,MATCHED,1,,
26,20,1.4078131914138794,0.546875,ELU1,2,20,MATCHED,1,,
26,100,0.4396015703678131,0.861328125,ELU1,2,20,MATCHED,1,,
26,300,0.3069189190864563,0.912109375,ELU1,2,20,MATCHED,1,,
26,625,0.22898462414741516,0.931640625,ELU1,2,20,MATCHED,1,0.24969783425331116,0.9233769178390503
27,0,5.190522193908691,0.091796875,ELU1,2,20,MATCHED,1,,
27,20,1.2135157585144043,0.5703125,ELU1,2,20,MATCHED,1,,
27,100,0.47023433446884155,0.849609375,ELU1,2,20,MATCHED,1,,
27,300,0.2785557508468628,0.916015625,ELU1,2,20,MATCHED,1,,
27,625,0.20813018083572388,0.9453125,ELU1,2,20,MATCHED,1,0.2397232949733734,0.9251686334609985
28,0,4.0032758712768555,0.076171875,ELU1,2,20,MATCHED,1,,
28,20,1.4629660844802856,0.48046875,ELU1,2,20,MATCHED,1,,
28,100,0.5329166650772095,0.798828125,ELU1,2,20,MATCHED,1,,
28,300,0.28765666484832764,0.90625,ELU1,2,20,MATCHED,1,,
28,625,0.25868090987205505,0.908203125,ELU1,2,20,MATCHED,1,0.24642062187194824,0.9195826053619385
29,0,3.543583393096924,0.126953125,ELU1,2,20,MATCHED,1,,
29,20,1.1614431142807007,0.615234375,ELU1,2,20,MATCHED,1,,
29,100,0.48434212803840637,0.8359375,ELU1,2,20,MATCHED,1,,
29,300,0.4092596173286438,0.880859375,ELU1,2,20,MATCHED,1,,
29,625,0.24202440679073334,0.927734375,ELU1,2,20,MATCHED,1,0.25131767988204956,0.9201096296310425
30,0,4.288751602172852,0.1015625,ELU1,2,20,MATCHED,1,,
30,20,1.4167593717575073,0.5078125,ELU1,2,20,MATCHED,1,,
30,100,0.5656660199165344,0.806640625,ELU1,2,20,MATCHED,1,,
30,300,0.31545862555503845,0.8984375,ELU1,2,20,MATCHED,1,,
30,625,0.209128275513649,0.9296875,ELU1,2,20,MATCHED,1,0.23573164641857147,0.9263280034065247
