task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
21,0,4.638139724731445,0.056640625,ELU1,1,20,RANDOM,1,,
21,20,1.472604751586914,0.537109375,ELU1,1,20,RANDOM,1,,
21,100,0.5515867471694946,0.833984375,ELU1,1,20,RANDOM,1,,
21,300,0.33382749557495117,0.9140625,ELU1,1,20,RANDOM,1,,
21,625,0.27434438467025757,0.935546875,ELU1,1,20,RANDOM,1,0.2982405424118042,0.9094645977020264
22,0,3.9418461322784424,0.09375,ELU1,1,20,RANDOM,1,,
22,20,1.261295199394226,0.583984375,ELU1,1,20,RANDOM,1,,
22,100,0.4441933035850525,0.85546875,ELU1,1,20,RANDOM,1,,
22,300,0.32732638716697693,0.8984375,ELU1,1,20,RANDOM,1,,
22,625,0.24933002889156342,0.9375,ELU1,1,20,RANDOM,1,0.2361232042312622,0.9250632524490356
23,0,4.410892963409424,0.095703125,ELU1,1,20,RANDOM,1,,
23,20,1.481574535369873,0.525390625,ELU1,1,20,RANDOM,1,,
23,100,0.5559504628181458,0.822265625,ELU1,1,20,RANDOM,1,,
23,300,0.3322174847126007,0.921875,ELU1,1,20,RANDOM,1,,
23,625,0.2570718228816986,0.92578125,ELU1,1,20,RANDOM,1,0.25677230954170227,0.9189502596855164
24,0,2.9635090827941895,0.142578125,ELU1,1,20,RANDOM,1,,
24,20,1.0910006761550903,0.609375,ELU1,1,20,RANDOM,1,,
24,100,0.44053003191947937,0.873046875,ELU1,1,20,RANDOM,1,,
24,300,0.3119017481803894,0.91015625,ELU1,1,20,RANDOM,1,,
24,625,0.2640547752380371,0.9140625,ELU1,1,20,RANDOM,1,0.2656114399433136,0.9194772243499756
25,0,4.359200477600098,0.173828125,ELU1,1,20,RANDOM,1,,
25,20,1.585168719291687,0.443359375,ELU1,1,20,RANDOM,1,,
25,100,0.5434104204177856,0.83203125,ELU1,1,20,RANDOM,1,,
25,300,0.3710634410381317,0.888671875,ELU1,1,20,RANDOM,1,,
25,625,0.26012030243873596,0.9296875,ELU1,1,20,RANDOM,1,0.2408124804496765,0.9250632524490356
26,0,3.2781949043273926,0.138671875,ELU1,1,20,RANDOM,1,,
26,20,1.2783011198043823,0.53515625,ELU1,1,20,RANDOM,1,,
26,100,0.49309563636779785,0.8515625,ELU1,1,20,RANDOM,1,,
26,300,0.3181440532207489,0.900390625,ELU1,1,20,RANDOM,1,,
26,625,0.25822004675865173,0.921875,ELU1,1,20,RANDOM,1,0.25998854637145996,0.9173693060874939
27,0,4.604247570037842,0.154296875,ELU1,1,20,RANDOM,1,,
27,20,1.1772074699401855,0.5859375,ELU1,1,20,RANDOM,1,,
27,100,0.5231595635414124,0.8515625,ELU1,1,20,RANDOM,1,,
27,300,0.34400203824043274,0.91015625,ELU1,1,20,RANDOM,1,,
27,625,0.26213401556015015,0.921875,ELU1,1,20,RANDOM,1,0.24834153056144714,0.9190556406974792
28,0,4.950541019439697,0.078125,ELU1,1,20,RANDOM,1,,
28,20,1.2825713157653809,0.568359375,ELU1,1,20,RANDOM,1,,
28,100,0.47859954833984375,0.869140625,ELU1,1,20,RANDOM,1,,
28,300,0.3436681926250458,0.91015625,ELU1,1,20,RANDOM,1,,
28,625,0.25794798135757446,0.921875,ELU1,1,20,RANDOM,1,0.25168099999427795,0.9191610217094421
29,0,4.582801818847656,0.109375,ELU1,1,20,RANDOM,1,,
29,20,1.5004463195800781,0.5078125,ELU1,1,20,RANDOM,1,,
29,100,0.524113118648529,0.841796875,ELU1,1,20,RANDOM,1,,
29,300,0.35329997539520264,0.88671875,ELU1,1,20,RANDOM,1,,
29,625,0.2486678659915924,0.916015625,ELU1,1,20,RANDOM,1,0.2510764002799988,0.9223229289054871
30,0,3.6906232833862305,0.0859375,ELU1,1,20,RANDOM,1,,
30,20,1.217764139175415,0.58984375,ELU1,1,20,RANDOM,1,,
30,100,0.5848491787910461,0.798828125,ELU1,1,20,RANDOM,1,,
30,300,0.36977842450141907,0.88671875,ELU1,1,20,RANDOM,1,,
30,625,0.2527875602245331,0.931640625,ELU1,1,20,RANDOM,1,0.2562066614627838,0.9189502596855164
