unit,cnorm,raw_norm,row_mean,bias,current_z_mean,current_z_sd,ref_z_mean,ref_z_sd,h05,h1,h2,dce,w2col,dce_rank,w2_rank,target,matched,random,shallow,shallow_matched
0,7.634189242917915,7.74541827260235,-0.04671148447366194,-0.4526510536670685,-6.022862796467962,3.051827266305108,-5.346791350257263,2.560425670298781,0.006103515625,0.0185546875,0.081298828125,0.000435560941696167,2.8068544944139604,0.1414141414141414,0.8787878787878788,0,0,0,0,0
1,7.8320779833739635,7.866698414741434,-0.02632940882234166,0.09074927866458893,-4.348705557757057,1.8064629368427902,-2.988595675376928,2.4556440829188575,0.0849609375,0.168212890625,0.337158203125,0.0014365613460540771,2.4800455185151615,0.42424242424242425,0.45454545454545453,0,0,1,0,0
2,7.504755927745276,7.542760938405581,-0.027008148782349927,-0.2554040551185608,-4.937743993126787,2.321580328368698,-2.8783762569728424,2.187100297753676,0.086181640625,0.1748046875,0.35546875,0.0007419884204864502,2.304651167059608,0.2222222222222222,0.16161616161616163,0,0,0,0,1
3,7.690279839380205,7.814440634587952,-0.04955256979067191,-0.4956718385219574,-6.378797083511017,2.5722164290608007,-5.295163077811594,2.828365438363044,0.0224609375,0.0478515625,0.122802734375,0.00024572014808654785,2.37618371149415,0.050505050505050504,0.26262626262626265,0,0,0,0,0
4,7.5251724371241355,7.530283845748444,-0.009907389344910054,-0.3347912132740021,-0.6251480329665355,2.3779968547109815,-0.8131546088698087,2.3031199458021785,0.16552734375,0.318603515625,0.587890625,0.01186448335647583,2.1939927865215934,0.8282828282828283,0.06060606060606061,0,1,0,1,0
5,7.764790081156488,7.92568891076561,-0.056746164414645896,-0.20571759343147278,-2.671358421066543,3.0656946793906896,-6.605603646872623,3.0684707714906008,0.0087890625,0.021728515625,0.056396484375,0.01984354853630066,2.800957209859075,0.9292929292929293,0.8686868686868687,0,0,0,0,1
6,7.860435716775658,7.930048928452296,-0.037444284291848595,-0.22939859330654144,-3.4532377851137426,2.7768629319243083,-4.485634352382476,2.4998923589352544,0.029296875,0.066650390625,0.165283203125,0.005020827054977417,2.491927296897697,0.696969696969697,0.5050505050505051,0,0,0,0,1
7,7.8950201538806315,8.06649933652958,-0.05908602682861134,-0.3210675120353699,-6.376962801790796,2.191716320383922,-7.449772518724785,3.1023424218043005,0.00048828125,0.003173828125,0.015869140625,0.001835167407989502,2.920250729844218,0.48484848484848486,0.9292929292929293,0,0,0,0,0
8,7.6435530499603725,7.684985172336482,-0.028461706091056097,-0.38405004143714905,-4.9334573164524045,2.387944568420089,-2.4974312510021264,2.453849171518198,0.1220703125,0.226806640625,0.4296875,-0.00012931227684020996,2.283916524151121,0.030303030303030304,0.13131313131313133,0,0,1,1,0
9,7.6087470258952195,7.651355593117235,-0.02879845314229748,0.0783301591873169,-2.32894933182979,2.1057514506913004,-2.818675242174322,2.5206321325660928,0.0859375,0.179443359375,0.363037109375,0.003247082233428955,2.663541061003033,0.5959595959595959,0.6767676767676768,0,0,0,0,0
10,7.96959612098262,8.038015623370647,-0.03737620433472627,-0.36573079228401184,-4.698153153702151,2.9127810804386907,-4.0833451660655555,2.8210005054313694,0.05517578125,0.118408203125,0.23876953125,0.0018524527549743652,2.448258003063585,0.494949494949495,0.41414141414141414,0,0,0,0,1
11,7.4060716772171045,7.478195235741601,-0.037003624612021224,-0.4869701862335205,-6.281855790002737,2.983723545159532,-4.333754018058244,2.4497821274775426,0.031005859375,0.059814453125,0.159912109375,0.0013969838619232178,2.172292309288421,0.40404040404040403,0.030303030303030304,0,0,0,0,0
12,7.8904482514401115,8.151375373738347,-0.07306820683909476,-0.41435930132865906,-7.0845367086003534,3.7855236481721604,-8.106345318487001,3.103955446189758,0.000732421875,0.002197265625,0.01416015625,0.001728147268295288,2.710641118149764,0.46464646464646464,0.7373737373737373,0,0,0,0,0
13,7.696250257731914,7.834109290068203,-0.05225770545534107,-0.043289680033922195,-6.618581019516569,2.9780215344797467,-5.194261409562387,2.8603975063227414,0.02587890625,0.054443359375,0.126708984375,0.0011912882328033447,2.4616658390351978,0.3333333333333333,0.4444444444444444,0,0,0,0,0
14,7.3237800316880355,7.343212387537391,0.019066686674074046,0.0312111284583807,3.174744759515306,2.3871393793764675,2.1262261056067473,2.07130047753883,0.1259765625,0.234130859375,0.47216796875,0.013475418090820312,2.183253607168472,0.8585858585858586,0.04040404040404041,1,0,0,1,0
15,7.336498758972346,7.439694922826279,-0.044101669763444894,-0.2119220793247223,-4.808045655576279,2.6587731368977643,-4.2288829973076645,2.763293893532954,0.051025390625,0.1044921875,0.230712890625,0.0005072355270385742,2.6867097341539248,0.16161616161616163,0.696969696969697,0,0,0,0,0
16,7.509692316391258,7.586059755927153,-0.038346299571884984,-0.1204858273267746,-4.383905162510928,1.8370440669918398,-3.982282453624066,2.7523726747945565,0.05078125,0.1044921875,0.224853515625,0.0007136166095733643,2.605375235987464,0.21212121212121213,0.6060606060606061,0,0,0,0,1
17,8.29950824891688,8.504831207490287,-0.06633938611856843,-0.23512911796569824,-4.917592928977683,2.912241853903827,-7.539196034867928,3.3501695924417283,0.005126953125,0.0107421875,0.029541015625,0.0006739199161529541,2.7999642687158213,0.1919191919191919,0.8585858585858586,0,0,0,0,0
18,7.527835464474538,7.608848935555646,-0.03954904188682047,-0.3920763432979584,-6.674699929659255,2.4243078157466926,-5.0979701090655,2.7495642719582025,0.014404296875,0.035888671875,0.105712890625,0.0004272758960723877,2.8682989478153553,0.13131313131313133,0.898989898989899,0,0,0,0,0
19,7.773784288181125,7.774214861637639,-0.002922152315143333,0.014039972797036171,-0.5829229439041228,3.1063984145925247,-0.33382158151880503,2.2915609298341812,0.181640625,0.3369140625,0.606689453125,0.03071799874305725,2.416613855195865,0.9797979797979798,0.3434343434343434,0,0,0,1,0
20,8.257078820487095,8.418109739025063,-0.05852372764193391,-0.40523892641067505,-5.7297705150267575,3.052506280587358,-6.144932269518904,2.675644156018326,0.007080078125,0.0146484375,0.0439453125,0.00023627281188964844,2.929305066006715,0.04040404040404041,0.9494949494949495,0,0,0,0,0
21,7.820213431469355,7.995576448303886,-0.059478008143575,-0.29140505194664,-9.717259492725134,3.180690896451921,-5.9369456880231155,2.766393368331633,0.01171875,0.023681640625,0.063232421875,0.0022112131118774414,2.764419017247281,0.5454545454545454,0.8282828282828283,0,0,0,0,0
22,7.644288185281425,7.688447927187947,-0.029387663780207917,-0.43725118041038513,-4.970355182711501,2.3239342632184763,-3.6375808720513305,2.786224191896338,0.068115234375,0.1396484375,0.277099609375,0.0009236931800842285,2.5055912130319826,0.26262626262626265,0.5252525252525253,0,0,0,0,0
23,8.175593364312022,8.304452162969563,-0.05204490393982863,-0.11150886863470078,-5.066262418025872,3.1651816102995594,-4.8870018136240105,2.9413191543461554,0.031494140625,0.070556640625,0.17041015625,0.002148658037185669,2.8705133927912962,0.5353535353535354,0.9191919191919192,0,0,0,0,0
24,7.700481009520054,7.731831284971528,-0.024841519137690015,0.05234058201313019,1.9108082835155074,2.7977496495503456,-3.0960608913464966,2.4837844251158416,0.08740234375,0.173095703125,0.333984375,0.014247596263885498,2.424166461016987,0.8686868686868687,0.36363636363636365,0,0,0,0,1
25,7.737280631115562,7.772264881036918,0.026307391497502233,-0.11517003923654556,2.063556594090187,2.4205080463412427,2.2185046827235055,2.666963723152689,0.1201171875,0.232177734375,0.44384765625,0.015020579099655151,2.4891438813096944,0.898989898989899,0.494949494949495,0,0,0,1,0
26,7.986890178558054,7.98730543929312,0.0029087868759660874,-0.03642595186829567,1.9135232855551294,2.6530815575421958,0.09864019381529943,2.63782619734031,0.15087890625,0.302490234375,0.55078125,0.017306417226791382,2.2363915729670354,0.9191919191919192,0.08080808080808081,0,0,0,1,0
27,7.804965307848123,7.907646953207015,-0.045364128818748996,-0.2623935341835022,-1.9295362157863565,4.094352555116076,-4.910339182875759,2.633585904811989,0.02099609375,0.048095703125,0.115966796875,0.013105154037475586,2.8072418777536448,0.8484848484848485,0.8888888888888888,0,0,0,0,1
28,7.6085844778789,7.6383929537216995,-0.024077075388049707,-0.15290816128253937,-4.884419723326573,2.4144193438382575,-3.092416301515186,2.3054018020284164,0.07470703125,0.147705078125,0.319091796875,0.0006278753280639648,2.3561170477022237,0.18181818181818182,0.21212121212121213,0,0,0,0,0
29,8.07846634912816,8.110852758927932,-0.025860544444092703,-0.11887861043214798,-3.3958643219957594,2.2677027071329507,-2.908730873951754,2.3863550118182806,0.0830078125,0.160400390625,0.332275390625,0.000781327486038208,2.1447253434081066,0.23232323232323232,0.020202020202020204,0,0,0,0,0
30,7.416758280752082,7.41830039816918,-0.005401884871872073,-0.0732676163315773,-0.8625096937539638,2.9002600552013487,-1.011048786325773,2.014457564771575,0.17333984375,0.339599609375,0.6181640625,0.004397571086883545,2.3743685879346925,0.6666666666666666,0.24242424242424243,1,0,0,1,0
31,7.37064555628987,7.389074853573694,0.0186266786416368,0.3975544571876526,-1.7063067801354919,2.1018974127762946,1.994984888115141,2.5097938187236624,0.10595703125,0.218994140625,0.436279296875,0.006867587566375732,2.4465978506434305,0.7474747474747475,0.40404040404040403,1,0,0,1,0
32,7.5073023481260055,7.5758931960364375,-0.036326347671760864,-0.39061596989631653,-3.481103952653939,2.299941846551767,-3.6555161938958918,2.321128828751818,0.05517578125,0.1103515625,0.2392578125,0.0029191672801971436,2.3434554897426647,0.5757575757575758,0.18181818181818182,0,0,0,0,1
33,7.708413724593504,7.743076267788792,-0.026137097806579787,-0.18049666285514832,-5.053391579625895,2.173247961325239,-3.414076109551388,2.2601307092539913,0.063232421875,0.125732421875,0.26220703125,0.0009033679962158203,2.4802722382472226,0.25252525252525254,0.46464646464646464,0,0,0,0,0
34,7.427341201962877,7.481803989471131,-0.032182388518071536,-0.3003937005996704,-3.1017166366509628,2.1282129024957603,-3.3270593890301825,2.281647726844786,0.060302734375,0.135009765625,0.28564453125,0.0016302764415740967,2.6551836790882986,0.4444444444444444,0.6666666666666666,0,0,1,0,0
35,7.689272379433278,7.702058004142247,-0.015843131440695806,0.16104069352149963,-1.53248298370454,2.287879264522404,-1.804250029652394,2.3310029006330835,0.1416015625,0.281005859375,0.5185546875,0.010154575109481812,2.4997100132569696,0.7878787878787878,0.5151515151515151,0,0,0,1,0
36,7.655973797149716,7.706073857351124,-0.031331821705936486,0.04355192929506302,-6.474146640743129,2.4039271350065268,-2.7735438711733877,2.897282564985812,0.10400390625,0.192138671875,0.381103515625,0.0007826685905456543,2.265396512119988,0.24242424242424243,0.1111111111111111,0,0,0,1,0
37,7.8280092742502205,7.885567705831772,-0.03396518410839662,-0.17838440835475922,-2.275823713032878,1.970582908236152,-4.656366767183499,2.6036779673405994,0.029052734375,0.05908203125,0.14892578125,0.008055448532104492,2.7777704408448725,0.7777777777777778,0.8383838383838383,0,1,0,0,1
38,7.7539921663982625,8.028202097508114,-0.07429631107341414,-0.30914825201034546,-9.523832393344492,3.958152868574215,-8.43906968497322,3.3787346868370847,0.00048828125,0.002197265625,0.0146484375,0.0004445314407348633,2.7577783005057968,0.15151515151515152,0.8181818181818182,0,0,0,0,0
39,7.778394996701739,7.798407364137313,-0.019940238914182836,-0.23292602598667145,-2.200578062591376,3.5725870808583498,-2.288366839185983,3.174670784160351,0.11474609375,0.23779296875,0.438232421875,0.02414029836654663,2.702755791044196,0.9595959595959596,0.7171717171717171,0,0,0,1,0
40,7.610292778442323,7.722120748457779,-0.04676516288195764,-0.26960283517837524,-8.52581429015845,3.5296968548692713,-5.292095346696442,2.5427113807886794,0.01318359375,0.030029296875,0.0869140625,9.179115295410156e-05,2.2739411647132903,0.010101010101010102,0.12121212121212122,0,0,0,0,1
41,7.514252606946107,7.556780778693836,-0.028592480999280696,-0.1811141073703766,-3.5705044507340062,2.5252936621208746,-3.738499328625039,2.6985765913150503,0.06982421875,0.134521484375,0.277099609375,0.0030946433544158936,2.288579263328034,0.5858585858585859,0.1414141414141414,0,0,0,0,0
42,7.219235972906446,7.283963910355446,-0.03460347936628268,0.0681999996304512,-1.5534109773579985,2.9888559721726122,-4.040581813247627,2.3760727793664556,0.038330078125,0.0859375,0.20361328125,0.016137629747390747,2.4827781318463837,0.9090909090909091,0.47474747474747475,0,0,0,0,1
43,7.671697115801744,7.751952635146769,-0.03973498017089418,-0.05506853386759758,-2.6076623200424365,2.5421345136023623,-4.422492167620931,2.6924351936121713,0.03271484375,0.076904296875,0.186767578125,0.011680841445922852,2.7423966517483214,0.8181818181818182,0.797979797979798,0,0,0,0,1
44,7.314517814226843,7.34402016480783,-0.023486354224810293,-0.1770620197057724,0.6752147294027964,2.796596913002951,-2.7089234119994217,2.097081723235388,0.093505859375,0.17822265625,0.383056640625,0.020620286464691162,2.259698296299887,0.9393939393939394,0.10101010101010101,0,0,0,0,1
45,7.247862212441659,7.391026073598248,-0.051702639894181036,-0.27290356159210205,-5.07540509745013,2.5422716979120557,-5.287951152506139,2.848496525337131,0.019775390625,0.041015625,0.116455078125,0.0013254880905151367,2.4840054968245773,0.3838383838383838,0.48484848484848486,0,0,0,0,0
46,7.61658852236549,7.694201895989218,-0.03893220981054973,-0.06330624222755432,-4.172071326800506,2.216334358072883,-4.22840011558128,2.5560752944752587,0.04150390625,0.083984375,0.189697265625,0.004785418510437012,2.392983093022053,0.6868686868686869,0.30303030303030304,0,1,0,0,1
47,7.762538538525484,7.819456872709254,-0.033634083289997556,0.019262539222836494,-3.862972435679694,2.244854914732643,-3.487547056270614,2.2587970230158874,0.06298828125,0.121826171875,0.255615234375,0.0027931630611419678,2.4298152287575623,0.5656565656565656,0.37373737373737376,0,0,0,0,1
