task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
101,0,4.013286590576172,0.130859375,LR,2,100,SHALLOW_MATCHED,25,,
101,20,1.8864238262176514,0.341796875,LR,2,100,SHALLOW_MATCHED,25,,
101,100,0.7699606418609619,0.759765625,LR,2,100,SHALLOW_MATCHED,25,,
101,300,0.4359963834285736,0.85546875,LR,2,100,SHALLOW_MATCHED,25,,
101,625,0.3090081214904785,0.900390625,LR,2,100,SHALLOW_MATCHED,25,0.33005017042160034,0.9012436866760254
102,0,3.842609167098999,0.12890625,LR,2,100,SHALLOW_MATCHED,25,,
102,20,1.7176002264022827,0.4375,LR,2,100,SHALLOW_MATCHED,25,,
102,100,0.6581364274024963,0.794921875,LR,2,100,SHALLOW_MATCHED,25,,
102,300,0.4224008023738861,0.873046875,LR,2,100,SHALLOW_MATCHED,25,,
102,625,0.32441115379333496,0.912109375,LR,2,100,SHALLOW_MATCHED,25,0.3411540985107422,0.8923903703689575
103,0,4.737972259521484,0.09765625,LR,2,100,SHALLOW_MATCHED,25,,
103,20,1.7305256128311157,0.3828125,LR,2,100,SHALLOW_MATCHED,25,,
103,100,0.6780920028686523,0.7890625,LR,2,100,SHALLOW_MATCHED,25,,
103,300,0.443211168050766,0.873046875,LR,2,100,SHALLOW_MATCHED,25,,
103,625,0.3799683749675751,0.888671875,LR,2,100,SHALLOW_MATCHED,25,0.3481106460094452,0.8928119540214539
104,0,3.9274826049804688,0.080078125,LR,2,100,SHALLOW_MATCHED,25,,
104,20,1.5735005140304565,0.478515625,LR,2,100,SHALLOW_MATCHED,25,,
104,100,0.6337905526161194,0.8046875,LR,2,100,SHALLOW_MATCHED,25,,
104,300,0.42428481578826904,0.875,LR,2,100,SHALLOW_MATCHED,25,,
104,625,0.28845858573913574,0.919921875,LR,2,100,SHALLOW_MATCHED,25,0.3252255320549011,0.9004005193710327
105,0,3.507033586502075,0.123046875,LR,2,100,SHALLOW_MATCHED,25,,
105,20,1.627273678779602,0.4296875,LR,2,100,SHALLOW_MATCHED,25,,
105,100,0.6932435631752014,0.783203125,LR,2,100,SHALLOW_MATCHED,25,,
105,300,0.4357793629169464,0.8671875,LR,2,100,SHALLOW_MATCHED,25,,
105,625,0.3474206328392029,0.890625,LR,2,100,SHALLOW_MATCHED,25,0.35088297724723816,0.8897554874420166
106,0,4.0066914558410645,0.140625,LR,2,100,SHALLOW_MATCHED,25,,
106,20,1.6503140926361084,0.40234375,LR,2,100,SHALLOW_MATCHED,25,,
106,100,0.7049113512039185,0.767578125,LR,2,100,SHALLOW_MATCHED,25,,
106,300,0.4471782147884369,0.84765625,LR,2,100,SHALLOW_MATCHED,25,,
106,625,0.3510999083518982,0.888671875,LR,2,100,SHALLOW_MATCHED,25,0.35468676686286926,0.8856450319290161
107,0,4.412056922912598,0.1015625,LR,2,100,SHALLOW_MATCHED,25,,
107,20,1.759509801864624,0.396484375,LR,2,100,SHALLOW_MATCHED,25,,
107,100,0.7156860828399658,0.771484375,LR,2,100,SHALLOW_MATCHED,25,,
107,300,0.4036867916584015,0.875,LR,2,100,SHALLOW_MATCHED,25,,
107,625,0.2997719645500183,0.904296875,LR,2,100,SHALLOW_MATCHED,25,0.33026039600372314,0.8960792422294617
108,0,3.692681074142456,0.158203125,LR,2,100,SHALLOW_MATCHED,25,,
108,20,1.5810052156448364,0.447265625,LR,2,100,SHALLOW_MATCHED,25,,
108,100,0.6239175796508789,0.783203125,LR,2,100,SHALLOW_MATCHED,25,,
108,300,0.4000900089740753,0.880859375,LR,2,100,SHALLOW_MATCHED,25,,
108,625,0.3041176199913025,0.908203125,LR,2,100,SHALLOW_MATCHED,25,0.3219383955001831,0.9028246402740479
109,0,3.9223086833953857,0.08203125,LR,2,100,SHALLOW_MATCHED,25,,
109,20,1.610228180885315,0.451171875,LR,2,100,SHALLOW_MATCHED,25,,
109,100,0.6637235879898071,0.794921875,LR,2,100,SHALLOW_MATCHED,25,,
109,300,0.4038720726966858,0.873046875,LR,2,100,SHALLOW_MATCHED,25,,
109,625,0.30886632204055786,0.900390625,LR,2,100,SHALLOW_MATCHED,25,0.3445603847503662,0.8920742273330688
110,0,3.9136805534362793,0.1015625,LR,2,100,SHALLOW_MATCHED,25,,
110,20,1.681743860244751,0.390625,LR,2,100,SHALLOW_MATCHED,25,,
110,100,0.7050094604492188,0.771484375,LR,2,100,SHALLOW_MATCHED,25,,
110,300,0.4498864412307739,0.87109375,LR,2,100,SHALLOW_MATCHED,25,,
110,625,0.3269278407096863,0.8984375,LR,2,100,SHALLOW_MATCHED,25,0.33457911014556885,0.8948144912719727
