arm,seed,checkpoint,branch,n_frozen,cohort_status,auc_ce,task1_auc_ce,tasks2to10_auc_ce,heldout_ce,heldout_acc
LR,0,20,NONE,0,COHORT_TOO_SMALL,0.5057418878436089,0.48811758863925936,0.5077001433107589,0.2647066056728363,0.9163258910179138
LR,0,20,TARGET,1,COHORT_TOO_SMALL,0.5047819095432758,0.4869664722681046,0.5067614025738504,0.26549982130527494,0.9164945185184479
LR,0,20,MATCHED,1,COHORT_TOO_SMALL,0.5007967618405819,0.4922697466611862,0.5017442079716259,0.2640690326690674,0.9162626504898072
LR,0,20,RANDOM,1,COHORT_TOO_SMALL,0.5042232896447183,0.49189218777418137,0.5055934120747778,0.26617511361837387,0.9165472209453582
LR,0,20,SHALLOW,25,COHORT_TOO_SMALL,0.53203578440547,0.5453543537259102,0.5305559433698654,0.2783068686723709,0.9136382758617401
LR,0,20,SHALLOW_MATCHED,25,COHORT_TOO_SMALL,0.5232264712035656,0.5145771783590317,0.5241875037418472,0.27115788757801057,0.9159886121749878
LR,0,100,NONE,0,EXISTS,0.5990447389245034,0.6150749295949935,0.5972636066277822,0.32828091979026797,0.8991673648357391
LR,0,100,TARGET,4,EXISTS,0.6078520010352133,0.6280312727689743,0.6056098597314622,0.32765430212020874,0.899704885482788
LR,0,100,MATCHED,4,EXISTS,0.6132633552908897,0.6361899547576905,0.6107159553501341,0.33155652284622195,0.8977445185184478
LR,0,100,RANDOM,4,EXISTS,0.6101498863339424,0.6327676408290863,0.6076368025011486,0.33233790695667265,0.8977972209453583
LR,0,100,SHALLOW,25,EXISTS,0.648542797935009,0.7102487791776657,0.641686577796936,0.34853980243206023,0.8932546377182007
LR,0,100,SHALLOW_MATCHED,25,EXISTS,0.6341209637403489,0.6740532531738281,0.6296840426921845,0.33944853842258454,0.8962900578975678
