unit,cnorm,raw_norm,row_mean,bias,current_z_mean,current_z_sd,ref_z_mean,ref_z_sd,h05,h1,h2,dce,w2col,dce_rank,w2_rank,target,matched,random,shallow,shallow_matched
10,7.772288161882678,7.8463904219413845,-0.03842198865206636,0.09050633013248444,-2.8150348720082548,1.9167508838159408,-4.197191632137219,2.745530393181933,0.042724609375,0.09375,0.207275390625,0.0011942088603973389,2.171212219699745,0.35353535353535354,0.010101010101010102,0,0,0,0,0
11,7.553695053517318,7.750868818426301,-0.06204074614555682,-0.0014188984641805291,-6.042042249348015,2.775582225149708,-6.5730617899184836,3.2467716817356074,0.011474609375,0.025634765625,0.0673828125,0.002191394567489624,2.8881457753678124,0.5555555555555556,0.9191919191919192,0,0,1,0,0
12,7.685843602661575,7.722722081680735,-0.026922139870103654,-0.18648473918437958,-6.0532601797021925,2.3391475124382635,-3.5387060310349625,2.4899076871625354,0.06201171875,0.12451171875,0.275634765625,-9.292364120483398e-05,2.4806277551912936,0.010101010101010102,0.45454545454545453,0,0,0,0,0
13,7.965737436080887,7.970919158642945,-0.010263078580019468,-0.3021875023841858,-1.5268509006127715,2.032111221907781,-1.9739788065489847,2.535808054657427,0.119873046875,0.241943359375,0.46435546875,0.0027574002742767334,2.493168625871373,0.6464646464646465,0.5151515151515151,0,0,0,1,0
14,7.750182755754252,7.846805246185615,-0.04384311990762232,-0.42722779512405396,-3.9809546416508965,2.260626259376055,-3.9616891910118284,2.965500273574295,0.055908203125,0.1220703125,0.25439453125,0.005309194326400757,2.631055057595408,0.7272727272727273,0.6767676767676768,0,1,1,0,1
15,7.65328605147058,7.817032416118883,-0.05684305740166973,-0.2084098905324936,-5.4856441469164565,2.556088239594638,-5.553760267905091,2.8839721461461143,0.01953125,0.038330078125,0.10400390625,0.000744551420211792,2.5185338804302075,0.2222222222222222,0.5656565656565656,0,0,0,0,0
16,7.611572168858526,7.695421049845116,-0.04046090095315386,-0.038941193372011185,-5.290650132352312,2.216476324788739,-3.5146781941102745,2.4527884401868953,0.05615234375,0.12158203125,0.267822265625,0.00020521879196166992,2.637986599519765,0.06060606060606061,0.7171717171717171,0,0,0,0,0
17,7.806546524315299,7.951729768116566,-0.054019998999472,-0.35882946848869324,-5.632227819995023,3.344066679786951,-5.732525676594378,2.782003542431415,0.012939453125,0.025146484375,0.068115234375,-0.0021497607231140137,2.560945181338621,0.5454545454545454,0.5858585858585859,0,0,0,0,0
18,7.750704499766194,7.852270802200857,-0.04495939932033308,-0.1496397852897644,-5.34853829187341,2.6105845212535788,-4.432394559320528,2.9083036612613418,0.047119140625,0.09814453125,0.21044921875,0.0003991127014160156,2.748987627859971,0.15151515151515152,0.8585858585858586,0,0,0,0,0
19,7.386584434139788,7.393430607536043,0.0113606545432587,-0.026113547384738922,0.5976969776529586,2.144366905483835,1.9208803871565578,2.7391853810473985,0.11962890625,0.250244140625,0.4599609375,0.010473489761352539,2.2364380552184078,0.8585858585858586,0.06060606060606061,1,0,0,1,0
20,7.974598566225897,8.128849253850364,-0.05628788859301457,-0.03196179121732712,-5.18531932120095,3.184007470657927,-5.926159589827876,2.9205619629810036,0.011962890625,0.028564453125,0.07763671875,-0.003000020980834961,2.6466188248755897,0.6565656565656566,0.7575757575757576,0,0,0,0,0
21,8.030284985449747,8.14494646904935,-0.048638032540000084,-0.18599334359169006,-5.680983538215514,2.731518727218021,-4.4920038145755825,2.784624456169177,0.04248046875,0.08154296875,0.18359375,0.0023687779903411865,2.643313306704102,0.5757575757575758,0.7373737373737373,0,0,0,0,0
22,8.007875660715092,8.08634583208645,-0.04013555345715517,-0.2850341200828552,-5.70831934112357,2.495752491465293,-4.281616826439858,3.1855521801568494,0.052978515625,0.10546875,0.22998046875,-0.0003980398178100586,2.4915195939716255,0.1414141414141414,0.494949494949495,0,0,0,0,0
23,7.694148049164322,7.742398956548254,-0.03082263695488313,-0.4577817916870117,-3.7003571821260266,2.4165922023016697,-3.4914998082458624,2.106083801306151,0.0478515625,0.107177734375,0.2509765625,0.0007034242153167725,2.241968633625434,0.21212121212121213,0.09090909090909091,0,0,0,0,0
24,7.746350125525342,7.906258983455201,-0.0565030120002603,-0.09770777821540833,-3.301235405728221,3.4049274748236873,-6.11529067007541,3.1246887559479513,0.01416015625,0.0302734375,0.080078125,0.002009958028793335,2.4888777488696383,0.5252525252525253,0.48484848484848486,0,0,0,0,0
25,8.008625919834047,8.053990578464598,-0.030486596129609394,-0.07271772623062134,-1.7857163960143225,3.153307901793674,-3.141867972253749,2.540263770459936,0.083740234375,0.163330078125,0.3330078125,0.026820629835128784,2.8224407915828382,0.9696969696969697,0.9090909090909091,0,0,0,0,1
26,7.509341584180439,7.511302950562655,0.006130072579810298,-0.44065043330192566,0.15113959452719428,2.9569961319460476,-0.3350177178654121,2.4272257620534803,0.16357421875,0.3115234375,0.572998046875,0.03402364253997803,2.261038670175842,0.9797979797979798,0.1111111111111111,1,0,0,1,0
27,7.727814466840736,7.897140599249224,-0.05809160177629416,-0.1216323971748352,-5.564023801358417,3.2887181055425487,-5.508524114702595,3.200107250983653,0.02685546875,0.052978515625,0.12646484375,0.0025250911712646484,2.5035902746405836,0.5959595959595959,0.5252525252525253,0,0,0,0,1
28,7.541795188317921,7.547357094540243,-0.010346327479389718,-0.368053674697876,0.1306720259017311,2.465819698896444,-1.363188412229647,2.114671750488766,0.166015625,0.32763671875,0.5986328125,-0.006932318210601807,2.2414705710611997,0.8282828282828283,0.08080808080808081,1,0,0,1,0
29,7.3881215520876475,7.43157422495441,-0.028659582589690608,-0.35113078355789185,-2.724771628592862,2.385315307033324,-3.896473854940268,2.4591433865183023,0.049560546875,0.0986328125,0.20849609375,-0.008027434349060059,2.6159757788990827,0.8383838383838383,0.6666666666666666,0,0,0,0,1
30,7.718013353545367,7.803816055938245,-0.04121581622274213,-0.26852887868881226,-3.4236564341990743,2.4093931550177348,-4.067137216312403,2.484978010333547,0.043212890625,0.0859375,0.20947265625,0.0025845468044281006,2.459809693377688,0.6262626262626263,0.40404040404040403,0,0,0,0,1
31,7.19927920070422,7.221923954835818,-0.020409225346862066,-0.3353091776371002,-0.557035242265556,2.4074465690970617,-2.3275033808895387,2.12955348052765,0.10546875,0.2138671875,0.441162109375,-0.0003675520420074463,2.3636305153860153,0.1111111111111111,0.23232323232323232,1,0,0,1,0
32,7.784049659169366,7.859986486571561,-0.03892625275979559,0.07643896341323853,-5.983386413092376,2.710369854686702,-3.6243895850684567,2.4332029813699454,0.0517578125,0.10791015625,0.24609375,0.001562952995300293,2.8073849530019626,0.494949494949495,0.8888888888888888,0,0,0,0,0
33,8.160031691452065,8.298181365486546,-0.05385279407658215,-0.12684978544712067,-0.9745700511703035,3.3231640774480513,-5.468817376562583,2.9361113091844717,0.0166015625,0.04345703125,0.099853515625,0.02114570140838623,2.637729009733044,0.9393939393939394,0.7070707070707071,0,0,0,0,0
34,8.004814463910845,8.147448347623424,-0.05420882684209536,-0.3405170142650604,-6.724571486003697,2.2607316210319706,-6.069489784364123,2.954754351683221,0.01220703125,0.026123046875,0.06982421875,0.0023414194583892822,2.66432322248249,0.5656565656565656,0.7878787878787878,0,0,0,0,0
35,7.731796724016847,7.860984344180888,-0.05068905657590592,0.07535476237535477,-6.221757889768924,2.7431001125056085,-4.7470108451116175,2.8346283272448103,0.037841796875,0.079345703125,0.17431640625,0.0010118186473846436,2.6659519284352666,0.2828282828282828,0.797979797979798,0,0,0,0,1
36,7.59043497748172,7.6135671254219766,0.02118014406135314,-0.012680910527706146,1.0917361712854472,2.918981355384746,2.5352677868986575,2.647824297494215,0.105224609375,0.220947265625,0.423583984375,-0.0065784752368927,2.215894564345771,0.8080808080808081,0.04040404040404041,1,0,0,1,0
37,7.9752553621038285,8.052110852957034,-0.039637887358088736,-0.21549564599990845,-3.976185761479428,2.757814011304175,-3.7505394157869887,2.651087560327423,0.057861328125,0.12841796875,0.274658203125,-0.0001443922519683838,3.021068618680904,0.030303030303030304,0.9797979797979798,0,0,0,0,0
38,8.00159520671656,8.02980160342118,-0.024016043164530338,0.07855847477912903,-0.7906405467947479,3.1551638507775253,-2.1522741323069567,2.6521346845383516,0.11865234375,0.223388671875,0.44189453125,0.02506619691848755,2.8217180659733927,0.9595959595959596,0.898989898989899,0,0,0,1,0
39,8.145641054984306,8.181197327572288,-0.027211415203649322,-0.445831835269928,-1.1663549402437638,3.814507237460876,-3.3438600045774365,2.587018351751637,0.068603515625,0.14453125,0.29638671875,0.03671693801879883,2.4697412821809888,0.98989898989899,0.42424242424242425,0,0,0,0,1
40,7.829955094292974,7.930562061434378,-0.04497189927057049,-0.16617338359355927,-1.2804963667877018,3.2612690289818684,-4.94281352379403,2.8505407038656485,0.031494140625,0.0712890625,0.149169921875,0.005880862474441528,2.486480293879066,0.7575757575757576,0.46464646464646464,0,0,0,0,1
41,7.634811910784468,7.697113613692009,-0.03490521182479546,-0.0035876729525625706,-3.621652253008506,1.9731265810602148,-3.86830193557239,2.8919592193353547,0.06201171875,0.123779296875,0.271484375,0.0013151168823242188,2.640771365711389,0.46464646464646464,0.7272727272727273,0,0,0,0,0
42,7.909341538156068,7.933181007506093,-0.021948377823886107,-0.0646086186170578,0.2246923381171655,3.4249680089657666,-2.577646612778153,2.5959999306704047,0.107421875,0.21142578125,0.389892578125,0.00140342116355896,2.3112770834863055,0.47474747474747475,0.18181818181818182,0,0,0,1,0
43,7.80449468614195,7.919991630995439,-0.04812995440996168,-0.2894820272922516,-4.852048662520247,4.407718014448937,-5.729719237602694,3.142216040323751,0.024169921875,0.04541015625,0.11083984375,0.022232651710510254,2.646798615828915,0.9494949494949495,0.7676767676767676,0,0,0,0,0
44,7.474160669445647,7.589085009548169,-0.046990196131483405,-0.1014135479927063,-6.039930239174282,2.7262161963939597,-4.0794266480388615,2.6593681735175374,0.048583984375,0.098388671875,0.21923828125,-0.002037942409515381,2.28494809233951,0.5353535353535354,0.15151515151515152,0,0,0,0,1
45,7.693539533872908,7.715883991906299,-0.020956563961553168,-0.37700268626213074,-4.204219914303394,2.1335539595404476,-2.873920123827702,2.3566049812058387,0.092041015625,0.18603515625,0.366943359375,0.0011115670204162598,2.6337990456122267,0.3434343434343434,0.6868686868686869,0,0,1,1,0
46,7.531260791245408,7.552581082712432,-0.0202532406450589,-0.15656593441963196,-1.4750634729280137,1.9279630853901586,-1.922484792123214,2.1802364894173425,0.129150390625,0.246337890625,0.477294921875,-0.005361378192901611,2.319132768184312,0.7373737373737373,0.1919191919191919,1,0,0,1,0
47,7.674868899667276,7.758248725045736,-0.040513456012841016,-0.27269211411476135,-4.095395899523282,2.8879380166544437,-5.108694864589779,2.496197445281023,0.018310546875,0.034423828125,0.0947265625,0.0015213191509246826,2.3833662965605273,0.48484848484848486,0.2828282828282828,0,0,0,0,1
48,7.444184314010308,7.497938175929382,-0.03200758816882979,0.1436617076396942,-4.771392399678007,2.2584701253486745,-3.38153135101129,2.6304146303830294,0.077392578125,0.15478515625,0.2998046875,0.0012997090816497803,2.4717313097497877,0.4444444444444444,0.43434343434343436,0,0,0,0,0
49,7.700600339268247,7.717550381678674,-0.018257592375504124,-0.4187961220741272,-4.757583446218632,2.551650931994968,-2.3396224463031103,2.5009066473001806,0.10302734375,0.202880859375,0.410888671875,-0.002530336380004883,2.3194024231601817,0.6060606060606061,0.20202020202020202,0,0,0,1,0
50,7.496051368923761,7.601370981914586,-0.045034775099946606,-0.06922361999750137,-5.972142199287191,2.401007950868531,-4.932662017558869,2.719624297294793,0.02978515625,0.06201171875,0.136962890625,-0.0005178451538085938,2.4196958735447645,0.18181818181818182,0.35353535353535354,0,0,0,0,0
51,7.623276483395641,7.628712984103834,-0.010284068044191892,0.010911112651228905,-3.7362064904627914,2.3382928831552734,-1.1356313230234036,1.9278421007936826,0.181640625,0.3583984375,0.64013671875,0.001659780740737915,2.2376665159204334,0.5050505050505051,0.0707070707070707,0,0,0,1,0
52,7.744192537140082,7.78253458069156,-0.027556214514556723,0.03748058155179024,-3.469623621807841,2.109527594185705,-3.4649698532211914,2.492531308217291,0.066162109375,0.130126953125,0.283203125,0.0003916323184967041,2.230190059700154,0.12121212121212122,0.050505050505050504,0,0,0,0,0
53,8.06790364004483,8.32919887957431,-0.0739249898239849,-0.2628542184829712,-10.300929769175127,3.8369528176993044,-9.115376115463732,3.439998746002772,0.000732421875,0.001953125,0.006591796875,0.003789931535720825,2.767404653943284,0.6767676767676768,0.8686868686868687,0,0,0,0,0
54,7.326737434817331,7.373501922025749,-0.029611626305453758,-0.37161722779273987,-5.029069051204715,2.6233547445158525,-3.446371369063854,2.4381757774728037,0.067626953125,0.13427734375,0.285888671875,-0.00039321184158325195,2.6444933437425235,0.13131313131313133,0.7474747474747475,0,0,1,0,0
55,7.669566705413898,7.850003337771284,-0.059764620726610346,-0.03960205242037773,-5.56238671765459,3.0372061438812614,-6.151726694314675,2.855291344262382,0.0087890625,0.019775390625,0.057373046875,-0.0010448992252349854,2.320522106727345,0.31313131313131315,0.21212121212121213,0,0,0,0,0
56,7.818096199609024,7.939708918155348,-0.049440098762864426,-0.0313490591943264,-6.597142373546376,2.8565688236504196,-5.117892352618583,2.6783646842973967,0.024169921875,0.047119140625,0.1220703125,-0.0003274381160736084,2.636980441208786,0.09090909090909091,0.696969696969697,0,0,0,0,0
57,7.531826669840053,7.538722992004422,-0.01151370997664641,-0.11532039195299149,-1.080486318693147,2.5145498020568335,-1.0710409627372428,2.0000265580452252,0.168212890625,0.336181640625,0.621826171875,0.00601506233215332,2.609456391764848,0.7676767676767676,0.6464646464646465,1,0,0,1,0
58,7.813527310531363,7.949109342529574,-0.052210454069293574,-0.21957750618457794,-1.8748513471509796,2.001038225881331,-5.574013910925714,3.0046678532287774,0.01806640625,0.042724609375,0.101806640625,0.0009663403034210205,2.9794991554454677,0.26262626262626265,0.9595959595959596,0,0,0,0,1
59,7.72686906957981,7.796256887745574,-0.03706578269165387,-0.12796565890312195,-1.8579406158532947,3.196718151201972,-4.800005701288683,3.0048277298533326,0.04248046875,0.081787109375,0.17333984375,0.013019382953643799,2.593272380949665,0.8888888888888888,0.6161616161616161,0,0,0,0,1
60,7.660505788344175,7.687701026928945,-0.0230736991969173,-0.35133564472198486,-0.6705348897376098,2.975982619858819,-2.5717471249845403,2.1839905510024176,0.101806640625,0.1982421875,0.417236328125,-0.013790816068649292,2.306709271481273,0.898989898989899,0.16161616161616163,0,1,0,1,0
61,7.694623104357958,7.7537038951597355,-0.0341197503941509,-0.1027204692363739,-0.5810479317151476,3.375580449990823,-3.3786710977383336,2.5424150362543974,0.06982421875,0.147705078125,0.30029296875,-0.006086856126785278,2.5745954760947987,0.7777777777777778,0.5959595959595959,0,0,0,0,0
62,8.144344278867967,8.284634901124484,-0.054220257907932785,-0.1052640974521637,-6.302878879650962,3.191595033518758,-5.9224379715378745,2.921134904947371,0.01220703125,0.029052734375,0.07275390625,-0.00043138861656188965,2.889200211312156,0.1717171717171717,0.9292929292929293,0,0,0,0,0
63,7.792091091523128,7.910859099933473,-0.0487733214808384,-0.1563096046447754,-6.017270001670113,3.0077388431793266,-5.1383770150532655,2.8707485478052956,0.021240234375,0.046875,0.124755859375,0.002378612756729126,2.464624908690693,0.5858585858585859,0.41414141414141414,0,0,0,0,1
64,8.56284700850809,8.673794512577928,-0.04938863936272077,-0.20710328221321106,-3.8732321350544225,4.07007671411643,-5.737125033560005,3.3649421721593713,0.026123046875,0.05517578125,0.1259765625,0.01749095320701599,3.225628200151071,0.9292929292929293,1.0,0,0,0,0,0
65,7.257464238338897,7.288901166630835,0.02415123074737197,0.21513676643371582,4.447601334773935,2.8469323340145434,2.958707499803495,2.341901107773813,0.083740234375,0.16845703125,0.349853515625,0.041785985231399536,2.25076020987011,1.0,0.10101010101010101,0,1,0,0,1
66,7.562637629958264,7.607896802093956,-0.02959345774645638,0.20517508685588837,-4.627942086866824,2.0231195401454785,-3.363757356426504,2.473627325503818,0.06494140625,0.141357421875,0.30029296875,-0.0010429322719573975,2.392785251464823,0.30303030303030304,0.30303030303030304,0,0,0,0,0
67,7.76172778773258,7.808459233081354,-0.03046446038790552,-0.21209245920181274,-5.179163928696653,2.254113565393474,-3.416540388701833,2.650428005191913,0.0791015625,0.154541015625,0.306884765625,0.0012983977794647217,2.515941231388743,0.42424242424242425,0.5454545454545454,0,0,0,0,1
68,7.599023943664726,7.622773550170131,-0.021473515390926897,-0.2495972216129303,-3.572561324108392,2.562035405334353,-3.006429287892388,2.4492033887368985,0.087890625,0.177734375,0.3505859375,-0.001310884952545166,2.718618563545305,0.45454545454545453,0.8181818181818182,0,0,0,0,0
69,7.959892727639029,8.029979200369995,-0.03780781359648468,-0.05425964668393135,-1.878498180405586,2.655396042800155,-4.544489895572951,2.7059199970250227,0.02978515625,0.0693359375,0.1630859375,0.0006543993949890137,2.2122998564340133,0.20202020202020202,0.030303030303030304,0,0,0,0,0
70,8.450092311604404,8.542437198426203,-0.04473808720725786,-0.6004624962806702,-1.765331125992816,3.1869136070296222,-5.612829929406871,2.9132079509929225,0.019775390625,0.04248046875,0.0966796875,-0.000837177038192749,2.6488554958938857,0.23232323232323232,0.7777777777777778,0,0,0,0,0
71,7.9223812926910036,7.951771173893606,-0.024394176265967852,-0.18413017690181732,-2.427152993855998,3.482411693947641,-3.220956807152106,2.4190473302788855,0.083251953125,0.160888671875,0.319091796875,0.0061408281326293945,2.4925308280851137,0.7878787878787878,0.5050505050505051,0,0,0,0,1
72,7.51774382815143,7.60280095744191,-0.04050242706211418,-0.22015409171581268,-6.488778833358083,2.8092970436993516,-3.8465770510920265,2.6163972025252775,0.052490234375,0.110107421875,0.240234375,0.0008864402770996094,2.4230921910927394,0.24242424242424243,0.36363636363636365,0,0,1,0,0
73,8.189486742059254,8.19222480708861,-0.007563860057639338,-0.1273571103811264,0.4706537757156184,2.7814348081656637,-0.7517693177014735,2.5359221594529804,0.15869140625,0.3056640625,0.56591796875,0.012074708938598633,2.718377855265464,0.8787878787878788,0.8080808080808081,0,0,0,1,0
74,7.732074849342315,7.893414258809177,-0.05670599958967632,-0.2648022472858429,-5.400490980478935,2.8244419668459786,-6.438472525620455,3.1017586910503536,0.008544921875,0.021728515625,0.0595703125,0.00029990077018737793,2.7416017952155425,0.08080808080808081,0.8484848484848485,0,0,0,0,0
75,7.4574615407656255,7.52731647343754,-0.03653975782829232,-0.18210917711257935,-3.0284672643465456,2.767172025083866,-4.475717994702791,2.8558438860703856,0.044189453125,0.087646484375,0.197509765625,-0.0026006102561950684,2.4548644269362727,0.6363636363636364,0.3939393939393939,0,0,0,0,1
76,7.738991674210293,7.863027443726905,-0.04968277489798793,-0.28889068961143494,-5.8317689213727135,2.7584013134176737,-4.997749457703321,2.5744980825969868,0.015625,0.035888671875,0.107421875,-0.0010313093662261963,2.3671281392568413,0.29292929292929293,0.26262626262626265,0,0,0,0,0
77,7.731734997204858,7.855812816240013,-0.04966814536786916,-0.14950884878635406,-6.277900137763936,2.8842242099112205,-5.717281301680487,3.081355492576971,0.01318359375,0.029296875,0.092529296875,0.003819763660430908,2.6002639003017434,0.6868686868686869,0.6262626262626263,0,0,0,0,0
78,7.456714760315885,7.60730551424162,-0.053791241537974384,-0.3789793848991394,-5.582125481625553,2.7494978171479247,-5.8939702981952,3.1470445715234465,0.017822265625,0.03857421875,0.10009765625,0.0006511211395263672,2.280275567291492,0.1919191919191919,0.1414141414141414,0,0,0,0,0
79,7.9649645188956635,7.991782168228871,-0.023362778840404348,0.01461252011358738,-2.2448592466571426,2.432151683733614,-2.4364525739856617,2.586345897379378,0.10302734375,0.199462890625,0.3955078125,0.0062510669231414795,2.4174428855693093,0.797979797979798,0.3333333333333333,0,1,1,1,0
80,7.750416003400386,7.752694026052727,-0.006711667026268385,0.011799088679254055,-1.445844773104909,2.055244881954538,-0.4215168567832279,2.288321836609283,0.1884765625,0.357177734375,0.63623046875,0.0035224854946136475,2.2693169182178465,0.6666666666666666,0.12121212121212122,0,1,0,1,0
81,7.755414492162581,7.784382196304823,-0.02396192326289435,-0.2172282636165619,0.6207140766491648,2.090503953597759,-2.2774207458605815,2.72250126032006,0.0986328125,0.191162109375,0.399658203125,0.01515287160873413,2.5258297821443993,0.9090909090909091,0.5757575757575758,0,0,0,1,0
82,7.607602497947641,7.628143090672873,-0.019979301949243397,-0.1346747726202011,-4.527498314331751,2.2204521593936377,-1.8917195097601507,2.406739737178374,0.13525390625,0.260986328125,0.486572265625,-0.0009134411811828613,2.724560784402815,0.25252525252525254,0.8383838383838383,0,0,0,1,0
83,7.75286378426209,7.784889084632104,-0.025193162001006405,-0.3133695721626282,-2.5834469420369714,1.8253327034832452,-3.3334372143726796,2.655802767306059,0.073974609375,0.15234375,0.31640625,-5.936622619628906e-05,2.3687627553304167,0.0,0.2727272727272727,0,1,0,0,1
84,7.895963781999565,8.005244555602298,-0.047079182489903115,-0.4336835443973541,-6.231354477757122,3.3280382922365175,-5.836837579532585,2.853149278379093,0.014404296875,0.034423828125,0.083740234375,0.0012587308883666992,2.4743987595008683,0.3838383838383838,0.4444444444444444,0,0,0,0,0
85,7.696599660358822,7.701016137544083,-0.009313366716200182,0.09256315976381302,-1.399504144283128,1.9022735512446658,-1.110585460432958,2.4351648431272905,0.18212890625,0.342529296875,0.5869140625,-0.0012796521186828613,2.582393842230315,0.40404040404040403,0.6060606060606061,0,0,0,1,0
86,7.729081522194591,7.7338972629326195,-0.009745858413077017,0.30144426226615906,0.4246980128227733,3.3098338419497098,-0.6031164835694653,2.3807766867241105,0.17041015625,0.32763671875,0.60107421875,-0.0010456442832946777,2.925537705622588,0.32323232323232326,0.9393939393939394,0,0,0,1,0
87,7.345564575990201,7.477415097334378,-0.04992874511774934,-0.2392013520002365,-5.055011383432429,2.998353714925769,-5.82123208851408,2.9150740643772086,0.010498046875,0.02734375,0.083251953125,-0.001054137945175171,2.3111503514397507,0.3333333333333333,0.1717171717171717,0,0,0,0,0
88,7.880820393937342,7.985668390693388,-0.04606408530377607,-0.25723764300346375,-3.502937150740763,3.5386205954353422,-5.2314301178194,3.149754360412643,0.02783203125,0.056884765625,0.1337890625,0.006854146718978882,2.3974862315275227,0.8181818181818182,0.32323232323232326,0,1,0,0,1
89,8.210258431463409,8.366412603674267,-0.05746023850952042,-0.5387813448905945,-4.653046648949385,2.9642059858331504,-6.683036206886754,3.2354303346380577,0.006103515625,0.012451171875,0.04736328125,-0.002537548542022705,2.984132799048373,0.6161616161616161,0.9696969696969697,0,0,0,0,0
90,7.887481067502073,8.066363150664214,-0.06033343668211589,-0.08922435343265533,-7.2888462175033055,3.383716953153143,-6.186253912043867,3.1483553254719676,0.014404296875,0.037841796875,0.08349609375,0.0012674927711486816,2.602372788711832,0.3939393939393939,0.6363636363636364,0,0,0,0,1
91,7.644809005582979,7.720516132995816,-0.0385195522179188,-0.06575337797403336,-4.138671665772563,1.9567433320187277,-4.277484800123602,2.851052657599961,0.040771484375,0.083740234375,0.2021484375,0.001007169485092163,2.437626682082957,0.2727272727272727,0.37373737373737376,0,0,1,0,0
92,7.65677377900846,7.772046536029086,-0.047629022612405994,-0.08960448950529099,-6.841989319073036,2.545419379049986,-4.506483408451459,2.6521183255572676,0.03271484375,0.07080078125,0.170654296875,-0.0012995004653930664,2.1028901448800323,0.43434343434343436,0.0,0,0,0,0,1
93,7.605425562098954,7.6551335366038575,-0.03110571758685294,-0.2382722944021225,-4.29106153731118,2.6558605424727175,-3.0806601931944897,2.238956708474285,0.072021484375,0.150146484375,0.32177734375,0.0038414597511291504,2.3923985603075137,0.696969696969697,0.29292929292929293,0,1,0,0,1
94,8.21947092995682,8.382398923994218,-0.058737887945723315,-0.11303280293941498,-10.252998266369104,3.195913122944049,-6.270288727251682,3.112700588275639,0.009765625,0.021728515625,0.06689453125,0.003993004560470581,3.119646946384579,0.7070707070707071,0.98989898989899,0,0,0,0,0
95,7.747597138787301,7.784310286022883,-0.026969020495759038,-0.15558551251888275,-4.821535215713084,2.6899883349923077,-3.352338455057179,2.8551917256016424,0.07666015625,0.1533203125,0.324462890625,0.001283198595046997,2.4452928274998467,0.41414141414141414,0.3838383838383838,0,0,1,0,0
96,7.710354313862202,7.7503821759554175,-0.028095596377522958,-0.2470485121011734,-4.58264060865622,2.477568310937651,-3.3968258942477405,2.5265626656622993,0.069091796875,0.1484375,0.308349609375,-0.00024506449699401855,2.204328638991838,0.0707070707070707,0.020202020202020204,0,0,0,0,0
97,7.239090080020493,7.318382849537738,-0.03837087985189379,-0.15285031497478485,-6.449451905209571,2.836294306531311,-4.941563904974828,2.653867438997132,0.0244140625,0.0517578125,0.124267578125,-0.0016688108444213867,2.2753815100717705,0.5151515151515151,0.13131313131313133,0,0,0,0,1
