task,step,ce,acc,arm,seed,checkpoint,branch,n_frozen,heldout_ce,heldout_acc
101,0,4.013286590576172,0.130859375,LR,2,100,NONE,0,,
101,20,1.7501659393310547,0.39453125,LR,2,100,NONE,0,,
101,100,0.680905818939209,0.7890625,LR,2,100,NONE,0,,
101,300,0.4148670434951782,0.861328125,LR,2,100,NONE,0,,
101,625,0.3313818871974945,0.90234375,LR,2,100,NONE,0,0.3376232087612152,0.9011383056640625
102,0,3.967484712600708,0.1328125,LR,2,100,NONE,0,,
102,20,1.668949842453003,0.44140625,LR,2,100,NONE,0,,
102,100,0.6519795656204224,0.791015625,LR,2,100,NONE,0,,
102,300,0.3910825252532959,0.880859375,LR,2,100,NONE,0,,
102,625,0.30137404799461365,0.912109375,LR,2,100,NONE,0,0.3335294723510742,0.8936551213264465
103,0,4.07534122467041,0.0859375,LR,2,100,NONE,0,,
103,20,1.6653333902359009,0.466796875,LR,2,100,NONE,0,,
103,100,0.6253944635391235,0.798828125,LR,2,100,NONE,0,,
103,300,0.38414376974105835,0.890625,LR,2,100,NONE,0,,
103,625,0.3366813361644745,0.900390625,LR,2,100,NONE,0,0.32169824838638306,0.8976601958274841
104,0,3.9052138328552246,0.08984375,LR,2,100,NONE,0,,
104,20,1.5335885286331177,0.474609375,LR,2,100,NONE,0,,
104,100,0.6291179060935974,0.798828125,LR,2,100,NONE,0,,
104,300,0.45110833644866943,0.859375,LR,2,100,NONE,0,,
104,625,0.309675395488739,0.90625,LR,2,100,NONE,0,0.32831186056137085,0.8972386121749878
105,0,3.471062421798706,0.10546875,LR,2,100,NONE,0,,
105,20,1.6092205047607422,0.435546875,LR,2,100,NONE,0,,
105,100,0.6461595892906189,0.78515625,LR,2,100,NONE,0,,
105,300,0.40780264139175415,0.875,LR,2,100,NONE,0,,
105,625,0.32525813579559326,0.888671875,LR,2,100,NONE,0,0.33057284355163574,0.8919687867164612
106,0,3.9172680377960205,0.12890625,LR,2,100,NONE,0,,
106,20,1.5678412914276123,0.4296875,LR,2,100,NONE,0,,
106,100,0.6661713719367981,0.79296875,LR,2,100,NONE,0,,
106,300,0.4265047311782837,0.8671875,LR,2,100,NONE,0,,
106,625,0.3438854217529297,0.892578125,LR,2,100,NONE,0,0.33572468161582947,0.8926011919975281
107,0,4.243591785430908,0.07421875,LR,2,100,NONE,0,,
107,20,1.730410099029541,0.39453125,LR,2,100,NONE,0,,
107,100,0.6034068465232849,0.8203125,LR,2,100,NONE,0,,
107,300,0.3671010434627533,0.88671875,LR,2,100,NONE,0,,
107,625,0.2875588536262512,0.900390625,LR,2,100,NONE,0,0.31954658031463623,0.9022976160049438
108,0,3.9569497108459473,0.1484375,LR,2,100,NONE,0,,
108,20,1.4395384788513184,0.482421875,LR,2,100,NONE,0,,
108,100,0.5612801313400269,0.8203125,LR,2,100,NONE,0,,
108,300,0.39363858103752136,0.861328125,LR,2,100,NONE,0,,
108,625,0.2936666011810303,0.892578125,LR,2,100,NONE,0,0.32066357135772705,0.8985033631324768
109,0,4.154110431671143,0.095703125,LR,2,100,NONE,0,,
109,20,1.6387369632720947,0.447265625,LR,2,100,NONE,0,,
109,100,0.6206398606300354,0.80078125,LR,2,100,NONE,0,,
109,300,0.3956437110900879,0.88671875,LR,2,100,NONE,0,,
109,625,0.3150043487548828,0.912109375,LR,2,100,NONE,0,0.3342679738998413,0.8941821455955505
110,0,3.5681185722351074,0.1015625,LR,2,100,NONE,0,,
110,20,1.5492030382156372,0.443359375,LR,2,100,NONE,0,,
110,100,0.6339054703712463,0.794921875,LR,2,100,NONE,0,,
110,300,0.4049117863178253,0.88671875,LR,2,100,NONE,0,,
110,625,0.2989453077316284,0.916015625,LR,2,100,NONE,0,0.3272455036640167,0.9013490676879883
