unit,cnorm,raw_norm,row_mean,bias,current_z_mean,current_z_sd,ref_z_mean,ref_z_sd,h05,h1,h2,dce,w2col,dce_rank,w2_rank,target,matched,random,shallow,shallow_matched
0,3.782265758218617,3.901705528288864,-0.03421443042928758,0.05334318429231644,-4.2711716330377385,1.6197025118286124,-3.724581863617459,1.5656974709448326,0.00732421875,0.027587890625,0.135009765625,-0.00011330842971801758,1.5411793278579757,0.1414141414141414,0.7474747474747475,0,0,0,0,0
1,3.908831049314223,3.928770406251848,0.014118518603156969,0.07792658358812332,0.7571063547075028,1.448834530510923,1.3027182997775526,1.1491381248803987,0.193359375,0.394775390625,0.742431640625,0.002402365207672119,1.9230285546509627,0.6262626262626263,0.98989898989899,0,0,0,0,1
2,3.9923150768639037,4.017990248571897,-0.016196574840417883,0.12274225056171417,-2.196456155812484,1.8989636567214472,-1.8548752399274235,1.1476295763678834,0.099609375,0.230224609375,0.57666015625,0.007069766521453857,1.4372380512268084,0.8585858585858586,0.4444444444444444,0,0,0,0,0
3,3.850101594533431,3.9173035222430186,-0.025803036256158002,0.1061982661485672,-2.234970754245296,1.3903674560729624,-2.618430040797648,1.3339314576042356,0.03759765625,0.10205078125,0.341796875,-4.330277442932129e-05,1.4573121983795485,0.08080808080808081,0.5252525252525253,0,0,0,0,0
4,3.970104978099104,3.9722250615455463,0.004634388216020723,-0.23588800430297852,0.39177351450780407,1.43538855536881,0.4049208741835173,1.1925535048268332,0.31201171875,0.57958984375,0.892578125,0.0030654072761535645,1.567825705832485,0.6565656565656566,0.7878787878787878,0,0,0,1,0
5,3.626733956635332,3.79351051582771,-0.039730001410728674,0.03881640359759331,-0.4153571544447914,2.40056846621471,-4.109724451681359,1.6708048316262583,0.004638671875,0.01708984375,0.096923828125,0.008142352104187012,1.4115837634331316,0.8888888888888888,0.3838383838383838,0,0,0,0,0
6,2.466301734814509,3.2845599715499536,-0.07747357975892313,-0.38609927892684937,-9.602396512869745,2.334004294824384,-8.514311310020275,2.5722221944234707,0.0,0.0,0.0009765625,1.9073486328125e-06,1.138091268036168,0.030303030303030304,0.030303030303030304,0,0,0,0,0
7,3.815606963269543,3.8783971884392034,-0.024823567563080174,0.05214603617787361,-3.304511890732101,1.517180543429649,-2.4062225114394096,1.3705129606386657,0.065185546875,0.156494140625,0.40966796875,0.0004972219467163086,1.3455912735397821,0.40404040404040403,0.24242424242424243,0,0,0,0,0
8,3.870541933027457,3.9565967403020523,-0.029311028041561535,0.06942606717348099,-2.478970882773865,2.3297397655685392,-2.668537362132156,1.4490114327591423,0.048095703125,0.116455078125,0.34765625,0.013415306806564331,1.362885919681352,0.9797979797979798,0.29292929292929293,0,0,0,0,0
9,3.8572558190628428,3.8950226186501804,-0.019324654671993124,0.1496615707874298,-2.069487905682763,1.3169309694616727,-1.4858962157159112,1.2218254169829719,0.1630859375,0.34912109375,0.676025390625,-0.0004947483539581299,1.4905271945391967,0.3939393939393939,0.6262626262626263,0,0,0,0,0
10,3.860004586818841,3.86109390814934,-0.0032753636044974754,-0.011451825499534607,0.8404706097135204,1.544660028309173,-0.44792231725659803,1.232390327436808,0.289306640625,0.54638671875,0.86669921875,-0.0018479526042938232,1.5394026530550824,0.5959595959595959,0.7373737373737373,0,0,0,1,0
11,3.49883247578235,3.545119565461603,-0.020392952208604417,-0.07863261550664902,-3.539063255127985,1.150507408971404,-1.999834447997273,1.122074075070639,0.073486328125,0.1904296875,0.529541015625,0.00011897087097167969,1.0898070259931745,0.15151515151515152,0.020202020202020204,0,0,0,0,0
12,3.840965240462842,3.88167153805696,0.020024218465402314,-0.1783045381307602,1.4490588460175786,1.4328165202946794,2.0277990275571938,1.3379987814580911,0.107177734375,0.22216796875,0.516357421875,0.0015331804752349854,1.59184027458765,0.5656565656565656,0.8181818181818182,0,0,0,0,1
13,3.606696210798409,3.6481572256453094,0.019587375738392067,0.01746400073170662,2.5767820464388933,1.629294001771835,2.09215253041657,1.3402020573762883,0.091796875,0.209228515625,0.510009765625,-0.0025860369205474854,1.77695090974391,0.6464646464646465,0.9494949494949495,0,0,0,0,1
14,3.963909370528873,3.965225670854137,0.0036486513852613993,0.13360419869422913,0.4830134077637922,1.40482681287841,0.16540416570569505,1.2333201403394558,0.304443359375,0.576904296875,0.894287109375,0.0023742616176605225,1.8137222670702886,0.6060606060606061,0.9797979797979798,0,0,0,1,0
15,4.0581281193300445,4.068556156752588,-0.010396806303695447,0.11608871072530746,0.9567507105239201,1.9954663542419548,-0.6071960434510402,1.0794491091419367,0.323974609375,0.605224609375,0.8984375,0.019763588905334473,1.7790804055711253,0.98989898989899,0.9595959595959596,0,0,0,1,0
16,3.6807242309761135,3.8793490685789864,-0.043764477653959535,-0.02463364601135254,-6.752469013212249,1.8999003155386376,-4.773606245251358,1.8529160060333008,0.00390625,0.01171875,0.068115234375,-6.142258644104004e-05,1.2682942373297919,0.1111111111111111,0.13131313131313133,0,0,0,0,0
17,3.8727801008201332,3.8763955654317863,-0.005977943130370031,-0.07060353457927704,-0.9788441709897597,1.8930823902636178,-1.347605076362015,1.298395729192291,0.179443359375,0.360107421875,0.6953125,0.00548127293586731,1.6315344973431218,0.797979797979798,0.8686868686868687,0,0,0,0,1
18,3.4051196248700846,3.5979415697279475,-0.04150153487911926,-0.07667689025402069,-5.418105049058795,1.608756222615464,-4.665847869585377,1.651468928338277,0.001220703125,0.003662109375,0.041259765625,9.462237358093262e-05,1.3042502356906966,0.13131313131313133,0.1919191919191919,0,0,0,0,0
19,4.228768416408864,4.258413107891005,-0.01791419022818594,0.16328074038028717,-1.2790496210218407,2.374328374380455,-1.5561629008898308,1.3970874204545174,0.17578125,0.349365234375,0.640869140625,0.021901637315750122,1.4107208520666719,1.0,0.37373737373737376,0,0,0,0,0
20,3.3741113684188258,3.5056599836527575,-0.033975989317696076,0.10265514254570007,-2.5602425227843923,1.7370631794376667,-3.2155603368228185,1.2968390532459322,0.00830078125,0.02978515625,0.173095703125,0.0018372535705566406,1.5852437042869694,0.5858585858585859,0.8080808080808081,0,0,0,0,1
21,3.536494695646069,3.6368612318839557,-0.030303837393556913,0.0449313186109066,-3.753326170510263,1.3637755326073457,-3.6261509391924847,1.459358616148705,0.00732421875,0.024658203125,0.13720703125,0.0001653730869293213,1.2402814034652445,0.24242424242424243,0.10101010101010101,0,0,0,0,0
22,3.657109258846281,3.6751052753687152,-0.012973218779066252,-0.10097023099660873,-1.8836694201745559,1.5346430130706004,-1.6790403250215604,1.1294429864327673,0.112548828125,0.27001953125,0.635009765625,0.008822917938232422,1.34514465470157,0.9090909090909091,0.23232323232323232,0,0,0,0,0
23,3.945080999279413,3.9570499157714734,-0.010983518789043028,-0.024687837809324265,-0.6971904842685035,1.7559520671144595,-1.0906302906041674,1.1995487102070894,0.235595703125,0.45751953125,0.776611328125,0.0031659305095672607,1.5514247915518131,0.6868686868686869,0.7676767676767676,0,0,0,1,0
24,4.08465034106651,4.1069742177154245,-0.015272558432598646,0.039252933114767075,-0.11142982381716138,2.151737425373381,-1.847063830101888,1.3326391315030266,0.13623046875,0.274169921875,0.564453125,0.009788930416107178,1.5037134207423757,0.9292929292929293,0.6666666666666666,0,0,0,0,1
25,2.834957927248033,3.507063937170333,-0.07373517673699914,-0.2570880651473999,-8.525793588720262,2.3943084456484773,-7.704813846910838,2.3873753016195254,0.0,0.0,0.002197265625,1.5497207641601562e-06,1.1868506419066382,0.020202020202020204,0.06060606060606061,0,0,0,0,0
26,4.030359071547889,4.031044643045773,-0.0026550559728464726,-0.05982305854558945,-0.07259420572518138,2.5203153874992315,-0.4752343555128391,1.2795716429973796,0.30615234375,0.552001953125,0.84521484375,0.006199300289154053,1.5434265398364173,0.8484848484848485,0.7575757575757576,0,0,0,1,0
27,3.788223184535807,3.816717119453867,-0.01662516971210069,0.16195420920848846,-0.9000919694954064,1.8697545933247972,-1.6482878328570223,1.253850713683248,0.14208984375,0.30712890625,0.643798828125,0.0031180381774902344,1.5382509096718238,0.6767676767676768,0.7272727272727273,0,0,0,0,1
28,3.747660230148711,3.8979732610565305,-0.038286619513442297,0.034055523574352264,-3.885942897759378,1.3627267637832896,-4.202069671118807,1.6587987066423378,0.001220703125,0.00927734375,0.08154296875,-0.0002098679542541504,1.4908776364417868,0.2828282828282828,0.6363636363636364,0,0,0,0,1
29,3.5808192120029543,3.9636509763427297,-0.060696035421048636,-0.06418726593255997,-5.746006169123575,1.8507697623331711,-6.351759146666154,2.213887257061596,0.0,0.0009765625,0.013916015625,-3.740191459655762e-05,1.353948328240867,0.0707070707070707,0.25252525252525254,0,0,0,0,0
30,4.054280250405829,4.0549806962856,0.002691658130687552,-0.10692877322435379,0.3392387862113537,1.6627752470443207,0.18599224064564623,1.271041058581356,0.33447265625,0.584228515625,0.878173828125,0.0070941150188446045,1.8084707331817964,0.8686868686868687,0.9696969696969697,0,0,0,1,0
31,3.7732904610870137,3.8134124504819917,-0.019704242193224024,0.03149905055761337,-3.292354693847301,1.5776953815804715,-1.8490352846115456,1.3922472070988423,0.13916015625,0.28125,0.560791015625,-0.0016158223152160645,1.478842501732908,0.5757575757575758,0.6060606060606061,0,0,0,0,1
32,3.918974419679721,4.027223798823226,-0.03312335909882974,-0.14926497638225555,-3.7502193053951487,1.4944303272737367,-3.8180122594458226,1.43816742656214,0.0048828125,0.018798828125,0.099853515625,0.00020992755889892578,1.4236069165954712,0.29292929292929293,0.3939393939393939,0,0,0,0,0
33,3.711614923014309,3.7203252546413004,-0.009086788428991282,-0.10658486187458038,-0.18530964621459134,1.4131198228656812,-0.9101671720700324,1.1385360589672109,0.2373046875,0.474853515625,0.83056640625,0.00030791759490966797,1.336158289469105,0.32323232323232326,0.2222222222222222,0,0,0,1,0
34,3.9758039580191427,3.9800909653867684,-0.006595741142221841,-0.09897790104150772,-1.3498900651247823,2.1272349269995123,-0.5519211990067561,1.3425994948921793,0.294677734375,0.544677734375,0.834228515625,-0.003086090087890625,1.5004319059835678,0.6666666666666666,0.6565656565656566,0,0,0,1,0
35,4.008116428820755,4.094098629438463,-0.029809049624641284,0.04656955972313881,-3.648027864168398,1.4262866233255782,-2.9776601823186866,1.5400327207840807,0.029296875,0.089111328125,0.28515625,-0.00016048550605773926,1.5052580367372768,0.23232323232323232,0.6868686868686869,0,0,0,0,1
36,3.922984880976265,3.9512185185066078,-0.01683948093437832,0.0882193073630333,-0.3703912169803516,1.38724225329607,-1.4976000899196151,1.3031560798763537,0.171875,0.342041015625,0.670654296875,-0.007925838232040405,1.504202502087622,0.8787878787878788,0.6767676767676768,0,0,0,0,1
37,3.345919132335597,3.4377946163617943,0.02819522376320288,-0.3980541229248047,2.442724403081229,2.0487902160848637,2.477097658018465,1.2044048570914758,0.03759765625,0.10595703125,0.369384765625,0.0012519359588623047,1.3861622389931831,0.5050505050505051,0.3333333333333333,0,0,0,0,0
38,3.7462515893636277,3.74814012316256,0.004248861199701015,-0.1139446347951889,0.6918191425138502,1.7921989695453853,0.5536727471153426,1.3699418160764554,0.25,0.483642578125,0.821044921875,0.010239064693450928,1.6223972503317166,0.9393939393939394,0.8484848484848485,0,0,0,1,0
39,3.659587808445937,3.6778883139168745,0.013087203689421437,-0.25985607504844666,1.0141335052612703,1.9497540886028255,1.1648570222132548,1.4021237536511284,0.199951171875,0.383056640625,0.7080078125,0.00554656982421875,1.4580197614280375,0.8080808080808081,0.5353535353535354,0,0,0,0,1
40,3.8434948126000945,3.849008489010558,-0.007355233281264284,0.06639812886714935,0.3491704516200116,2.383475634444325,-1.0375647129067147,1.1867862829854399,0.258544921875,0.487548828125,0.7900390625,0.004127711057662964,1.3300128352428682,0.7575757575757576,0.21212121212121213,0,0,0,1,0
41,3.8497045039124944,3.940105382333567,-0.029970343684611607,0.09156972914934158,-4.7203768050530925,1.5259375082760367,-3.058283253771151,1.5492233921708287,0.033447265625,0.078857421875,0.26171875,5.8084726333618164e-05,1.4632086783635985,0.09090909090909091,0.5454545454545454,0,0,0,0,0
42,3.774089322194903,3.798787480862176,0.015445597122528184,0.16230884194374084,1.4409612393792486,1.5814051858672105,1.576782877658843,1.2675762882841257,0.12353515625,0.27294921875,0.6298828125,0.009464681148529053,1.7300265454175103,0.9191919191919192,0.9393939393939394,0,0,0,0,1
43,3.2305080395786594,3.298234027223518,-0.02374840232415427,0.008230789564549923,-2.758506851612765,1.2716180923698999,-2.4926924430712916,1.2911536283380425,0.043212890625,0.113525390625,0.37841796875,0.0005687475204467773,1.068939029628354,0.42424242424242425,0.010101010101010102,0,0,1,0,0
44,3.759902089814253,3.766695563217934,-0.008075831682710524,-0.14186738431453705,-2.2209504992642906,1.376942262614275,-0.9864124617797643,1.1733503719717728,0.2685546875,0.496826171875,0.804931640625,-0.0001717209815979004,1.4905197863383297,0.25252525252525254,0.6161616161616161,0,0,0,1,0
45,3.568158567575756,3.6650713846232152,-0.029901895096836783,0.04156951978802681,-1.0137952860823134,1.9599635178716113,-3.3374136329866815,1.352936780789939,0.006103515625,0.029541015625,0.1591796875,0.006188720464706421,1.2832820863841543,0.8383838383838383,0.16161616161616163,0,0,0,0,1
46,3.812943894097964,3.8434361692023247,-0.017256337463234614,0.24565447866916656,-2.2735368817520794,1.3249917064299863,-1.3422130299368291,1.1356409813778359,0.20556640625,0.3916015625,0.712890625,8.77678394317627e-05,1.2107028323673006,0.12121212121212122,0.0707070707070707,0,0,0,0,0
47,3.818239715622178,3.8273814441790917,-0.00944196784308699,0.1939237266778946,-1.027872893580934,1.5785160130314464,-0.8361317266153492,1.165487577255762,0.303955078125,0.546875,0.850341796875,0.00020715594291687012,1.4768632092010985,0.26262626262626265,0.5858585858585859,0,0,0,1,0
48,3.801972272087675,3.854311658380892,-0.022608164110518986,0.11641015112400055,-1.6108318932383554,1.681585596859352,-2.471375921748404,1.2642671054551589,0.04638671875,0.120361328125,0.373779296875,0.005145609378814697,1.4566445449846677,0.7878787878787878,0.5151515151515151,0,0,0,0,0
