unit,cnorm,raw_norm,row_mean,bias,current_z_mean,current_z_sd,ref_z_mean,ref_z_sd,h05,h1,h2,dce,w2col,dce_rank,w2_rank,target,matched,random,shallow,shallow_matched
0,3.427069528754727,3.481667718913557,-0.021934635911228333,0.079168900847435,-1.3043580788653344,1.617952064823981,-2.5331934598571024,1.1420558399598268,0.03076171875,0.079345703125,0.332763671875,0.0001976490020751953,1.4397946060329536,0.10101010101010101,0.3333333333333333,0,0,0,0,1
1,3.9460564035327406,3.9606105899421506,-0.01211525777877369,0.03690548241138458,-1.002936417251476,2.14449315207614,-1.1894550271649678,1.2880803959286935,0.24267578125,0.45068359375,0.7529296875,0.00755840539932251,1.7233342838591805,0.8484848484848485,0.9090909090909091,0,0,0,1,0
2,3.2852463590254324,3.332206962449996,-0.01990922003074511,0.046687182039022446,-2.6690867390061612,1.352759148366663,-2.117352923364706,1.0886224231735853,0.055419921875,0.151123046875,0.481689453125,0.00016433000564575195,1.2000797441619029,0.0707070707070707,0.050505050505050504,0,1,0,0,1
3,3.8375516093566406,3.8816989379085562,-0.020848833046329673,-0.07079074531793594,-0.4016377219959395,2.0581382312490417,-2.2366014202098086,1.2746523571851929,0.06689453125,0.161865234375,0.445068359375,0.002860844135284424,1.5099967614886765,0.7474747474747475,0.48484848484848486,0,0,0,0,1
4,3.985596073044922,3.9858796327006547,0.001697983838507103,-0.046367935836315155,2.048104428453371,2.5536938914378253,0.40758533578718925,1.0905318912931188,0.341552734375,0.621826171875,0.908935546875,0.005565375089645386,1.4813854870118708,0.8080808080808081,0.41414141414141414,0,0,0,1,0
5,3.5797215789646013,3.6644152845007416,-0.0279744050833554,0.08700357377529144,-3.6081970992381684,1.4041802305679307,-2.8887382656494083,1.6012975596024297,0.04931640625,0.114013671875,0.302734375,-0.0006522238254547119,1.5400594284151152,0.43434343434343436,0.5757575757575758,0,0,0,0,0
6,3.6242738555390708,3.6984727318327404,-0.026325561028730887,-0.0036266103852540255,-3.3380990531877615,1.298390260028554,-2.8867730460076473,1.3470623332142406,0.025634765625,0.072509765625,0.26416015625,0.0010949671268463135,1.4722564949958297,0.6262626262626263,0.3838383838383838,0,0,0,0,0
7,3.4303454150604966,3.562221624492273,-0.034296003578349755,0.11484908312559128,-4.133942191430833,1.5666689741182296,-3.5917759061485413,1.5566017918175792,0.0029296875,0.020263671875,0.141845703125,-5.766749382019043e-05,1.3627024671365398,0.0,0.1717171717171717,0,0,0,0,0
8,3.5856410934664513,3.6985012256318255,-0.03238183512365474,-0.0321820043027401,-1.4951093054296507,2.0673411559049883,-3.2299115242176413,1.477982814015546,0.01806640625,0.050537109375,0.2099609375,0.0009371042251586914,1.375282118034022,0.5353535353535354,0.18181818181818182,0,0,0,0,0
9,3.632869109948325,3.6443227360379007,-0.010310871664025436,-0.10524481534957886,-2.601604293275159,1.0057020417742788,-1.280031816085284,1.1697130546281078,0.193603515625,0.38232421875,0.733642578125,-0.000556647777557373,1.550540363685803,0.37373737373737376,0.6262626262626263,0,0,0,0,0
10,3.8583459487430014,3.8612311389941505,0.005329984559429416,-0.11941947042942047,1.3465820134442765,1.8196992370403233,0.44567180888407165,0.9893038906194626,0.35693359375,0.654296875,0.932373046875,0.015386730432510376,1.499970468395882,0.9494949494949495,0.4444444444444444,0,0,0,1,0
11,3.487382395755504,3.518073838214351,-0.016560324054325417,-0.14723412692546844,-2.6263951071887277,1.1379648156261726,-1.9727904853334621,1.2172858402021174,0.08642578125,0.217529296875,0.55078125,-7.402896881103516e-05,1.2262689501364057,0.020202020202020204,0.08080808080808081,0,0,0,0,0
12,3.6713266208965245,3.741155493654974,-0.025694567598683143,-0.000792056554928422,-2.8695663396501914,1.2280346323884288,-3.1169409872691176,1.3584342059597438,0.010498046875,0.047119140625,0.219482421875,0.00048097968101501465,1.516902382597528,0.35353535353535354,0.5050505050505051,0,0,0,0,0
13,3.3476957364811244,3.4768959134383524,-0.03353604611182312,0.08076506108045578,-2.7932672147799167,1.2065821578109692,-3.7120965519916354,1.4980962028074871,0.0068359375,0.028564453125,0.12890625,0.00040775537490844727,1.4352853722842376,0.2828282828282828,0.30303030303030304,0,0,0,0,0
14,3.648217686275423,3.686154253818787,-0.018838765954019808,0.06553152203559875,-1.8286662657628767,1.1308756990821698,-1.8054389535391238,1.270530959448021,0.140625,0.276123046875,0.575439453125,-0.00011283159255981445,1.7686309592655907,0.04040404040404041,0.9494949494949495,0,0,0,0,0
15,3.5598340217285713,3.6838228660279877,-0.03384637875179968,0.2053293138742447,-3.0092269504093565,1.7293533359930704,-3.1140072393354785,1.5674933958381372,0.019287109375,0.06201171875,0.252197265625,-0.0008493959903717041,1.7210069659095526,0.5050505050505051,0.898989898989899,0,0,0,0,1
16,3.924911098759125,3.927790248502176,-0.005370115610125307,-0.0013319096760824323,-2.7579512018210153,1.3272263948170386,-0.7879382918034992,1.1854086299592739,0.263671875,0.49755859375,0.842529296875,-0.000806957483291626,1.7581226130912775,0.48484848484848486,0.9191919191919192,0,0,0,1,0
17,3.6245752567649148,3.6700986847519363,-0.020580806514011115,-0.004608216695487499,-2.982949863333488,1.293590366852663,-2.1068164379439622,1.3778764032717865,0.08984375,0.197998046875,0.468505859375,0.0003769397735595703,1.4927719621039028,0.25252525252525254,0.43434343434343436,0,0,0,0,1
18,3.7750163992714563,3.802021548149092,-0.016155298533014312,-0.11185815930366516,-3.509482013832894,1.303959186226987,-1.9105741331104582,1.4003733192417882,0.128662109375,0.262939453125,0.551513671875,0.0002468526363372803,1.5825624030139385,0.1414141414141414,0.7070707070707071,0,0,0,0,0
19,3.997311725413383,3.999388834086906,0.0046028518349978224,0.04295841231942177,1.025619619183999,1.6125563069206887,0.08659418557181198,1.3363735855752592,0.296875,0.55078125,0.8623046875,0.002358049154281616,1.6088608029868365,0.7272727272727273,0.7474747474747475,0,0,0,1,0
20,3.6559254475284937,3.6933498343687807,-0.018730163695849747,0.10801324993371964,-1.8064436384884175,1.49141488965904,-1.7374955646173476,1.1368142829293928,0.11181640625,0.259521484375,0.624755859375,0.0004807412624359131,1.5856923261896563,0.3434343434343434,0.7272727272727273,0,0,0,0,0
21,3.3375138730536866,3.4177543018318315,-0.026294195420985267,0.03652281314134598,-2.593932010931894,2.1418463132996317,-2.704168358399329,1.152795912764661,0.014892578125,0.05712890625,0.2841796875,0.002248406410217285,1.1865500903393174,0.7070707070707071,0.04040404040404041,0,0,0,0,0
22,3.6771796910796843,3.6831076887582563,-0.007460077975096914,-0.07331471890211105,-2.5939567660316243,1.3329596436980449,-1.1344834863366486,1.0376922283651586,0.21875,0.4619140625,0.804931640625,0.0003733634948730469,1.5013765405288029,0.24242424242424243,0.45454545454545453,0,0,0,1,0
23,4.108187170114558,4.173516285815027,-0.026269705025548987,-0.04724046215415001,-1.8012706269219052,2.184094004412507,-2.8445477271434356,1.4334809187713058,0.04296875,0.097412109375,0.28564453125,0.004432380199432373,1.7627712604129433,0.7878787878787878,0.9393939393939394,0,0,0,0,1
