arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
LR,std,2,0,0.001,14,none,0.7978125,1,1,0,0,-8.732610703,33.2776947,-21.39879036,0.4577500522,77.2247559,0,0,-38.49256134,29.9527607,-56.38932419,0.1682499647,82.01497573,8.732865334,1.615927696,0.8681043386,2600,2600,34500,1900,2100,1200,1199
LR,std,2,0,0.001,15,none,0.7675815217,1,1,0,0,-8.76802063,33.10800171,-20.05100441,0.4517500997,77.44249329,0,0,-37.88773727,30.72200203,-58.74460983,0.1757499576,80.50597552,8.924684525,1.644258618,0.8237873316,2300,2300,36800,1600,1800,1200,1200
LR,std,2,0,0.001,16,none,0.7614583333,1,1,0,0,-8.172087669,34.21315002,-22.10794258,0.4570000768,77.93319439,0,0,-39.14826202,30.94758606,-57.61800766,0.1689999551,81.63757608,9.189401627,1.653383374,0.8149872422,2400,2400,39200,1700,1900,1200,1199
LR,std,2,0,0.001,17,none,0.7901157407,1,1,0,0,-8.276233673,34.97482681,-20.29850769,0.4577501118,77.8234007,0,0,-41.16896439,32.7525444,-58.74913025,0.16899997,83.27156468,9.501369476,1.683787704,0.8271026611,2700,2700,41900,1700,2200,1200,1200
LR,std,2,0,0.001,18,none,0.770575,1,1,0,0,-8.27613163,34.42767334,-21.88522148,0.4570000768,78.57172605,0,0,-39.92695236,32.10449982,-65.06053925,0.1734999567,82.95446914,9.689898491,1.709857941,0.7933538556,2500,2500,44400,1800,2000,1200,1192
LR,std,2,0,0.001,19,none,0.7782,1,1,0,0,-9.034816742,35.65725327,-18.85155296,0.4525001049,78.76017307,0,0,-40.6620636,33.15443039,-61.26206589,0.1712499559,82.66997873,9.922174454,1.728245497,0.7649139166,2500,2500,46900,1800,2000,1200,1199
LR,std,2,0,0.001,20,none,0.7756770833,1,1,0,0,-7.964184761,36.01054382,-26.94939423,0.4607501328,78.51319027,0,0,-43.26185226,34.23608398,-71.89305878,0.1667499393,81.39623487,10.10199261,1.755279779,0.7722600698,2400,2400,49300,1600,1900,1200,1200
LR,std,2,0,0.001,21,none,0.788575,1,1,0,0,-8.716128349,36.16216278,-23.97640991,0.4607501328,78.7995841,0,0,-42.82241058,34.68391037,-69.13295746,0.1772499681,84.00638479,10.29123878,1.755966067,0.7585676312,2500,2500,51800,1700,2000,1200,1199
LR,std,2,0,0.001,22,none,0.7660677083,1,1,0,0,-9.042619705,37.19770432,-26.66082573,0.4592500925,78.9088957,0,0,-43.12553024,35.91031265,-65.03554535,0.1764999628,83.24657192,10.51182461,1.786568284,0.7660968304,2400,2400,54200,1900,1900,1200,1197
LR,std,2,0,0.001,23,none,0.7801630435,1,1,0,0,-9.005234718,36.87953949,-30.33850288,0.4600001276,79.78333782,0,0,-44.36912155,35.44509125,-75.42414856,0.1764999628,83.49000633,10.67241478,1.794687986,0.76375705,2300,2300,56500,1600,1800,1200,1198
LR,std,2,0,0.001,24,none,0.798675,1,1,0,0,-9.552968979,37.75876999,-24.79498482,0.4660000801,78.83822181,0,0,-45.09899902,37.25657654,-63.72789383,0.174249962,84.05969077,10.85141563,1.826322436,0.7475771904,2500,2500,59000,1600,2000,1200,1200
LR,std,2,0,0.001,25,none,0.79145,1,1,0,0,-10.58400154,39.26597977,-26.74105644,0.45325014,78.90206414,0,0,-45.33915329,37.740242,-68.34946442,0.1757499576,83.49390624,11.0294199,1.825992107,0.7498993278,2500,2500,61500,1700,2000,1200,1199
LR,std,2,0,0.001,26,none,0.7874553571,1,1,0,0,-10.8888092,39.02360916,-22.19395065,0.4510000646,78.72383211,0,0,-48.94906998,38.4690361,-70.68949127,0.1644999534,82.88004811,11.2064085,1.863482714,0.7690957189,2800,2800,64300,1900,2300,1200,1200
LR,std,2,0,0.001,27,none,0.7904241071,1,1,0,0,-10.63255405,39.96208572,-26.00936317,0.4510001242,78.96527234,0,0,-48.95632172,39.15712357,-71.37978363,0.1637499481,83.95860099,11.42328262,1.883602858,0.7669762969,2800,2800,67100,1800,2300,1200,1200
LR,std,2,0,0.001,28,none,0.7879,1,1,0,0,-11.04508495,40.12114334,-26.29981422,0.4457501471,78.51394718,0,0,-51.19062424,41.03186035,-75.33210754,0.1629999578,82.11274689,11.60592842,1.891788006,0.7444940805,2500,2500,69600,1700,2000,1200,1199
LR,std,2,0,0.001,29,none,0.7909027778,1,1,0,0,-11.48839569,41.40552521,-28.16091156,0.4442501068,78.68392994,0,0,-50.82802963,40.13529205,-74.1941452,0.1712499559,83.39890355,11.81221962,1.921939611,0.7474073172,2700,2700,72300,1800,2200,1200,1199
LR,std,2,0,0.001,30,none,0.7792,1,1,0,0,-11.61184788,40.15232849,-27.82990265,0.4465000927,78.86290221,0,0,-51.17248917,40.92083359,-75.47694397,0.1682499498,82.15332664,11.97689915,1.928018212,0.7290444374,2500,2500,74800,1800,2000,1200,1198
LR,std,2,0,0.001,31,none,0.781525,1,1,0,0,-11.24465752,40.18981552,-29.7947464,0.4450001121,79.34390287,0,0,-52.48567963,40.67489243,-81.36167145,0.1667499542,83.76817085,12.11665344,1.965964437,0.7380158901,2500,2500,77300,1600,2000,1200,1199
LR,std,2,0,0.001,32,none,0.7861830357,1,1,0,0,-12.13410664,41.42354202,-31.05471039,0.4367500842,79.63376131,0,0,-51.43599701,42.06604385,-77.45735168,0.1674999595,83.80584109,12.3412466,1.964695215,0.7601857781,2800,2800,80100,1900,2300,1200,1200
LR,std,2,0,0.001,33,none,0.774453125,1,1,0,0,-12.50689983,41.15097809,-32.76656342,0.4375001192,79.2479102,0,0,-53.06900406,41.64489365,-76.51378632,0.1644999534,83.90934178,12.4765625,1.954140663,0.7320120931,2400,2400,82500,1700,1900,1200,1200
LR,std,2,0,0.001,34,none,0.7860817308,1,1,0,0,-11.385746,41.28347397,-32.394104,0.4405000806,79.92334513,0,0,-52.6521759,42.38961029,-74.4524231,0.1704999655,84.48877552,12.59482574,1.967128754,0.740588665,2600,2600,85100,1800,2100,1200,1198
LR,std,2,0,0.001,35,none,0.7949537037,1,1,0,0,-10.81267643,41.68206787,-31.07070351,0.4480001032,79.76923184,0,0,-53.42070007,43.29201889,-82.12730408,0.1712499559,83.10276182,12.74174404,1.997632146,0.7418469787,2700,2700,87800,1700,2200,1200,1199
LR,std,2,0,0.001,36,none,0.769875,0.9500000477,0.9500000477,0,0,-11.9853878,41.35658646,-30.86979294,0.4472501278,79.08151145,0,0,-61.79041672,44.84283447,-83.25978851,0.1502499729,81.51724859,12.92643738,2.000522375,0.743624568,2500,2500,90300,1700,2000,1140,1088
LR,std,2,0,0.001,37,none,0.7856034483,1,1,0,0,-11.60423946,40.85380554,-32.67337418,0.4540001452,80.03271474,0,0,-58.64468384,43.94226456,-82.58679962,0.1614999622,82.54828886,13.08154678,2.018856525,0.7458618879,2900,2900,93200,1900,2400,1200,1199
LR,std,2,0,0.001,38,none,0.7959722222,1,1,0,0,-12.31574249,43.16339874,-34.97313309,0.4457500875,79.95174834,0,0,-56.85548401,45.97475815,-84.5039444,0.1629999578,82.64024807,13.24235821,2.022870064,0.7506455779,2700,2700,95900,1800,2200,1200,1199
LR,std,2,0,0.001,39,none,0.8138839286,1,1,0,0,-13.24922085,42.02781296,-26.2916832,0.4465000927,80.40795332,0,0,-54.03562164,45.01176453,-81.3815918,0.1734999567,84.06929996,13.33677006,2.035011053,0.7534052134,2800,2800,98700,1800,2300,1200,1200
LR,std,2,0,0.001,40,none,0.7634635417,1,1,0,0,-12.86013985,43.16133118,-30.07078171,0.4397501349,80.29899594,0,0,-56.62171936,44.0093956,-79.45553589,0.1614999622,83.67310889,13.46117306,2.030363083,0.7317811847,2400,2400,101100,1700,1900,1200,1198
LR,std,2,0,0.001,41,none,0.77625,1,1,0,0,-13.0076561,43.10060501,-29.78451538,0.4397500753,79.88151756,0,0,-56.74371338,45.88176727,-84.70404053,0.1599999517,81.52791894,13.59621334,2.053604841,0.7220696807,2500,2500,103600,1800,2000,1200,1200
LR,std,2,0,0.001,42,none,0.791637931,1,1,0,0,-13.54719925,44.07686234,-29.22678375,0.4405000806,80.26097178,0,0,-57.96084595,46.84430695,-80.61626434,0.1712499559,83.67999402,13.74422169,2.073928595,0.7352580428,2900,2900,106500,2100,2400,1200,1200
LR,std,2,0,0.001,43,none,0.7947916667,1,1,0,0,-13.74509811,43.38022995,-32.55270386,0.4367500842,80.47940195,0,0,-54.03773117,44.3656044,-83.6381073,0.174249962,84.4801362,13.83079529,2.067534447,0.7257906795,2700,2700,109200,1600,2200,1200,1200
LR,std,2,0,0.001,44,none,0.7963194444,1,1,0,0,-14.70031929,44.68187332,-29.60087013,0.4382500947,80.08623967,0,0,-57.01699829,46.42789841,-84.21012115,0.1749999523,84.40379802,14.00469017,2.061755896,0.7350666523,2700,2700,111900,1900,2200,1200,1200
LR,std,2,0,0.001,45,none,0.7994471154,1,1,0,0,-14.37235355,44.64967728,-32.18259048,0.4352501035,80.27976536,0,0,-59.04195404,46.55789948,-81.3265152,0.1667499542,83.61823578,14.14545536,2.078038454,0.7234145403,2600,2600,114500,1600,2100,1200,1200
LR,std,2,0,0.001,46,none,0.77805,1,1,0,0,-14.27231026,43.57598495,-34.47185516,0.4330000877,80.18632964,0,0,-60.25662994,46.77202606,-87.83457184,0.1614999622,82.52687982,14.20001507,2.085130215,0.7095490098,2500,2500,117000,1800,2000,1200,1200
LR,std,2,0,0.001,47,none,0.7895601852,0.9991666675,0.9991666675,0,0,-13.53042221,45.59986877,-30.94124031,0.4375001192,79.86784813,0,0,-61.45544434,48.44900894,-86.96126556,0.157749936,82.48182505,14.38863659,2.111049414,0.7322199345,2700,2700,119700,1900,2200,1199,1199
LR,std,2,0,0.001,48,none,0.8127291667,1,1,0,0,-14.98225784,46.32936859,-33.23527908,0.4292500913,80.37070564,0,0,-58.7673645,48.83709717,-83.60476685,0.1719999611,84.92340616,14.47974682,2.111540079,0.7462007403,3000,3000,122700,1900,2500,1200,1199
LR,std,2,0,0.001,49,none,0.783275,1,1,0,0,-15.09298038,46.5467453,-32.15059662,0.4300001264,79.4722403,0,0,-61.20226669,49.71530151,-89.65139771,0.1637499481,83.93489088,14.53209496,2.12108779,0.7358266115,2500,2500,125200,1700,2000,1200,1200
LR,std,2,0,0.001,50,none,0.7733796296,1,1,0,0,-15.00432014,46.74501419,-31.21058083,0.431500107,79.60746817,0,0,-62.53407669,48.70563507,-93.6858902,0.1584999561,83.18158352,14.70827961,2.120528221,0.741202116,2700,2700,127900,2000,2200,1200,1200
