arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LE,raw,0,0,0.001,1,none,0.8787,0.9766666889,0.9766666889,0,0,-11.26977634,8.598194122,-38.14473724,0.1637499481,63.16446636,0,0,-3.164233208,6.411510944,-10.14720345,0.3425194323,73.61271124,6.920731544,1.590855002,1.859844089
LE,raw,0,0,0.001,2,none,0.8484625,1,1,0,0,-14.07857418,13.80661488,-68.36833191,0.2034999877,59.88038243,0,0,-16.40433693,16.25543404,-34.65843964,0.1458048224,81.27750293,10.2580843,2.358057261,2.506752253
LE,raw,0,0,0.001,3,none,0.2182479167,0.4950000048,0.4950000048,0,0,-27.00379181,19.95451927,-236.967453,0.1674999595,41.02102416,0.02999999933,0,-84.1664505,34.13303757,-145.7037201,0.007874471135,50.20950183,13.70695686,2.636352539,2.063955784
LE,raw,0,0,0.001,4,none,0.2127625,0.3458333313,0.3458333313,0,0,-42.86002731,24.34871483,-309.8151245,0.1337499619,36.25858543,0.0700000003,0,-122.0437393,44.50679398,-217.6900635,0.004166699946,46.40207349,16.25333595,2.872727156,1.992854714
LE,raw,0,0,0.001,5,none,0.1221125,0.1483333409,0.1483333409,0,0,-108.2019882,38.38544464,-702.8604126,0.1022499651,15.74794455,0.7400000095,0,-299.6378784,87.58120728,-554.4716187,6.589869743e-16,14.8130151,17.94456863,2.901805878,1.875970244
LE,raw,0,0,0.001,6,none,0.1017020833,0.1066666692,0.1066666692,0,0,-146.2495575,46.97464752,-908.706604,0.09999996424,9.690845074,0.9499999881,0,-433.2714539,123.5940094,-750.4432373,1.675537481e-26,3.626296426,18.43787575,2.906143904,1.857316136
LE,raw,0,0,0.001,7,none,0.09814791667,0.09916666895,0.09916666895,0,0,-168.0486298,55.27204895,-997.3733521,0.09999996424,8.192252788,0.9799999595,0,-500.7650146,140.4076385,-828.5349731,2.834156376e-29,2.314897876,18.48412704,2.906143904,1.855157256
LE,raw,0,0,0.001,8,none,0.10154375,0.1141666695,0.1141666695,0,0,-187.6025391,56.62415695,-1148.580078,0.09999996424,6.693727155,1,0,-590.7059326,161.6009521,-979.3590088,8.246936839e-34,1.000000454,19.24922943,2.906143904,1.835669041
LE,raw,0,0,0.001,9,none,0.1018645833,0.1191666722,0.1191666722,0,0,-187.6025696,56.6240654,-1148.580078,0.09999996424,6.693674758,1,0,-590.692749,161.6015472,-979.3596191,8.217354789e-34,1.000000454,19.24922943,2.907419205,1.841270924
LE,raw,0,0,0.001,10,none,0.1059395833,0.09833333641,0.09833333641,0,0,-187.6025696,56.6240654,-1148.580078,0.09999996424,6.693674856,1,0,-590.692749,161.6015472,-979.3596191,8.217480604e-34,1.000000454,19.24922943,2.907360077,1.836776972
LE,raw,0,0,0.001,11,none,0.09765833333,0.1000000015,0.1000000015,0,0,-187.6025696,56.62406158,-1148.580078,0.09999996424,6.693669827,1,0,-590.6914673,161.6015778,-979.3596191,8.214471155e-34,1.000000454,19.24922943,2.90817976,1.835879326
LE,raw,0,0,0.001,12,none,0.1019666667,0.1000000015,0.1000000015,0,0,-187.6025696,56.62405396,-1148.580078,0.09999996424,6.693667986,1,0,-590.69104,161.6016083,-979.3596191,8.213280048e-34,1.000000454,19.24922943,2.90866971,1.836160064
LE,raw,0,0,0.001,13,none,0.1026291667,0.1200000048,0.1200000048,0,0,-187.6025696,56.62405396,-1148.580078,0.09999996424,6.693668172,1,0,-590.69104,161.6016083,-979.3596191,8.213405863e-34,1.000000454,19.24922943,2.908562899,1.835083604
LE,raw,0,0,0.001,14,none,0.09772291667,0.1058333367,0.1058333367,0,0,-187.6025696,56.62405777,-1148.580078,0.09999996424,6.693668376,1,0,-590.6911621,161.601593,-979.3596191,8.213594126e-34,1.000000454,19.24922943,2.908457518,1.833069801
LE,raw,0,0,0.001,15,none,0.09769375,0.1041666716,0.1041666716,0,0,-187.6025696,56.62405396,-1148.580078,0.09999996424,6.693667119,1,0,-590.6908569,161.6016083,-979.3596191,8.21265373e-34,1.000000454,19.24922943,2.908857107,1.833993077
LE,raw,0,0,0.001,16,none,0.1074104167,0.09000000358,0.09000000358,0,0,-187.6025696,56.62405396,-1148.580078,0.09999996424,6.693666219,1,0,-590.6906128,161.6016083,-979.3596191,8.212152308e-34,1.000000454,19.24922943,2.909110069,1.834770441
LE,raw,0,0,0.001,17,none,0.09994375,0.113333337,0.113333337,0,0,-187.6025696,56.62405396,-1148.580078,0.09999996424,6.693666044,1,0,-590.6905518,161.6016083,-979.3596191,8.21208986e-34,1.000000454,19.24922943,2.909217358,1.83395505
