step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
0,B_w20_K100_c0.0_lr0.01_s0,0,0,0,17.4253,12.9387,0.174345,0.502005,0,1.36177,75.6667,0.017997,15.8822,0.16017,6.24337,6.24337,0,1.4576,-0.000832844,nan,0.00449733,-0.0108461,-0.000660201,-0.00490048,-0.00796891,0.4895,0.5011,nan,nan
0,B_w20_K100_c0.0_lr0.01_s1,0,0,0,17.5844,13.4374,0.166087,0.49599,0,1.62926,93.2728,0.0174677,16.2645,0.164132,6.09266,6.09266,0,1.85244,-0.000783666,nan,0.00285555,-0.00739816,-0.000482123,-0.00314818,-0.00443271,0.485,0.498025,nan,nan
1000,B_w20_K100_c0.0_lr0.01_s0,0,0,0,17.6882,13.5287,0.16544,0.495489,0,0.0533345,5.91492,0.00901693,16.3307,0.158045,6.32731,6.32731,0,0.33877,-0.0702009,nan,0.0325773,-0.121939,-0.0533606,-0.0899851,-0.100546,0.457,0.480775,nan,nan
1000,B_w20_K100_c0.0_lr0.01_s1,0,0,0,17.8615,14.1746,0.161241,0.495489,0,0.0828083,7.19353,0.0115115,16.4307,0.154957,6.45339,6.45339,0,0.524208,-0.091773,nan,0.0397588,-0.169146,-0.068352,-0.106633,-0.124029,0.4435,0.471925,nan,nan
2000,B_w20_K100_c0.0_lr0.01_s0,0,0,0,17.8756,14.0003,0.162067,0.495238,0,0.144043,10.0485,0.0143347,16.5528,0.147966,6.75831,6.75831,0,0.551386,-0.124188,nan,0.0438563,-0.190821,-0.0990671,-0.144933,-0.165852,0.4235,0.46195,nan,nan
2000,B_w20_K100_c0.0_lr0.01_s1,0,0,0,17.9701,14.3466,0.160703,0.491479,0,0.0466504,4.06231,0.0114837,16.6177,0.150963,6.62413,6.62413,0,0.401511,-0.133828,nan,0.0547063,-0.240814,-0.104819,-0.138233,-0.204989,0.417,0.456,nan,nan
3000,B_w20_K100_c0.0_lr0.01_s0,0,0,0,18.0326,14.2653,0.160372,0.490226,0,0.0442761,4.39642,0.010071,16.7466,0.149746,6.67798,6.67798,0,0.416247,-0.173267,nan,0.0430702,-0.239611,-0.14471,-0.191222,-0.223676,0.3955,0.442775,nan,nan
3000,B_w20_K100_c0.0_lr0.01_s1,0,0,0,18.1093,14.7879,0.154756,0.495238,0,0.10644,8.83886,0.0120423,16.7907,0.139065,7.19087,7.19087,0,0.572697,-0.177959,nan,0.0575717,-0.264212,-0.146667,-0.190319,-0.214704,0.408,0.4399,nan,nan
4000,B_w20_K100_c0.0_lr0.01_s0,0,0,0,18.1957,14.5861,0.159283,0.490727,0,0.132257,11.1347,0.0118779,16.8961,0.149084,6.70764,6.70764,0,0.493762,-0.216166,nan,0.0526129,-0.344604,-0.187627,-0.262028,-0.284393,0.3895,0.428875,nan,nan
4000,B_w20_K100_c0.0_lr0.01_s1,0,0,0,18.1876,14.9129,0.15184,0.492481,0,0.0789733,8.74379,0.00903193,16.5751,0.137822,7.25575,7.25575,0,0.481297,-0.220289,nan,0.0585497,-0.317778,-0.189937,-0.24972,-0.270811,0.385,0.4225,nan,nan
