step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
0,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.78136,4.64475,0.144401,0.447619,0,1.147,56.5256,0.0202917,4.89348,0.293389,3.40844,3.40844,0,1.34822,-0.0014165,nan,0.001735,-0.00357631,-0.00109755,-0.0027554,-0.00280153,0.4855,0.497,nan,nan
0,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.70921,4.0663,0.216107,0.466667,0,6.65195,326.199,0.0203923,4.77348,0.411675,2.4291,2.4291,0,4.84388,-0.00722075,nan,0.0108498,-0.0279904,-0.00573278,-0.0160907,-0.0231258,0.4925,0.4993,nan,nan
1000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.79329,4.4674,0.172779,0.514286,0,0.0107644,0.939563,0.0114568,4.8286,0.295736,3.38139,3.38139,0,0.361613,-0.0654177,nan,0.0786958,-0.182351,-0.0555512,-0.13326,-0.150164,0.4335,0.4707,nan,nan
1000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.71622,3.83615,0.195849,0.457143,0,0.0324512,2.85091,0.0113827,4.76488,0.426515,2.34459,2.34459,0,0.361125,-0.0882656,nan,0.150372,-0.29837,-0.0827204,-0.250239,-0.289365,0.366,0.4647,nan,nan
2000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.80626,4.34143,0.204541,0.457143,0,0.0652254,3.84272,0.0169738,4.79526,0.336096,2.97534,2.97534,0,0.583832,-0.0495787,nan,0.0684068,-0.152076,-0.0440215,-0.112652,-0.129629,0.4485,0.4792,nan,nan
2000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.7346,4.01901,0.150656,0.47619,0,0.0663677,3.98637,0.0166487,4.81855,0.402648,2.48356,2.48356,0,0.795558,-0.116648,nan,0.152602,-0.319057,-0.110691,-0.291477,-0.327346,0.354,0.454,nan,nan
3000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.84693,4.32678,0.215452,0.419048,0,0.156664,14.7175,0.0106447,4.73151,0.330644,3.0244,3.0244,0,0.572161,-0.0189833,nan,0.0593074,-0.113911,-0.0162852,-0.0654231,-0.0961248,0.459,0.4893,nan,nan
3000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.71559,3.76976,0.157107,0.457143,0,0.0197341,1.24691,0.0158265,4.77158,0.424629,2.355,2.355,0,0.680017,-0.143061,nan,0.191999,-0.392745,-0.146213,-0.388742,-0.428582,0.322,0.4423,nan,nan
4000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.78932,3.99939,0.220723,0.419048,0,0.153955,8.48327,0.018148,4.7351,0.351566,2.84441,2.84441,0,0.682146,-0.0933238,nan,0.123243,-0.198865,-0.0944962,-0.185007,-0.186392,0.4115,0.4605,nan,nan
4000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.72507,3.97152,0.133819,0.476191,0,0.0347986,2.80442,0.0124085,4.8634,0.375995,2.65961,2.65961,0,0.787134,-0.170953,nan,0.166864,-0.394037,-0.172835,-0.396715,-0.431392,0.329,0.4255,nan,nan
5000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.86956,4.46033,0.213797,0.428571,0,0.0295886,2.28186,0.0129669,4.75595,0.30945,3.23154,3.23154,0,0.488266,-0.12226,nan,0.0857857,-0.24248,-0.119829,-0.211922,-0.240162,0.39,0.4465,nan,nan
5000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.74626,4.07961,0.149182,0.47619,0,0.239057,15.2399,0.0156863,4.87032,0.334327,2.99109,2.99109,0,0.683462,-0.111,nan,0.199113,-0.425645,-0.119901,-0.363768,-0.453788,0.34,0.4496,nan,nan
6000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.86419,4.32553,0.247642,0.409524,0,0.0205428,1.83654,0.0111856,4.66663,0.336899,2.96825,2.96825,0,0.395608,-0.142713,nan,0.0939441,-0.2497,-0.143937,-0.229211,-0.252103,0.387,0.4375,nan,nan
6000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.73791,3.98685,0.11467,0.485714,0,0.261026,13.4495,0.0194079,4.89614,0.349184,2.86382,2.86382,0,1.08437,-0.150902,nan,0.174255,-0.404562,-0.157341,-0.362143,-0.417332,0.338,0.4288,nan,nan
