arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA3,0,0.001,1,none,0.9682541667,1,1,0,0,-0.2598854899,0.4978815615,-2.025878429,0.2186949253,0.3289168477,7.776921401,0,0,-1.023483396,1.461046338,-1.793438554,0.1904683709,0.3682017624,14.04035864,0,0,-1.399062753,4.772312164,-7.98366785,0.3668023348,81.05008569,0,0,3.118319988,3.88035202,-3.476839304,0.8392698765,48.54629784,0.9824749231,2.254448175,3.100386381,1.39213562,1.731692553,5.667454243,2.889793396,16.05047798,0,3,2.005560398,1.335591912,12.63315582,0,3,0.6485663056,0.4612327814,0.8512889743,0,3,0.8020380735,0.55410254,1.629534602,0,3
SWA3,0,0.001,2,none,0.8634291667,0.9983333349,0.9983333349,0,0,-1.901523232,1.102035284,-13.20920944,-0.00242165057,0.01524540596,6.429044189,0,0,-7.88863039,4.560729504,-27.95321655,0.004680045415,0.06395113468,10.59259971,0,0,-15.24603844,6.253335953,-44.86871719,-0.01291343756,61.49098599,0,0,0.5852924585,0.5171450973,0.1808398962,0.973395288,32.96272146,1.450330257,3.463615417,5.06453228,3.14663744,4.604935169,2.599035025,0.5053447485,4.333334923,0,3,0.6250896454,0.2328687906,1.405790687,0,3,0.4846329689,0.2234722972,0.7383359671,0,3,6.098736763,2.938624859,9.294023514,0,3
SWA3,0,0.001,3,none,0.2513083333,0.3841666877,0.3841666877,0,0,0.3614494503,0.9598462582,-0.9621589184,0.8492188454,0.9005120993,3.238190958,0,0,-96.77411652,39.59620667,-1646.03064,-0.01440238487,-0.005480185617,3.316599453,0.02999999933,0,-1680.030273,241.2554474,-3247.877197,-1.186167424e-06,22.05782706,0,0,0.1264940351,0.938221693,-1.311924696,0.6149833202,29.31073517,2.086512089,7.480207443,6.943386078,4.127429008,4.287508011,2.087665081,0.4757070243,25.15891457,0,3,0.04856860265,0.004667527042,0.1382172108,0,3,0.0127443485,0.006881468929,0.02786595002,0,3,2.544196844,1.723557472,4.670116425,0,3
SWA3,0,0.001,4,none,0.2401708333,0.2366666794,0.2366666794,0,0,11.64575958,5.606444359,-9.61511898,1.016972661,1.0150038,2.571715862,0,0,-204.7885132,277.2824097,-4374.246094,0.007294556592,0.04960057884,2.358868586,0.1400000006,0,-29042.10156,6436.316406,-61717.98828,-4.145594175e-06,16.54721313,0,0,-0.6698403358,9.240293503,-3.09572649,0.4861693978,21.14072271,4.132409573,8.251833916,9.126347542,4.312766552,3.958468914,0.5236952305,0.3010547161,3.399361134,0,3,0.01092379447,0.0016734167,0.04126291722,0,3,0.001000000047,0.001000000047,0.001201962004,0.9499999881,5.642051697,0.1668538302,0.06022356451,0.3822332621,0,3
SWA3,0,0.001,5,none,0.1403145833,0.1808333397,0.1808333397,0,0,15.97625351,7.185957909,-3.254014492,1.018777132,1.01558125,2.15511116,0,0,-725.2299805,545.6066895,-6538.306641,-0.01646628045,-0.007907804102,1.74085812,0.5299999714,0,-59813.55469,12599.6084,-116828.7344,-2.347913808e-10,8.153729087,0,0,-0.5135912299,11.17254448,-1.655718207,0.4958114326,8.251097546,5.107605457,8.911500931,9.559760094,4.698671818,3.960628271,0.3792359829,0.222823754,19.89330101,0,3,0.005071108695,0.001106965239,0.02741874382,0,3,0.001000000047,0.001000000047,0.001000000047,1,12.25868034,0.2893983126,0.1158749387,1.314700246,0,3
SWA3,0,0.001,6,none,0.1152354167,0.1208333373,0.1208333373,0,0,28.46209717,12.50615597,-0.3958864808,1.018877745,1.01555264,1.789878169,0,0,-1933.171753,1197.757202,-13083.87207,-0.01105061267,-0.003486837959,1.523228867,0.8599999547,0,-135053.1562,31360.60547,-280901.1875,-4.965903948e-18,2.127207566,0,0,-0.02587730065,1.68362689,-0.6372124553,0.4990066588,2.858226875,8.02733326,11.70252132,9.55975914,4.815554619,3.623771429,0.223822251,0.1470007896,13.55745697,0,3,0.002251056489,0.001000000047,0.01596183889,0.25,3,0.001000000047,0.001000000047,0.001000000047,1,30.44071388,1.559311867,0.379318893,14.0194416,0,3
SWA3,0,0.001,7,none,0.1116125,0.1174999997,0.1174999997,0,0,33.73744202,14.75768089,0.7291500568,1.018710613,1.015282512,1.702904276,0,0,-3593.135986,1942.945557,-16499.75391,-0.01630643941,-0.005443914793,1.43574172,0.8999999762,0,-172788.4062,38411.46875,-338313.4375,-2.248037798e-21,2.522511144,0.009999999776,0,-0.02733828872,0.1840026081,-0.4924648106,0.2734965086,3.075020232,9.054068565,13.59478569,9.565899849,4.885629177,2.873085737,0.1969093084,0.1301460117,6.729556561,0,3,0.001534405514,0.001000000047,0.01762619615,0.3125,3,0.001000000047,0.001000000047,0.001000000047,1,37.13277435,17.41633034,5.569543839,200.3428802,0,3
SWA3,0,0.001,8,none,0.1147229167,0.1158333346,0.1158333346,0,0,36.70295715,16.00419044,0.1540935487,1.01870358,1.015118003,1.657265068,0,0,-4209.720215,2553.540283,-19146.26367,-0.01612699963,-0.008208305575,1.437491578,0.9599999785,0.04999999702,-192256.4062,44475.28906,-377369.0312,-3.07783233e-24,1.001142472,0,0,0.483063817,36.19745636,-3.889847517,0.4998912811,1.021902126,9.834292412,13.93891048,9.565942764,4.925059795,1.907170177,0.180462271,0.1197800562,13.77457523,0,3,0.001187993912,0.001000000047,0.008417781442,0.375,3.000000238,0.001000000047,0.001000000047,0.001000000047,1,42.91347885,0.08777343482,0.01734555885,0.9889252186,0,3
SWA3,0,0.001,9,none,0.1181041667,0.1191666722,0.1191666722,0,0,39.89496994,17.45250511,1.243015051,1.018789649,1.015313268,1.62797985,0,0,-5339.775879,3006.865234,-21532.23828,-0.01398531906,-0.002759448485,1.43669984,0.9799999595,0.1299999952,-210451.2031,48677.62891,-411266.7188,-5.1408016e-26,1.287292538,0,0,-0.06517097354,2.784680128,-0.3805980682,0.4995450377,1.323255593,10.54681396,15.23660755,9.565942764,4.929855824,1.498914599,0.1682371944,0.113109082,4.129625797,0,3,0.001000000047,0.001000000047,0.01305731945,0.5,3.000000238,0.001000000047,0.001000000047,0.001000000047,1,47.12889862,1.149731636,0.3078169227,146.4281311,0,3
SWA3,0,0.001,10,none,0.1225479167,0.1216666698,0.1216666698,0,0,45.21825409,19.81278038,0.5966350436,1.018642426,1.015107751,1.574865235,0,0,-6805.852539,3569.060303,-25252.2832,-0.007519034669,-0.003211003961,1.379353536,0.9799999595,0.2800000012,-251192.9688,58338.75,-492815.2188,-1.925702369e-30,1.031199161,0,0,0.002794283442,0.002572427969,-0.1324074417,0.5025008917,1.406661709,11.7598753,16.58302116,9.565942764,4.936681747,1.538695574,0.1505652368,0.1031916216,5.389639378,0,3,0.001000000047,0.001000000047,0.005166867748,0.625,3.521739244,0.001000000047,0.001000000047,0.001000000047,1,56.12158203,2.566033363,0.7067083716,49.15879059,0,3
