step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
26000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.43176,2.9072,0.378712,0.428571,0,0.0173582,2.81709,0.00616175,4.16805,0.616426,1.62225,1.62225,0,0.238635,-0.65843,nan,0.337702,-1.11396,-0.466563,-0.862693,-0.878455,0.2015,0.3286,nan,nan
26000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.49408,3.22443,0.226803,0.47619,0,0.0112088,2.89458,0.00387234,4.67847,0.391296,2.55561,2.55561,0,0.20343,-0.792459,nan,0.367999,-1.10437,-0.576494,-0.8826,-0.930839,0.1675,0.28,nan,nan
27000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.42783,2.94749,0.392791,0.438095,0,0.0278145,3.55823,0.00781693,4.32832,0.598585,1.67061,1.67061,0,0.267964,-0.66575,nan,0.347378,-1.15912,-0.474698,-0.879041,-0.91504,0.188,0.3296,nan,nan
27000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.55721,3.32043,0.287753,0.438095,0,0.0119311,2.6373,0.00452398,4.63635,0.434751,2.30017,2.30017,0,0.214343,-0.800038,nan,0.372566,-1.15805,-0.57455,-0.844635,-0.873656,0.188,0.2836,nan,nan
28000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.38433,2.87411,0.343449,0.419048,0,0.0219749,5.02233,0.00437544,4.43154,0.581934,1.71841,1.71841,0,0.233311,-0.68576,nan,0.358671,-1.19875,-0.49698,-0.925118,-0.987514,0.168,0.3203,nan,nan
28000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.42045,3.02876,0.305562,0.457143,0,0.00801897,2.17875,0.00368054,4.57157,0.472091,2.11824,2.11824,0,0.211269,-0.79132,nan,0.437059,-1.23261,-0.581683,-0.940775,-0.970462,0.161,0.285,nan,nan
29000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.36729,2.97516,0.332558,0.409524,0,0.0324484,3.67283,0.00883473,4.43807,0.578949,1.72727,1.72727,0,0.282253,-0.728616,nan,0.345726,-1.22179,-0.537393,-0.995595,-1.04989,0.153,0.3103,nan,nan
29000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.55366,3.28785,0.361641,0.419048,0,0.0107723,2.72113,0.00395876,4.57498,0.504657,1.98155,1.98155,0,0.189446,-0.842432,nan,0.386347,-1.26541,-0.60437,-0.927284,-0.962032,0.1615,0.2752,nan,nan
30000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.28894,2.75781,0.32443,0.438095,0,0.137851,11.3767,0.012117,4.45186,0.61744,1.61959,1.61959,0,0.329171,-0.727461,nan,0.35824,-1.23888,-0.537423,-1.01636,-1.09584,0.1455,0.3097,nan,nan
30000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.44968,3.02313,0.345669,0.419048,0,0.00847599,2.3344,0.0036309,4.5794,0.480874,2.07955,2.07955,0,0.178784,-0.875205,nan,0.402722,-1.27418,-0.63953,-0.977423,-0.984853,0.152,0.2666,nan,nan
31000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.67854,3.58788,0.298896,0.409524,0,0.0137568,2.20776,0.00623109,4.59172,0.496562,2.01385,2.01385,0,0.420038,-0.759138,nan,0.217012,-1.08102,-0.517778,-0.795763,-0.925207,0.1785,0.3069,nan,nan
31000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.51571,3.00054,0.263858,0.438095,0,0.0132144,2.17845,0.00606596,4.64465,0.393848,2.53905,2.53905,0,0.34259,-0.897389,nan,0.407664,-1.29681,-0.6607,-0.958053,-1.02004,0.147,0.2606,nan,nan
32000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.74585,3.87644,0.337327,0.438095,0,0.0129167,2.6581,0.00485938,4.54024,0.457108,2.18766,2.18766,0,0.315922,-0.699812,nan,0.16113,-1.00228,-0.46055,-0.645185,-0.769277,0.2205,0.3189,nan,nan
32000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.52178,2.9825,0.255655,0.447619,0,0.0437387,5.70748,0.00766339,4.61351,0.421933,2.37005,2.37005,0,0.297595,-0.889081,nan,0.390798,-1.32993,-0.651149,-0.961391,-1.0962,0.129,0.2627,nan,nan
33000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.75056,3.81289,0.329738,0.466667,0,0.157213,12.3852,0.0126937,4.59159,0.481273,2.07782,2.07782,0,0.514758,-0.610066,nan,0.186457,-0.802006,-0.389563,-0.512991,-0.55106,0.304,0.3434,nan,nan
33000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.36322,2.49584,0.243833,0.447619,0,0.0508366,5.3802,0.00944883,4.61076,0.46834,2.1352,2.1352,0,0.290967,-0.87317,nan,0.445075,-1.34105,-0.652611,-0.971164,-1.12078,0.1245,0.2671,nan,nan
34000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.71609,3.66521,0.347156,0.457143,0,0.0339005,3.96734,0.0085449,4.52088,0.529348,1.88912,1.88912,0,0.295381,-0.603422,nan,0.228632,-0.888361,-0.398915,-0.581424,-0.650552,0.269,0.3421,nan,nan
34000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.37409,2.57663,0.250458,0.466667,0,0.197661,12.3206,0.0160432,4.58756,0.478156,2.09137,2.09137,0,0.460644,-0.898742,nan,0.412516,-1.35984,-0.661786,-0.982556,-1.16115,0.1175,0.264,nan,nan
35000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.67214,3.50721,0.379814,0.447619,0,0.134798,10.998,0.0122566,4.52836,0.559425,1.78755,1.78755,0,0.439633,-0.643417,nan,0.224094,-0.935615,-0.433172,-0.652624,-0.711804,0.255,0.3344,nan,nan
35000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.48419,2.99517,0.273514,0.447619,0,0.0202141,3.21561,0.00628624,4.50546,0.462143,2.16383,2.16383,0,0.229217,-0.876266,nan,0.412839,-1.35652,-0.636145,-0.957806,-1.15189,0.122,0.2686,nan,nan
36000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.71778,3.68951,0.421284,0.457143,0,0.0123058,2.23967,0.00549446,4.46935,0.56806,1.76038,1.76038,0,0.24702,-0.704995,nan,0.193034,-0.962388,-0.481707,-0.697878,-0.730972,0.2435,0.3168,nan,nan
36000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.50558,3.07752,0.260655,0.447619,0,0.0144983,1.80042,0.00805277,4.54269,0.473293,2.11286,2.11286,0,0.268407,-0.893236,nan,0.395604,-1.34275,-0.635861,-0.957816,-1.1132,0.123,0.2677,nan,nan
37000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.80164,4.05416,0.389193,0.419048,0,0.0124987,2.94121,0.00424949,4.56848,0.520648,1.92068,1.92068,0,0.228906,-0.747055,nan,0.124242,-0.894051,-0.490075,-0.632573,-0.636936,0.263,0.3129,nan,nan
37000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.59335,3.44125,0.257022,0.457143,0,0.00985117,1.40528,0.00701011,4.48799,0.468282,2.13546,2.13546,0,0.288901,-0.888724,nan,0.395237,-1.35049,-0.612927,-0.929103,-1.09956,0.1285,0.2753,nan,nan
38000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.69006,3.72562,0.418797,0.428571,0,0.0232918,3.62471,0.00642583,4.47521,0.535865,1.86614,1.86614,0,0.230119,-0.773633,nan,0.161102,-0.965117,-0.512214,-0.711109,-0.726375,0.228,0.301,nan,nan
38000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.65748,3.58441,0.271052,0.47619,0,0.00544748,1.93147,0.00282038,4.41504,0.48768,2.05052,2.05052,0,0.182297,-0.911082,nan,0.3871,-1.30727,-0.617152,-0.893794,-1.01604,0.1485,0.2733,nan,nan
39000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.73583,3.85766,0.336277,0.428571,0,0.0364811,5.4339,0.00671361,4.57067,0.484542,2.0638,2.0638,0,0.239216,-0.825719,nan,0.178709,-1.05653,-0.539351,-0.752655,-0.790664,0.216,0.2966,nan,nan
39000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.73762,3.82311,0.230584,0.457143,0,0.00931712,3.12576,0.00298075,4.62012,0.465654,2.14752,2.14752,0,0.188774,-0.874533,nan,0.365179,-1.25501,-0.572588,-0.828803,-0.926649,0.1745,0.2846,nan,nan
40000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.70131,3.68594,0.343609,0.419048,0,0.0460382,6.38363,0.00721192,4.4568,0.500215,1.99914,1.99914,0,0.272102,-0.858921,nan,0.235356,-1.19259,-0.561031,-0.81376,-0.923667,0.1685,0.284,nan,nan
40000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.82154,4.11033,0.209783,0.466667,0,0.0137245,2.40799,0.00569955,4.7251,0.411607,2.4295,2.4295,0,0.253482,-0.867041,nan,0.351746,-1.1751,-0.548257,-0.734176,-0.803239,0.205,0.293,nan,nan
41000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.61601,3.38253,0.277795,0.47619,0,0.132431,12.6519,0.0104673,4.77665,0.438813,2.27888,2.27888,0,0.499291,-0.86072,nan,0.315938,-1.16899,-0.56171,-0.780696,-0.849296,0.1995,0.2889,nan,nan
41000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.80534,3.99994,0.221193,0.485714,0,0.0740225,7.06898,0.0104714,4.76209,0.421907,2.37019,2.37019,0,0.548672,-0.901381,nan,0.302866,-1.13545,-0.593949,-0.787186,-0.818802,0.2125,0.2816,nan,nan
42000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.62729,3.65932,0.221128,0.485714,0,0.0324791,3.10108,0.0104735,4.80166,0.360076,2.7772,2.7772,0,0.411159,-0.809658,nan,0.291967,-1.10169,-0.51457,-0.710455,-0.744656,0.2305,0.304,nan,nan
42000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.5277,2.78919,0.259436,0.466667,0,0.188832,14.147,0.0133478,4.6066,0.526462,1.89947,1.89947,0,0.524656,-0.867434,nan,0.334093,-1.19294,-0.591037,-0.863803,-0.899371,0.1885,0.2813,nan,nan
43000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.57581,3.52396,0.221438,0.504762,0,0.00852355,3.18643,0.00267495,4.80054,0.387218,2.58253,2.58253,0,0.254041,-0.706275,nan,0.33937,-0.958404,-0.43993,-0.60732,-0.612252,0.2745,0.3346,nan,nan
43000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.41723,2.52051,0.302515,0.428571,0,0.0677425,7.73426,0.00875875,4.49287,0.590026,1.69484,1.69484,0,0.336828,-0.847072,nan,0.333951,-1.21274,-0.578425,-0.848966,-0.94557,0.171,0.2862,nan,nan
44000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.58026,3.60318,0.182278,0.552381,0,0.0217161,2.67233,0.00812628,4.8162,0.357829,2.79463,2.79463,0,0.310321,-0.657861,nan,0.354385,-0.899223,-0.415624,-0.587818,-0.588599,0.2755,0.3436,nan,nan
