arm,iv,seed,task,step,CE_before,CE_after,CE_improvement,acc_before,acc_after,logit_change_rms,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream
LR,l2,1,101,300,2.9881165585959386,0.2998943821468617,2.688222176449077,0.107421875,0.90625,3.6663362671549296,0.5989272894367912,0.31630878080567765,0.01100667782662359,1.6637977699461373,0.09818165843384727
LR,l2,1,101,625,2.9881165585959386,0.2680883264958802,2.7200282321000584,0.107421875,0.916015625,3.364794512183543,0.7149837565874089,0.2817999962136838,0.0053807257757133254,1.623919508890753,0.0939442446324996
LR,l2,1,102,300,2.692937436833758,0.23795434018029818,2.45498309665346,0.115234375,0.927734375,3.2986646584123207,0.7365504212558097,0.291221620867327,0.07067916943534444,1.269821960851602,0.08670992424337662
LR,l2,1,102,625,2.692937436833758,0.2320131852857672,2.4609242515479908,0.115234375,0.9375,3.766688114718129,0.775344746652906,0.2628375291365689,0.08017891356723622,1.2794946762118737,0.06306838597940659
LR,l2,1,103,300,2.6985574197059727,0.29851629782143074,2.400041121884542,0.16015625,0.90234375,3.6305813404147873,0.6320563758680248,0.15744000441133904,0.13274225793374847,1.3666911963113457,0.11111128736008408
LR,l2,1,103,625,2.6985574197059727,0.23330719669579558,2.465250223010177,0.16015625,0.931640625,3.709023137138059,0.6377777035848934,0.13366063313053853,0.1406424807472628,1.4503340925107724,0.1028353130367107
LR,l2,1,104,300,3.3883456784155777,0.3344369197605814,3.0539087586549964,0.087890625,0.91015625,4.05070166247093,0.9804981442240456,0.3239220979653736,0.11095445967297662,1.606098087407837,0.03243596938476367
LR,l2,1,104,625,3.3883456784155777,0.23935170085529944,3.148993977560278,0.087890625,0.9296875,3.873737006368585,0.989111559732288,0.33358962067995857,0.10147289077939663,1.6213284302196183,0.10349147614901714
LR,l2,1,105,300,3.3925177440478165,0.3066654171150792,3.0858523269327374,0.076171875,0.896484375,3.7448303486065706,0.751391967732686,0.39005558037502774,0.13435041994785193,1.6309286477965017,0.17912571108066955
LR,l2,1,105,625,3.3925177440478165,0.23620514383305902,3.1563126002147577,0.076171875,0.91796875,3.9082134066259338,0.7741978502550676,0.3477778167805192,0.1265414826129346,1.7663335997794345,0.1414618507868019
LR,l2,1,106,300,3.008774585775369,0.2886120792818144,2.7201625064935544,0.095703125,0.91796875,3.540446433958598,0.5794873997501353,0.3420922020785581,0.34070962352835,1.3838600796727936,0.07401320146371712
LR,l2,1,106,625,3.008774585775369,0.2209999503427143,2.7877746354326547,0.095703125,0.9296875,3.628900916885526,0.5797536569175663,0.36629601247242105,0.354447408253049,1.4036341254264746,0.08364343236314366
LR,l2,1,107,300,2.856922675173316,0.2980056809638497,2.5589169942094663,0.080078125,0.91796875,3.7676012281525106,0.5956757297490397,0.3548352207002071,0.20512332549596082,1.4272967459496393,-0.02401402768538052
LR,l2,1,107,625,2.856922675173316,0.23270287316502566,2.62421980200829,0.080078125,0.921875,3.7444202683383114,0.5699413887791647,0.36506581410889477,0.21195373610301332,1.4506282509112671,0.02663061210595043
LR,l2,1,108,300,2.776660176536245,0.29045547880809064,2.4862046977281542,0.146484375,0.919921875,3.580489436590144,0.5898631117838802,0.2960209468769483,0.17441606071715368,1.3305272483973163,0.09537732995285617
LR,l2,1,108,625,2.776660176536245,0.21276052919022717,2.563899647346018,0.146484375,0.9375,3.570834960160255,0.5533097153687074,0.3397933108932719,0.17225421771739818,1.3818117631270206,0.11673064023961971
LR,l2,1,109,300,2.8515287595210523,0.28478765250550325,2.5667411070155493,0.09765625,0.912109375,3.503172297366095,0.6205252455402283,0.4253938354399662,0.10172664160107912,1.3584652008266065,0.06063018360766911
LR,l2,1,109,625,2.8515287595210523,0.2421971614598498,2.6093315980612024,0.09765625,0.931640625,3.6813635082587677,0.6871960834279413,0.4036550483532166,0.12990792424224776,1.3040499041164426,0.08452263792135453
LR,l2,1,110,300,3.394195074053549,0.2865032676580336,3.1076918063955152,0.064453125,0.921875,3.7340668988911867,0.6516689085809824,0.3336197354783437,0.33126132574286504,1.7755881010306427,0.0155537355626817
LR,l2,1,110,625,3.394195074053549,0.2361856795787976,3.1580093944747514,0.064453125,0.92578125,3.876738917824816,0.7244421564037182,0.31769948688220234,0.3401842501948235,1.659644411773038,0.11603908922096955
LR,l2,1,111,300,2.626747954947086,0.27679259405979256,2.3499553608872934,0.111328125,0.92578125,3.3862322253354553,0.48882758003198784,0.23266210309853144,0.22162043780965907,1.3615878521487428,0.04525738779837252
LR,l2,1,111,625,2.626747954947086,0.2387966589331721,2.3879512960139135,0.111328125,0.9296875,3.740291916055184,0.40051038281265244,0.24430270686566363,0.245345772240501,1.5271373072798329,-0.02934487318473632
LR,l2,1,112,300,3.4795971838648105,0.2877506768163176,3.191846507048493,0.076171875,0.921875,3.722024782703836,0.7480713095335578,0.38345051342293496,0.29152669838516937,1.5505462495068756,0.21825173619995525
LR,l2,1,112,625,3.4795971838648105,0.22262495330775217,3.2569722305570585,0.076171875,0.935546875,3.9162656010233374,0.75134085787716,0.4143492463892931,0.3685439405001261,1.5626718865149862,0.16006629927549268
LR,l2,1,113,300,3.805509692147108,0.31028693128071794,3.49522276086639,0.091796875,0.91015625,3.8265100876091296,0.8395109889623475,0.20964267350602805,0.23969542746682262,1.9842908668947723,0.22208280403641945
LR,l2,1,113,625,3.805509692147108,0.22261521871034942,3.5828944734367583,0.091796875,0.935546875,3.8557695183510776,0.8459581440735492,0.27535685392935916,0.22307171035695866,2.056930482506822,0.18157728257006955
LR,l2,1,114,300,3.010222274608651,0.2752071800357763,2.7350150945728746,0.083984375,0.912109375,3.5874751678095893,0.6707800818302039,0.25841596278178164,0.14377891444430713,1.547018036230502,0.11502209928608036
LR,l2,1,114,625,3.010222274608651,0.22463249894991788,2.785589775658733,0.083984375,0.93359375,3.715530345145384,0.6884751889354047,0.29894840425629066,0.14817631768337441,1.5764383398454542,0.07355152493820918
LR,l2,1,115,300,2.750823294768944,0.29097468158448664,2.4598486131844575,0.109375,0.919921875,3.675595786109118,0.6103348962842143,0.15893787988980318,0.26251599132754067,1.328391253344606,0.09966859233829337
LR,l2,1,115,625,2.750823294768944,0.2544228867301565,2.4964004080387876,0.109375,0.919921875,3.808923198528917,0.5903359648802367,0.19985830421660233,0.26087321626200266,1.3385270918337513,0.10680583084619456
LR,l2,1,116,300,2.7411040605817893,0.24894933162778377,2.492154728954006,0.1484375,0.9296875,3.5893490396358545,0.7449215197913939,0.23154943124334598,0.19927707003643513,1.2198999533867245,0.09650675449610607
LR,l2,1,116,625,2.7411040605817893,0.26966680859933606,2.4714372519824535,0.1484375,0.916015625,3.83790440124267,0.8307919532978999,0.1969402916274011,0.19941994908614544,1.145208209742488,0.09907684822851887
LR,l2,1,117,300,2.7287140269866312,0.28602231477776485,2.4426917122088665,0.099609375,0.904296875,3.6247316582131894,0.6079225443428835,0.39609144001579205,0.1193651131387003,1.2409689079716357,0.07834370673985477
LR,l2,1,117,625,2.7287140269866312,0.29732643562388367,2.4313875913627476,0.099609375,0.919921875,3.9338801843777067,0.6070733189788816,0.300018365088235,0.11966921993120444,1.3662242038978896,0.03840248346653718
LR,l2,1,118,300,2.7628967596968868,0.24124191853822136,2.5216548411586652,0.119140625,0.92578125,3.7800835500007186,0.559343048110775,0.3072255544144899,0.1980358198972544,1.3746008128631926,0.08244960587295384
LR,l2,1,118,625,2.7628967596968868,0.21378970036063874,2.549107059336248,0.119140625,0.93359375,3.7012831891794944,0.6119682453395202,0.31400983816281836,0.21101426057199818,1.362945201211352,0.04916951405055897
LR,l2,1,119,300,3.0407806078121955,0.2592377933581846,2.781542814454011,0.09765625,0.927734375,3.7326832378602903,0.5703286826437219,0.3170681442489,0.2408966924912679,1.686707561289005,-0.033458266218883995
LR,l2,1,119,625,3.0407806078121955,0.2337105893773388,2.8070700184348567,0.09765625,0.9375,3.9502005219671035,0.6141177906369617,0.32861075552765734,0.2551733341143954,1.6132944268029112,-0.004126288647068735
LR,l2,1,120,300,3.2046149239383013,0.2892782756455748,2.9153366482927265,0.1171875,0.916015625,3.4098530336120096,0.6426362883992117,0.32631186848205584,0.1516686103885274,1.7580254347455821,0.03669444627734959
LR,l2,1,120,625,3.2046149239383013,0.20531369941757757,2.999301224520724,0.1171875,0.947265625,3.814336161533064,0.6876011964963312,0.310628685633663,0.1706667908904458,1.80162757956251,0.02877697193777353
