arm,iv,seed,task,N_abs_count,N_only_count,D_count,credit_N_only,credit_D_total,N_credit_per_unit,D_credit_per_unit
SNA,none,1,101,18,18,25,0.614349122167588,0.49401214525856085,0.03413050678708822,0.019760485810342433
SNA,none,1,102,31,31,25,1.1558229168446883,0.8540261016579352,0.0372846102207964,0.03416104406631741
SNA,none,1,103,16,15,25,0.5620123100590455,0.6347100915364969,0.0374674873372697,0.025388403661459877
SNA,none,1,104,18,17,25,0.6235867376934264,0.648450292918346,0.03668157280549567,0.02593801171673384
SNA,none,1,105,19,18,25,0.7318908114206395,0.6102930813060049,0.040660600634479974,0.024411723252240197
SNA,none,1,106,18,18,25,0.5395353559356065,0.4513002364701384,0.02997418644086703,0.018052009458805536
SNA,none,1,107,26,25,25,0.7062040546413094,0.5927804670412927,0.028248162185652376,0.02371121868165171
SNA,none,1,108,23,22,25,0.5767834988060823,0.5215281683997767,0.02621743176391283,0.020861126735991067
SNA,none,1,109,13,13,25,0.3875028209492293,0.5865849225315651,0.029807909303786868,0.023463396901262604
SNA,none,1,110,19,18,25,0.6670583041968008,0.4649776431764671,0.037058794677600045,0.018599105727058685
SNA,none,1,111,24,23,25,0.6821111838897488,0.4995470817049492,0.02965700799520647,0.01998188326819797
SNA,none,1,112,32,31,25,0.8357266476379698,0.5327546598734324,0.026958924117353865,0.021310186394937296
SNA,none,1,113,25,24,25,0.7392201999004919,0.5590778116703989,0.030800841662520496,0.02236311246681596
SNA,none,1,114,19,19,25,0.6548754314158132,0.4647954576810553,0.034467127969253324,0.01859181830724221
SNA,none,1,115,18,17,25,0.6153576116960006,0.5548023962999243,0.03619750657035298,0.022192095851996975
SNA,none,1,116,23,22,25,0.6785834173323693,0.6682235147234039,0.030844700787834967,0.026728940588936156
SNA,none,1,117,19,18,25,0.6014889867814587,0.5906403840912986,0.03341605482119215,0.023625615363651944
SNA,none,1,118,23,23,25,0.54938248657663,0.3711099769974768,0.02388619506854913,0.014844399079899071
SNA,none,1,119,18,17,25,0.5840804868430687,0.5868550500424096,0.0343576756966511,0.023474202001696382
