arm,iv,seed,task,N_abs_count,N_only_count,D_count,credit_N_only,credit_D_total,N_credit_per_unit,D_credit_per_unit
SNA,l2,2,101,79,61,25,1.628685199944878,0.9418199645470089,0.02669975737614554,0.03767279858188036
SNA,l2,2,102,72,57,25,1.174474212046704,0.8169644931468845,0.020604810737661475,0.03267857972587538
SNA,l2,2,103,84,63,25,1.4553138849126859,1.1384765982704377,0.023100220395439457,0.045539063930817504
SNA,l2,2,104,85,64,25,1.769592604770962,1.1021790601568036,0.02764988444954628,0.04408716240627214
SNA,l2,2,105,79,62,25,1.458784235903878,0.7235121211792821,0.023528777998449647,0.028940484847171283
SNA,l2,2,106,84,63,25,1.5247003959706011,1.046389499686385,0.02420159358683494,0.0418555799874554
SNA,l2,2,107,77,57,25,1.2384257303683752,0.8791473048292879,0.02172676719944518,0.03516589219317152
SNA,l2,2,108,76,58,25,1.4191298706702995,0.718096158307229,0.02446775639086723,0.02872384633228916
SNA,l2,2,109,80,60,25,1.3791978860614016,0.8463656821290866,0.022986631434356693,0.03385462728516346
SNA,l2,2,110,84,62,25,1.289545724529845,0.8365251569521287,0.02079912458919105,0.03346100627808515
SNA,l2,2,111,79,59,25,1.708901077699935,0.8716757365744787,0.02896442504576161,0.03486702946297915
SNA,l2,2,112,78,59,25,1.4430510453723002,0.7663588754191119,0.024458492294445768,0.030654355016764473
SNA,l2,2,113,84,61,25,1.4773033285883328,0.9754615646967204,0.024218087353907094,0.03901846258786881
SNA,l2,2,114,78,62,25,1.192118085727334,1.0066354857476465,0.01922771106011829,0.04026541942990586
SNA,l2,2,115,75,58,25,1.246426008023468,0.6743685505393754,0.021490103586611516,0.026974742021575016
SNA,l2,2,116,81,61,25,1.8231432891043247,0.6915690749171591,0.029887594903349586,0.027662762996686366
SNA,l2,2,117,78,58,25,1.548736190069042,0.8299060444203927,0.026702348104638653,0.03319624177681571
SNA,l2,2,118,77,57,25,1.3808050910338912,1.0394786151253637,0.024224650719892826,0.041579144605014544
SNA,l2,2,119,82,66,25,1.4979296775928077,0.5890046620309375,0.022695904205951634,0.023560186481237498
