arm,iv,seed,task,step,CE_before,CE_after,CE_improvement,acc_before,acc_after,logit_change_rms,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream
LR,none,2,101,300,4.124709885101801,0.4134875942116974,3.7112222908901034,0.13671875,0.87890625,5.152350806117189,0.41055258174516523,1.18120165606526,0.09278376270077744,1.3830082907192551,0.6436759996596457
LR,none,2,101,625,4.124709885101801,0.33401714071609606,3.790692744385705,0.13671875,0.90234375,6.819246838417335,0.42809947086570505,1.2138640634601647,0.09685568301560718,1.4745032713745834,0.577370255669645
LR,none,2,102,300,3.998193795375179,0.4179195480884416,3.5802742472867375,0.115234375,0.8828125,5.090722603826853,0.13399727075569062,1.1211410650211242,0.17947323057580003,1.3545854868247162,0.7910771941094064
LR,none,2,102,625,3.998193795375179,0.3336990639523601,3.664494731422819,0.115234375,0.908203125,5.802813795249794,0.14356963156326505,1.0741859247473737,0.16435040454138133,1.4619041467983092,0.82048462377249
LR,none,2,103,300,3.9865171917495217,0.44230883146778727,3.5442083602817345,0.07421875,0.865234375,5.098026284411859,0.2551632895914118,1.2451514038477471,0.25450967572283884,1.0119361587762885,0.7774478323434482
LR,none,2,103,625,3.9865171917495217,0.3464607109389356,3.640056480810586,0.07421875,0.90234375,5.6450917098288835,0.28902847876702625,1.2420872676398371,0.2509811976334982,1.088909488639599,0.7690500481306255
LR,none,2,104,300,3.923421686261497,0.38552735487224116,3.5378943313892557,0.099609375,0.90234375,4.937832266224655,0.31790138030229903,1.0736666208085077,0.3369873716507199,1.0086422057420987,0.8006967528856304
LR,none,2,104,625,3.923421686261497,0.31691992991945866,3.606501756342038,0.099609375,0.90234375,5.774523342941341,0.28528006244530124,1.2304907701194152,0.3171663435315696,0.9957855522169312,0.7777790280288212
LR,none,2,105,300,3.629633599113789,0.40762168461656917,3.22201191449722,0.119140625,0.8671875,5.39857726148462,0.44471662716519533,0.8708616843780587,0.18794656242279734,1.2126369701142599,0.5058500704169083
LR,none,2,105,625,3.629633599113789,0.3278025663434317,3.301831032770357,0.119140625,0.90625,5.551894937955927,0.4439693601585841,0.8916734383517215,0.20145004284140397,1.3222688121809827,0.44246937923766494
LR,none,2,106,300,4.26393883016389,0.4511022800105443,3.812836550153346,0.11328125,0.86328125,4.909437434004125,0.20388026742058282,1.766662494330983,0.18722147125106114,0.9634875956904834,0.6915847214602359
LR,none,2,106,625,4.26393883016389,0.3556321028355115,3.9083067273283785,0.11328125,0.88671875,5.908250262190771,0.2324685625942112,1.7797077527159106,0.19085044120546482,1.0058344889935729,0.6994454818192192
LR,none,2,107,300,4.438200501264391,0.41316707712619455,4.025033424138196,0.083984375,0.888671875,5.451155073972989,0.5237485017804272,1.121120652041672,0.36065341329350314,1.1961165822104667,0.8233942748121277
LR,none,2,107,625,4.438200501264391,0.3226249033230622,4.115575597941329,0.083984375,0.912109375,6.0239104228211104,0.6037010371522727,1.0726872497676605,0.3441414180802684,1.4041266346091157,0.6909192583320111
LR,none,2,108,300,4.088353171051479,0.3971689837746349,3.6911841872768445,0.138671875,0.880859375,4.723962913708458,0.5953901420566887,1.252825605211804,0.08956406849395337,1.136788067451035,0.6166163040633637
LR,none,2,108,625,4.088353171051479,0.30530647255632015,3.783046698495159,0.138671875,0.912109375,4.792417790237804,0.6473040279629324,1.2946807042549031,0.12496426703996767,1.2031105702820495,0.5129871289553071
LR,none,2,109,300,4.2567805832655825,0.40912032359915845,3.847660259666424,0.0859375,0.888671875,4.803092116694231,0.4267374147833491,1.2155061472662763,0.13948062444209425,1.181483354355384,0.8844527188193205
LR,none,2,109,625,4.2567805832655825,0.3424312882048256,3.914349295060757,0.0859375,0.91015625,5.451356205191427,0.4789409288420622,1.2345041242949821,0.12329725307862849,1.2354641713225534,0.8421428175225311
LR,none,2,110,300,3.4680698834710117,0.4432261886167699,3.024843694854242,0.12890625,0.875,4.588535137873273,0.22115080700175757,0.7579504481564473,0.2610369568966848,1.1998950763995848,0.5848104063997673
LR,none,2,110,625,3.4680698834710117,0.342853308330483,3.125216575140529,0.12890625,0.900390625,4.851892146720117,0.23063771608364933,0.7961146729873355,0.2609688166311102,1.279659802862388,0.5578355665760458
LR,none,2,111,300,3.9505210651467846,0.40488855745165225,3.5456325076951325,0.109375,0.873046875,5.527479261660328,0.24580670572452723,1.0017341173711927,0.2573768090123837,1.2765766807263972,0.7641381948606317
LR,none,2,111,625,3.9505210651467846,0.3494481136639077,3.6010729514828768,0.109375,0.904296875,5.727485448832997,0.29613734110604717,0.9368822929844562,0.3046675812300682,1.2880108820149778,0.7753748541473277
LR,none,2,112,300,3.909171149769492,0.4229687930002938,3.486202356769198,0.109375,0.873046875,5.217869878916788,0.1610848708304867,0.9458748891358099,0.29190610473285206,1.555715892567844,0.531620599502206
LR,none,2,112,625,3.909171149769492,0.33831881822485843,3.570852331544634,0.109375,0.90234375,5.653942995403507,0.1703442986174464,0.9534715636183796,0.29051383109120127,1.6433313494860613,0.5131912887315453
LR,none,2,113,300,5.236212997816719,0.4356997531803672,4.800513244636352,0.060546875,0.8671875,5.221450749830815,0.6454015788583408,1.4213133837781142,0.16876663986416265,1.5428084544268246,1.022223187708909
LR,none,2,113,625,5.236212997816719,0.33682073815527724,4.899392259661441,0.060546875,0.90625,5.45133710846726,0.6878597221396918,1.4089475980634174,0.1555362687996221,1.6730114747098983,0.974037195948812
LR,none,2,114,300,4.618196879089762,0.4862621628175874,4.131934716272175,0.09375,0.873046875,5.5362828458817095,0.43846412362832615,1.521251889914029,0.030537900472914666,1.3840918525070938,0.7575889497498114
LR,none,2,114,625,4.618196879089762,0.35690399712250737,4.261292881967255,0.09375,0.90625,5.892575552553911,0.4544953260355222,1.5976583838918008,0.031438489551534964,1.4308749730430048,0.7468257094453926
LR,none,2,115,300,3.807986460752667,0.4401023715915678,3.367884089161099,0.1015625,0.876953125,5.010963254131995,0.3024728519148832,0.7768024467069077,0.18474543699795157,1.4282135780894074,0.6756497754519492
LR,none,2,115,625,3.807986460752667,0.36469411933530876,3.443292341417358,0.1015625,0.8984375,5.904622043215244,0.3516298911269739,0.8040205780199925,0.1692532660123487,1.4931651603413327,0.6252234459167104
LR,none,2,116,300,4.211233148163652,0.4771296686544582,3.734103479509194,0.072265625,0.865234375,5.538692123208554,0.3695620357243462,1.1859400895865955,0.025263130674763608,1.387142811101887,0.7661954124216016
