arm,seed,step,L1_strict_dead_frac,L1_submerged_frac,L1_M_median_alive,L1_B_median_alive,L1_sigma_median_alive,L2_strict_dead_frac,L2_submerged_frac,L2_M_median_alive,L2_B_median_alive,L2_sigma_median_alive,task_boundary,side
bwd,6,2520000,0.25,0.25,-0.9774342747322716,0.0032379830736606,0.8882349294069541,0.6,0.6,-1.1184522537377042,0.0170863304890664,0.9703442157268672,252,post
bwd,6,2520000,0.41,0.41,-1.024080069328273,0.0112270777702039,0.9789436898100168,0.43,0.43,-1.22778668909099,0.0096279004368968,0.7453286487266081,252,pre
bwd,6,2530000,0.39,0.39,-1.160280166710129,0.0170082064145375,1.0084915956702338,0.7,0.7,-0.9009909751402264,0.0263520722500091,0.8851235943220769,253,post
bwd,6,2530000,0.26,0.26,-0.933814209079538,0.0092539537625862,0.8781324882225329,0.69,0.69,-1.2606110189976478,-0.0084691494134641,1.02213687903726,253,pre
bwd,6,2540000,0.37,0.37,-1.1667853839274398,0.0029094019745438,0.9682271947307844,0.59,0.59,-1.2498505515187242,0.015668110053788,0.8976625080299863,254,post
bwd,6,2540000,0.41,0.41,-1.1781193539830452,0.006439958277073,1.0159977739439614,0.55,0.55,-1.12674091449519,0.0145777286392977,0.8422699639042385,254,pre
bwd,6,2550000,0.41,0.41,-1.1740659390288484,-0.0090279177895154,0.9899740587108542,0.51,0.51,-1.219520519020835,-0.0033573749433484,0.9032162825196705,255,post
bwd,6,2550000,0.4,0.4,-1.084518060460154,-0.0098718945116802,0.9844819009204951,0.57,0.57,-1.130449728716764,0.0035828539583101,0.918580520268911,255,pre
bwd,6,2560000,0.44,0.44,-1.3167247728333915,-0.0076411661521067,1.001735031602681,0.54,0.54,-1.2209498943785342,-0.0057955828578167,0.820977065647799,256,post
bwd,6,2560000,0.43,0.43,-1.1359718514422108,0.0060527324441737,0.983764300551586,0.58,0.58,-1.1100821478348992,-0.0068732713468543,0.8471936979876848,256,pre
bwd,6,2570000,0.56,0.56,-1.1784219909628213,0.0051449802264091,1.085157184821189,0.34,0.34,-1.2297444235035435,-0.015596103800817,0.8057198391679872,257,post
bwd,6,2570000,0.53,0.53,-1.0798676911477625,-0.0145947655146748,1.0844980781272686,0.47,0.47,-1.130170502349564,-0.0117461419278457,0.9617842761864848,257,pre
bwd,6,2580000,0.62,0.62,-1.256874123813596,0.0080046055896261,1.125485958808289,0.41,0.41,-1.1465186194883583,-0.0075030032443097,0.729981051740822,258,post
bwd,6,2580000,0.59,0.59,-1.20982086724467,0.005699542770699,1.0961013212296735,0.39,0.39,-1.1990880755410642,-0.0085049592011837,0.7540270173491126,258,pre
bwd,6,2590000,0.7,0.7,-1.3493547741206884,-0.0048115270318083,1.1702956837659917,0.33,0.33,-1.1500040742261628,-0.0117288158279609,0.5404738006918427,259,post
bwd,6,2590000,0.66,0.66,-1.315510825504019,-0.012314181901785,1.133890613279638,0.41,0.41,-1.2595760411939108,-0.0078374587324004,0.6283831675375011,259,pre
bwd,6,2600000,0.66,0.66,-1.354571407614514,-0.0146008225308972,1.068509078847967,0.12,0.12,-0.9696504452117272,-0.0288871935473589,0.4623154021003759,260,post
bwd,6,2600000,0.76,0.76,-1.0144001106497773,-0.0054486378993117,1.155829954337867,0.24,0.24,-0.8454040370014018,-0.013861831863398,0.453157840207734,260,pre
bwd,6,2610000,0.6,0.6,-1.2711984116603752,-0.0100868805545758,1.1007265548368386,0.28,0.28,-0.8846115197939823,-0.0470225947621046,0.5267884865856771,261,post
bwd,6,2610000,0.73,0.73,-1.1252215234330532,-0.0055916848091761,1.1026710733677405,0.27,0.27,-0.8738785761900923,-0.0506495736792724,0.481205981199949,261,pre
bwd,6,2620000,0.65,0.65,-1.4565706197052275,-0.028196286816551,1.087662349599768,0.23,0.23,-1.0140002236117471,0.0092460140070885,0.5252968417740246,262,post
bwd,6,2620000,0.66,0.66,-1.5137612311901751,-0.0298041563086718,1.122224159950357,0.22,0.22,-0.9805813007883182,0.0011457346873184,0.6195278834037716,262,pre
bwd,6,2630000,0.75,0.75,-1.39467844826659,0.0115454437387262,1.3670631908230635,0.59,0.59,-1.0697535187984628,-0.0014471758737862,0.8751206370261279,263,post
bwd,6,2630000,0.74,0.74,-1.2764349909468864,0.0025560074503709,1.365555252169747,0.56,0.56,-1.0818510214419943,0.000185279240809,0.9001235816869263,263,pre
bwd,6,2640000,0.69,0.69,-1.2141411898897694,0.0074030641882142,1.2146184775902282,0.67,0.67,-1.1355242723834569,-0.0154292006592518,0.934886385961847,264,post
bwd,6,2640000,0.78,0.78,-0.9098591429405184,0.0220703870797586,1.389655312040356,0.68,0.68,-1.1222146613157475,-0.0217269063552615,0.9770708641767164,264,pre
bwd,6,2650000,0.71,0.71,-1.201328295067637,0.0135233973539706,1.226244147532558,0.45,0.45,-1.1696242505244143,-0.0315238798312741,0.886623260473616,265,post
bwd,6,2650000,0.7,0.7,-1.1271650262013149,0.0134483232722976,1.2279522421511009,0.53,0.53,-1.2561246033776317,-0.0389861901786229,1.008372473668849,265,pre
bwd,6,2660000,0.67,0.67,-1.510337339592448,-0.0009325382918125,1.1825455633414643,0.53,0.53,-1.1036652216948746,-0.0302994949513622,1.006856296492403,266,post
bwd,6,2660000,0.75,0.75,-1.456259873450806,0.0281063570515075,1.120499366463397,0.48,0.48,-1.1221832986121356,-0.0299349708823215,0.9958244989858536,266,pre
bwd,6,2670000,0.67,0.67,-1.3436732269420657,0.0032875555507913,1.1971021314269985,0.32,0.32,-1.173276744542019,-0.0226404194355911,1.1031841050588531,267,post
bwd,6,2670000,0.76,0.76,-1.0311648159571574,0.0141932212029836,1.2626779941835276,0.35,0.35,-1.1331213624388616,0.0092534730333364,1.0500742247436563,267,pre
bwd,6,2680000,0.58,0.58,-1.186290905829943,-0.0008175052462283,1.1076611653728632,0.48,0.48,-1.265342255140045,0.0009703898659217,1.083679958321012,268,post
bwd,6,2680000,0.69,0.69,-1.2563567435544325,0.0099815780310916,1.207357954948089,0.56,0.56,-1.2065986734031666,0.0250407832623861,1.143499306229445,268,pre
bwd,6,2690000,0.66,0.66,-1.062118319557968,0.011647544552913,1.1072833635644996,0.51,0.51,-1.2412409541837608,-0.0119940703842447,1.0255117377453902,269,post
bwd,6,2690000,0.61,0.61,-0.908994810160874,0.0051062228570561,1.084068715831784,0.52,0.52,-1.3136291386529804,-0.0140392838586762,1.1218833492895155,269,pre
bwd,6,2700000,0.7,0.7,-0.988598838725138,0.0081316616285622,1.1037072277007889,0.51,0.51,-1.288203044692046,-0.0241794022345629,0.9071775288278252,270,post
bwd,6,2700000,0.69,0.69,-0.8143439244687773,0.0098311784502613,1.110156714284653,0.56,0.56,-1.248686414860282,-0.0187349758713106,1.0478618883439048,270,pre
bwd,6,2710000,0.77,0.77,-1.0091415192339606,0.0184556099800292,1.271786292946276,0.42,0.42,-1.2197769096958109,-0.0334183789623174,0.8645250859371042,271,post
bwd,6,2710000,0.73,0.73,-1.3203698159493489,0.0080813819592533,1.0865403441018229,0.56,0.56,-1.1589701400054988,-0.0382017771844146,0.9219483546731512,271,pre
bwd,6,2720000,0.8,0.8,-0.9347343270887584,0.0186770975981688,1.273987529180656,0.5,0.5,-1.2117112063130469,-0.0228826567074367,0.8900837726570012,272,post
bwd,6,2720000,0.79,0.79,-0.7698026596671826,0.0169876828695392,1.2809558202967968,0.51,0.51,-1.1819315529609058,-0.0206054656863925,0.8621690094457111,272,pre
bwd,6,2730000,0.72,0.72,-1.1700354325956068,0.0051917286462259,1.0782151806644775,0.32,0.32,-1.1553498099921788,-0.0399623933192869,0.7811899059205358,273,post
bwd,6,2730000,0.83,0.83,-0.6505455863544839,0.0306458212234045,1.4750868661783036,0.56,0.56,-1.097808820716466,-0.0084109752535879,0.9095792063268529,273,pre
bwd,6,2740000,0.81,0.81,-0.4623597099144436,0.021592843809437,1.464913519905124,0.54,0.54,-1.26399263305747,-0.0291559919632272,1.0629485901762177,274,post
bwd,6,2740000,0.76,0.76,-0.672350399272049,0.0045396510530264,1.3750915494282538,0.45,0.45,-1.245887633901481,-0.0376686125761364,0.976597236844206,274,pre
bwd,6,2750000,0.74,0.74,-1.5234508406718286,-0.0040946892390513,1.1356078967563918,0.48,0.48,-1.1048749772530209,-0.0089279273587439,0.8627365086828295,275,post
bwd,6,2750000,0.83,0.83,-0.4767976817275913,0.0121099025236153,1.4864909409460896,0.5,0.5,-1.158769635331177,-0.0087697325164494,0.9060421856665845,275,pre
bwd,6,2760000,0.69,0.69,-1.3451506223815233,0.00709167005872,1.1991952660301668,0.53,0.53,-1.2748468913639972,-0.0159962680942926,0.9336909697905612,276,post
bwd,6,2760000,0.77,0.77,-0.9309921676916554,0.0197410641079642,1.2458851717453887,0.56,0.56,-1.281114967478592,-0.0132112442793621,0.913342201235771,276,pre
bwd,6,2770000,0.63,0.63,-1.4868377846296998,-0.0027493151625977,1.2159119584215363,0.46,0.46,-1.16811431436293,-0.0289437193563641,0.916584308415485,277,post
bwd,6,2770000,0.72,0.72,-1.2522769379458918,0.0029270303166833,1.210520584609356,0.58,0.58,-1.1058461021471873,-0.0156789374037211,0.8772388941557319,277,pre
bwd,6,2780000,0.66,0.66,-1.477373088625268,0.0014081028500021,1.157749119574947,0.73,0.73,-1.202508511696757,-0.0026160439152125,1.028358209792908,278,post
bwd,6,2780000,0.67,0.67,-1.137052375171486,0.000181148603987,1.2092868883540715,0.67,0.67,-1.1518170029242891,-0.0088598426708711,0.946758238603504,278,pre
bwd,6,2790000,0.67,0.67,-1.2074984282225534,0.0078145104616895,1.2206544674473208,0.6,0.6,-1.339740969401557,-0.006474735685678,1.2730481469938124,279,post
bwd,6,2790000,0.72,0.72,-1.2407552590395563,0.0112873375321671,1.3050720911902678,0.53,0.53,-1.3038334487415535,-0.0111897531884497,1.093893481152927,279,pre
bwd,6,2800000,0.71,0.71,-1.2447018732389727,-0.0069682566587853,1.2941936883033445,0.51,0.51,-1.263857041638324,0.0049754659904526,0.9982766533882694,280,post
bwd,6,2800000,0.7,0.7,-0.8882890107497592,-0.0095099890061033,1.3080587134740074,0.49,0.49,-1.309459489366352,0.0020469845502396,1.1910140741456592,280,pre
bwd,6,2810000,0.76,0.76,-1.295413465064668,0.0064441950476966,1.3855228613536996,0.53,0.53,-1.267996993747152,0.0138065332124463,1.0404391061364977,281,post
bwd,6,2810000,0.74,0.74,-1.101094867384484,0.0070036760765992,1.3343216517486405,0.49,0.49,-1.3086731465218886,-0.0029874508071612,1.0851819446086957,281,pre
bwd,6,2820000,0.7,0.7,-1.2387733232538245,0.0020879822067315,1.3267637900557157,0.44,0.44,-1.1666846710354672,0.0028303644981113,1.0445926325354224,282,post
bwd,6,2820000,0.76,0.76,-1.076634055969138,0.0036802934155236,1.4181804182426845,0.44,0.44,-1.2301752838011228,0.0070215384684181,1.0958032813398038,282,pre
bwd,6,2830000,0.67,0.67,-1.3104241381898545,-0.0010427167426362,1.3125636193267407,0.43,0.43,-1.1593309604269462,0.0144161910452732,1.0169100616837563,283,post
bwd,6,2830000,0.74,0.74,-1.1572933336768567,-0.0008776687755422,1.353135485551033,0.47,0.47,-1.1416046562886175,0.0175541722047899,0.957485641247592,283,pre
bwd,6,2840000,0.68,0.68,-1.456553622833343,-0.0066231795376653,1.2569010381772423,0.48,0.48,-1.0195351033130369,0.0216119174131433,0.7920318499794105,284,post
bwd,6,2840000,0.72,0.72,-1.0843438854512315,-0.0179705593639869,1.340629468320946,0.5,0.5,-1.138057945474935,0.0140935732929764,0.9280327225744978,284,pre
bwd,6,2850000,0.75,0.75,-1.0902578417418478,0.0248281033614607,1.3343072015539912,0.46,0.46,-1.319217138421974,0.027660656904014,0.9280601442481288,285,post
bwd,6,2850000,0.73,0.73,-1.231060482134719,0.019134791531421,1.3148801521129614,0.56,0.56,-1.0953457715374846,0.0322533808337372,1.0322575469779467,285,pre
bwd,6,2860000,0.71,0.71,-1.2597648480100956,0.0045313104873264,1.3103300319888038,0.45,0.45,-1.271826087468353,0.0219591854017093,0.9616819709450312,286,post
bwd,6,2860000,0.79,0.79,-0.8584962619489194,0.0056221325738318,1.4179143217726626,0.43,0.43,-1.2911044009873185,0.0183225085201401,1.041277586764343,286,pre
bwd,6,2870000,0.73,0.73,-1.3304460465039143,-0.0140052927634419,1.314103598187773,0.46,0.46,-1.186849440538449,-0.0188329567588539,0.8017586470555176,287,post
bwd,6,2870000,0.74,0.74,-1.1006397358986535,-0.0056715897707924,1.3502948541804844,0.44,0.44,-1.284896989692268,-0.0132443741835272,0.7973783800205083,287,pre
bwd,6,2880000,0.62,0.62,-1.3958968687591131,-0.0103573071639709,1.11353661242153,0.32,0.32,-1.071837109760456,-0.0347210754611821,0.7220637807692338,288,post
bwd,6,2880000,0.78,0.78,-1.1969471900495896,-0.016106974261521,1.3595073916889353,0.44,0.44,-1.0384134201811888,-0.0262236107218976,0.7511704683422155,288,pre
bwd,6,2890000,0.53,0.53,-1.3947366027174637,-0.0067841334604584,1.0561275904699363,0.31,0.31,-1.130016562327524,-0.0259311638484568,0.7218955018856142,289,post
bwd,6,2890000,0.68,0.68,-1.425687785034556,-0.0046495513393799,1.148790732090646,0.22,0.22,-1.0295759860482965,-0.0305854746776763,0.6304025770808162,289,pre
bwd,6,2900000,0.51,0.51,-1.1659893558878949,-0.006839037117819,1.1040983709254517,0.32,0.32,-1.329400064029419,-0.0022982445980164,0.9582347391609778,290,post
bwd,6,2900000,0.55,0.55,-1.2363113053626666,-0.0070570995270276,1.0682186869949977,0.25,0.25,-1.35084365209745,-0.0065553452413364,0.8857125966447472,290,pre
bwd,6,2910000,0.61,0.61,-1.3062307849529184,-0.0076104375147148,1.2214939794781594,0.33,0.33,-1.2657827353844224,-0.0088099704191402,0.9181261995155152,291,post
bwd,6,2910000,0.55,0.55,-1.19479894571227,-0.0076104375147148,1.1192821736012446,0.36,0.36,-1.2608458669921356,-0.0095973984925658,0.9066777426851504,291,pre
bwd,6,2920000,0.7,0.7,-1.5064447544725863,0.002498588181588,1.342673541187971,0.41,0.41,-1.12297315392941,0.0071274786214608,0.7299659075803288,292,post
bwd,6,2920000,0.64,0.64,-1.284851846683608,-0.0115976892051154,1.316554169439462,0.4,0.4,-1.2182102823705867,0.0098811959443539,0.8429294620373688,292,pre
bwd,6,2930000,0.58,0.58,-1.5808428748472214,-0.0086019177107559,1.1743666704483446,0.43,0.43,-0.9190778508664916,-0.0174784696441862,0.7385528985482271,293,post
bwd,6,2930000,0.76,0.76,-1.4131549250659623,0.011052782829408,1.3438896787568395,0.45,0.45,-1.0021761484120608,0.0006104577665503,0.7420408895157087,293,pre
bwd,6,2940000,0.58,0.58,-1.2278345097056895,-0.0142910734181673,1.1838517706910272,0.36,0.36,-1.079718143835774,-0.0040665084335796,0.7221416138070712,294,post
bwd,6,2940000,0.66,0.66,-1.4054286277029415,-0.0172708635496987,1.2028755040923886,0.38,0.38,-1.1117900814922357,-0.0007018525815334,0.6808578434258272,294,pre
bwd,6,2950000,0.46,0.46,-1.2440046295336415,-0.0040032480384061,1.080805096888276,0.42,0.42,-1.1548866198531949,-0.013301792828619,0.8851341733067823,295,post
bwd,6,2950000,0.6,0.6,-1.1306971473588363,-0.0016155896399792,1.1872862997534137,0.44,0.44,-0.9159352846263764,-0.0116682826757506,0.6708636749670484,295,pre
bwd,6,2960000,0.56,0.56,-1.11857015903239,-0.0013515864759334,1.1464216815449566,0.43,0.43,-1.1330803432668215,-0.0154426140527482,0.8927847506356252,296,post
bwd,6,2960000,0.47,0.47,-1.1615570411940004,-0.0039251613782011,1.1050590254640076,0.4,0.4,-1.2025926007090688,-0.0131524387584673,0.9779277927845844,296,pre
bwd,6,2970000,0.42,0.42,-1.248328909121264,-0.0032267522212403,1.040404553447431,0.47,0.47,-1.225653227552723,-0.0116190880510063,0.9776350468158824,297,post
bwd,6,2970000,0.59,0.59,-0.8542411216497952,-0.0025093992596451,1.1834705210975929,0.38,0.38,-1.117529047491589,-0.0176015803479864,0.8905049283629705,297,pre
bwd,6,2980000,0.36,0.36,-1.1764000886423205,-0.007959304974425,1.0269649458850405,0.52,0.52,-1.2723992067793537,-0.018973251900581,1.0204197239599675,298,post
bwd,6,2980000,0.45,0.45,-1.058989044343717,-0.0078725486937982,1.047199875862363,0.56,0.56,-1.1816890745624296,-0.0209309356899817,0.870382523454194,298,pre
bwd,6,2990000,0.48,0.48,-1.4123478693559992,-0.018088804935027,1.0780750461952613,0.47,0.47,-1.1317078280121946,-0.0080753026988195,0.9404687643096324,299,post
bwd,6,2990000,0.37,0.37,-1.1612190285447594,-0.0171833838538604,1.002457202011129,0.54,0.54,-1.3162274590070209,-0.0237772613217814,1.0002953688171878,299,pre
bwd,6,3000000,0.44,0.44,-1.2874134946414832,-0.0150482680753623,1.0850323507462956,0.37,0.37,-1.146149483730937,-0.0068656407670385,0.9024590859109776,300,post
bwd,6,3000000,0.51,0.51,-1.274092275274321,-0.0110542977852728,1.1335225995889804,0.4,0.4,-1.1623021139460072,-0.0048854605357826,0.8399558923689892,300,pre
bwd,6,3010000,0.31,0.31,-1.1744215463089052,-0.0107549226806227,1.0165520432371091,0.45,0.45,-1.2328132766498046,-0.0053181094233776,1.0867509910241169,301,post
bwd,6,3010000,0.46,0.46,-1.2127827592500966,-0.0222686793687827,1.085234116654043,0.41,0.41,-1.1569656936159485,-0.0070606762201654,0.984112924515252,301,pre
bwd,6,3020000,0.41,0.41,-1.2477807881745744,-0.0095687779938169,1.0823866275306415,0.46,0.46,-1.103693287657397,-0.0070313113124776,0.99895591365724,302,post
bwd,6,3020000,0.33,0.33,-1.1443998341439106,-0.0095687779938169,1.06090554918061,0.53,0.53,-1.194567667914824,-0.0056720200064749,1.1160151421509277,302,pre
bwd,6,3030000,0.46,0.46,-1.2841320127442797,-0.0125981000187739,1.1175349818469462,0.26,0.26,-1.04931708969908,-0.0203878222011048,0.7146655968912689,303,post
bwd,6,3030000,0.43,0.43,-1.2528285224662832,-0.0129464916135559,1.114002919776209,0.4,0.4,-1.078129578101978,-0.0198204218743031,0.8579741476633118,303,pre
bwd,6,3040000,0.57,0.57,-1.332097014227842,-0.0036343787917429,1.1341005069973296,0.27,0.27,-0.9700662669414176,-0.0310927309576542,0.6887181174559871,304,post
bwd,6,3040000,0.46,0.46,-1.2883125549080157,-0.0034881287771904,1.1230401251094253,0.28,0.28,-1.0537358120512723,-0.0248279302988365,0.7422579186670597,304,pre
bwd,6,3050000,0.56,0.56,-1.1939898627989138,-0.0021018318111496,1.145930537913089,0.24,0.24,-1.1224633794883483,-0.0126882442091914,0.6974132016553987,305,post
bwd,6,3050000,0.6,0.6,-1.3194167672125596,-0.0141694759249037,1.190542261034624,0.27,0.27,-0.9465023903843254,-0.0068515472142339,0.6634078796634955,305,pre
bwd,6,3060000,0.65,0.65,-1.2449051276693297,0.0004169153137439,1.3123858139486642,0.27,0.27,-1.0259908376947056,-0.0091987997528947,0.5970503258174564,306,post
bwd,6,3060000,0.59,0.59,-1.121099101948991,-0.0026159025058821,1.2252522441553109,0.4,0.4,-1.0608636185977702,-0.004390736717036,0.7611740626395224,306,pre
bwd,6,3070000,0.52,0.52,-1.400826294384328,-0.0076206291992383,1.144384958809765,0.31,0.31,-1.2382317142928492,0.0054591396373287,0.803444877981539,307,post
bwd,6,3070000,0.67,0.67,-1.2230014199965995,0.0019416617870641,1.3223775828736644,0.28,0.28,-1.152463492390936,0.0060553141194245,0.6877503700424401,307,pre
bwd,6,3080000,0.42,0.42,-1.3658013634241015,-0.0154615692369365,1.0712123601725871,0.51,0.51,-1.20020616523181,-0.0068545485975608,0.8546824232718845,308,post
bwd,6,3080000,0.57,0.57,-1.4658873065936222,-0.0161958221854121,1.215075833107832,0.47,0.47,-1.079480026479351,-0.0065228390010882,0.8240030105007189,308,pre
bwd,6,3090000,0.36,0.36,-1.1341096944288942,-0.0112937618628968,1.0330502200298095,0.48,0.48,-1.386969065992341,-0.0038536975439953,1.102843118913801,309,post
bwd,6,3090000,0.45,0.45,-1.3892689818709798,-0.0174359562989472,1.0974185586178546,0.36,0.36,-1.199798301306438,-0.0210084171273373,0.8553761356642224,309,pre
bwd,6,3100000,0.39,0.39,-1.1636560114958208,-0.0052297823013918,1.053068121088705,0.57,0.57,-1.3881241406981188,-0.0113849064889046,1.0221073592583498,310,post
bwd,6,3100000,0.38,0.38,-1.155219503575618,-0.0033963518177628,1.0537845717771126,0.53,0.53,-1.4315007320912363,-0.0237088718155047,1.057632133691894,310,pre
bwd,6,3110000,0.29,0.29,-1.2269392401739858,-0.002787923794301,1.0122374531943168,0.53,0.53,-1.46054843937471,-0.0102709802317958,1.0382921274348171,311,post
bwd,6,3110000,0.4,0.4,-1.1771088187719716,-0.0074068287923843,1.0655184874405943,0.51,0.51,-1.3491139900885698,-0.0142560402458562,0.9071725447829176,311,pre
bwd,6,3120000,0.44,0.44,-1.1454517252780798,0.0111364606729987,1.0246874308581813,0.65,0.65,-1.4083836165092587,-0.0144923110544876,1.1855286018365534,312,post
bwd,6,3120000,0.34,0.34,-1.1466349645356118,0.0068704208745373,1.0390237983571262,0.63,0.63,-1.487190093535605,-0.0091469541272076,1.210445537230588,312,pre
bwd,6,3130000,0.3,0.3,-1.0709403973056917,-0.0056288608982915,1.0491949353506007,0.65,0.65,-1.4617306722701306,-0.0092665459724819,1.2376339068173023,313,post
bwd,6,3130000,0.48,0.48,-1.2509985651193118,0.0044673460565249,1.053648077589387,0.67,0.67,-1.4296139818679574,-0.0006547081863161,1.2261687492893525,313,pre
bwd,6,3140000,0.48,0.48,-0.9602319523070316,-0.0008907088776237,1.107074898195156,0.58,0.58,-1.4168460725647385,-0.0075059094329246,0.956514879858476,314,post
bwd,6,3140000,0.36,0.36,-1.060731598010402,-0.0044155793786605,1.0808727760861594,0.7,0.7,-1.4774037765318764,0.0066591194955445,1.1424432511250977,314,pre
bwd,6,3150000,0.31,0.31,-1.0735404620077205,-0.0035269034535844,1.0501139101043115,0.56,0.56,-1.2799010892542475,-0.0072854370440705,0.993993412429118,315,post
bwd,6,3150000,0.52,0.52,-0.972652598971404,0.0120130533757777,1.0970894311892605,0.62,0.62,-1.1777248469442954,-0.009278529532879,1.0873189655246027,315,pre
bwd,6,3160000,0.37,0.37,-1.1651810018996405,0.0009816046951447,1.0331727505616997,0.55,0.55,-1.4004777926184877,-0.0070165819326275,0.943056655255698,316,post
bwd,6,3160000,0.35,0.35,-0.9991097188867084,0.0009816046951447,1.088089575372416,0.66,0.66,-1.4442350647182058,-0.0012985468479108,1.1469217913377363,316,pre
bwd,6,3170000,0.44,0.44,-1.2647257266858354,-0.0025963704987901,1.0811471077249608,0.42,0.42,-1.1671679937286212,-0.0208030794714745,0.7609439603939334,317,post
bwd,6,3170000,0.39,0.39,-1.2168566437095196,-0.0084013784679198,1.031769938832084,0.53,0.53,-1.2654925372508492,-0.0150075678338768,0.8982516854712805,317,pre
bwd,6,3180000,0.38,0.38,-1.2900734680845858,-0.0130651404328427,1.0406899513258483,0.52,0.52,-1.349130782450567,-0.0099480744950747,0.902810345531888,318,post
bwd,6,3180000,0.47,0.47,-1.328032091671355,-0.0115525397909189,1.087865121363858,0.53,0.53,-1.061523267931138,-0.0056952282275235,0.8053426005060167,318,pre
bwd,6,3190000,0.45,0.45,-1.3920123155022943,-0.006211715358102,1.0522549764230762,0.52,0.52,-1.2521567449101956,-0.0200166468450768,0.8109878546889081,319,post
bwd,6,3190000,0.4,0.4,-1.2959711041256432,-0.0105441156752155,1.0513370996396008,0.56,0.56,-1.2903821035072904,-0.0157770936421925,0.8908691879822737,319,pre
bwd,6,3200000,0.61,0.61,-1.3266231134500917,-0.0021319847514188,1.091643230227577,0.46,0.46,-1.1312009486887835,-0.0051460036663721,0.755750762366102,320,post
bwd,6,3200000,0.5,0.5,-1.2649754549358203,-0.0079351591394941,1.0635625447532688,0.52,0.52,-1.1806798050165987,-0.003406056497543,0.827464618020709,320,pre
bwd,6,3210000,0.5,0.5,-1.348431211660495,-0.004937084406537,1.0644695753812667,0.48,0.48,-1.3527333017774246,-0.0009918373493473,0.8975340176217292,321,post
bwd,6,3210000,0.67,0.67,-1.2719524230172574,0.0115203104382019,1.131212427364732,0.48,0.48,-1.3721761903817802,-0.0010061773426102,0.8782960606767056,321,pre
bwd,6,3220000,0.64,0.64,-1.2596882304357009,-0.0005106715961427,1.1270616040033814,0.47,0.47,-1.1917516108386152,-0.0031836986130797,0.7582540061807059,322,post
bwd,6,3220000,0.51,0.51,-1.317656845811115,-0.0054688668582926,1.040560402237947,0.51,0.51,-1.25906954377057,-0.0026617767982952,0.8231752657379636,322,pre
bwd,6,3230000,0.65,0.65,-1.610327790394232,-0.0105388069435263,1.2169744144065469,0.37,0.37,-1.270682103542552,-0.0042359111077703,0.8235291254797747,323,post
bwd,6,3230000,0.64,0.64,-1.281915505614969,-0.0132308709961185,1.115603258055034,0.48,0.48,-1.2853254891616692,-0.0036906534765841,0.8627563600747673,323,pre
bwd,6,3240000,0.78,0.78,-1.3725483534705556,-0.0016781917579843,1.421544292176534,0.44,0.44,-1.09628373310409,0.0159071724873778,0.6910443606445538,324,post
bwd,6,3240000,0.71,0.71,-1.4415476525767763,-0.0072190881620106,1.2727940228382348,0.44,0.44,-1.0667206711227304,0.0164831556808404,0.6642748189638547,324,pre
bwd,6,3250000,0.67,0.67,-1.521787691998174,-0.0023437585122915,1.1365963057594193,0.51,0.51,-1.0682193485990916,0.0690124903177882,0.8313781393146826,325,post
bwd,6,3250000,0.8,0.8,-1.1095720947478456,0.0006129738166722,1.3657738026315065,0.48,0.48,-1.1556751262606948,0.0392008677266584,0.8076138046592676,325,pre
bwd,6,3260000,0.68,0.68,-1.3339390089649874,-0.0133954164301474,1.2694063097730617,0.48,0.48,-1.2749904257997344,0.0061202653238233,0.8797880336646333,326,post
bwd,6,3260000,0.68,0.68,-1.3591936617852114,0.0005880707998201,1.163096151777528,0.44,0.44,-1.1608999684220178,0.0137504038046016,0.790428247996899,326,pre
bwd,6,3270000,0.74,0.74,-1.419148637904951,0.0153881470361656,1.391204062513007,0.52,0.52,-1.1545009181422483,0.0655775534450333,0.8206425690992729,327,post
bwd,6,3270000,0.71,0.71,-1.3284911823863912,0.0063934183305223,1.3063794933075952,0.53,0.53,-1.2544431756448025,0.0710672184833293,0.9398149297183476,327,pre
bwd,6,3280000,0.67,0.67,-1.3666202711182316,-0.0009712192278984,1.2727940228382348,0.46,0.46,-1.3299307256594837,0.0498457809847922,1.014766094393324,328,post
bwd,6,3280000,0.77,0.77,-0.9111781516209124,0.0132160066118453,1.4141935282294922,0.45,0.45,-1.239967246651018,0.0419003581120524,0.9748474389957832,328,pre
bwd,6,3290000,0.7,0.7,-1.5546925421331186,0.0151563877918797,1.319021530889938,0.39,0.39,-1.194826937576328,0.0426915811720439,0.912328784374138,329,post
bwd,6,3290000,0.71,0.71,-1.1546423804110348,0.0162230793234786,1.2725421839812825,0.41,0.41,-1.235420807561491,0.0202738391579115,1.027500882404671,329,pre
bwd,6,3300000,0.76,0.76,-1.2400679848106086,0.0043677090131032,1.5333236531521572,0.34,0.34,-1.2008891329344622,0.0854508899356917,0.7431923665982663,330,post
bwd,6,3300000,0.76,0.76,-1.2611597418893312,-0.0007768099716637,1.398902607835947,0.32,0.32,-1.1822860038635716,0.0899628317888405,0.7746761115858939,330,pre
bwd,6,3310000,0.72,0.72,-1.0999276187955194,0.0093793850991487,1.3628859510563935,0.74,0.74,-1.1651424037531732,0.0812137052174955,1.5475642975138486,331,post
bwd,6,3310000,0.77,0.77,-1.2500292810112257,0.0272473588766616,1.5294458122067578,0.77,0.77,-1.17628564327257,0.097742407198583,1.5282681143853318,331,pre
