arm,seed,t,W_S,D_S,c_S,sigma,n1,hit999
LL_e6,3,18,355.88257060520954,262.0352208995987,-0.35289884514434,35.570477031528085,17002.056320366224,
LL_e6,3,19,359.8563143608061,265.2561601564292,-0.3281759731100246,35.83220399475479,18269.968744207406,
LL_e6,3,20,370.4131618196004,257.5733143444716,-0.30345077295931705,36.986475096831555,18940.01941575642,
LL_e6,4,2,159.22213256764329,218.91528538530835,-0.3300109828561209,21.54833650185386,2161.3833149999673,
LL_e6,4,3,224.2091866193393,250.5994170137946,-0.37711649019576615,25.241338006222335,2990.5912752270087,
LL_e6,4,4,265.87961828053636,241.2675467578647,-0.4519149384337843,25.388168771842654,4231.998879217016,
LL_e6,4,5,266.3137439381761,199.76064933981456,-0.32870511363369825,26.66056991395216,5250.466866474409,
LL_e6,4,6,275.41560655833746,226.2904792837026,-0.3559954873950212,28.218253700581137,6204.133955107619,
LL_e6,4,7,287.55358101467425,228.87991876269774,-0.4034008270314291,28.094869119464505,7275.409510869023,
LL_e6,4,8,286.30968279260645,221.81009647390994,-0.327262166670826,29.932377117953116,8147.10738253477,
LL_e6,4,9,299.3434205030592,236.53662808288001,-0.3960905208941861,28.883039564572414,9073.073628628725,
LL_e6,4,10,299.1072380312441,241.5552663764266,-0.3528945993280438,30.617148744405156,10098.793806203259,
LL_e6,4,11,311.1593829341002,234.26766973404588,-0.30410015457996464,32.95081120849243,10969.155980248228,
LL_e6,4,12,327.6690318229578,251.96542793908614,-0.391540773804088,31.916795903552828,11787.730845081325,
LL_e6,4,13,325.8855104341282,252.34467861397627,-0.376088761421863,32.56790045782557,12659.841570152661,
LL_e6,4,14,328.669328223754,245.00750878187793,-0.37036876399590923,32.10481408081265,13485.712702444172,
LL_e6,4,15,329.2464740942934,243.4796419152848,-0.34297192409829913,32.85168497075361,14367.941059883928,
LL_e6,4,16,335.7037622519744,259.31830491721826,-0.35418940307785374,34.476689466169915,15380.99992358084,
LL_e6,4,17,343.9123408123253,258.51370363445983,-0.3630700590680821,34.19749417031312,16044.480038556456,
LL_e6,4,18,347.1984754264023,257.5270461028835,-0.3375054415195005,35.06283687328812,16921.65216114754,
LL_e6,4,19,355.68555526034805,259.62458917290144,-0.3432013148508475,35.999309538669806,18226.265624629938,
LL_e6,4,20,361.29141356158226,263.62061063431895,-0.34673063136822296,35.97102661692051,19026.306151599245,
LL_e6,5,2,158.41246126668491,238.5404349802112,-0.39662836824762104,21.72881015903814,2312.606804096894,
LL_e6,5,3,228.0803323656503,190.71474832561793,-0.26010330002664994,24.361592524647214,3437.5303683891957,
LL_e6,5,4,256.4462111964864,211.154918448031,-0.31608628335503475,26.815716603600087,4552.959886182538,
LL_e6,5,5,275.8967033991562,214.24575512240412,-0.3322325046873085,28.372072927887952,5524.334821632448,
LL_e6,5,6,287.6524096789775,223.02625178705034,-0.34410595386993215,28.368760093531506,6456.9549289876095,
LL_e6,5,7,297.2087555644628,233.70369441942879,-0.40965036672737054,28.773849532866816,7450.692674203305,
LL_e6,5,8,293.33057859413015,222.44322522964123,-0.3210272668692001,30.02065806140654,8325.798999710414,
LL_e6,5,9,305.99043076588305,246.22086544252704,-0.40272869967025826,29.09320106394798,9241.008354508678,
LL_e6,5,10,305.8932954211291,239.59842859385984,-0.363575404870715,31.073933267750398,10197.18612148433,
LL_e6,5,11,312.54456183012564,242.16306082309646,-0.3510711818685196,31.039317107680592,11094.639636122709,
LL_e6,5,12,321.2229431369953,238.94661983928842,-0.35718309389967906,32.158412450951616,11934.292154504014,
LL_e6,5,13,324.72818185495663,248.19705023979952,-0.33850979626328564,32.659131098513,12816.207991355397,
LL_e6,5,14,335.387397213457,260.9913441824532,-0.35229355085823677,33.19498443337383,13621.299859121084,
LL_e6,5,15,344.8570992258097,265.5291938953556,-0.3810881891879723,33.95976281462512,14491.58118167361,
LL_e6,5,16,345.8901047865826,262.4848471867541,-0.3610994121630936,34.417533360814694,15658.719355606077,
LL_e6,5,17,350.66960260732526,253.32675903325435,-0.33127212164940734,35.376684688462845,16373.76783978238,
LL_e6,5,18,358.17197790187146,259.3140686618911,-0.3695810529070079,34.858839275627886,17181.23392534821,
LL_e6,5,19,356.19979005841697,268.07806067307894,-0.3245339963580475,35.939695176558395,17897.87047464358,
LL_e6,5,20,369.8175996562041,270.1393948413919,-0.37539443208897566,36.06139643090684,18710.939996201803,
LL_e6,6,2,156.52957818603903,210.64475045140748,-0.4104887993909311,19.763851036935637,2032.8778103409522,
LL_e6,6,3,204.45864226035903,190.25960414368336,-0.33102527825680983,21.962657245635675,3120.087532712501,
LL_e6,6,4,228.5785222612167,199.6283490659834,-0.31873880882732836,24.461896715228004,4172.279147878093,
LL_e6,6,5,251.01998895700393,204.55504563283984,-0.3428878477213112,25.758072197868422,5110.981778748812,
LL_e6,6,6,263.89581083050274,221.1834870721088,-0.3999354434864714,26.370696435808163,6052.888239338797,
LL_e6,6,7,268.09541892031285,220.80340548045876,-0.412903030970836,26.489925002927123,6994.649433036315,
LL_e6,6,8,267.8517628041413,226.82350812889402,-0.3451756201366033,28.372172498021442,7948.496032810481,
LL_e6,6,9,285.045835374021,229.44264178147523,-0.3584515423692713,29.427776692797103,8897.820190983557,
LL_e6,6,10,294.97185547483934,238.03265860991948,-0.3946401337442812,29.715216114849106,9734.51743937783,
LL_e6,6,11,297.0694497754966,238.48072156841965,-0.3459584981572919,30.422982796888235,10642.887275757119,
LL_e6,6,12,310.0068062975161,249.48455781917133,-0.3610062449529181,31.101734702010774,11515.607965464684,
LL_e6,6,13,320.1639249087842,238.4765162842611,-0.3872692809784685,30.958623200665066,12225.606666902037,
LL_e6,6,14,316.6050325392015,244.22190206643936,-0.34765579051870166,32.20109825096844,13088.00288574255,
LL_e6,6,15,325.7610829831923,248.0253463717158,-0.3541465969363445,32.15143899734545,14030.582358422827,
LL_e6,6,16,332.27832699380525,244.98305651511964,-0.3500052126121619,33.43433035449142,14817.099020991944,
LL_e6,6,17,336.8129210954819,266.80020265060125,-0.35013411242541626,33.90008396678656,15619.83367380287,
LL_e6,6,18,348.85234680699796,268.23748970182885,-0.40332192532165,33.65821232309968,16369.496394381267,
LL_e6,6,19,343.75483757687704,262.5873062502231,-0.3668281664731555,34.46757824059955,17198.540517559803,
LL_e6,6,20,347.70031779564,247.90294282971004,-0.30118501860613506,35.534120973909445,18030.8342034105,
LL_e6,7,2,156.21778168734494,224.9848194944938,-0.37176284209890026,20.8679805461883,1931.6303135330431,
LL_e6,7,3,221.1102499556065,224.8646507184222,-0.44797229721010334,22.8029645688139,3152.551720043709,
LL_e6,7,4,234.32370097689164,194.02794230261387,-0.34656428442778786,24.51420166645202,4232.707252077842,
LL_e6,7,5,247.06499013759128,212.64850678314784,-0.3478990046586161,25.821241197105927,5288.712193574596,
LL_e6,7,6,264.0164012303947,223.14782777095857,-0.3712073208089778,26.89412829893104,6303.9445452464,
LL_e6,7,7,275.2462303924174,222.90604414704035,-0.3397217938109518,28.414376959085388,7311.63059176997,
LL_e6,7,8,289.4148875126103,239.57557533824732,-0.4015247572219528,28.900615349507845,8304.504021937257,
LL_e6,7,9,292.3638135579768,229.71129398357547,-0.35708476179318266,29.818592363897572,9202.251259538387,
LL_e6,7,10,300.46759268520833,234.52949397300608,-0.3751176411943133,29.930127435192794,10075.461005654455,
LL_e6,7,11,304.0014694808732,231.78819352143907,-0.3616934090493955,30.435680672367347,11026.68231550356,
LL_e6,7,12,308.4962989736768,232.60236365034936,-0.35636311581975033,30.863797327906255,11842.681668661586,
LL_e6,7,13,313.25828390092175,242.17962379454127,-0.3454476822770525,31.5882567613955,12763.55605256529,
LL_e6,7,14,323.0589766224728,241.8784270802056,-0.354598452716589,32.226435752169294,13570.573855226085,
LL_e6,7,15,327.8031764923602,243.98951973971597,-0.33528970670024677,33.143008705427654,14460.360808324993,
LL_e6,7,16,336.6786374747492,255.06810946443946,-0.3461463137312599,33.9152169855687,15275.284505723468,
LL_e6,7,17,344.9071398282378,258.3820034197259,-0.328211878588762,35.07072350676255,16108.082584905855,
LL_e6,7,18,356.6835504250986,260.17218700196594,-0.3788997543555184,35.25039346039038,16966.312889333254,
LL_e6,7,19,352.9724915640911,249.13003214521177,-0.3341930858564588,34.532402150527396,17816.40251907921,
LL_e6,7,20,357.603291547915,250.51877498637856,-0.29631152479069145,36.19590106505481,18645.450051363434,
LL_e6,8,2,155.10459895713097,214.69708215022257,-0.4012837041350185,20.40345239119923,2140.1671658771065,
LL_e6,8,3,208.38995621346217,201.29857948385822,-0.2880683283060062,23.700329339989946,3259.0035755928,
LL_e6,8,4,244.49818926176278,209.3586257525331,-0.2946222829696532,26.490817417378793,4389.010664574981,
LL_e6,8,5,271.0133997571314,218.31954217964477,-0.35736702317922026,27.126635071504445,5404.927632792878,
LL_e6,8,6,280.7537059259502,227.47390531890926,-0.3899483416111399,28.132247723619045,6377.181823994848,
LL_e6,8,7,284.1823156569647,227.04019797396688,-0.3540017687758981,28.77591208168341,7305.227654902799,
LL_e6,8,8,294.3227460860412,235.96115548424893,-0.3698764643009854,29.638837549143574,8255.979982328896,
LL_e6,8,9,301.5437621157138,235.178748322493,-0.3770918287902498,29.998474113243585,9198.73613554556,
LL_e6,8,10,304.5545593230481,239.83308769346448,-0.35359606752227,30.852846639111448,10017.153156480745,
LL_e6,8,11,314.03579019478224,244.5415792783983,-0.34630790750076534,31.71804325627687,10877.457361067243,
LL_e6,8,12,324.3913730821608,247.36434861393192,-0.3589502803347989,32.67787363303222,11732.395386150527,
LL_e6,8,13,329.86738124612515,248.0176310197952,-0.36676341390760453,32.417583610560456,12446.633694009402,
LL_e6,8,14,332.134397639918,255.28596841894705,-0.3761292131648527,33.08850206248502,13183.329734408002,
LL_e6,8,15,334.21662881946895,262.1261245786108,-0.36283932577861444,33.30368449748994,14091.8449638004,
LL_e6,8,16,341.8133936533135,258.5771757791152,-0.31687954000664803,35.17118253699418,15037.93689454758,
LL_e6,8,17,357.3285122267613,265.8069400682029,-0.3914371673151636,34.30165821333148,15729.302854275906,
LL_e6,8,18,352.1069138934618,256.0774923750358,-0.3452939241128443,34.93883969719219,16415.843680459424,
LL_e6,8,19,356.77298702302363,264.2988676586056,-0.33676661644953276,35.55096608468125,17268.723721762683,
LL_e6,8,20,365.55470718980325,268.0779768829249,-0.37837379862297016,34.718164621491724,18011.28413709945,
LL_e6,9,2,159.67230731545536,215.0209217066257,-0.4757774069031472,19.000302994927267,2010.6474107339845,
LL_e6,9,3,197.63506493858665,182.22737781063117,-0.3343130125753586,21.513798180912033,3112.080884478686,
LL_e6,9,4,219.5135326069971,199.7327786291909,-0.3504933436880044,23.202156167283956,4132.8935967299185,
LL_e6,9,5,239.4687453886948,215.06511913174805,-0.3951573118282944,24.67457138091343,5130.121914447908,
LL_e6,9,6,250.7907419997288,215.02211727439857,-0.359946747771596,25.9681522509006,6186.045606568926,
LL_e6,9,7,265.160045894841,221.37769302811512,-0.3624959812910134,27.472358107106224,7107.757877206668,
LL_e6,9,8,277.0569043689886,235.89329838931465,-0.362218629613089,28.896746149033312,8105.210129053224,
LL_e6,9,9,291.6503922681608,237.7500966542627,-0.38209841798937866,29.644479385307108,9073.918802543132,
LL_e6,9,10,297.65033301151743,225.45837250991275,-0.3432499557590181,30.111518381040774,9930.6814641144,
LL_e6,9,11,305.5449679006765,243.00669711500905,-0.36969566596000925,30.800054784202263,11021.497285857316,
LL_e6,9,12,312.2668172718372,243.95244226472303,-0.3509176383980723,31.742349421749307,11879.105867014965,
LL_e6,9,13,321.80549121829125,255.77428942860064,-0.3364475529643023,32.84614484612964,13363.829708936537,
LL_e6,9,14,337.0364281713656,250.21984248840855,-0.2993276311363098,34.766286954685356,14158.181021035127,
LL_e6,9,15,354.565943578707,263.9360669938844,-0.36227565978699555,35.11052804340688,14953.613930753245,
LL_e6,9,16,357.1746877752462,275.08495392262137,-0.3699126041828253,35.649441927259915,15969.120494592333,
LL_e6,9,17,361.3241761352574,267.3992529305385,-0.33351765576290465,36.15760641035492,16861.773154557806,
LL_e6,9,18,370.95825446723524,266.74939158065473,-0.2699758824538477,39.019465876245846,17751.938518655556,
LL_e6,9,19,394.12622036605256,267.71306856034016,-0.35330921965723383,38.74096713252929,18629.669243373144,
LL_e6,9,20,390.44656112507323,286.36148168205386,-0.32487573336670467,39.855896197057476,19662.63449807419,
LL_e4,0,2,135.7937476899822,210.28524241561385,-0.3561734141960419,20.340077242030937,1678.2107173667273,
LL_e4,0,3,205.71451431244174,215.0925196147498,-0.44453639639394965,20.95888922898005,2294.686284116018,
LL_e4,0,4,221.909595970824,212.32508980108224,-0.3596273418107312,23.260417920314573,3074.280135508846,
LL_e4,0,5,245.8387839086071,219.8708019620652,-0.3615134755982795,25.672359013091707,3711.044511720371,
LL_e4,0,6,264.0042941301598,235.12283913231624,-0.3631628869395122,27.428284237189402,4258.209395051482,
LL_e4,0,7,282.6578816374677,240.07260843675442,-0.3372037545561543,29.66306709612971,4819.038328011346,
LL_e4,0,8,302.92921744439053,228.20811123744224,-0.3740459177812176,29.992247543870654,5302.493860768125,
LL_e4,0,9,303.5272434822254,239.8764572064363,-0.36014798618362437,29.61131714634905,5811.936941298576,
LL_e4,0,10,311.80994871043487,241.7663657438276,-0.3684538388785946,30.23223417513296,6347.458481875494,
LL_e4,0,11,316.4245848936472,237.17882464405199,-0.3206160913396708,31.297014537058658,6839.86411314651,
LL_e4,0,12,329.0202779786031,235.94260337355365,-0.36143659190602084,31.70304629980017,7316.881810717413,
LL_e4,0,13,328.3392784145962,235.0610824322222,-0.3217169281911321,32.9237605577956,7776.102685404739,
LL_e4,0,14,336.7496202842439,244.8658122463093,-0.33008319943355685,32.89448126997413,8177.257194217655,
LL_e4,0,15,344.8525221574548,250.16895437354663,-0.34245415090790826,33.00432403307658,8612.582141746947,
LL_e4,0,16,349.88537152521786,255.40863454833516,-0.2882066962015451,34.44922027806379,9077.896800498853,
LL_e4,0,17,368.9754523024957,246.99954226401115,-0.33337332409263487,36.2729504349886,9483.786150568118,
LL_e4,0,18,369.3054613818428,259.08893235654745,-0.3510960425459082,36.312049161403166,10020.086054705,
LL_e4,0,19,369.2232158179999,262.16265041886703,-0.35054944765691887,35.33032209596581,10365.00004019367,
LL_e4,0,20,370.39316045840775,250.90478723431977,-0.32279709876101514,36.33361138855878,10716.07457818263,
LL_e4,1,2,136.73694696977762,209.99589116899256,-0.3212093886395827,20.303734622191044,1420.1853812296158,
LL_e4,1,3,210.59137595097525,221.23402847233427,-0.43291996750785516,22.109669390344614,2255.033000438098,
LL_e4,1,4,230.11683783263564,208.50680431711274,-0.3230450798170784,24.48562273436299,2863.7052055302115,
LL_e4,1,5,255.79062151362288,224.0079980563231,-0.3477919746699507,27.048455408856896,3657.9801867795113,
LL_e4,1,6,275.23092057768474,233.41455862650238,-0.32117929318831734,28.290262260460047,4169.241177686478,
LL_e4,1,7,298.27409361349464,228.21597553443638,-0.4018465250909879,27.46317627738317,4676.031195569181,
LL_e4,1,8,293.83983138947633,218.40426171666945,-0.3390821392059996,29.26506133089639,5149.164866501984,
LL_e4,1,9,300.8662235979289,231.00396761038232,-0.31382730998585,30.55113347516479,5662.225992079817,
LL_e4,1,10,316.6394020502876,222.70901363085326,-0.3391260294881523,30.609358617922567,6173.702114002797,
LL_e4,1,11,319.4221853848154,241.45252726852743,-0.2943540924428629,32.904101042233776,6675.523482797617,
LL_e4,1,12,339.00673097144545,250.78443737417248,-0.3296267738881744,33.22493858002518,7176.2519165948,
LL_e4,1,13,348.95592149377393,253.15082023201143,-0.34184639355998914,33.51410058296193,7633.283950908144,
LL_e4,1,14,354.2021920686189,244.05366918090922,-0.2939398990036539,35.00484920523522,8101.629969251851,
LL_e4,1,15,366.33659721746716,250.1258966198247,-0.3398404418532577,35.84405802267526,8804.912440686401,
LL_e4,1,16,366.7234978006302,256.3432913101804,-0.35387434747336666,35.30243794067017,9137.686511687962,
LL_e4,1,17,365.6016938335255,259.3427600351789,-0.3598687933385662,34.86048701919283,9561.787214372536,
LL_e4,1,18,364.253369297437,254.61355812484754,-0.2927891534761457,36.60382412994028,9981.979437977376,
LL_e4,1,19,378.41748963430814,259.22312441587246,-0.3345920457810518,36.90110309382136,10374.974009028374,
LL_e4,1,20,380.46432552580046,251.5343416816006,-0.33677145039295064,36.55438216612397,10757.946717575578,
LL_e4,2,2,137.18611763046766,206.51968619161119,-0.322513606683113,20.30376228704276,1624.4680996929083,
LL_e4,2,3,207.8358408696812,218.717221462386,-0.3984731497956216,22.902687741170997,2431.4700283007237,
LL_e4,2,4,234.1067075358533,213.56987599181184,-0.3666037146541046,23.652492404929177,3027.0902542804033,
LL_e4,2,5,252.505513564024,212.97041219978462,-0.3582300196776601,26.31732214014052,3595.2955874785266,
LL_e4,2,6,265.68200939367324,221.9445559030587,-0.3338431731990945,27.708531011674726,4164.83503195919,
LL_e4,2,7,283.6812856516878,224.8781844568656,-0.2964741769454214,29.544820538712646,4711.462945498466,
LL_e4,2,8,305.31767228578406,234.6294491999041,-0.3257913670353667,31.005331952580317,5263.166875474552,
LL_e4,2,9,318.7361630779229,221.2464052751886,-0.33026932323689956,31.149464955330966,5710.968355607488,
LL_e4,2,10,322.43144474451736,234.94345001630705,-0.3650578044244832,31.584906948082278,6136.828205691487,
LL_e4,2,11,322.26060825728365,236.76201654061262,-0.34267808425201746,31.581952829408564,6596.079732981716,
LL_e4,2,12,328.0489488364647,230.17875489963072,-0.3153499150863951,32.4539105947607,7070.807458969106,
LL_e4,2,13,336.1164854975299,240.60306581241915,-0.30175470909367047,33.32096279737647,7556.145634986215,
LL_e4,2,14,349.3678920836689,257.7731585538219,-0.32626402456552334,34.824516601379216,8000.34860626427,
LL_e4,2,15,360.19407659225664,237.8214160784483,-0.33701320921854855,34.38708520728336,8536.33915238293,
LL_e4,2,16,358.55325748576297,252.1043925303194,-0.3372959127758928,35.10672066514397,9247.364958021284,
LL_e4,2,17,362.13089442953617,265.13838706235344,-0.31320362252712663,36.499215879384224,9620.264379902368,
LL_e4,2,18,375.88932128500613,256.8245941730589,-0.29965664502808975,37.037360892378445,10063.656503835826,
LL_e4,2,19,386.51697755429075,252.52814763507706,-0.31894764239590745,37.20692677955729,10423.753665547896,
LL_e4,2,20,388.46256771667527,250.5773509872095,-0.28735349965246704,38.82417271643346,10839.094101315628,
LL_e4,3,2,130.57334448801157,187.8009398353735,-0.32357284851335577,17.90758841523079,1504.8163812627017,
LL_e4,3,3,190.9173014773503,204.8206130182725,-0.3316322467604846,22.426655028275476,2395.416571114399,
LL_e4,3,4,229.05182440858033,223.65677644558815,-0.36516168421141476,24.030341569386408,2933.0396625565654,
LL_e4,3,5,255.0948086798984,212.6274443054833,-0.41079194573063077,25.13455235339775,3497.139905167194,
LL_e4,3,6,256.36097994968424,225.6475630727443,-0.36586704868755077,25.734531872730805,4058.4416951084004,
LL_e4,3,7,272.5967421750696,226.18247319246157,-0.3318121044128616,27.50653578652328,4767.617183937655,
LL_e4,3,8,290.7759946992534,236.2815273745079,-0.37371817196316104,28.204521624433177,5202.808230476523,
LL_e4,3,9,298.37397362858246,226.53064833346602,-0.3355488324415895,29.786897406509176,5714.109919890116,
LL_e4,3,10,308.19328574382695,236.59930124603315,-0.36194572358506333,30.289850050645185,6516.7726856311765,
LL_e4,3,11,313.332707186645,255.8515364339742,-0.30824958493136984,33.026058476053436,6958.982881381719,
LL_e4,3,12,337.95668081660756,254.3489478453817,-0.375196911172269,32.63537431360618,7686.001705830012,
LL_e4,3,13,338.2381678573863,257.77162193287273,-0.2885512137390514,33.90447755903805,8189.036637637924,
LL_e4,3,14,361.2959240717933,251.00921180776837,-0.3472285833326366,34.51206497280292,8587.423731550705,
LL_e4,3,15,361.3322811421807,243.5739506678039,-0.34973028130193967,34.330424267797646,9033.17758464834,
LL_e4,3,16,358.2303329977266,257.6447808993545,-0.324563268161722,35.00547984059227,9580.252484791668,
LL_e4,3,17,367.14834574651604,257.46535666572083,-0.3314928948224394,36.14116493323257,9967.101720175779,
LL_e4,3,18,372.04248459670055,262.5372111911678,-0.37014674459645286,36.27871910274713,10344.025562956645,
LL_e4,3,19,367.46868403932655,243.0336468401882,-0.30307655434678377,36.713622885793754,10748.610973653103,
LL_e4,3,20,374.1185873138569,245.1405453488037,-0.2938645172190896,36.27699683615913,11169.377190471188,
LL_e4,4,2,131.017752005488,189.24581961397627,-0.34840696643050156,18.067073516074082,1547.6246323649443,
LL_e4,4,3,188.9508809641566,200.5810323995655,-0.407861816770961,20.55482797376957,2343.757635576114,
LL_e4,4,4,212.17749793127535,206.28279186994618,-0.3489643839808642,23.54822475312319,2961.065592984858,
LL_e4,4,5,238.798113593618,223.88442728670006,-0.3908214063019204,24.36277592866447,3557.959159570559,
LL_e4,4,6,255.65536628822645,214.483288068764,-0.3843925633493705,25.314653864174772,4191.638547639038,
LL_e4,4,7,263.07286926781967,223.69701199262028,-0.3445601951230678,27.410227746693522,5076.736326947046,
LL_e4,4,8,280.5243435579909,243.8608389004649,-0.37472931195424025,28.076657749967488,5558.723955742278,
LL_e4,4,9,294.775125659706,229.5963827345808,-0.3446120221596779,29.326899995321188,6074.653551741105,
LL_e4,4,10,304.8945244463863,243.44454936278524,-0.28135705952741513,31.307890698289015,6584.757382505344,
LL_e4,4,11,332.35299720182394,248.5706628884371,-0.36683040809468703,31.83627763476295,7126.155732696783,
LL_e4,4,12,334.1194665327516,262.669267959972,-0.4024478911991254,32.485964659092176,7604.143479140305,
LL_e4,4,13,331.6488527956327,244.47754483291976,-0.27876725108056943,32.818807891214604,8071.996074379722,
LL_e4,4,14,352.92342695881064,237.13166779075186,-0.3403093686191549,33.581876458342094,8461.656321285962,
LL_e4,4,15,351.8889786524264,254.6139643781022,-0.3458773701121775,34.28664187760877,8895.613747866682,
LL_e4,4,16,355.9153996120093,261.53025592608486,-0.3896316247917867,33.769946078807436,9551.841452078606,
LL_e4,4,17,350.05422665028647,259.07120200090816,-0.34608174473441433,34.616931441467486,9951.08425453027,
LL_e4,4,18,356.20816369079836,251.9580801310826,-0.32817644348453884,34.96934548099054,10310.082388837847,
LL_e4,4,19,362.573813384638,243.28928666653442,-0.28769327003897827,36.69205064013779,10707.790502847482,
LL_e4,4,20,374.02461655682544,238.68600118921069,-0.32686633744758653,35.91820381605285,11139.731461145795,
LL_e4,5,2,136.89314871740817,200.13173595980672,-0.32838066362636886,18.896661742264357,1569.1743786633442,
LL_e4,5,3,201.98855617473757,217.02965968292483,-0.3596083556804491,22.258455729909493,2435.8689890461737,
LL_e4,5,4,237.42910932038836,213.7545317025144,-0.40897791870463773,23.090511355710966,3024.7153513587245,
LL_e4,5,5,246.07124328182852,213.3773148857537,-0.3814073147791346,24.3319961191952,3575.4762994802713,
LL_e4,5,6,256.96025800849355,211.7713120487336,-0.3025834166254381,26.785430983808148,4148.741544937433,
LL_e4,5,7,279.1852675635608,227.25220964587012,-0.3201974241546075,28.510059971267484,4706.460749368589,
LL_e4,5,8,298.2579905828379,229.82249577226884,-0.3373497363139201,29.24012311493062,5204.122134512896,
LL_e4,5,9,309.07602855342395,242.06788813243094,-0.37721839356812625,30.330699430785305,5692.972489903932,
LL_e4,5,10,312.53778806283736,226.9641633097712,-0.3466029903844153,30.873007582295855,6196.696685200643,
LL_e4,5,11,316.2595753763534,230.69764880183877,-0.32510351459550263,31.15209486459625,6608.716298689774,
LL_e4,5,12,325.27249801806755,241.35423325797169,-0.32156718648037497,32.02183723755804,7157.269746853364,
LL_e4,5,13,336.9929149642807,246.87411869367253,-0.35671239892241996,32.42893535530419,7579.926837669142,
LL_e4,5,14,339.3490846250693,240.52495784621695,-0.3669634774564791,32.27169487444844,8047.4986911635015,
LL_e4,5,15,336.311650475873,242.15233374057706,-0.3187707678331954,32.99613906062889,8474.704922972338,
LL_e4,5,16,346.1542377951461,258.5186305178185,-0.3269602541996206,34.38670663421121,8931.369087549558,
LL_e4,5,17,357.9623516570277,259.3464208339006,-0.34525351809940397,35.83714267270959,9376.944945548217,
LL_e4,5,18,362.344482670251,248.9114863546492,-0.3470435598426035,35.424408889892334,9787.87201359838,
LL_e4,5,19,361.4547721124115,253.5454647776097,-0.3370728711185503,35.20972130815878,10150.013279236398,
LL_e4,5,20,364.9008376971156,264.9570338040262,-0.31682396955975023,37.33419331300865,10589.769693283575,
LL_e4,6,2,133.60038015457175,202.07346023901093,-0.3750913618815479,19.130275158981632,1565.0762990595927,
LL_e4,6,3,196.03569463243753,198.60930519796912,-0.4073289553336996,19.918743835256294,2179.5176800320924,
LL_e4,6,4,214.8425948975472,213.44038048090817,-0.3568318764648496,23.31380190778159,2809.533755733746,
LL_e4,6,5,242.87509288678632,212.03026821153495,-0.40646821883781076,24.27879792274275,3348.111502261878,
LL_e4,6,6,249.16151879848672,218.07030517223436,-0.36218846338497795,25.216233871972015,3855.3562226445238,
LL_e4,6,7,265.098654923974,224.51083904583376,-0.33311037211041367,27.254181109284126,4399.520675777703,
LL_e4,6,8,284.6587540530407,223.48679512448035,-0.3527555841502855,28.16257910457237,4917.546123735641,
LL_e4,6,9,293.4179892273388,230.81723055151957,-0.3553993993065179,28.87868749350249,5435.705102698634,
LL_e4,6,10,302.0450335640553,238.12807595200766,-0.3598172785657223,29.834260976655766,5924.049380365155,
LL_e4,6,11,310.122842666421,240.58761235458817,-0.34197231737874917,31.152102002701625,6419.119043023013,
LL_e4,6,12,320.9802098386813,249.4601069974106,-0.34062819887443985,32.503490480033605,6933.702886514238,
LL_e4,6,13,332.72998515599056,245.81920810889522,-0.3506244854529064,32.57315870894845,7578.571682056751,
LL_e4,6,14,337.31317194240125,248.47825312861337,-0.29279668729139535,35.79552495498771,8058.107792603907,
LL_e4,6,15,355.58419079485446,245.46271951630567,-0.370509189196334,34.73810736860215,8529.841464640958,
LL_e4,6,16,349.30503345328543,249.74273848607268,-0.31192431448037744,34.83968372640461,8964.472096435837,
LL_e4,6,17,360.5040027771052,248.6148795321062,-0.30674231302047206,35.72304186582588,9422.81309018491,
LL_e4,6,18,369.8485052388579,256.04704154007004,-0.36523422929724764,35.20753151995588,9852.951188260819,
LL_e4,6,19,364.9296542511325,252.10328176148636,-0.3248031259447663,35.49109751833271,10173.933474224526,
LL_e4,6,20,370.0891322327862,242.33558647630434,-0.3690681951987911,34.35037199555762,10506.794100151212,
LL_e4,7,2,131.57666453794442,197.25410981445557,-0.3114787032154692,19.710342200643392,1759.9312175641412,
LL_e4,7,3,200.13331155265345,213.6399002343216,-0.3473575563134121,22.60013021594179,2709.928362104011,
LL_e4,7,4,236.62584378072154,214.16350879278812,-0.4171473744579989,23.409742067862886,3283.1273362323495,
LL_e4,7,5,244.08719686009118,215.37338580425472,-0.367345917472612,25.402622630933998,3842.8175915709567,
LL_e4,7,6,259.50257987441614,212.05413555037282,-0.3626040734299052,26.062916803758696,4378.543891660245,
LL_e4,7,7,269.07500772299767,232.38391905431652,-0.3427605879571072,27.876279644100013,4904.4553584495725,
LL_e4,7,8,289.0309574483732,228.02147628750313,-0.37525272159059697,28.6282548252652,5688.669107992444,
LL_e4,7,9,293.37761918238044,227.217987737997,-0.30576995596806283,30.013197243173806,6210.021152452515,
LL_e4,7,10,311.3402957124962,235.1899201128167,-0.33439086064083146,31.390638892165608,6700.135068913081,
LL_e4,7,11,321.366051572915,243.88861200488967,-0.36184764140682135,31.76408971862815,7501.067634461582,
LL_e4,7,12,325.6322350072729,241.8673407678069,-0.3231510461184028,32.55323111911039,8126.51124854799,
LL_e4,7,13,337.09573967164124,252.42909634244205,-0.32497900920766654,33.5123063542988,8499.836616674911,
LL_e4,7,14,349.35262457788275,258.0698667939049,-0.33062191506699506,35.03989659293863,8942.449262303504,
