step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,A_w5_T10000_std_lr0.01_cbp1e-5_s0,0.4,0,0.2,1.82804,1.55535,0.223209,0.46,0,113.291,64.9407,1.74453,4.73645,0.356371,0.4,8.09569
0,A_w5_T10000_std_lr0.01_cbp1e-5_s1,0.2,0,0.2,2.35741,2.30647,0.135152,0.5,0,34.3079,103.188,0.33248,4.92291,0.309387,0.2,3.05418
0,A_w5_T10000_std_lr0.01_cbp1e-5_s2,0.6,0,0.6,1.96811,1.88248,0.198467,0.5,0,0.698533,4.11281,0.169843,4.76964,0.335994,0.6,0.912821
0,A_w5_T10000_std_lr0.01_cbp1e-5_s3,0.4,0.1,0.2,1.91915,2.61144,0.161373,0.45,0,55.6882,73.4907,0.757758,4.90449,0.343714,0.4,4.8361
0,A_w5_T10000_std_lr0.01_cbp1e-5_s4,0.2,0,0.2,3.32572,1.78232,0.176737,0.52,0,6.22992,22.3114,0.279226,4.86496,0.375398,0.2,4.01171
10000,A_w5_T10000_std_lr0.01_cbp1e-5_s0,0.6,0.1,0.6,1.45103,1.14964,0.234667,0.48,0,0.426397,21.8273,0.019535,4.37027,0.577832,0.6,1.02403
10000,A_w5_T10000_std_lr0.01_cbp1e-5_s1,0.4,0,0.4,2.38149,1.60422,0.265761,0.49,0,0.10453,14.8594,0.00703459,4.44628,0.555277,0.4,0.312156
10000,A_w5_T10000_std_lr0.01_cbp1e-5_s2,0.6,0,0.6,1.65725,1.57883,0.184349,0.52,0,1.63037,6.87383,0.237186,4.60615,0.450232,0.6,0.309453
10000,A_w5_T10000_std_lr0.01_cbp1e-5_s3,0.4,0,0.4,2.81721,1.97024,0.267286,0.45,0,9.1783,44.4006,0.206716,4.15548,0.726675,0.4,1.16715
10000,A_w5_T10000_std_lr0.01_cbp1e-5_s4,0.2,0.1,0.2,2.54393,1.48246,0.305919,0.53,0,0.649567,11.5432,0.0562728,4.44118,0.492906,0.2,0.467228
20000,A_w5_T10000_std_lr0.01_cbp1e-5_s0,0.6,0,0.4,1.58645,1.20373,0.229494,0.47,0,0.198927,5.69857,0.0349083,4.42383,0.553469,0.6,0.620321
20000,A_w5_T10000_std_lr0.01_cbp1e-5_s1,0.2,0,0.2,3.39562,2.19042,0.345182,0.5,0,0.400765,7.16884,0.0559038,4.27334,0.572761,0.2,0.144827
20000,A_w5_T10000_std_lr0.01_cbp1e-5_s2,0.6,0,0.6,1.73678,1.66925,0.177858,0.52,0,1.20273,7.95043,0.151279,4.6482,0.472785,0.6,0.463574
20000,A_w5_T10000_std_lr0.01_cbp1e-5_s3,0.6,0,0.4,2.17275,1.94261,0.182264,0.47,0,0.0713975,7.08449,0.010078,4.37926,0.543769,0.6,0.916624
20000,A_w5_T10000_std_lr0.01_cbp1e-5_s4,0.4,0,0.4,2.43396,1.61529,0.29111,0.51,0,0.532698,6.02708,0.0883841,4.46629,0.512272,0.4,0.272259
30000,A_w5_T10000_std_lr0.01_cbp1e-5_s0,0.4,0,0.4,1.96733,1.19676,0.131806,0.45,0,8.43657,41.0401,0.205569,4.66774,0.507156,0.4,0.987337
30000,A_w5_T10000_std_lr0.01_cbp1e-5_s1,0.4,0,0.4,2.83252,2.18664,0.227011,0.53,0,0.0285969,6.40811,0.00446262,4.47443,0.472338,0.4,0.221187
30000,A_w5_T10000_std_lr0.01_cbp1e-5_s2,0.4,0,0.2,3.03007,2.62217,0.160194,0.5,0,0.400176,9.86824,0.0405519,4.56792,0.464281,0.4,0.162213
30000,A_w5_T10000_std_lr0.01_cbp1e-5_s3,0.4,0,0.4,2.79008,2.03711,0.273468,0.48,0,0.00954535,0.177903,0.0536549,4.26998,0.531288,0.4,0.568393
30000,A_w5_T10000_std_lr0.01_cbp1e-5_s4,0.4,0,0.4,1.58203,1.04671,0.216995,0.49,0,0.02628,3.59113,0.00731803,4.47573,0.457805,0.4,0.377492
40000,A_w5_T10000_std_lr0.01_cbp1e-5_s0,0.8,0,0.6,1.00206,1,0.163673,0.45,0,0.89476,22.5387,0.0396987,4.42975,0.64514,0.8,0.970379
40000,A_w5_T10000_std_lr0.01_cbp1e-5_s1,0.4,0,0.4,2.77417,1.94748,0.285988,0.57,0,0.226939,6.99083,0.0324624,4.4838,0.472337,0.4,0.200409
40000,A_w5_T10000_std_lr0.01_cbp1e-5_s2,0.6,0,0.4,2.34328,1.92004,0.13873,0.47,0,0.232743,7.59138,0.0306589,4.50557,0.479905,0.6,0.342973
40000,A_w5_T10000_std_lr0.01_cbp1e-5_s3,0.4,0,0.4,2.12381,1.24571,0.301984,0.48,0,2.47,18.1006,0.13646,4.12821,0.622814,0.4,0.929295
40000,A_w5_T10000_std_lr0.01_cbp1e-5_s4,0.6,0,0.6,1.91965,1.77845,0.292725,0.5,0,0.348722,21.2688,0.016396,4.41213,0.497597,0.6,0.595238
50000,A_w5_T10000_std_lr0.01_cbp1e-5_s0,0.8,0,0.8,1,1,0.194199,0.47,0,5.8601,17.6357,0.332286,4.48096,0.60282,0.8,0.886438
