step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s0,0,0,0,4.78107,4.64248,0.14562,0.447619,0,1.51872,77.1187,0.0196932,4.89226,0.294041,0,1.38722
0,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s1,0,0,0,4.71392,4.08705,0.215476,0.466667,0,1.337,74.2033,0.018018,4.77621,0.408985,0,1.16675
0,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s2,0,0,0,4.81256,4.32472,0.218473,0.466667,0,2.86983,142.945,0.0200764,4.7565,0.393691,0,1.93561
0,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s3,0,0,0,4.75916,4.58912,0.183112,0.466667,0,1.98723,103.081,0.0192784,4.87926,0.316767,0,2.48127
0,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s4,0,0,0,4.65973,4.26181,0.187293,0.580952,0,0.932675,64.2729,0.0145112,4.80083,0.323345,0,1.5465
0,B_w5_K10000_c2.0_lr0.01_snpS1e-4P1e-3_s0,0,0,0,4.59864,4.09914,0.242886,0.504762,0,9.67907,102.453,0.0944733,4.80308,0.414414,0,1.86386
0,B_w5_K10000_c2.0_lr0.01_snpS1e-4P1e-3_s1,0,0,0,3.84755,2.77348,0.299987,0.466667,0,31.3786,304.041,0.103205,4.66793,0.428183,0,3.52329
0,B_w5_K10000_c2.0_lr0.01_snpS1e-4P1e-3_s2,0,0,0,4.56515,3.80462,0.197945,0.485714,0,23.4155,300.866,0.0778271,4.87972,0.371218,0,3.30216
0,B_w5_K10000_c2.0_lr0.01_snpS1e-4P1e-3_s3,0,0,0,4.28351,3.33109,0.11902,0.485714,0,3.61786,40.4127,0.0895227,4.92102,0.273845,0,2.76725
0,B_w5_K10000_c2.0_lr0.01_snpS1e-4P1e-3_s4,0,0,0,4.64565,4.41718,0.198133,0.52381,0,21.77,329.563,0.066057,4.83957,0.3147,0,2.73616
10000,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s0,0,0,0,4.40919,3.29032,0.173796,0.552381,0,0.00252379,0.618192,0.00408253,4.65417,0.415768,0,0.0134996
10000,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s1,0,0,0,4.65991,4.01193,0.181816,0.52381,0,0.0017405,0.247414,0.00703477,4.69345,0.414844,0,0.00691664
10000,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s2,0,0,0,4.56044,3.38557,0.210341,0.428571,0,0.00111106,0.233031,0.00476785,4.69268,0.439332,0,0.0080401
10000,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s3,0,0,0,4.28153,2.11259,0.27467,0.485714,0,0.0127226,3.12416,0.00407232,4.23958,0.718371,0,0.0924345
10000,B_w5_K10000_c0.0_lr0.01_snpS1e-4P1e-3_s4,0,0,0,4.5886,3.84812,0.14852,0.447619,0,0.00886109,1.34279,0.00659901,4.67241,0.369391,0,0.0133669
10000,B_w5_K10000_c2.0_lr0.01_snpS1e-4P1e-3_s0,0,0,0,4.2476,3.04443,0.291323,0.504762,0,0.00365356,0.544601,0.00670869,4.27189,0.503703,0,0.0153761
10000,B_w5_K10000_c2.0_lr0.01_snpS1e-4P1e-3_s1,0,0,0,3.95947,2.86197,0.191513,0.514286,0,0.00246757,0.606595,0.00406791,4.73094,0.460331,0,0.0225653
