step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,A_w5_T10000_std_lr0.01_s0,0.4,0,0.2,1.82804,1.55535,0.223209,0.46,0,113.291,64.9407,1.74453,4.73645,0.356371,0.4,8.09569
0,A_w5_T10000_std_lr0.01_s1,0.2,0,0.2,2.35741,2.30647,0.135152,0.5,0,34.3079,103.188,0.33248,4.92291,0.309387,0.2,3.05418
0,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.96811,1.88248,0.198467,0.5,0,0.698533,4.11281,0.169843,4.76964,0.335994,0.6,0.912821
0,A_w5_T10000_std_lr0.01_s3,0.4,0.1,0.2,1.91915,2.61144,0.161373,0.45,0,55.6882,73.4907,0.757758,4.90449,0.343714,0.4,4.8361
0,A_w5_T10000_std_lr0.01_s4,0.2,0,0.2,3.32572,1.78232,0.176737,0.52,0,6.22992,22.3114,0.279226,4.86496,0.375398,0.2,4.01171
10000,A_w5_T10000_std_lr0.01_s0,0.6,0.1,0.6,1.45103,1.14964,0.234667,0.48,0,0.426397,21.8273,0.019535,4.37027,0.577832,0.6,1.02403
10000,A_w5_T10000_std_lr0.01_s1,0.4,0,0.4,2.38149,1.60422,0.265761,0.49,0,0.10453,14.8594,0.00703459,4.44628,0.555277,0.4,0.312156
10000,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.65725,1.57883,0.184349,0.52,0,1.63037,6.87383,0.237186,4.60615,0.450232,0.6,0.309453
10000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.81721,1.97024,0.267286,0.45,0,9.1783,44.4006,0.206716,4.15548,0.726675,0.4,1.16715
10000,A_w5_T10000_std_lr0.01_s4,0.2,0.1,0.2,2.54393,1.48246,0.305919,0.53,0,0.649567,11.5432,0.0562728,4.44118,0.492906,0.2,0.467228
20000,A_w5_T10000_std_lr0.01_s0,0.6,0,0.4,1.58645,1.20373,0.229494,0.47,0,0.198927,5.69857,0.0349083,4.42383,0.553469,0.6,0.620321
20000,A_w5_T10000_std_lr0.01_s1,0.2,0,0.2,3.39562,2.19042,0.345182,0.5,0,0.400765,7.16884,0.0559038,4.27334,0.572761,0.2,0.144827
20000,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.73678,1.66925,0.177858,0.52,0,1.20273,7.95043,0.151279,4.6482,0.472785,0.6,0.463574
20000,A_w5_T10000_std_lr0.01_s3,0.6,0,0.4,2.17275,1.94261,0.182264,0.47,0,0.0713975,7.08449,0.010078,4.37926,0.543769,0.6,0.916624
20000,A_w5_T10000_std_lr0.01_s4,0.4,0,0.4,2.43396,1.61529,0.29111,0.51,0,0.532698,6.02708,0.0883841,4.46629,0.512272,0.4,0.272259
30000,A_w5_T10000_std_lr0.01_s0,0.4,0,0.4,1.96733,1.19676,0.157608,0.47,0,8.43657,41.0401,0.205569,4.5408,0.518984,0.4,0.987337
30000,A_w5_T10000_std_lr0.01_s1,0.6,0,0.6,1.99525,1.84293,0.249889,0.54,0,0.142713,5.53117,0.0258015,4.4074,0.480201,0.6,0.276177
30000,A_w5_T10000_std_lr0.01_s2,0.4,0,0.4,2.89025,2.63727,0.182541,0.54,0,0.102348,7.91206,0.0129357,4.57505,0.446685,0.4,0.144861
30000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.79008,2.03711,0.289186,0.47,0,0.00954535,0.177903,0.0536549,4.29833,0.530586,0.4,0.568393
30000,A_w5_T10000_std_lr0.01_s4,0.6,0,0.6,1.27796,1.02539,0.229855,0.5,0,0.013511,2.38926,0.00565489,4.49107,0.461812,0.6,0.382036
40000,A_w5_T10000_std_lr0.01_s0,0.8,0,0.6,1.00206,1,0.194466,0.46,0,0.89476,22.5387,0.0396987,4.27618,0.65836,0.8,0.970379
40000,A_w5_T10000_std_lr0.01_s1,0.6,0,0.6,1.59482,1.17554,0.286001,0.56,0,0.00294663,1.14326,0.00257738,4.29959,0.497519,0.6,0.278624
40000,A_w5_T10000_std_lr0.01_s2,0.4,0,0.4,2.64724,2.08484,0.204854,0.46,0,0.136047,6.77524,0.02008,4.44231,0.464966,0.4,0.354772
40000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.12381,1.24571,0.293458,0.47,0,2.47,18.1006,0.13646,4.18147,0.621488,0.4,0.929295
