step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.78125,4.64296,0.145138,0.447619,0,1.50977,76.7048,0.0196829,4.89279,0.29398,0,1.3843
0,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.71417,4.08579,0.21571,0.466667,0,1.33344,74.1935,0.0179725,4.77652,0.409112,0,1.16779
0,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.81246,4.32585,0.218281,0.466667,0,2.86988,142.865,0.0200881,4.75667,0.393601,0,1.93337
0,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.75925,4.58869,0.183447,0.485714,0,1.99607,103.62,0.0192633,4.87886,0.316846,0,2.48308
0,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.65948,4.2607,0.187638,0.580952,0,0.933241,64.3572,0.014501,4.8005,0.323389,0,1.54601
0,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.59836,4.09836,0.243274,0.504762,0,9.66151,102.37,0.0943782,4.80298,0.41446,0,1.86301
0,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.84787,2.77668,0.29933,0.466667,0,31.2641,302.893,0.103218,4.66859,0.427648,0,3.51902
0,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.56447,3.80392,0.197311,0.485714,0,23.691,303.226,0.0781299,4.88014,0.370896,0,3.31684
0,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.28226,3.33021,0.119409,0.495238,0,3.63959,40.5706,0.0897102,4.92112,0.273599,0,2.76987
0,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.64579,4.41864,0.19801,0.52381,0,21.7397,329.208,0.0660364,4.84029,0.314753,0,2.73438
10000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63741,4.05896,0.164061,0.504762,0,0.000281747,0.206638,0.00136348,4.79462,0.343439,0,0.0131691
10000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.74459,4.11032,0.262693,0.504762,0,0.000414129,0.0980694,0.00422281,4.73529,0.40398,0,0.00741117
10000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77498,4.32751,0.162078,0.466667,0,0.000130002,0.0922692,0.00140895,4.88951,0.326208,0,0.00879545
10000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.64295,3.22393,0.261234,0.466667,0,0.00405577,1.56135,0.00259761,4.56973,0.536559,0,0.089554
10000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.58904,3.71502,0.266304,0.466667,0,0.00789409,1.33382,0.00591843,4.62667,0.393455,0,0.0286821
10000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.39079,3.36196,0.276275,0.504762,0,0.000631283,0.194593,0.00324411,4.4687,0.421255,0,0.0255244
10000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.9435,2.9582,0.175833,0.495238,0,0.000978039,0.213036,0.00459096,4.86088,0.314011,0,0.0230763
10000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.37031,3.3853,0.181699,0.533333,0,0.000277242,0.100686,0.00275354,4.86715,0.371949,0,0.00435592
10000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.9601,2.58969,0.151628,0.495238,0,0.00842735,0.519592,0.0162192,4.8597,0.296475,0,0.011274
10000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.39161,3.30827,0.268619,0.495238,0,0.000923446,0.359845,0.00256623,4.70284,0.418861,0,0.00991628
20000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.77324,4.47037,0.141268,0.485714,0,0.00385023,1.46221,0.00263316,4.89288,0.335066,0,0.0226105
20000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.73997,4.12088,0.269041,0.52381,0,0.00164596,0.345681,0.00476151,4.7153,0.378439,0,0.016366
20000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.43346,3.32425,0.233259,0.447619,0,0.0185352,4.98377,0.00371911,4.6067,0.465445,0,0.160386
20000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.61658,3.79034,0.129262,0.552381,0,0.0086725,1.90923,0.00454241,4.81883,0.364695,0,0.0510474
20000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.66489,4.07017,0.158901,0.47619,0,0.00915884,2.41772,0.00378822,4.79991,0.399281,0,0.0713423
20000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.40598,3.5795,0.268667,0.485714,0,0.0196503,0.924493,0.0212552,4.45254,0.382917,0,0.0154251
20000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,4.03526,2.55833,0.234773,0.485714,0,0.00404763,1.06347,0.00380606,4.73616,0.446591,0,0.0383667
20000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.11361,2.47224,0.21997,0.504762,0,0.00259261,0.670412,0.00386719,4.74361,0.398113,0,0.0366438
20000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.13503,3.0753,0.162555,0.466667,0,0.00029795,0.133982,0.0022238,4.8344,0.309049,0,0.0280673
20000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.02858,2.5497,0.282009,0.447619,0,0.12776,4.00904,0.031868,4.64241,0.45672,0,0.111488
30000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.65368,3.88596,0.110759,0.495238,0,0.00455293,0.622432,0.00731475,4.83541,0.371749,0,0.0108145
30000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.67164,3.81598,0.172462,0.495238,0,0.00700593,1.97949,0.00353925,4.7859,0.389481,0,0.0501605
30000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.55422,3.60296,0.270592,0.504762,0,0.00112872,0.193186,0.00584265,4.64878,0.44905,0,0.00447908
30000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.65952,3.81185,0.19688,0.419048,0,0.000719697,0.179031,0.00401996,4.79153,0.37592,0,0.00540299
30000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.69004,4.01637,0.21396,0.514286,0,0.00341622,0.65223,0.00523775,4.79921,0.425185,0,0.030254
30000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.60485,4.0072,0.218285,0.514286,0,0.00175244,0.519348,0.0033743,4.61256,0.380026,0,0.0301036
30000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,4.1207,2.9116,0.228823,0.438095,0,0.000789252,0.724943,0.00108871,4.51503,0.424178,0,0.0463693
30000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.10773,3.10942,0.215096,0.542857,0,0.00227043,0.451567,0.00502789,4.55173,0.412418,0,0.0342459
30000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.50134,3.40074,0.21378,0.504762,0,0.0252529,2.24237,0.0112617,4.53383,0.428697,0,0.0522885
30000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.48741,3.40354,0.366207,0.447619,0,0.0112977,1.11273,0.0101532,4.30709,0.43477,0,0.0302696
