step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s0,0,0,0,70.7719,27.2198,0.174438,0.500317,0,1.30267,74.6173,0.0174581,20.4394,0.0895067,0,1.76162
0,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s1,0,0,0,71.0858,27.2094,0.176655,0.501174,0,0.639939,45.6472,0.0140192,20.4034,0.087695,0,0.917438
0,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s2,0,0,0,71.028,27.4517,0.174303,0.498865,0,3.10707,180.421,0.0172212,20.4293,0.0873806,0,3.42698
0,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s3,0,0,0,70.9316,27.1474,0.17668,0.497258,0,0.659536,42.542,0.0155032,20.4421,0.0967057,0,0.991563
0,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s4,0,0,0,71.0979,27.5994,0.175781,0.500144,0,2.54448,152.852,0.0166467,20.4577,0.0920292,0,2.8947
0,B_w100_K10000_c2.0_lr0.01_snpS1e-4P0_s0,0,0,0,65.8993,23.619,0.176438,0.498105,0.00020202,1.08256,46.2438,0.0234099,20.4206,0.0963986,0,0.925213
0,B_w100_K10000_c2.0_lr0.01_snpS1e-4P0_s1,0,0,0,66.4736,24.5641,0.174403,0.500394,0,2.34022,80.259,0.0291584,20.5057,0.0902835,0,1.52508
0,B_w100_K10000_c2.0_lr0.01_snpS1e-4P0_s2,0,0,0,65.4008,24.0217,0.173749,0.500721,0,2.57374,110.161,0.0233636,20.4764,0.0884935,0,1.84222
0,B_w100_K10000_c2.0_lr0.01_snpS1e-4P0_s3,0,0,0,64.7464,23.9469,0.175109,0.498682,0,3.49491,76.294,0.0458085,20.4024,0.089911,0,1.31206
0,B_w100_K10000_c2.0_lr0.01_snpS1e-4P0_s4,0,0,0,66.8656,24.4555,0.175992,0.500327,0,44.9571,484.572,0.0927769,20.3951,0.0904126,0,8.11202
10000,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s0,0,0,0,75.4457,30.0489,0.172843,0.505127,0,0.0103431,3.45093,0.00299718,20.462,0.0973727,0,0.0382346
10000,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s1,0,0,0,74.4841,29.4211,0.172613,0.497297,0,0.00914725,2.87031,0.00318685,20.4454,0.095819,0,0.0354683
10000,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s2,0,0,0,74.4759,29.1127,0.173145,0.49823,0,0.00606004,3.2806,0.00184723,20.4104,0.0975844,0,0.0344011
10000,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s3,0,0,0,74.2848,29.7277,0.172568,0.49898,0,0.0158578,2.94574,0.00538329,20.4402,0.0844216,0,0.0356678
10000,B_w100_K10000_c0.0_lr0.01_snpS1e-4P0_s4,0,0,0,75.4596,29.843,0.174152,0.50227,0,0.00745381,2.76236,0.00269835,20.4345,0.0916041,0,0.034808
10000,B_w100_K10000_c2.0_lr0.01_snpS1e-4P0_s0,0,0,0,74.4166,25.9679,0.174977,0.50253,0,0.0180228,4.133,0.00436071,20.3809,0.0926308,0,0.0447747
10000,B_w100_K10000_c2.0_lr0.01_snpS1e-4P0_s1,0,0,0,74.6104,26.6419,0.173572,0.502655,0,0.0284202,3.82271,0.00743457,20.4097,0.100273,0,0.0400062
10000,B_w100_K10000_c2.0_lr0.01_snpS1e-4P0_s2,0,0,0,73.3911,21.448,0.187549,0.522607,0,0.0268134,3.97618,0.00674353,20.1397,0.145243,0,0.0491507
