step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s0,0.32,0.0137374,0.31,7.73637,5.1343,0.180508,0.503293,0,14.2384,41.2624,0.34507,19.4195,0.102102,0.32,2.69482
0,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s1,0.17,0.0163636,0.15,8.31001,4.95166,0.181948,0.499313,0.00020202,1.13144,22.8812,0.0494486,19.4853,0.101405,0.17,1.14013
0,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s2,0.22,0.00525253,0.2,9.64602,5.11249,0.177047,0.500869,0,14.9295,37.8298,0.39465,19.4819,0.0900173,0.22,2.76722
0,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s3,0.21,0.0284848,0.21,7.11154,4.94594,0.180112,0.499081,0,0.151999,9.41296,0.0161479,19.448,0.0925573,0.21,0.491223
0,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s4,0.32,0.0218182,0.26,6.81951,5.06752,0.18026,0.499061,0,66.1461,36.2634,1.82405,19.4673,0.0931182,0.32,4.51718
10000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s0,0.31,0.00808081,0.28,17.5561,6.80016,0.195667,0.509788,0,6.88341,32.9355,0.208997,18.412,0.204185,0.31,0.165352
10000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s1,0.14,0.00646465,0.13,15.5745,5.98159,0.195471,0.498505,0,0.762924,7.40369,0.103046,18.8159,0.162606,0.14,0.0536292
10000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s2,0.22,0.00545455,0.18,16.7707,6.27071,0.198717,0.50002,0,0.643715,11.8226,0.054448,18.1316,0.173551,0.22,0.0592295
10000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s3,0.2,0.00222222,0.17,14.5491,6.06182,0.188376,0.50098,0,0.0358843,3.71066,0.00967059,19.025,0.1561,0.2,0.0347091
10000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s4,0.26,0.00343434,0.23,16.6121,6.08989,0.186296,0.501444,0,0.456436,6.08526,0.0750068,18.9585,0.141163,0.26,0.0365244
20000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s0,0.34,0.00343434,0.33,17.2411,6.47182,0.212341,0.509808,0,3.0149,20.2262,0.149059,16.4047,0.216611,0.34,0.102546
20000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s1,0.22,0.00565657,0.21,15.6869,5.80308,0.209389,0.501859,0,2.47916,12.9936,0.190798,17.4127,0.244133,0.22,0.101223
20000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s2,0.29,0.00464646,0.25,16.0946,5.89842,0.209099,0.503576,0,0.488532,9.00844,0.0542305,16.8335,0.257538,0.29,0.0442013
20000,A_w100_T10000_std_lr0.01_snpS1e-4P1e-3_s3,0.13,0.00666667,0.13,13.0019,4.43947,0.201645,0.500657,0,0.566232,4.09348,0.138325,18.1189,0.217276,0.13,0.0327945
