step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.88915,4.53528,0.145214,0.447619,0,2.03255,87.4175,0.0232511,4.89253,0.294094,0,1.49182
0,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.80063,3.77118,0.215106,0.466667,0,2.91295,96.9052,0.0300598,4.77742,0.408986,0,1.46174
0,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.89299,3.98552,0.21672,0.466667,0,5.99901,182.994,0.0327825,4.76044,0.390755,0,2.43233
0,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.86663,4.40443,0.182815,0.485714,0,2.28171,110.184,0.0207082,4.87906,0.316205,0,2.34826
0,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.76116,4.08421,0.187111,0.580952,0,1.2413,75.2531,0.016495,4.79736,0.319795,0,1.8712
0,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.71243,3.96214,0.242285,0.504762,0,10.3694,105.417,0.0983652,4.80461,0.413435,0,1.79515
0,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.03179,2.98415,0.299309,0.466667,0,49.4444,428.588,0.115366,4.66872,0.427847,0,4.85477
0,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.75585,3.9159,0.198598,0.485714,0,26.1542,298.613,0.0875855,4.88023,0.372343,0,3.15117
0,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.56923,3.91178,0.116738,0.514286,0,7.45451,58.3589,0.127736,4.9266,0.270379,0,3.37099
0,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.76288,4.25034,0.200778,0.52381,0,22.2298,329.318,0.0675024,4.84121,0.31337,0,2.70129
10000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.74961,4.04947,0.144455,0.514286,0,0.00100663,0.353074,0.00285105,4.76001,0.337751,0,0.0248898
10000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.7878,3.69457,0.271066,0.485714,0,0.00115262,0.325856,0.00353719,4.75942,0.42128,0,0.0289122
10000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.90462,4.32922,0.166437,0.47619,0,0.000821387,0.161663,0.00508085,4.88071,0.333874,0,0.0143253
10000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.84421,3.54605,0.202644,0.438095,0,0.00367624,1.49117,0.00246534,4.72485,0.476428,0,0.0889787
10000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.67437,3.28367,0.289738,0.47619,0,0.0382851,3.53316,0.0108359,4.36561,0.451293,0,0.0665207
10000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.51188,3.44521,0.272386,0.495238,0,0.00291201,0.553719,0.00525901,4.43331,0.439218,0,0.0392269
10000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.54444,3.76623,0.182094,0.52381,0,0.00100951,0.225805,0.0044707,4.86518,0.337831,0,0.0258475
10000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.66618,3.52279,0.271091,0.571429,0,0.00234583,0.724427,0.00323818,4.69072,0.411495,0,0.0279772
10000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.3241,2.93187,0.201211,0.495238,0,0.011263,1.43579,0.00784444,4.71269,0.360797,0,0.0284532
10000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.56567,3.31568,0.300979,0.561905,0,0.00551128,1.37948,0.00399518,4.48951,0.411108,0,0.0312749
20000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.74575,3.86588,0.223901,0.447619,0,0.0468381,4.69387,0.00997857,4.59877,0.371681,0,0.0501809
20000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.75533,3.407,0.305956,0.457143,0,0.00590301,0.821559,0.00718513,4.39384,0.418398,0,0.0264315
20000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.53639,2.73871,0.338151,0.409524,0,0.026349,5.89827,0.00446724,4.37935,0.561322,0,0.139669
20000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.66359,3.34939,0.293831,0.495238,0,0.0138569,2.60416,0.00532106,4.57474,0.443293,0,0.0682405
20000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.72856,3.7385,0.21059,0.47619,0,0.01508,2.75221,0.00547923,4.71843,0.399343,0,0.0772454
20000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.48932,3.36373,0.218875,0.504762,0,0.0213665,2.06342,0.0103549,4.50567,0.385936,0,0.02509
20000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.69836,3.4589,0.171118,0.457143,0,0.00595636,1.14115,0.00521961,4.78034,0.403361,0,0.0526287
20000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.42687,2.98412,0.250017,0.542857,0,0.00410076,0.747408,0.00548664,4.63218,0.400464,0,0.0379768
20000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.50671,3.33694,0.203849,0.514286,0,0.000187908,0.106464,0.001765,4.76924,0.327421,0,0.0281553
20000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.19706,2.86252,0.247498,0.495238,0,0.316454,6.30743,0.0501717,4.52793,0.406394,0,0.143729
30000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.72156,3.57677,0.184388,0.504762,0,0.0274484,4.9661,0.00552716,4.748,0.382288,0,0.164368
30000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.77122,3.45146,0.275524,0.447619,0,0.0131174,4.90132,0.00267629,4.65179,0.440043,0,0.141997
30000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.75316,3.42628,0.244114,0.438095,0,0.0065538,1.17925,0.00555761,4.68985,0.480392,0,0.0394873
30000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.67304,3.21359,0.316462,0.428571,0,0.00365927,1.18381,0.00309109,4.54725,0.472195,0,0.0341618
30000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.83088,4.03268,0.207444,0.457143,0,0.00316525,0.88524,0.00357558,4.72609,0.356264,0,0.0498859
30000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.79767,4.12451,0.181881,0.485714,0,0.00500438,0.583352,0.00857865,4.80324,0.326232,0,0.0373855
30000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.633,3.63468,0.217418,0.504762,0,0.00259723,0.763813,0.00340035,4.68615,0.366576,0,0.0465559
30000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.38271,2.81333,0.373967,0.590476,0,0.00466137,0.573126,0.00813324,4.33206,0.517209,0,0.0648892
30000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.41145,3.69947,0.142899,0.542857,0,0.0239761,3.0395,0.00788819,4.772,0.406434,0.2,0.0997546
30000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.72224,3.58296,0.195253,0.457143,0,0.0241696,2.60472,0.00927914,4.85552,0.38979,0,0.0593199
40000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.79077,3.90383,0.210867,0.447619,0,0.00478397,0.532927,0.00897679,4.73878,0.362971,0,0.0402786
40000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.26853,3.03009,0.336519,0.571429,0.1,0.0228923,1.71491,0.013349,4.21846,0.46969,0,0.0441178
40000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.73918,3.81402,0.196666,0.47619,0,0.0216066,2.59099,0.00833915,4.49146,0.348197,0,0.042148
40000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.75156,3.95449,0.172671,0.485714,0,0.0480937,5.56376,0.00864411,4.784,0.339115,0,0.0835055
40000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.82398,3.86733,0.222444,0.428571,0,0.00539555,0.880945,0.00612473,4.6585,0.362833,0,0.0385874
40000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.47054,3.05013,0.212116,0.504762,0,0.247223,5.57345,0.0443573,4.70929,0.429602,0,0.169008
40000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.5115,3.54026,0.227979,0.533333,0,0.0314704,3.1935,0.00985452,4.48674,0.387005,0,0.0460701
40000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.39032,3.42626,0.161532,0.514286,0,0.181719,6.66324,0.0272719,4.639,0.36638,0,0.114883
40000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.65134,3.19612,0.200753,0.533333,0,0.0111874,2.70553,0.00413502,4.67336,0.377405,0.2,0.0778834
40000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.5851,3.64324,0.206374,0.485714,0,0.00286969,0.397436,0.00722052,4.81034,0.359377,0,0.0576157
50000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.72276,3.42153,0.291771,0.447619,0,0.00664865,1.74173,0.00381727,4.66231,0.443716,0,0.117768
50000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.55635,2.93458,0.316857,0.495238,0,0.0106979,1.58761,0.00673838,4.48352,0.524701,0,0.037161
50000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.78674,3.89721,0.157205,0.485714,0,0.00578757,2.7776,0.00208366,4.82965,0.372114,0,0.162195
50000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.60875,3.31666,0.247222,0.466667,0,0.00571275,2.14836,0.00265912,4.55693,0.445926,0,0.0692577
50000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.69196,3.4855,0.296461,0.466667,0,0.0254841,4.04613,0.0062984,4.48555,0.453829,0,0.117367
50000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.28879,2.78196,0.253311,0.552381,0,0.0152706,0.596119,0.0256167,4.42165,0.469422,0,0.0415428
50000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.65293,3.5235,0.188701,0.495238,0,0.0354352,3.23616,0.0109498,4.80026,0.356561,0,0.077485
50000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.78002,4.16346,0.207005,0.47619,0,0.010618,2.12765,0.00499049,4.66609,0.347053,0,0.0638146
50000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.55589,2.77336,0.243126,0.6,0,0.0227082,1.56878,0.0144751,4.56617,0.427004,0.2,0.0731984
50000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.47731,2.56812,0.401634,0.52381,0,0.00247714,0.402357,0.00615657,4.53843,0.541065,0,0.0396599
60000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.6072,3.17204,0.225184,0.485714,0,0.0111821,2.14349,0.00521676,4.68344,0.463043,0,0.0519224
60000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.58197,3.25883,0.324056,0.504762,0,0.00745179,1.3693,0.00544204,4.27532,0.464154,0,0.061092
60000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.52997,3.22436,0.227345,0.514286,0,0.0201284,3.79743,0.00530055,4.57373,0.381153,0,0.0971673
60000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.84011,4.04199,0.19188,0.514286,0,0.0182667,2.88211,0.00633795,4.83357,0.359398,0,0.127103
60000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.50251,3.14118,0.279875,0.580952,0,0.000920648,0.282488,0.00325907,4.45223,0.40978,0,0.0229887
60000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.69968,3.70554,0.166472,0.52381,0,0.00580257,1.65081,0.00351498,4.78403,0.338838,0,0.0495452
60000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.75582,3.83477,0.167315,0.466667,0,0.0516285,3.63281,0.0142117,4.80335,0.327396,0,0.0968556
60000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.42655,2.84038,0.17382,0.514286,0,0.0134474,2.82878,0.00475377,4.82868,0.388486,0,0.0655541
60000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.5361,3.36166,0.270041,0.542857,0,0.0435477,2.05362,0.0212053,4.50596,0.409037,0,0.0666763
60000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.36743,2.57148,0.356833,0.504762,0,0.00914348,1.45272,0.00629406,4.44601,0.60686,0,0.0715811
70000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.50471,3.102,0.206911,0.447619,0,0.0215257,3.89297,0.00552937,4.40383,0.445902,0,0.0779889
70000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.78945,3.55122,0.244802,0.485714,0,0.00361219,0.891404,0.00405225,4.7072,0.437173,0,0.0373325
70000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.7401,3.87053,0.208606,0.47619,0,0.00916998,1.74872,0.00524382,4.75219,0.359799,0,0.099133
70000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.50962,2.97533,0.29683,0.533333,0,0.00872518,2.13225,0.004092,4.55111,0.494271,0,0.113967
70000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.66876,3.52649,0.27027,0.504762,0,0.0034356,1.06359,0.0032302,4.51397,0.380593,0,0.0323573
70000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.7428,3.77111,0.212098,0.447619,0,0.0652732,1.77782,0.0367153,4.68011,0.370375,0,0.0951955
70000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.42199,2.78357,0.341974,0.495238,0,0.032188,1.14286,0.0281644,4.58857,0.484205,0,0.0399646
70000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.59911,3.44813,0.24183,0.457143,0,0.024318,1.75724,0.0138388,4.44045,0.392616,0,0.0249986
70000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.61015,3.18209,0.250556,0.514286,0,0.00437911,0.883604,0.00495596,4.56441,0.447064,0,0.0369137
70000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.40661,2.82277,0.380152,0.485714,0,0.0614476,9.32796,0.00658746,4.26555,0.464588,0,0.195058
80000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.37649,2.08901,0.269133,0.514286,0,0.00418083,1.7694,0.00236286,4.52893,0.574817,0,0.173395
80000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.73395,3.70987,0.243307,0.457143,0,0.0183982,2.99418,0.00614466,4.70088,0.361854,0,0.109594
80000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.61943,3.07231,0.20916,0.47619,0,0.0286007,3.88961,0.00735309,4.64359,0.474474,0,0.194884
80000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.63961,3.04765,0.240378,0.485714,0,0.0101273,3.89149,0.00260241,4.5923,0.462473,0,0.118784
80000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.74537,3.90002,0.193879,0.504762,0,0.00136026,0.665562,0.00204378,4.69838,0.342778,0,0.0716841
80000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.77427,3.82539,0.202008,0.52381,0,0.0154428,2.40753,0.00641439,4.78209,0.374253,0,0.0830363
80000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.50111,3.11106,0.257766,0.457143,0,0.0199615,1.87938,0.0106213,4.46028,0.446315,0,0.0433784
80000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.59302,3.76845,0.222377,0.533333,0,0.00752607,1.28254,0.00586809,4.78634,0.363986,0,0.0383583
80000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.48638,2.91216,0.271341,0.514286,0,0.00140449,0.173934,0.00807486,4.61945,0.45537,0,0.0154225
80000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.60987,3.30087,0.260645,0.514286,0,0.00678513,1.40739,0.00482108,4.6085,0.347858,0,0.0599796
90000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0,4.44555,2.66091,0.235019,0.504762,0,0.0240405,4.06843,0.00590905,4.47623,0.467988,0.2,0.107678
90000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s1,0,0,0,4.74945,3.53254,0.229379,0.561905,0,0.00258113,0.556307,0.00463977,4.72604,0.427414,0,0.0328333
90000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s2,0,0,0,4.67256,3.11334,0.25349,0.447619,0,0.0199465,2.21476,0.00900618,4.6621,0.466146,0,0.0593694
90000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s3,0,0,0,4.815,3.98962,0.191194,0.457143,0,0.00996741,1.97138,0.00505607,4.76301,0.339752,0,0.0709598
90000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s4,0,0,0,4.83847,3.87695,0.174407,0.447619,0,0.00246863,0.800369,0.00308437,4.73685,0.399146,0,0.048763
90000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s0,0,0,0,4.19363,2.55147,0.129142,0.466667,0,0.00959394,0.955573,0.01004,4.8335,0.371602,0,0.0456231
90000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s1,0,0,0,4.66595,4.03224,0.216244,0.504762,0,0.00963357,1.31738,0.00731265,4.76143,0.341768,0,0.0343392
90000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s2,0,0,0,4.13066,2.28179,0.280707,0.6,0.1,0.209214,3.22827,0.0648068,4.49307,0.561494,0,0.0758376
90000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s3,0,0,0,4.41871,3.16285,0.274956,0.485714,0,0.00669751,0.456285,0.0146783,4.57985,0.422517,0,0.01421
90000,B_w5_K10000_c2.0_lr0.01_leaky0.3_s4,0,0,0,4.58167,3.19773,0.242993,0.571429,0,0.0140057,0.765675,0.0182919,4.78869,0.373969,0,0.0309244
100000,B_w5_K10000_c0.0_lr0.01_leaky0.3_s0,0,0,0.2,4.80707,3.37884,0.20763,0.504762,0,0.01432,1.95486,0.00732533,4.62987,0.408859,0.2,0.0748978
