step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,A_w100_T10000_std_lr0.01_s0,0.32,0.0137374,0.31,7.73441,5.13301,0.180493,0.502697,0,14.3952,41.8899,0.343644,19.4198,0.102031,0.32,2.69777
0,A_w100_T10000_std_lr0.01_s1,0.17,0.0165657,0.15,8.31079,4.95125,0.181946,0.499313,0.00020202,1.19179,22.9539,0.051921,19.4856,0.10134,0.17,1.14115
0,A_w100_T10000_std_lr0.01_s2,0.22,0.00545455,0.2,9.65024,5.11162,0.177061,0.500747,0,15.0293,37.7457,0.398173,19.4813,0.0900652,0.22,2.77118
0,A_w100_T10000_std_lr0.01_s3,0.21,0.0286869,0.21,7.10431,4.94503,0.180117,0.499081,0,0.147643,9.38533,0.0157313,19.4481,0.0925456,0.21,0.492002
0,A_w100_T10000_std_lr0.01_s4,0.32,0.0218182,0.26,6.82241,5.06691,0.180277,0.49902,0,66.1945,36.0858,1.83437,19.4671,0.0931105,0.32,4.53351
10000,A_w100_T10000_std_lr0.01_s0,0.35,0.00282828,0.34,17.24,6.69113,0.18369,0.505434,0,0.0474292,0.0917336,0.517032,19.2966,0.118151,0.35,0.000541589
10000,A_w100_T10000_std_lr0.01_s1,0.2,0.00444444,0.17,15.4588,5.69158,0.184068,0.499465,0.00020202,0.00381566,0.0416492,0.0916141,19.4298,0.111636,0.2,0.000287372
10000,A_w100_T10000_std_lr0.01_s2,0.21,0.00363636,0.21,16.9324,6.09801,0.181365,0.500131,0,0.000129105,0.000860659,0.150007,19.2784,0.100529,0.21,3.98557e-06
10000,A_w100_T10000_std_lr0.01_s3,0.23,0.0020202,0.23,13.9363,5.57923,0.179985,0.498505,0,0.0131727,0.0944462,0.139473,19.427,0.0981788,0.23,0.000709429
10000,A_w100_T10000_std_lr0.01_s4,0.32,0.00222222,0.31,15.5833,5.97256,0.181158,0.500111,0,0.00425671,0.0229779,0.185252,19.4438,0.095731,0.32,0.000189682
20000,A_w100_T10000_std_lr0.01_s0,0.44,0.000808081,0.4,17.9903,6.29455,0.186679,0.507434,0,0.000169738,0.0027597,0.0615058,19.1294,0.132465,0.44,2.00074e-05
20000,A_w100_T10000_std_lr0.01_s1,0.28,0.0030303,0.24,15.6146,5.8467,0.184725,0.500263,0.00020202,3.469e-05,0.00342752,0.010121,19.3997,0.114401,0.28,1.71629e-05
20000,A_w100_T10000_std_lr0.01_s2,0.29,0.00242424,0.27,16.6141,6.45949,0.182307,0.500697,0,2.33736e-06,5.77657e-05,0.0404628,19.2384,0.110843,0.29,2.93693e-07
20000,A_w100_T10000_std_lr0.01_s3,0.27,0.0020202,0.26,13.8024,5.41274,0.180452,0.498556,0,0.00979475,0.0497936,0.196707,19.4115,0.102813,0.27,0.000312848
20000,A_w100_T10000_std_lr0.01_s4,0.41,0.0010101,0.38,14.8865,5.28232,0.181451,0.501202,0,0.00496767,0.00922023,0.53878,19.4104,0.0959747,0.41,5.96567e-05
30000,A_w100_T10000_std_lr0.01_s0,0.47,0.000606061,0.46,17.1719,5.21071,0.188193,0.507889,0,7.51495e-06,0.000330467,0.0227404,19.1117,0.137334,0.47,2.21805e-06
30000,A_w100_T10000_std_lr0.01_s1,0.39,0.00181818,0.34,14.1809,5.72886,0.184408,0.501192,0.00020202,0.00335929,0.0128437,0.261552,19.4143,0.117437,0.39,9.72616e-05
30000,A_w100_T10000_std_lr0.01_s2,0.4,0.00161616,0.36,15.9309,5.91028,0.184564,0.503475,0,0.00181919,0.00397311,0.457875,19.1496,0.120887,0.4,2.32419e-05
30000,A_w100_T10000_std_lr0.01_s3,0.32,0.00121212,0.3,15.3375,5.97053,0.182051,0.499152,0,0.000126581,0.00195315,0.0648084,19.3584,0.105824,0.32,1.02788e-05
30000,A_w100_T10000_std_lr0.01_s4,0.47,0.000808081,0.42,13.9502,5.58208,0.180977,0.501364,0,6.77218e-06,0.000113564,0.059633,19.4212,0.0936949,0.47,9.3448e-07
40000,A_w100_T10000_std_lr0.01_s0,0.51,0.00161616,0.42,16.4539,4.48933,0.188355,0.51005,0,1.35804e-08,1.75853e-07,0.0772256,19.1189,0.136165,0.51,1.69194e-09
40000,A_w100_T10000_std_lr0.01_s1,0.44,0.0010101,0.44,15.605,5.96433,0.184749,0.50199,0.00020202,0.0360229,0.197913,0.182013,19.343,0.121245,0.44,0.00116866
40000,A_w100_T10000_std_lr0.01_s2,0.44,0.00161616,0.4,17.7844,7.20127,0.187279,0.505566,0,2.53276e-06,3.61373e-05,0.0700871,19.0498,0.126841,0.44,1.38193e-07
40000,A_w100_T10000_std_lr0.01_s3,0.36,0.000606061,0.33,16.066,6.27955,0.182753,0.499071,0,7.63717e-05,0.00018613,0.410314,19.3495,0.108133,0.36,1.6833e-06
40000,A_w100_T10000_std_lr0.01_s4,0.55,0.000606061,0.5,13.1157,5.44281,0.182061,0.502465,0,0.0249,0.148448,0.167736,19.3677,0.10303,0.55,0.00109182
50000,A_w100_T10000_std_lr0.01_s0,0.52,0.00161616,0.48,16.7252,6.11732,0.190481,0.510647,0,7.93668e-05,0.000639662,0.124076,19.0735,0.132018,0.52,4.48313e-06
50000,A_w100_T10000_std_lr0.01_s1,0.49,0.00020202,0.48,16.2879,5.98098,0.184942,0.503889,0.00040404,0.000177433,0.00679205,0.0261237,19.3029,0.11946,0.49,3.83828e-05
50000,A_w100_T10000_std_lr0.01_s2,0.54,0.00121212,0.51,15.2571,6.25506,0.188323,0.506394,0,5.99165e-05,0.000684589,0.0875219,18.9888,0.131879,0.54,2.83997e-06
50000,A_w100_T10000_std_lr0.01_s3,0.49,0.00040404,0.44,15.7446,6.43483,0.183239,0.499111,0,2.45477e-05,0.000817748,0.0300186,19.3175,0.107433,0.49,4.78101e-06
50000,A_w100_T10000_std_lr0.01_s4,0.61,0.000606061,0.6,13.0748,4.72536,0.185337,0.503232,0,0.00100737,0.0155445,0.0648057,19.2383,0.117664,0.61,7.94621e-05
60000,A_w100_T10000_std_lr0.01_s0,0.56,0.000808081,0.53,15.851,6.16688,0.191093,0.514222,0,0.000158284,0.00127792,0.123861,19.0529,0.138049,0.56,1.05893e-05
60000,A_w100_T10000_std_lr0.01_s1,0.53,0.00040404,0.53,15.3231,5.37795,0.187994,0.504404,0.00040404,0.00121656,0.00350699,0.346897,19.2082,0.127992,0.53,2.1185e-05
60000,A_w100_T10000_std_lr0.01_s2,0.63,0.0010101,0.57,15.6003,5.52589,0.189592,0.50902,0,0.000319213,0.00571437,0.0558614,18.928,0.134555,0.63,3.38975e-05
60000,A_w100_T10000_std_lr0.01_s3,0.45,0.0010101,0.44,15.1713,5.88215,0.183471,0.499889,0,0.00105386,0.0134372,0.0784287,19.2898,0.108521,0.45,9.96615e-05
60000,A_w100_T10000_std_lr0.01_s4,0.6,0.000606061,0.59,14.2102,3.95505,0.187101,0.504586,0,0.00276717,0.0101612,0.272328,19.1836,0.12325,0.6,6.68579e-05
70000,A_w100_T10000_std_lr0.01_s0,0.58,0.000808081,0.55,14.9449,5.55987,0.191858,0.514919,0.00020202,2.98582e-05,0.000449067,0.0664894,18.9986,0.139055,0.58,2.09207e-06
70000,A_w100_T10000_std_lr0.01_s1,0.66,0.0010101,0.62,15.7675,5.39022,0.190377,0.50701,0.00020202,0.0321525,0.448612,0.0716712,19.1071,0.133989,0.66,0.00240975
70000,A_w100_T10000_std_lr0.01_s2,0.7,0.000606061,0.68,14.6379,5.62967,0.193581,0.510849,0,0.00106566,0.00894585,0.119124,18.8153,0.139119,0.7,3.70211e-05
70000,A_w100_T10000_std_lr0.01_s3,0.59,0.00040404,0.58,15.694,6.38218,0.18509,0.500404,0,0.00388448,0.0218828,0.177513,19.2245,0.107635,0.59,0.000114899
70000,A_w100_T10000_std_lr0.01_s4,0.74,0.000606061,0.7,11.1106,4.35765,0.188467,0.507364,0,0.168691,0.30779,0.548072,19.0834,0.128987,0.74,0.00193831
80000,A_w100_T10000_std_lr0.01_s0,0.54,0.000606061,0.53,17.3605,6.09416,0.194169,0.517222,0,2.23572e-07,2.01295e-06,0.111067,18.9077,0.137105,0.54,9.1107e-09
80000,A_w100_T10000_std_lr0.01_s1,0.59,0.000808081,0.55,16.1275,5.46005,0.192006,0.507535,0.00020202,0.000612553,0.0128489,0.0476736,19.0522,0.138411,0.59,7.03323e-05
80000,A_w100_T10000_std_lr0.01_s2,0.71,0,0.71,12.6697,4.66932,0.19598,0.513091,0,0.0466401,0.445189,0.104765,18.7388,0.147069,0.71,0.00195686
80000,A_w100_T10000_std_lr0.01_s3,0.57,0.00020202,0.54,16.1608,5.68747,0.185856,0.500717,0,0.000192473,0.00106425,0.180854,19.1804,0.108885,0.57,6.13909e-06
80000,A_w100_T10000_std_lr0.01_s4,0.67,0.00020202,0.65,14.4847,4.43919,0.189708,0.507424,0,2.16766e-05,0.000327534,0.0661813,19.034,0.129823,0.67,2.2688e-06
90000,A_w100_T10000_std_lr0.01_s0,0.59,0.000606061,0.57,16.0047,5.6181,0.195559,0.518586,0,2.00075e-05,0.00060828,0.0328919,18.8587,0.136462,0.59,3.97012e-06
90000,A_w100_T10000_std_lr0.01_s1,0.5,0.0010101,0.49,16.9037,5.59209,0.192463,0.507859,0,9.41863e-07,6.31515e-06,0.149144,19.0314,0.13956,0.5,3.22702e-08
90000,A_w100_T10000_std_lr0.01_s2,0.76,0.00020202,0.75,12.297,4.15886,0.197521,0.515525,0,0.0189909,0.0663067,0.28641,18.66,0.155278,0.76,0.00037037
90000,A_w100_T10000_std_lr0.01_s3,0.54,0.00020202,0.52,17.6491,7.03902,0.18616,0.502444,0,2.04084e-05,6.73374e-05,0.303077,19.1457,0.111891,0.54,3.74772e-07
90000,A_w100_T10000_std_lr0.01_s4,0.7,0.000606061,0.64,14.2887,5.0633,0.189588,0.509273,0,0.00177203,0.0139272,0.127235,18.9992,0.13224,0.7,7.23861e-05
100000,A_w100_T10000_std_lr0.01_s0,0.69,0.00020202,0.68,14.4686,4.28719,0.19653,0.518384,0,0.000450732,0.00150884,0.298728,18.7826,0.143765,0.69,8.93314e-06
100000,A_w100_T10000_std_lr0.01_s1,0.59,0,0.56,15.3526,4.48691,0.196361,0.509283,0,2.34188e-05,0.00011188,0.209321,18.9116,0.147396,0.59,5.11584e-07
100000,A_w100_T10000_std_lr0.01_s2,0.82,0.00040404,0.77,11.6792,4.27541,0.200809,0.522404,0,0.168826,0.697559,0.242025,18.487,0.154879,0.82,0.00626349
100000,A_w100_T10000_std_lr0.01_s3,0.58,0.00020202,0.57,18.01,6.65349,0.18784,0.502848,0,8.10913e-05,0.00194735,0.0416419,19.0521,0.117967,0.58,9.0891e-06
100000,A_w100_T10000_std_lr0.01_s4,0.69,0.000808081,0.64,15.0712,4.3402,0.18999,0.510101,0,0.000122675,0.00287291,0.0427008,18.9808,0.13353,0.69,2.35654e-05
110000,A_w100_T10000_std_lr0.01_s0,0.7,0.00020202,0.67,17.4636,6.44803,0.197316,0.519071,0,0.000259963,0.00201219,0.129194,18.7385,0.1438,0.7,1.38475e-05
110000,A_w100_T10000_std_lr0.01_s1,0.65,0.00040404,0.62,14.3617,4.98389,0.199217,0.511162,0,0.00278732,0.00920998,0.302641,18.853,0.145209,0.65,6.3207e-05
110000,A_w100_T10000_std_lr0.01_s2,0.88,0.00020202,0.83,11.6957,5.95093,0.203042,0.524838,0,0.143499,1.18513,0.121083,18.3487,0.155581,0.88,0.0216565
110000,A_w100_T10000_std_lr0.01_s3,0.61,0,0.59,16.976,6.07612,0.189263,0.503758,0,9.77418e-06,0.000163646,0.0597275,19.0069,0.121716,0.61,7.92132e-07
110000,A_w100_T10000_std_lr0.01_s4,0.68,0,0.65,14.3802,3.8599,0.189592,0.510081,0,0.00545155,0.0299954,0.181746,18.9824,0.130079,0.68,0.000201425
