step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s0,0,0,0,4.78125,4.64296,0.145138,0.447619,0,1.50977,76.7048,0.0196829,4.89279,0.29398,0,1.3843
0,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s1,0,0,0,4.71417,4.08579,0.21571,0.466667,0,1.33344,74.1935,0.0179725,4.77652,0.409112,0,1.16779
0,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s2,0,0,0,4.81246,4.32585,0.218281,0.466667,0,2.86988,142.865,0.0200881,4.75667,0.393601,0,1.93337
0,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s3,0,0,0,4.75925,4.58869,0.183447,0.485714,0,1.99607,103.62,0.0192633,4.87886,0.316846,0,2.48308
0,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s4,0,0,0,4.65948,4.2607,0.187638,0.580952,0,0.933241,64.3572,0.014501,4.8005,0.323389,0,1.54601
0,B_w5_K10000_c2.0_lr0.01_cbp1e-5_s0,0,0,0,4.59836,4.09836,0.243274,0.504762,0,9.66151,102.37,0.0943782,4.80298,0.41446,0,1.86301
0,B_w5_K10000_c2.0_lr0.01_cbp1e-5_s1,0,0,0,3.84787,2.77668,0.29933,0.466667,0,31.2641,302.893,0.103218,4.66859,0.427648,0,3.51902
0,B_w5_K10000_c2.0_lr0.01_cbp1e-5_s2,0,0,0,4.56447,3.80392,0.197311,0.485714,0,23.691,303.226,0.0781299,4.88014,0.370896,0,3.31684
0,B_w5_K10000_c2.0_lr0.01_cbp1e-5_s3,0,0,0,4.28226,3.33021,0.119409,0.495238,0,3.63959,40.5706,0.0897102,4.92112,0.273599,0,2.76987
0,B_w5_K10000_c2.0_lr0.01_cbp1e-5_s4,0,0,0,4.64579,4.41864,0.19801,0.52381,0,21.7397,329.208,0.0660364,4.84029,0.314753,0,2.73438
10000,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s0,0,0,0,4.63741,4.05896,0.164061,0.504762,0,0.000281747,0.206638,0.00136348,4.79462,0.343439,0,0.0131691
10000,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s1,0,0,0,4.74459,4.11032,0.262693,0.504762,0,0.000414129,0.0980694,0.00422281,4.73529,0.40398,0,0.00741117
10000,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s2,0,0,0,4.77498,4.32751,0.162078,0.466667,0,0.000130002,0.0922692,0.00140895,4.88951,0.326208,0,0.00879545
10000,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s3,0,0,0,4.64295,3.22393,0.261234,0.466667,0,0.00405577,1.56135,0.00259761,4.56973,0.536559,0,0.089554
10000,B_w5_K10000_c0.0_lr0.01_cbp1e-5_s4,0,0,0,4.58904,3.71502,0.266304,0.466667,0,0.00789409,1.33382,0.00591843,4.62667,0.393455,0,0.0286821
10000,B_w5_K10000_c2.0_lr0.01_cbp1e-5_s0,0,0,0,4.39079,3.36196,0.276275,0.504762,0,0.000631283,0.194593,0.00324411,4.4687,0.421255,0,0.0255244
10000,B_w5_K10000_c2.0_lr0.01_cbp1e-5_s1,0,0,0,3.9435,2.9582,0.175833,0.495238,0,0.000978039,0.213036,0.00459096,4.86088,0.314011,0,0.0230763
