step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,A_w100_T10000_std_lr0.01_snpS0P1e-3_s0,0.32,0.0137374,0.31,7.73638,5.1343,0.180508,0.503293,0,14.2458,41.2739,0.345152,19.4195,0.102102,0.32,2.6952
0,A_w100_T10000_std_lr0.01_snpS0P1e-3_s1,0.17,0.0163636,0.15,8.31002,4.95166,0.181948,0.499313,0.00020202,1.13071,22.886,0.0494063,19.4853,0.101405,0.17,1.1401
0,A_w100_T10000_std_lr0.01_snpS0P1e-3_s2,0.22,0.00525253,0.2,9.64603,5.11249,0.177047,0.500869,0,14.9324,37.8374,0.394647,19.4819,0.0900173,0.22,2.76722
0,A_w100_T10000_std_lr0.01_snpS0P1e-3_s3,0.21,0.0284848,0.21,7.11154,4.94594,0.180112,0.499081,0,0.151614,9.41582,0.0161021,19.448,0.0925573,0.21,0.49124
0,A_w100_T10000_std_lr0.01_snpS0P1e-3_s4,0.32,0.0218182,0.26,6.8195,5.06752,0.18026,0.499061,0,66.1946,36.2801,1.82454,19.4673,0.0931183,0.32,4.51913
10000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s0,0.37,0.00282828,0.35,17.0745,6.55125,0.185132,0.507879,0,0.152689,1.18634,0.128707,19.248,0.12198,0.37,0.00443097
10000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s1,0.16,0.00383838,0.13,15.5167,5.8273,0.18524,0.498869,0,0.169207,0.79125,0.213848,19.3767,0.114824,0.16,0.00501101
10000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s2,0.24,0.00282828,0.2,16.6293,6.15884,0.183681,0.499939,0,0.385841,2.32124,0.166222,19.1956,0.111699,0.24,0.0108839
10000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s3,0.21,0.00161616,0.21,14.4024,5.70514,0.180785,0.500152,0,0.0228956,0.315365,0.0726002,19.3955,0.102288,0.21,0.00211646
10000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s4,0.28,0.00161616,0.28,15.8503,6.05873,0.181969,0.499879,0,0.00869503,0.207313,0.0419415,19.4399,0.0976815,0.28,0.00133456
20000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s0,0.47,0.00121212,0.38,16.1039,5.48143,0.187095,0.510475,0,0.0499174,0.477116,0.104623,19.1632,0.125651,0.47,0.00195886
20000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s1,0.27,0.00141414,0.23,14.717,4.91985,0.185704,0.498899,0,0.0647814,0.37719,0.171747,19.3469,0.112095,0.27,0.00198466
20000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s2,0.31,0.000808081,0.24,17.9625,6.84672,0.185967,0.504414,0,0.0408094,0.542711,0.0751954,19.1429,0.109767,0.31,0.00235245
20000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s3,0.21,0.00141414,0.22,13.6538,5.13456,0.180991,0.50105,0,0.0705485,0.357867,0.197136,19.3897,0.10479,0.21,0.00250034
20000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s4,0.38,0.000808081,0.33,15.4353,5.71993,0.18302,0.501323,0,0.0272146,0.443737,0.0613305,19.4284,0.102614,0.38,0.00227402
30000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s0,0.53,0.00040404,0.5,16.3288,5.29375,0.18593,0.512535,0.00020202,0.0556358,0.4238,0.131279,19.189,0.124844,0.53,0.00254819
30000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s1,0.4,0,0.32,13.9357,5.12507,0.18655,0.501455,0,0.192878,0.508799,0.379085,19.3493,0.111862,0.4,0.00386753
30000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s2,0.4,0.00121212,0.33,15.9363,5.69644,0.184891,0.502717,0,0.0411394,0.786713,0.0522927,19.0999,0.115935,0.4,0.00309605
30000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s3,0.34,0.00121212,0.28,15.0511,5.63475,0.184572,0.501121,0,0.932267,1.6413,0.568007,19.2851,0.110696,0.34,0.0113186
30000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s4,0.42,0.00020202,0.39,13.6664,5.4069,0.182184,0.501707,0,0.0822921,0.313426,0.262557,19.4546,0.103376,0.42,0.00205186
40000,A_w100_T10000_std_lr0.01_snpS0P1e-3_s0,0.56,0.00121212,0.44,15.6927,5.18745,0.18605,0.51599,0,0.0548245,0.324459,0.168972,19.1968,0.131015,0.56,0.00294986
